event,team,fixture_difficulty,GS,GA,opponent,is_home
38,1,2,5,1,8,1
38,2,5,2,3,12,0
38,3,2,1,2,10,1
38,4,3,3,1,19,1
38,5,2,1,2,14,1
38,6,2,2,1,18,1
38,7,3,1,0,13,1
38,8,4,1,5,1,0
38,9,2,4,1,16,1
38,10,2,2,1,3,0
38,11,3,3,1,20,1
38,12,2,3,2,2,1
38,13,2,0,1,7,0
38,14,2,2,1,5,0
38,15,3,0,5,17,1
38,16,3,1,4,9,0
38,17,2,5,0,15,0
38,18,4,1,2,6,0
38,19,2,1,3,4,0
38,20,5,1,3,11,0
