event,team,fixture_difficulty,GS,GA,opponent,is_home
7,1,2,0,0,4,0
7,2,4,1,2,17,0
7,3,3,2,1,19,0
7,4,4,0,0,1,1
7,5,2,0,0,15,1
7,6,2,3,1,16,1
7,7,2,2,2,9,1
7,8,4,1,1,13,0
7,9,2,2,2,7,0
7,10,2,1,0,18,1
7,11,5,2,2,12,1
7,12,5,2,2,11,0
7,13,2,1,1,8,1
7,14,3,1,2,20,0
7,15,2,0,0,5,0
7,16,4,1,3,6,0
7,17,2,2,1,2,1
7,18,2,0,1,10,0
7,19,2,1,2,3,1
7,20,2,2,1,14,1
