assists,id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1,0,0,0.0,0.0,0,37605,0,0,-3,3,0.0,0,3,0.0,0.0,0,Mesut,0.0,0,0,0.0,False,0.0,0,Not included in Arsenal's 25-man Premier League squad,2020-10-20T22:30:18.118477Z,67,0,0,0,37605.jpg,0.0,0,0,Özil,0.5,False,,u,1,3,0.0,0,3441,0,54669,54,0.0,0.0,Özil,0
0,2,0,0,0.0,0.0,0,39476,0,0,-2,2,0.0,0,2,0.0,0.0,0,Sokratis,0.0,0,0,0.0,False,0.0,0,Left the club by mutual consent on 20/1,2020-10-21T10:30:18.546407Z,48,0,0,0,39476.jpg,0.0,0,0,Papastathopoulos,0.1,False,,u,1,3,0.0,0,10266,0,19110,4,0.0,0.0,Sokratis,0
0,3,0,223,100.0,100.0,3,41270,0,0,-1,1,45.2,0,2,1.7,1.7,1,David,1.7,20,1,41.0,False,244.6,1344,,2021-02-02T20:30:22.388696Z,54,0,0,0,41270.jpg,2.1,1,0,Luiz Moreira Marinho,0.9,False,,a,1,3,123.0,40,76194,893,114433,3088,0.3,7.4,David Luiz,1
1,4,10,296,100.0,100.0,7,54694,0,0,-5,5,266.2,2,3,3.3,3.3,2,Pierre-Emerick,3.3,23,9,140.7,False,414.0,1931,,2021-01-23T16:00:22.555453Z,115,1,0,0,54694.jpg,4.4,0,0,Aubameyang,10.8,False,,a,1,3,729.0,106,1108426,5466,3445432,89693,0.3,9.2,Aubameyang,2
1,5,3,121,100.0,100.0,2,58822,0,0,-4,4,112.3,0,2,0.7,0.7,0,Cédric,0.7,8,0,26.5,False,103.4,699,,2020-09-23T09:00:14.881983Z,46,0,0,0,58822.jpg,3.1,0,0,Soares,0.3,False,,a,1,3,49.0,28,28874,201,51641,720,0.2,6.1,Cédric,1
3,6,18,380,100.0,100.0,6,59966,1,-1,-3,3,271.4,3,4,6.7,6.7,11,Alexandre,6.7,16,11,151.5,False,515.8,1617,,2021-01-30T23:00:18.185183Z,82,0,0,0,59966.jpg,4.4,0,0,Lacazette,6.1,False,,a,1,3,731.0,109,1437571,28034,1324354,21823,0.8,13.3,Lacazette,3
0,7,0,16,0.0,0.0,0,69140,0,0,0,0,1.0,0,2,0.0,0.0,0,Shkodran,0.0,1,0,1.3,False,11.6,45,Joined Schalke on a permanent deal on 1/2,2021-02-01T22:30:23.082979Z,50,0,0,0,69140.jpg,1.0,0,0,Mustafi,0.0,False,,u,1,3,0.0,3,13464,0,14413,10,0.0,0.6,Mustafi,0
0,8,8,499,100.0,100.0,8,80201,0,0,0,0,0.0,2,1,2.7,2.7,1,Bernd,2.7,31,0,56.8,False,567.0,2501,,2021-02-02T20:30:22.406559Z,50,0,0,1,80201.jpg,3.6,1,69,Leno,6.7,False,,a,1,3,0.0,102,864911,3982,1014061,7179,0.5,20.4,Leno,0
2,9,1,321,100.0,100.0,7,84450,0,0,-3,3,251.2,0,3,1.7,1.7,2,Granit,1.7,25,1,72.4,False,355.6,2057,,2020-12-13T22:30:16.182130Z,52,0,0,0,84450.jpg,2.3,1,0,Xhaka,0.5,False,,a,1,3,116.0,57,43582,310,79191,884,0.3,11.0,Xhaka,6
0,10,1,118,100.0,100.0,2,92371,0,0,-1,1,24.9,0,2,1.0,1.0,1,Pablo,1.0,7,0,15.9,False,118.4,630,,2021-01-14T22:00:26.195009Z,44,0,0,0,92371.jpg,3.0,0,0,Marí,0.1,False,,a,1,3,16.0,21,35076,176,30590,311,0.2,4.8,Marí,1
