assists,id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1,0,0,0.0,0.0,0,37605,0,0,-3,3,0.0,0,3,0.0,0.0,0,Mesut,0.0,0,0,0.0,False,0.0,0,Not included in Arsenal's 25-man Premier League squad,2020-10-20T22:30:18.118477Z,67,0,0,0,37605.jpg,0.0,0,0,Özil,0.5,False,,u,1,3,0.0,0,3441,0,54487,79,0.0,0.0,Özil,0
0,2,0,0,0.0,0.0,0,39476,0,0,-2,2,0.0,0,2,0.0,0.0,0,Sokratis,0.0,0,0,0.0,False,0.0,0,Left the club by mutual consent on 20/1,2020-10-21T10:30:18.546407Z,48,0,0,0,39476.jpg,0.0,0,0,Papastathopoulos,0.1,False,,u,1,3,0.0,0,10266,0,19082,12,0.0,0.0,Sokratis,0
0,3,0,177,100.0,100.0,3,41270,0,0,-1,1,42.4,0,2,3.0,2.5,8,David,2.5,15,1,34.3,False,192.4,1074,,2021-02-02T20:30:22.388696Z,54,0,0,0,41270.jpg,2.2,1,0,Luiz Moreira Marinho,0.8,False,,a,1,3,111.0,35,58729,5138,105693,876,0.5,6.5,David Luiz,1
1,4,9,270,100.0,100.0,7,54694,0,0,-7,7,258.4,2,3,6.5,6.0,1,Pierre-Emerick,6.0,19,8,128.8,False,377.4,1761,,2021-01-23T16:00:22.555453Z,113,1,0,0,54694.jpg,4.4,0,0,Aubameyang,7.1,False,,a,1,3,655.0,96,668255,43459,3314924,7432,0.5,8.5,Aubameyang,2
1,5,3,111,100.0,100.0,2,58822,0,0,-4,4,109.0,0,2,1.7,1.2,2,Cédric,1.2,7,0,25.5,False,100.6,609,,2020-09-23T09:00:14.881983Z,46,0,0,0,58822.jpg,3.2,0,0,Soares,0.3,False,,a,1,3,45.0,26,26050,1125,48259,755,0.3,5.7,Cédric,1
2,6,13,311,100.0,100.0,6,59966,0,0,-4,4,236.7,2,4,3.0,2.5,8,Alexandre,2.5,12,9,125.8,False,438.8,1413,,2021-01-30T23:00:18.185183Z,81,0,0,0,59966.jpg,4.0,0,0,Lacazette,4.1,False,,a,1,3,585.0,89,1216600,22179,1255621,9125,0.3,11.0,Lacazette,2
0,7,0,16,0.0,0.0,0,69140,0,0,0,0,1.0,0,2,0.0,0.0,0,Shkodran,0.0,1,0,1.3,False,11.6,45,Joined Schalke on a permanent deal on 1/2,2021-02-01T22:30:23.082979Z,50,0,0,0,69140.jpg,1.0,0,0,Mustafi,0.0,False,,u,1,3,0.0,3,13464,0,14330,45,0.0,0.6,Mustafi,0
0,8,6,456,100.0,100.0,8,80201,0,0,0,0,0.0,2,1,2.0,1.5,2,Bernd,1.5,26,0,50.2,False,501.6,2231,,2021-02-02T20:30:22.406559Z,50,0,0,1,80201.jpg,3.8,1,61,Leno,6.7,False,,a,1,3,0.0,94,837375,8792,986392,6539,0.3,18.8,Leno,0
2,9,1,285,100.0,100.0,7,84450,0,0,-3,3,212.1,0,3,2.7,2.2,2,Granit,2.2,20,1,65.2,False,326.8,1804,,2020-12-13T22:30:16.182130Z,52,0,0,0,84450.jpg,2.4,1,0,Xhaka,0.4,False,,a,1,3,113.0,52,38947,876,76634,530,0.4,10.0,Xhaka,5
0,10,1,91,100.0,100.0,2,92371,0,0,-1,1,22.4,0,2,1.5,1.0,2,Pablo,1.0,3,0,11.1,False,83.2,450,,2021-01-14T22:00:26.195009Z,44,0,0,0,92371.jpg,3.6,0,0,Marí,0.1,False,,a,1,3,6.0,18,32977,919,28957,256,0.2,4.1,Marí,1
3,11,15,385,100.0,100.0,6,98745,0,0,1,-1,327.0,3,2,3.5,3.0,0,Héctor,3.0,23,1,86.2,False,346.4,1910,,2020-12-13T22:30:16.198432Z,51,0,0,0,98745.jpg,3.8,0,0,Bellerín,4.4,False,,a,1,3,188.0,83,978886,11235,1045289,10261,0.6,16.3,Bellerín,8
0,13,0,0,100.0,100.0,0,101184,0,0,0,0,0.0,0,2,0.5,0.0,0,Calum,0.0,0,0,0.0,False,0.0,0,,2020-08-15T10:00:11.386295Z,45,0,0,0,101184.jpg,0.0,0,0,Chambers,0.0,False,,a,1,3,0.0,0,2812,103,3055,98,0.0,0.0,Chambers,0
0,14,0,9,0.0,0.0,0,111457,0,0,-2,2,5.4,0,2,0.0,0.0,0,Sead,0.0,1,0,1.3,False,3.6,90,Joined Schalke on loan until the end of the season on 4/1. - Expected back 01 Jul,2021-01-03T19:00:21.713564Z,48,0,0,0,111457.jpg,2.0,0,0,Kolasinac,0.1,False,,u,1,3,4.0,2,5329,0,21386,35,0.0,0.4,Kolasinac,0
1,16,6,386,100.0,100.0,8,156074,0,0,-1,1,60.7,1,2,1.7,1.2,0,Rob,1.2,19,0,57.8,False,421.8,1837,,2020-10-17T22:30:19.025474Z,44,1,0,0,156074.jpg,3.4,0,0,Holding,4.1,False,,a,1,3,95.0,74,798171,7279,607305,15969,0.3,16.8,Holding,2
