assists,id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1,0,0,0.0,0.0,0,37605,0,0,-3,3,0.0,0,3,0.0,0.0,0,Mesut,0.0,0,0,0.0,False,0.0,0,Not included in Arsenal's 25-man Premier League squad,2020-10-20T22:30:18.118477Z,67,0,0,0,37605.jpg,0.0,0,0,Özil,0.5,False,,u,1,3,0.0,0,3441,0,54797,26,0.0,0.0,Özil,0
0,2,0,0,0.0,0.0,0,39476,0,0,-2,2,0.0,0,2,0.0,0.0,0,Sokratis,0.0,0,0,0.0,False,0.0,0,Left the club by mutual consent on 20/1,2020-10-21T10:30:18.546407Z,48,0,0,0,39476.jpg,0.0,0,0,Papastathopoulos,0.1,False,,u,1,3,0.0,0,10266,0,19123,2,0.0,0.0,Sokratis,0
0,3,0,223,0.0,0.0,3,41270,0,0,-1,1,45.2,0,2,0.0,0.0,0,David,0.0,20,1,41.0,False,244.6,1344,Knee injury - Expected back 02 May,2021-04-02T17:00:25.666921Z,54,0,0,0,41270.jpg,2.1,1,0,Luiz Moreira Marinho,0.8,False,,i,1,3,123.0,40,76591,41,128041,1035,0.0,7.4,David Luiz,1
1,4,10,306,0.0,75.0,7,54694,0,0,-7,7,292.4,2,3,0.0,0.9,0,Pierre-Emerick,0.7,25,9,144.9,False,428.2,2007,Illness - Expected back 02 May,2021-04-12T08:30:26.681398Z,113,1,0,0,54694.jpg,4.3,0,0,Aubameyang,6.9,False,,i,1,3,731.0,108,1139907,465,3797873,24573,0.1,9.6,Aubameyang,2
1,5,3,125,100.0,100.0,2,58822,0,0,-4,4,114.8,0,2,0.5,0.5,0,Cédric,0.0,11,0,29.2,False,110.8,744,,2020-09-23T09:00:14.881983Z,46,0,0,0,58822.jpg,2.8,0,0,Soares,0.3,False,,a,1,3,66.0,28,40682,220,58861,1723,0.0,6.1,Cédric,1
3,6,21,446,0.0,100.0,7,59966,1,-1,-1,1,303.5,4,4,0.0,6.2,2,Alexandre,5.7,20,13,169.6,False,598.2,1864,Hamstring injury - Expected back 02 May,2021-04-18T15:30:22.440237Z,84,0,0,0,59966.jpg,4.5,0,0,Lacazette,8.2,False,,i,1,3,797.0,126,1884888,28870,1597514,190324,0.7,15.0,Lacazette,3
0,7,0,16,0.0,0.0,0,69140,0,0,0,0,1.0,0,2,0.0,0.0,0,Shkodran,0.0,1,0,1.3,False,11.6,45,Joined Schalke on a permanent deal on 1/2,2021-02-01T22:30:23.082979Z,50,0,0,0,69140.jpg,1.0,0,0,Mustafi,0.0,False,,u,1,3,0.0,3,13464,0,14463,10,0.0,0.6,Mustafi,0
0,8,8,537,100.0,100.0,9,80201,0,0,0,0,0.0,2,1,3.2,3.2,0,Bernd,2.7,34,0,61.8,False,617.6,2681,,2021-02-02T20:30:22.406559Z,50,0,0,1,80201.jpg,3.7,1,75,Leno,7.2,False,,a,1,3,0.0,110,946273,3756,1051524,9383,0.5,22.0,Leno,0
2,9,1,349,100.0,100.0,8,84450,0,0,-3,3,263.2,0,3,2.2,2.2,2,Granit,1.7,26,1,78.2,False,393.2,2237,,2021-04-02T17:00:25.697171Z,52,0,0,0,84450.jpg,2.3,1,0,Xhaka,0.4,False,,a,1,3,124.0,62,45229,454,82466,350,0.3,11.9,Xhaka,6
0,10,1,142,100.0,100.0,3,92371,0,0,-1,1,25.1,0,2,2.2,2.2,0,Pablo,1.7,7,0,17.2,False,130.8,720,,2021-01-14T22:00:26.195009Z,44,0,0,0,92371.jpg,3.2,0,0,Marí,0.1,False,,a,1,3,16.0,26,37686,349,32483,552,0.4,5.9,Marí,2
3,11,15,389,100.0,100.0,6,98745,0,0,0,0,333.3,3,2,1.2,1.2,2,Héctor,0.7,24,1,87.8,False,352.2,1977,,2020-12-13T22:30:16.198432Z,50,0,0,0,98745.jpg,3.7,0,0,Bellerín,3.9,False,,a,1,3,192.0,85,1027940,2605,1134547,4002,0.1,17.0,Bellerín,8
1,13,1,68,100.0,100.0,1,101184,0,0,0,0,77.6,0,2,2.8,2.8,0,Calum,2.3,7,0,17.0,False,62.2,360,,2020-08-15T10:00:11.386295Z,45,0,0,0,101184.jpg,3.5,0,0,Chambers,0.2,False,,a,1,3,30.0,14,20977,1545,8430,2251,0.5,3.1,Chambers,0
0,14,0,9,0.0,0.0,0,111457,0,0,-2,2,5.4,0,2,0.0,0.0,0,Sead,0.0,1,0,1.3,False,3.6,90,Joined Schalke on loan until the end of the season on 4/1. - Expected back 01 Jul,2021-01-03T19:00:21.713564Z,48,0,0,0,111457.jpg,2.0,0,0,Kolasinac,0.1,False,,u,1,3,4.0,2,5329,0,21531,8,0.0,0.4,Kolasinac,0
1,16,8,440,100.0,100.0,9,156074,0,0,-3,3,65.2,1,2,4.2,4.2,2,Rob,3.7,23,0,64.6,False,485.2,2107,,2020-10-17T22:30:19.025474Z,42,1,0,0,156074.jpg,3.4,0,0,Holding,4.6,False,,a,1,3,95.0,85,975062,19410,741608,8140,0.9,20.2,Holding,2
3,17,4,423,0.0,0.0,6,192895,0,0,-3,3,448.4,1,2,0.0,0.0,0,Kieran,0.3,25,1,102.7,False,395.8,2015,Knee injury - Expected back 15 May,2021-04-03T22:00:20.300277Z,52,0,0,0,192895.jpg,3.4,0,0,Tierney,3.9,False,,i,1,3,181.0,78,959836,71,1461259,15649,0.1,15.0,Tierney,4
3,18,3,206,100.0,100.0,2,195735,0,0,-4,4,183.9,0,3,3.5,3.5,1,Nicolas,3.0,19,5,106.2,False,275.4,1251,,2020-11-22T18:30:18.803078Z,76,0,0,0,195735.jpg,2.9,1,0,Pépé,1.2,False,,a,1,3,605.0,70,153857,4594,232611,4549,0.4,9.2,Pépé,1
0,19,0,0,0.0,0.0,0,198849,0,0,-3,3,0.0,0,3,0.0,0.0,0,Lucas,0.0,0,0,0.0,False,0.0,0,Joined Atletico Madrid on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T22:30:19.674811Z,47,0,0,0,198849.jpg,0.0,0,0,Torreira,0.1,False,,u,1,3,0.0,0,3459,0,17686,5,0.0,0.0,Torreira,0
0,21,0,2,100.0,100.0,0,200641,0,0,-4,4,9.7,0,3,0.5,0.5,0,Reiss,0.0,0,0,2.4,False,4.2,70,,2020-12-31T11:00:17.325196Z,51,0,0,0,200641.jpg,1.0,0,0,Nelson,0.0,False,,a,1,3,10.0,2,2374,13,6899,25,0.0,0.4,Nelson,0
1,22,5,113,,,0,205533,0,0,-7,7,71.6,0,4,2.8,2.8,6,Edward,2.3,6,2,35.4,False,107.6,338,,,53,0,0,0,205533.jpg,2.1,0,0,Nketiah,0.5,False,,a,1,3,179.0,34,60417,4474,157658,560,0.4,6.4,Nketiah,0
