assists,id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1,0,0,,,0,37605,0,0,-2,2,0.0,0,3,-0.5,0.5,0,Mesut,0.0,0,0,0.0,False,0.0,0,,,68,0,0,0,37605.jpg,0.0,0,0,Özil,0.8,False,,a,1,3,0.0,0,2846,529,40138,4218,0.0,0.0,Özil,0
0,2,0,0,100.0,75.0,0,39476,0,0,-1,1,0.0,0,2,-0.5,0.4,0,Sokratis,0.0,0,0,0.0,False,0.0,0,,2020-09-11T11:00:08.600094Z,49,0,0,0,39476.jpg,0.0,0,0,Papastathopoulos,0.1,False,,a,1,3,0.0,0,9962,200,16494,337,0.0,0.0,Sokratis,0
0,3,0,27,100.0,100.0,0,41270,0,0,0,0,4.0,0,2,0.8,1.8,2,David,1.3,4,0,4.7,False,43.2,181,,2020-09-10T14:30:11.632386Z,55,0,0,0,41270.jpg,1.3,0,0,Luiz Moreira Marinho,1.0,False,,a,1,3,0.0,4,19183,3858,41951,5146,0.2,0.7,David Luiz,0
1,4,0,54,75.0,,1,54694,0,0,-1,1,57.2,0,3,1.9,3.5,2,Pierre-Emerick,3.0,5,1,23.8,False,78.2,360,Ankle injury - 75% chance of playing,2020-10-08T09:00:12.305506Z,119,0,0,0,54694.jpg,4.0,0,0,Aubameyang,22.2,False,,d,1,3,103.0,16,326688,22490,1886932,418442,0.3,1.3,Aubameyang,1
0,5,0,0,100.0,100.0,0,58822,0,0,-2,2,0.0,0,2,-0.5,0.5,0,Cédric,0.0,0,0,0.0,False,0.0,0,,2020-09-23T09:00:14.881983Z,48,0,0,0,58822.jpg,0.0,0,0,Soares,0.2,False,,a,1,3,0.0,0,2011,443,26940,1451,0.0,0.0,Cédric,0
0,6,3,80,,,1,59966,0,0,0,0,29.8,0,4,4.2,5.2,0,Alexandre,4.7,3,3,27.6,False,112.0,235,,,85,0,0,0,59966.jpg,7.0,0,0,Lacazette,4.8,False,,a,1,3,134.0,21,225248,18088,207320,67606,0.6,2.5,Lacazette,0
0,7,0,0,0.0,0.0,0,69140,0,0,0,0,0.0,0,2,0.0,0.0,0,Shkodran,0.0,0,0,0.0,False,0.0,0,Hamstring injury - Expected back 24 Oct,2020-08-15T10:00:11.331812Z,50,0,0,0,69140.jpg,0.0,0,0,Mustafi,0.0,False,,i,1,3,0.0,0,9822,51,10194,89,0.0,0.0,Mustafi,0
0,8,2,81,,,1,80201,0,0,0,0,0.0,0,1,1.8,2.8,2,Bernd,2.3,5,0,7.9,False,79.0,360,,,50,0,0,0,80201.jpg,3.5,0,10,Leno,9.7,False,,a,1,3,0.0,14,286330,48737,212583,45506,0.5,2.8,Leno,0
0,9,0,32,,,1,84450,-1,1,-1,1,27.3,0,3,0.8,1.8,1,Granit,1.3,4,0,7.9,False,31.4,235,,,54,0,0,0,84450.jpg,1.8,0,0,Xhaka,0.7,False,,a,1,3,21.0,7,18700,1346,36349,7393,0.2,1.3,Xhaka,0
0,10,0,0,0.0,0.0,0,92371,0,0,0,0,0.0,0,2,0.0,0.0,0,Pablo,0.0,0,0,0.0,False,0.0,0,Ankle injury - Expected back 24 Oct,2020-08-15T10:00:11.357231Z,45,0,0,0,92371.jpg,0.0,0,0,Marí,0.0,False,,i,1,3,0.0,0,174,36,508,79,0.0,0.0,Marí,0
