,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
44,75.0,75.0,490094,0,0,-1,1,0,3,0.0,0.0,0,Tim,0.0,46,False,Lack of match fitness - 75% chance of playing,2023-08-10T15:00:04.998490Z,44,490094.jpg,0.0,Iroegbunam,0.0,False,,d,2,7,0,441,30,2647,79,0.0,0.0,Iroegbunam,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,584.0,223.0,575.0,224.0,561.0,221.0,588.0,227.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,560.0,301.0,541.0,199.0,592.0,228.0,604.0,235.0,0.0,0.0
45,100.0,75.0,226944,0,0,0,0,0,3,2.0,1.5,1,Boubacar,2.0,47,False,,2023-09-30T23:00:07.886006Z,50,226944.jpg,2.0,Kamara,0.1,False,,a,2,7,16,8205,691,9393,627,0.4,3.2,Kamara,676,0,0,2,12,0,0,0,2,0,0,1,97,88.2,115.9,11.0,21.6,8,0.05,0.18,0.23,11.61,176.0,69.0,60.0,42.0,299.0,155.0,150.0,78.0,,,,,,,0.01,0.0,0.02,0.03,1.55,1.6,196.0,122.0,166.0,71.0,236.0,106.0,388.0,124.0,1.07,0.27
46,,,199798,0,0,0,0,0,2,3.3,3.3,2,Ezri,3.3,48,False,,,45,199798.jpg,2.6,Konsa Ngoyo,1.0,False,,a,2,7,21,38139,3945,49607,3330,0.7,4.7,Konsa,720,0,0,2,12,0,0,0,1,0,0,1,138,150.0,19.3,35.0,20.5,8,0.44,0.06,0.50,12.74,82.0,27.0,277.0,91.0,197.0,49.0,162.0,48.0,,,,,,,0.06,0.0,0.01,0.07,1.59,1.5,376.0,66.0,77.0,29.0,164.0,55.0,163.0,64.0,1.0,0.25
47,100.0,100.0,98980,0,0,-1,1,0,1,3.7,3.7,3,Emiliano,3.7,49,False,,2023-08-25T14:00:08.378829Z,49,98980.jpg,3.3,Martínez Romero,6.9,False,,a,2,7,23,242305,26862,355992,16383,0.8,4.7,Martinez,630,0,0,2,11,0,0,0,2,0,21,3,133,174.2,0.0,0.0,17.5,7,0.00,0.00,0.00,12.01,50.0,12.0,671.0,81.0,664.0,79.0,199.0,13.0,,,,,,,0.0,3.0,0.0,0.0,1.72,1.57,229.0,7.0,64.0,8.0,110.0,12.0,56.0,11.0,1.0,0.29
48,,,122806,0,0,0,0,0,3,3.0,3.0,1,John,3.0,50,False,,,55,122806.jpg,3.2,McGinn,0.7,False,,a,2,7,26,53863,3266,42141,4102,0.5,4.7,McGinn,657,1,1,2,10,0,0,0,2,0,0,2,103,108.0,167.2,73.0,34.9,8,1.18,0.80,1.98,10.39,137.0,48.0,31.0,24.0,110.0,65.0,68.0,42.0,4.0,,,,,,0.16,0.0,0.11,0.27,1.42,1.37,98.0,60.0,95.0,38.0,119.0,52.0,201.0,62.0,1.1,0.27
49,0.0,0.0,149484,0,0,-3,3,0,2,0.0,0.0,0,Tyrone,0.0,51,False,Knee injury - Unknown return date,2023-08-12T21:30:06.077936Z,42,149484.jpg,0.0,Mings,1.7,False,,i,2,7,0,8707,121,1015717,9359,0.0,0.0,Mings,30,0,0,0,2,0,0,0,0,0,0,0,5,3.6,13.0,5.0,2.2,1,0.01,0.16,0.17,1.08,408.0,149.0,317.0,107.0,341.0,116.0,391.0,140.0,,,,,,,0.03,0.0,0.48,0.51,3.24,6.0,597.0,159.0,470.0,177.0,540.0,208.0,129.0,51.0,3.0,0.0
50,,,111782,0,0,0,0,0,1,0.0,0.0,0,Robin,0.0,53,False,,,40,111782.jpg,2.0,Olsen,0.8,False,,a,2,7,2,16181,845,28077,1762,0.0,0.5,Olsen,90,0,0,0,1,0,0,0,0,0,1,0,12,12.0,0.0,0.0,1.2,1,0.00,0.00,0.00,0.73,365.0,24.0,446.0,29.0,420.0,24.0,411.0,24.0,,,,,,,0.0,1.0,0.0,0.0,0.73,1.0,613.0,43.0,398.0,43.0,216.0,20.0,187.0,25.0,1.0,0.0
51,0.0,0.0,481624,0,0,0,0,0,3,0.0,0.0,0,Jaden,0.0,54,False,Transferred to Hull City,2023-09-02T08:48:12.680336Z,45,481624.jpg,1.0,Philogene-Bidace,0.1,False,,u,2,7,1,3755,0,12809,264,0.0,0.2,Philogene,3,0,0,0,1,0,0,0,0,0,0,0,3,0.4,0.3,2.0,0.3,0,0.00,0.00,0.00,0.65,424.0,197.0,401.0,197.0,371.0,183.0,423.0,197.0,,,,,,,0.0,0.0,0.0,0.0,19.5,30.0,434.0,244.0,594.0,226.0,366.0,164.0,453.0,151.0,0.0,0.0
52,50.0,0.0,232653,0,0,-1,1,0,3,1.1,0.0,0,Jacob,2.3,55,False,Foot injury - 50% chance of playing,2023-10-04T15:30:08.354887Z,59,232653.jpg,3.5,Ramsey,0.1,False,,d,2,7,7,7022,103,12746,1525,0.4,1.2,J.Ramsey,48,1,0,0,0,0,0,0,0,0,0,0,21,43.8,1.6,28.0,7.4,0,0.19,0.04,0.23,0.73,270.0,114.0,384.0,189.0,218.0,115.0,310.0,139.0,,,,,,,0.36,0.0,0.08,0.44,1.37,0.0,71.0,43.0,139.0,57.0,101.0,41.0,424.0,136.0,0.0,0.0
53,0.0,0.0,122775,0,0,0,0,0,3,0.0,0.0,0,Morgan,0.0,56,False,Joined OGC Nice on a season-long loan,2023-07-26T11:26:30.137805Z,45,122775.jpg,0.0,Sanson,0.0,False,,u,2,7,0,0,0,545,11,0.0,0.0,Sanson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,594.0,229.0,590.0,230.0,578.0,228.0,598.0,233.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,359.0,222.0,553.0,206.0,602.0,234.0,697.0,290.0,0.0,0.0
54,0.0,0.0,248164,0,0,0,0,0,1,0.0,0.0,0,Viljami,0.0,57,False,Joined Exeter City on a season-long loan,2023-07-20T08:38:58.947431Z,40,248164.jpg,0.0,Sinisalo,0.0,False,,u,2,7,0,0,0,283,12,0.0,0.0,Sinisalo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,494.0,60.0,478.0,44.0,453.0,39.0,499.0,60.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,652.0,58.0,430.0,58.0,501.0,60.0,702.0,84.0,0.0,0.0
55,,,166989,0,0,-3,3,0,3,1.0,1.0,1,Youri,1.0,58,False,,,57,166989.jpg,1.0,Tielemans,0.5,False,,a,2,7,8,12743,810,75355,2393,0.2,1.4,Tielemans,144,0,0,0,3,0,0,0,0,0,0,0,30,17.6,22.5,12.0,5.3,0,0.08,0.14,0.22,3.81,341.0,149.0,267.0,144.0,291.0,151.0,334.0,155.0,,,,,,,0.05,0.0,0.09,0.14,2.38,1.88,85.0,53.0,246.0,115.0,405.0,193.0,224.0,69.0,0.0,0.0
56,100.0,100.0,110504,0,0,0,0,0,3,0.0,0.0,0,Bertrand,0.0,59,False,,2023-09-01T15:29:59.576149Z,50,110504.jpg,1.0,Traoré,0.0,False,,a,2,7,1,862,178,2252,106,0.0,0.2,Bertrand Traoré,9,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.45,691.0,290.0,688.0,289.0,683.0,287.0,691.0,290.0,,,,,,,0.0,0.0,0.0,0.0,4.5,0.0,175.0,105.0,672.0,280.0,394.0,185.0,603.0,234.0,0.0,0.0
57,,,178301,1,-1,2,-2,1,4,12.3,12.3,5,Ollie,12.3,60,True,,,82,178301.jpg,7.4,Watkins,31.8,False,,a,2,7,59,2087129,307134,1347978,35586,1.5,7.2,Watkins,680,4,7,2,12,0,0,0,0,0,0,6,203,241.4,184.6,320.0,74.6,8,3.29,0.75,4.04,12.05,14.0,2.0,25.0,2.0,4.0,2.0,5.0,2.0,,,,,2.0,,0.44,0.0,0.1,0.54,1.59,1.59,10.0,3.0,1.0,1.0,3.0,1.0,11.0,3.0,1.06,0.26
58,0.0,0.0,213345,0,0,0,0,0,4,0.0,0.0,0,Wesley,0.0,61,False,Permanent transfer to Stoke,2023-07-31T07:08:09.572672Z,50,213345.jpg,0.0,Moraes Ferreira da Silva,0.0,False,,u,2,7,0,0,0,720,18,0.0,0.0,Wesley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,697.0,83.0,695.0,84.0,690.0,83.0,697.0,83.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,193.0,44.0,678.0,83.0,697.0,84.0,691.0,93.0,0.0,0.0
59,,,244954,0,0,0,0,1,2,6.7,6.7,10,Pau,6.7,584,False,,,45,244954.jpg,3.9,Torres,2.6,False,,a,2,7,31,135014,48337,128583,8138,1.5,6.9,Pau,689,1,0,2,10,0,0,0,0,0,0,4,140,133.8,45.6,44.0,22.4,7,0.35,0.10,0.45,11.66,103.0,39.0,191.0,49.0,170.0,34.0,142.0,36.0,,,,,,,0.05,0.0,0.01,0.06,1.52,1.31,404.0,87.0,15.0,7.0,68.0,23.0,111.0,42.0,0.91,0.26
60,100.0,75.0,243557,0,0,2,-2,1,3,4.3,3.2,2,Moussa,4.3,599,False,,2023-09-30T23:00:09.545623Z,67,243557.jpg,5.2,Diaby,12.9,False,,a,2,7,42,1325922,98054,723697,52851,0.6,6.3,Diaby,620,2,4,2,11,0,0,0,0,0,0,2,136,166.6,156.7,205.0,52.9,8,1.68,0.97,2.65,10.55,60.0,24.0,38.0,28.0,23.0,13.0,25.0,18.0,,,,,,,0.24,0.0,0.14,0.38,1.53,1.6,41.0,24.0,54.0,26.0,26.0,15.0,30.0,12.0,1.16,0.29
61,,,549068,0,0,0,0,0,3,0.0,0.0,0,Omari,0.0,618,False,,,45,549068.jpg,0.0,Kellyman,0.1,False,,a,2,7,0,4217,464,3789,386,0.0,0.0,Kellyman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,654.0,262.0,650.0,263.0,642.0,262.0,659.0,266.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,465.0,264.0,620.0,242.0,658.0,265.0,485.0,166.0,0.0,0.0
62,,,462381,0,0,0,0,0,1,0.0,0.0,0,Filip,0.0,670,False,,,40,462381.jpg,0.0,Marschall,0.0,False,,a,2,7,0,1381,103,674,88,0.0,0.0,Marschall,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,508.0,65.0,492.0,49.0,468.0,44.0,513.0,65.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,668.0,63.0,445.0,63.0,516.0,65.0,591.0,76.0,0.0,0.0
63,,,245414,0,0,0,0,0,3,1.7,1.7,1,Nicolò,1.7,672,False,,,55,245414.jpg,1.2,Zaniolo,0.1,False,,a,2,7,7,9218,513,4947,1124,0.3,1.3,Zaniolo,256,0,0,1,2,0,0,0,1,0,0,0,-1,24.6,56.2,100.0,17.8,3,0.63,0.40,1.03,4.10,318.0,137.0,164.0,103.0,76.0,45.0,194.0,93.0,,,,,,,0.22,0.0,0.14,0.36,1.44,0.7,112.0,70.0,192.0,88.0,330.0,156.0,452.0,150.0,1.05,0.35
64,0.0,0.0,516159,0,0,0,0,0,1,0.0,0.0,0,Oliwier,0.0,686,False,On loan to Puszcza Niepolomice,2023-09-11T14:12:20.141802Z,40,516159.jpg,0.0,Zych,0.1,False,,u,2,7,0,6697,0,4145,283,0.0,0.0,Zych,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,524.0,73.0,507.0,57.0,484.0,52.0,528.0,73.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,688.0,71.0,461.0,71.0,531.0,73.0,462.0,64.0,0.0,0.0
65,,,171101,0,0,0,0,0,2,0.0,0.0,0,Clément,0.0,699,False,,,45,171101.jpg,0.0,Lenglet,0.0,False,,a,2,7,0,3082,372,1561,316,0.0,0.0,Lenglet,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,597.0,229.0,593.0,228.0,581.0,224.0,601.0,228.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,367.0,61.0,557.0,213.0,605.0,228.0,526.0,197.0,0.0,0.0
66,0.0,0.0,444180,0,0,-1,1,0,3,0.0,0.0,0,Jaidon,0.0,62,False,Season-long loan to Leeds United,2023-09-03T20:09:06.556250Z,49,444180.jpg,1.0,Anthony,0.1,False,,u,3,91,3,1618,0,11526,261,0.0,0.6,Anthony,151,0,0,0,5,0,0,0,1,0,0,0,4,9.0,4.6,16.0,3.0,2,0.07,0.02,0.09,4.44,382.0,172.0,359.0,177.0,270.0,141.0,375.0,173.0,,,,,,,0.04,0.0,0.01,0.05,2.65,2.98,272.0,176.0,664.0,274.0,393.0,184.0,489.0,167.0,1.19,0.0
67,100.0,,168991,0,0,-2,2,0,3,2.0,2.0,2,Philip,2.0,63,False,,2023-10-10T12:00:08.143954Z,53,168991.jpg,2.1,Billing,0.4,False,,a,3,91,17,19628,743,57652,4341,0.4,3.2,Billing,690,0,0,1,17,0,0,0,0,0,0,0,72,108.0,111.8,111.0,32.9,8,1.43,0.42,1.85,18.24,136.0,47.0,66.0,48.0,64.0,37.0,74.0,44.0,,,1.0,,,,0.19,0.0,0.05,0.24,2.38,2.22,143.0,91.0,167.0,72.0,212.0,91.0,252.0,81.0,1.04,0.13
68,,,111317,0,0,-1,1,0,3,0.3,0.3,1,David,0.3,64,False,,,49,111317.jpg,2.0,Brooks,0.1,False,,a,3,91,14,7770,243,9437,619,0.1,2.9,Brooks,167,1,0,0,2,0,0,0,1,0,0,2,44,52.4,68.6,64.0,18.6,1,1.59,0.33,1.92,3.71,247.0,99.0,133.0,86.0,124.0,72.0,180.0,88.0,1.0,,,,,,0.86,0.0,0.18,1.04,2.0,1.08,231.0,150.0,334.0,155.0,230.0,102.0,410.0,131.0,0.54,0.0
69,100.0,100.0,158499,0,0,0,0,0,3,2.7,2.7,1,Ryan,2.7,65,False,,2023-08-06T23:30:05.398527Z,50,158499.jpg,2.2,Christie,0.1,False,,a,3,91,18,9524,884,5172,1351,0.5,3.6,Christie,569,0,1,1,14,0,0,0,0,0,0,0,72,82.6,127.9,95.0,30.6,8,0.37,0.70,1.07,14.57,187.0,72.0,52.0,36.0,79.0,47.0,84.0,49.0,4.0,,,,,,0.06,0.0,0.11,0.17,2.3,2.21,181.0,109.0,115.0,47.0,200.0,85.0,448.0,147.0,1.27,0.16
70,100.0,100.0,155408,0,0,0,0,0,3,2.0,2.0,2,Lewis,2.0,66,False,,2023-08-12T21:30:06.147236Z,50,155408.jpg,2.0,Cook,0.0,False,,a,3,91,12,771,100,1901,123,0.4,2.4,L.Cook,471,0,0,1,13,0,0,0,0,0,0,0,76,75.2,61.1,18.0,15.4,5,0.07,0.22,0.29,13.26,200.0,82.0,145.0,96.0,253.0,132.0,222.0,100.0,3.0,,,,,,0.01,0.0,0.04,0.05,2.53,2.48,180.0,108.0,162.0,68.0,234.0,104.0,588.0,226.0,0.96,0.19
71,0.0,0.0,244085,0,0,0,0,0,3,0.0,0.0,0,Siriki,0.0,67,False,Permanent Transfer to Birmingham,2023-07-17T06:20:36.127600Z,45,244085.jpg,0.0,Dembélé,0.0,False,,u,3,91,0,0,0,333,7,0.0,0.0,Siriki,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,610.0,234.0,607.0,235.0,597.0,234.0,615.0,238.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,402.0,228.0,572.0,211.0,618.0,239.0,712.0,301.0,0.0,0.0
72,0.0,0.0,81012,0,0,-1,1,0,2,0.0,0.0,0,Ryan,0.0,68,False,Calf injury - Unknown return date,2023-08-06T23:30:05.414382Z,44,81012.jpg,0.0,Fredericks,0.0,False,,i,3,91,0,439,38,1843,69,0.0,0.0,Fredericks,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,542.0,213.0,530.0,210.0,513.0,204.0,546.0,212.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,480.0,101.0,491.0,188.0,550.0,212.0,640.0,218.0,0.0,0.0
73,0.0,0.0,463981,0,0,0,0,0,2,0.0,0.0,0,James,0.0,69,False,Season-long loan to Blackburn Rovers,2023-09-01T14:44:09.529285Z,40,463981.jpg,1.0,Hill,0.2,False,,u,3,91,1,6669,0,17415,624,0.0,0.2,Hill,15,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.8,0.0,0.2,0,0.00,0.01,0.01,0.19,511.0,195.0,380.0,142.0,471.0,180.0,425.0,151.0,,,,,,,0.0,0.0,0.06,0.06,1.14,0.0,671.0,202.0,448.0,162.0,341.0,118.0,357.0,135.0,0.0,0.0
74,75.0,25.0,235530,0,0,0,0,0,2,0.2,0.1,0,Lloyd,0.3,70,False,Calf injury - 75% chance of playing,2023-09-25T14:30:07.504064Z,45,235530.jpg,2.5,Kelly,0.0,False,,d,3,91,10,2178,33,2530,226,0.1,2.2,Kelly,276,0,0,1,5,0,0,0,1,0,0,2,63,50.4,33.6,2.0,8.6,3,0.00,0.07,0.07,5.60,254.0,103.0,222.0,63.0,370.0,135.0,299.0,103.0,,,,,,,0.0,0.0,0.02,0.02,1.83,1.63,398.0,83.0,322.0,112.0,173.0,58.0,553.0,201.0,0.98,0.33
75,,,444183,0,0,-1,1,0,3,0.0,0.0,0,Gavin,0.0,71,False,,,44,444183.jpg,0.0,Kilkenny,0.1,False,,a,3,91,0,3477,238,5126,288,0.0,0.0,Kilkenny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,579.0,220.0,568.0,221.0,554.0,218.0,583.0,224.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,549.0,294.0,536.0,196.0,587.0,225.0,455.0,153.0,0.0,0.0
76,,,222683,0,0,-3,3,0,3,1.0,1.0,0,Justin,1.0,72,False,,,47,222683.jpg,1.3,Kluivert,0.2,False,,a,3,91,9,8999,599,34018,1557,0.2,1.9,Kluivert,334,0,0,0,7,0,0,0,0,0,0,0,16,25.6,53.4,56.0,13.6,4,0.35,0.67,1.02,8.16,314.0,134.0,173.0,105.0,141.0,84.0,249.0,111.0,5.0,,,,,,0.09,0.0,0.18,0.27,2.2,1.89,334.0,219.0,233.0,107.0,311.0,141.0,310.0,94.0,1.08,0.0
77,0.0,0.0,128309,0,0,-1,1,0,3,0.0,0.0,0,Jamal,0.0,73,False,Season-long loan to  Swansea City,2023-09-02T08:49:08.357551Z,49,128309.jpg,0.0,Lowe,0.0,False,,u,3,91,0,81,0,1144,23,0.0,0.0,Lowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,673.0,277.0,672.0,277.0,665.0,274.0,675.0,278.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,233.0,151.0,650.0,263.0,675.0,277.0,663.0,267.0,0.0,0.0
78,0.0,0.0,133845,0,0,-1,1,0,3,0.0,0.0,0,Emiliano,0.0,74,False,Foot injury - Unknown return date,2023-08-18T11:59:59.501058Z,44,133845.jpg,0.0,Marcondes,0.0,False,,i,3,91,0,567,44,2777,92,0.0,0.0,Marcondes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,548.0,204.0,537.0,205.0,521.0,201.0,552.0,208.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,494.0,272.0,498.0,180.0,556.0,209.0,615.0,242.0,0.0,0.0
79,100.0,25.0,223911,0,0,-2,2,0,2,0.0,0.0,0,Chris,0.0,75,False,,2023-09-26T18:00:07.515397Z,43,223911.jpg,0.5,Mepham,0.1,False,,a,3,91,1,1046,66,5189,218,0.0,0.2,Mepham,33,0,0,0,1,0,0,0,1,0,0,0,6,15.2,11.2,0.0,2.6,0,0.00,0.01,0.01,1.22,351.0,134.0,333.0,118.0,502.0,200.0,384.0,137.0,,,,,,,0.0,0.0,0.03,0.03,3.33,2.73,584.0,151.0,478.0,183.0,427.0,146.0,494.0,189.0,0.0,0.0
80,,,128340,0,0,-3,3,0,4,0.3,0.3,1,Kieffer,0.3,76,False,,,47,128340.jpg,1.0,Moore,0.3,False,,a,3,91,4,8472,1132,31471,1255,0.1,0.9,Moore,78,0,0,0,0,0,0,0,0,0,0,0,8,2.8,16.7,45.0,6.2,0,0.47,0.30,0.77,1.17,415.0,50.0,289.0,41.0,166.0,40.0,320.0,44.0,,,,,,,0.54,0.0,0.35,0.89,1.35,0.0,328.0,63.0,327.0,43.0,374.0,48.0,298.0,50.0,0.0,0.0
81,,,69752,0,0,0,0,1,1,1.0,1.0,1,Norberto,1.0,77,False,,,45,69752.jpg,3.5,Murara Neto,1.7,False,,a,3,91,28,136445,7533,68049,7128,0.2,6.2,Neto,720,0,0,1,18,0,1,0,3,0,35,5,157,281.4,0.0,0.0,28.2,8,0.00,0.01,0.01,19.26,4.0,2.0,585.0,70.0,573.0,66.0,95.0,2.0,,,,,,,0.0,4.38,0.0,0.0,2.41,2.25,349.0,16.0,227.0,20.0,94.0,8.0,131.0,18.0,1.0,0.12
82,100.0,100.0,533463,0,0,-2,2,0,3,1.0,1.0,1,Dango,1.0,78,False,,2023-08-12T21:30:06.219128Z,48,533463.jpg,1.5,Ouattara,0.0,False,,a,3,91,6,530,66,4180,87,0.2,1.2,O.Dango,176,0,0,1,4,0,0,0,0,0,0,0,17,25.8,33.4,65.0,12.5,2,0.60,0.23,0.83,3.15,313.0,133.0,224.0,124.0,123.0,71.0,263.0,120.0,,,,,,,0.31,0.0,0.12,0.43,1.61,2.05,321.0,212.0,235.0,109.0,291.0,133.0,622.0,246.0,1.02,0.51
83,0.0,0.0,156687,0,0,0,0,0,3,0.0,0.0,0,Ben,0.0,79,False,Permanent transfer to Stoke City,2023-07-11T08:58:20.803049Z,45,156687.jpg,0.0,Pearson,0.0,False,,u,3,91,0,0,0,100,6,0.0,0.0,Pearson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,596.0,230.0,592.0,231.0,580.0,229.0,600.0,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,361.0,223.0,555.0,207.0,604.0,235.0,722.0,309.0,0.0,0.0
84,,,32259,0,0,0,0,0,1,0.0,0.0,0,Darren,0.0,80,False,,,40,32259.jpg,0.0,Randolph,0.5,False,,a,3,91,0,5827,433,15335,868,0.0,0.0,Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,456.0,41.0,438.0,24.0,412.0,19.0,460.0,41.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,603.0,38.0,390.0,38.0,463.0,41.0,233.0,30.0,0.0,0.0
85,,,156685,0,0,-1,1,0,3,0.7,0.7,1,Joe,0.7,81,False,,,49,156685.jpg,1.4,Rothwell,0.0,False,,a,3,91,7,500,20,1238,40,0.1,1.4,Rothwell,270,0,0,0,7,0,0,0,0,0,0,0,30,28.2,45.7,3.0,7.7,3,0.03,0.10,0.13,7.92,307.0,130.0,190.0,109.0,355.0,178.0,304.0,136.0,2.0,,,,,,0.01,0.0,0.03,0.04,2.64,2.33,237.0,154.0,280.0,129.0,301.0,138.0,610.0,238.0,1.0,0.0
86,100.0,100.0,437730,0,0,0,0,0,4,0.7,0.7,0,Antoine,0.7,82,False,,2023-08-06T23:30:05.439700Z,45,437730.jpg,2.5,Semenyo,2.8,False,,a,3,91,15,393481,8261,240109,17010,0.2,3.3,Semenyo,254,1,1,0,8,0,0,0,1,0,0,1,35,50.0,22.0,106.0,17.7,3,0.70,0.13,0.83,7.70,256.0,28.0,268.0,37.0,70.0,25.0,195.0,29.0,,,,,,,0.25,0.0,0.05,0.3,2.73,2.83,413.0,72.0,270.0,38.0,174.0,26.0,107.0,21.0,1.06,0.0
87,,,221466,0,0,-1,1,0,2,0.3,0.3,1,Marcos,0.3,83,False,,,44,221466.jpg,1.1,Senesi,0.1,False,,a,3,91,8,7849,680,11559,640,0.1,1.8,Senesi,435,0,1,0,13,0,0,0,1,0,0,0,70,129.0,29.2,2.0,16.2,5,0.00,0.32,0.32,14.01,107.0,41.0,237.0,70.0,365.0,133.0,213.0,68.0,,,,,,,0.0,0.0,0.07,0.07,2.9,2.69,524.0,126.0,314.0,105.0,333.0,111.0,365.0,138.0,1.03,0.0
88,100.0,100.0,54469,0,0,-1,1,0,2,0.7,0.7,1,Adam,0.7,84,False,,2023-08-06T23:30:05.454428Z,44,54469.jpg,1.0,Smith,0.0,False,,a,3,91,2,644,120,1908,65,0.2,0.5,Smith,92,0,0,0,4,0,0,0,0,0,0,0,15,16.0,24.5,2.0,4.3,1,0.00,0.16,0.16,3.12,346.0,131.0,262.0,85.0,362.0,130.0,347.0,122.0,,,,,,,0.0,0.0,0.16,0.16,3.05,3.91,475.0,98.0,261.0,86.0,349.0,124.0,601.0,211.0,0.98,0.0
89,100.0,100.0,154566,0,0,-1,1,0,4,3.0,3.0,1,Dominic,3.0,85,False,,2023-09-28T03:30:08.465399Z,64,154566.jpg,4.0,Solanke,2.8,False,,a,3,91,32,218364,20522,227035,21761,0.5,5.0,Solanke,720,3,1,1,18,0,0,0,1,0,0,2,82,156.2,108.1,265.0,53.2,8,3.02,0.56,3.58,19.26,69.0,8.0,70.0,5.0,13.0,5.0,23.0,6.0,,,,,1.0,,0.38,0.0,0.07,0.45,2.41,2.25,52.0,19.0,102.0,11.0,66.0,11.0,104.0,20.0,1.0,0.12
90,100.0,100.0,201658,0,0,-1,1,0,3,1.7,1.7,2,Marcus,1.7,86,False,,2023-07-26T15:30:04.076941Z,54,201658.jpg,2.4,Tavernier,0.0,False,,a,3,91,12,4259,736,3496,736,0.3,2.2,Tavernier,301,0,1,1,9,0,0,0,0,0,0,0,50,61.2,76.7,45.0,18.3,4,0.14,0.62,0.76,9.63,228.0,94.0,117.0,81.0,168.0,95.0,186.0,90.0,,,,,,,0.04,0.0,0.19,0.23,2.88,2.69,125.0,79.0,191.0,87.0,184.0,76.0,525.0,188.0,1.2,0.3
