assists,id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1,0,0,0.0,0.0,0,37605,0,0,-2,2,0.0,0,3,0.0,0.0,0,Mesut,0.0,0,0,0.0,False,0.0,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-20T22:30:18.118477Z,68,0,0,0,37605.jpg,0.0,0,0,Özil,0.5,False,,n,1,3,0.0,0,3434,5,53395,82,0.0,0.0,Özil,0
0,2,0,0,0.0,0.0,0,39476,0,0,-2,2,0.0,0,2,0.0,0.0,0,Sokratis,0.0,0,0,0.0,False,0.0,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-21T10:30:18.546407Z,48,0,0,0,39476.jpg,0.0,0,0,Papastathopoulos,0.1,False,,n,1,3,0.0,0,10264,0,18913,8,0.0,0.0,Sokratis,0
0,3,0,89,100.0,100.0,1,41270,0,0,-1,1,27.5,0,2,1.7,1.7,5,David,1.2,9,0,18.1,False,111.4,569,,2020-12-26T18:00:15.638627Z,54,0,0,0,41270.jpg,1.6,0,0,Luiz Moreira Marinho,0.7,False,,a,1,3,42.0,14,41439,483,91660,354,0.2,2.6,David Luiz,1
1,4,4,165,100.0,100.0,6,54694,0,0,-7,7,222.6,1,3,3.7,3.7,3,Pierre-Emerick,3.2,16,3,89.6,False,211.0,1436,,2020-12-19T20:30:20.434896Z,113,1,0,0,54694.jpg,3.5,0,0,Aubameyang,7.0,False,,a,1,3,462.0,56,522693,960,3184318,9685,0.3,5.0,Aubameyang,2
0,5,0,3,100.0,100.0,0,58822,0,0,-4,4,0.0,0,2,0.7,0.7,0,Cédric,0.2,0,0,0.0,False,0.0,5,,2020-09-23T09:00:14.881983Z,46,0,0,0,58822.jpg,1.0,0,0,Soares,0.2,False,,a,1,3,0.0,1,4295,62,35174,125,0.0,0.2,Cédric,0
0,6,9,221,,,4,59966,0,0,-2,2,163.0,1,4,5.5,5.5,2,Alexandre,5.0,8,7,90.6,False,309.4,941,,,83,0,0,0,59966.jpg,4.0,0,0,Lacazette,6.3,False,,a,1,3,436.0,60,715927,36561,562495,58833,0.6,7.2,Lacazette,2
0,7,0,16,100.0,100.0,0,69140,0,0,0,0,1.0,0,2,0.7,0.7,0,Shkodran,0.2,1,0,1.3,False,11.6,45,,2020-08-15T10:00:11.331812Z,50,0,0,0,69140.jpg,1.0,0,0,Mustafi,0.1,False,,a,1,3,0.0,3,13103,66,12929,116,0.0,0.6,Mustafi,0
0,8,6,345,,,6,80201,1,-1,0,0,0.0,2,1,5.5,5.5,6,Bernd,5.0,19,0,37.3,False,372.8,1620,,,50,0,0,1,80201.jpg,4.1,0,43,Leno,9.1,False,,a,1,3,0.0,73,700168,14996,648105,25581,1.0,14.6,Leno,0
0,9,1,154,100.0,100.0,5,84450,0,0,-3,3,68.7,0,3,3.3,3.3,3,Granit,2.8,12,1,32.9,False,185.6,1084,,2020-12-13T22:30:16.182130Z,52,0,0,0,84450.jpg,2.2,1,0,Xhaka,0.4,False,,a,1,3,75.0,31,31499,395,66822,814,0.5,6.0,Xhaka,2
0,10,1,63,75.0,100.0,2,92371,0,0,-1,1,11.7,0,2,2.1,2.8,0,Pablo,2.3,1,0,7.4,False,59.0,270,Calf injury - 75% chance of playing,2021-01-14T22:00:26.195009Z,44,0,0,0,92371.jpg,4.7,0,0,Marí,0.3,False,,d,1,3,4.0,14,30694,1358,11279,3966,0.5,3.2,Marí,1
3,11,11,283,100.0,100.0,5,98745,0,0,1,-1,250.2,3,2,3.2,3.2,8,Héctor,2.7,16,0,61.4,False,240.4,1370,,2020-12-13T22:30:16.198432Z,51,0,0,0,98745.jpg,3.8,0,0,Bellerín,5.6,False,,a,1,3,123.0,61,872611,5440,837539,25888,0.5,12.0,Bellerín,6
0,13,0,0,100.0,100.0,0,101184,0,0,0,0,0.0,0,2,0.5,0.5,0,Calum,0.0,0,0,0.0,False,0.0,0,,2020-08-15T10:00:11.386295Z,45,0,0,0,101184.jpg,0.0,0,0,Chambers,0.0,False,,a,1,3,0.0,0,1754,78,1944,91,0.0,0.0,Chambers,0
0,14,0,9,0.0,0.0,0,111457,0,0,-2,2,5.4,0,2,0.0,0.0,0,Sead,0.0,1,0,1.3,False,3.6,90,Joined Schalke on loan until the end of the season on 4/1. - Expected back 01 Jul,2021-01-03T19:00:21.713564Z,48,0,0,0,111457.jpg,2.0,0,0,Kolasinac,0.1,False,,u,1,3,4.0,2,5327,0,20453,77,0.0,0.4,Kolasinac,0
1,15,1,110,,,2,154043,0,0,-4,4,42.7,0,2,3.0,3.0,6,Ainsley,2.5,6,0,14.3,False,77.6,485,,,46,0,0,0,154043.jpg,2.4,0,0,Maitland-Niles,0.8,False,,a,1,3,22.0,26,56598,522,147900,853,0.5,5.7,Maitland-Niles,0
1,16,4,275,100.0,100.0,6,156074,0,0,0,0,43.0,1,2,5.2,5.2,6,Rob,4.7,14,0,40.6,False,286.0,1305,,2020-10-17T22:30:19.025474Z,45,1,0,0,156074.jpg,3.5,0,0,Holding,4.1,False,,a,1,3,77.0,52,511027,24563,298871,19859,1.0,11.6,Holding,2
2,17,3,315,75.0,100.0,5,192895,0,0,-1,1,318.9,1,2,4.1,5.5,0,Kieran,5.0,18,1,73.1,False,290.0,1430,Muscle injury - 75% chance of playing,2021-01-14T22:00:26.210508Z,54,0,0,0,192895.jpg,3.7,0,0,Tierney,8.7,False,,d,1,3,122.0,59,656149,21291,767007,73755,0.9,10.9,Tierney,3
