assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
3,10,410,100.0,100.0,4,169359,0,0,-2,2,431.1,73,14,1,2,0.0,0.5,2,Matt,1.0,39,1,103.8,134,33,309,False,479.2,133,47,2111,,2020-06-27T15:30:23.724931Z,43,0,0,0,169359.jpg,2.8,0,0,Targett,1.1,False,,a,2,7,126.0,248,66,73,333821,842,342840,1296,0.2,17.0,Targett,3
1,7,180,0.0,0.0,6,213345,0,0,-6,6,169.8,212,31,1,4,0.0,0.0,0,Wesley,0.0,31,5,108.3,124,28,428,False,296.2,238,29,1782,Knee injury - Unknown return date,2020-01-01T15:00:18.798443Z,54,0,1,0,213345.jpg,3.2,0,0,Moraes,0.8,False,,i,2,7,632.0,52,25,67,403964,34,439503,115,0.0,12.4,Wesley,3
0,0,3,100.0,100.0,0,79852,0,0,-2,2,0.0,560,50,0,1,-1.0,-0.5,0,Jed,0.0,0,0,0.0,576,66,429,False,0.0,573,66,7,,2019-11-10T16:00:17.790777Z,43,0,0,0,79852.jpg,1.0,0,0,Steer,0.1,False,,a,2,7,0.0,537,45,1,1644,12,7304,28,0.0,0.2,Steer,0
1,6,491,100.0,100.0,5,149484,0,0,-1,1,76.9,297,91,0,2,0.9,1.4,2,Tyrone,1.9,52,2,90.1,159,40,445,False,707.4,44,14,2722,,2020-02-16T16:00:24.633178Z,44,0,0,0,149484.jpg,2.5,0,0,Mings,2.9,False,,a,2,7,115.0,259,72,76,603202,1979,556778,2185,0.4,17.3,Mings,7
2,3,302,100.0,100.0,4,199798,0,0,-2,2,141.2,241,65,1,2,1.9,2.4,9,Ezri,2.9,38,1,67.7,228,66,452,False,364.6,195,70,1858,,2020-02-01T17:30:19.744514Z,43,0,0,0,199798.jpg,2.4,0,0,Konsa Ngoyo,0.1,False,,a,2,7,169.0,216,50,56,11776,1819,9917,189,0.7,13.0,Konsa,3
0,4,252,25.0,25.0,3,108156,0,0,-2,2,31.9,369,130,1,2,-0.2,-0.1,0,Bjorn,0.0,32,1,44.5,312,105,455,False,329.6,216,83,1446,Achilles injury - 25% chance of playing,2020-06-18T17:30:12.858071Z,43,0,0,0,108156.jpg,2.5,0,0,Engels,0.4,False,,d,2,7,81.0,300,94,42,103836,4,99500,174,0.0,9.8,Engels,1
2,2,302,100.0,100.0,4,203368,0,0,-2,2,225.6,172,39,1,2,-1.0,-0.5,0,Frédéric,0.0,36,0,71.4,217,60,458,False,431.8,158,60,1898,,2020-06-18T17:30:12.878185Z,43,0,0,0,203368.jpg,2.1,0,0,Guilbert,0.4,False,,a,2,7,55.0,332,117,48,104959,23,118292,230,0.0,11.2,Guilbert,7
2,5,232,100.0,100.0,5,148508,0,0,-3,3,290.5,139,86,1,3,2.9,3.4,3,Mahmoud Ahmed,3.9,28,5,134.9,81,47,465,False,372.8,191,76,1757,,2019-08-31T16:30:09.941826Z,52,0,0,0,148508.jpg,2.7,1,0,Ibrahim Hassan,1.1,False,,a,2,7,696.0,44,22,86,171838,3498,303036,961,0.7,16.5,Trézéguet,2
2,5,394,,,7,230046,0,0,-2,2,280.6,143,89,0,3,0.9,1.4,2,Douglas Luiz,1.9,50,3,115.1,109,63,470,False,492.6,126,46,2424,,,43,0,0,0,230046.jpg,2.5,0,0,Soares de Paulo,3.7,False,,a,2,7,377.0,97,49,86,926850,3892,748866,4837,0.4,20.0,Douglas Luiz,7
0,0,0,0.0,0.0,0,88175,0,0,-3,3,0.0,544,42,0,1,0.0,0.0,0,Lovre,0.0,0,0,0.0,563,61,474,False,0.0,560,61,0,Joined Toulouse on loan until the end of the season on 20/1. - Expected back 01 Aug,2020-01-20T17:00:23.372293Z,42,0,0,0,88175.jpg,0.0,0,0,Kalinic,0.1,False,,n,2,7,0.0,518,36,0,1988,7,5810,14,0.0,0.0,Kalinic,0
0,0,269,100.0,100.0,1,184704,0,0,-1,1,162.3,220,133,0,3,-0.3,0.2,0,Marvelous,0.7,36,0,47.8,304,140,491,False,292.0,240,96,1795,,2020-01-18T19:30:18.468247Z,44,0,0,0,184704.jpg,1.5,0,0,Nakamba,0.6,False,,a,2,7,24.0,379,182,41,128662,47,114528,278,0.2,9.3,Nakamba,5
0,0,8,,,0,223349,0,0,0,0,1.6,455,205,0,3,-0.7,-0.2,0,Indiana,0.3,1,0,0.9,491,209,600,False,1.2,495,212,47,,,45,0,0,0,223349.jpg,1.0,0,0,Vassilev,0.0,False,,a,2,7,7.0,421,198,4,1722,43,1093,38,0.1,0.9,Vassilev,0
0,4,177,100.0,100.0,1,8432,0,0,-3,3,10.0,424,7,2,1,1.0,1.5,2,José,2.0,19,0,29.1,356,22,603,False,281.2,242,22,900,,2020-07-11T10:00:24.675525Z,42,0,0,1,8432.jpg,3.3,0,33,Reina,0.9,False,,a,2,7,0.0,502,25,33,201537,3289,134319,1134,0.5,7.9,Reina,1
0,2,65,,,2,217487,-1,1,-9,9,117.6,253,41,0,4,0.6,1.1,2,Mbwana,1.6,18,1,39.7,327,47,613,False,66.4,402,53,802,,,51,0,0,0,217487.jpg,2.2,0,0,Samatta,0.2,False,,a,2,7,215.0,180,49,26,128176,180,113296,892,0.3,5.1,Samatta,0
0,0,5,0.0,0.0,0,83091,0,0,-2,2,1.7,454,69,0,4,0.0,0.0,0,Borja,0.0,2,0,0.4,499,71,623,False,0.2,501,72,16,Contract with club expired on 30/6,2020-06-29T23:30:25.972633Z,53,0,0,0,83091.jpg,1.0,0,0,González Tomás,0.0,False,,u,2,7,2.0,445,71,2,1637,6,1392,16,0.0,0.4,Bastón,0
0,0,0,,,0,490098,0,0,0,0,0.0,620,257,0,3,0.3,0.8,0,Kaine,0.0,0,0,0.0,633,258,659,False,0.0,631,256,0,,,45,0,0,0,490098.jpg,0.0,0,0,Hayden,0.0,False,,a,2,7,0.0,609,253,0,13,13,0,0,0.0,0.0,Hayden,0
0,5,347,100.0,100.0,3,56917,0,0,0,0,51.0,338,114,2,2,-0.1,-1.1,1,Steve,0.4,45,1,72.1,211,59,58,False,525.6,106,44,2247,,2020-07-04T16:30:17.479880Z,50,0,0,0,56917.jpg,1.8,1,0,Cook,0.2,False,,a,3,91,140.0,237,60,49,43516,417,50567,106,0.1,9.8,Steve Cook,6
2,6,499,25.0,0.0,4,126184,0,0,-2,2,92.7,279,84,1,2,0.3,0.0,0,Nathan,1.7,46,2,111.0,118,26,59,False,691.2,49,17,2503,Groin Injury - 25% chance of playing,2020-07-12T20:30:23.871651Z,48,0,0,0,126184.jpg,2.7,0,0,Aké,6.1,False,,d,3,91,326.0,115,16,79,614384,89,1381090,7943,0.4,16.5,Aké,2
0,0,18,0.0,0.0,0,41320,0,0,-3,3,29.6,374,134,0,2,0.0,0.0,0,Charlie,0.0,2,0,5.2,447,161,60,False,22.4,446,166,126,Knee injury - Unknown return date,2019-08-25T15:30:14.994228Z,42,0,0,0,41320.jpg,1.5,0,0,Daniels,0.1,False,,i,3,91,0.0,514,202,3,3532,12,17542,31,0.0,0.7,Daniels,0
0,2,165,25.0,0.0,1,223911,0,0,-2,2,20.8,398,147,1,2,-0.1,0.0,0,Chris,0.1,19,1,43.7,314,107,61,False,276.8,247,98,911,Knee injury - 25% chance of playing,2020-07-04T16:30:17.502095Z,43,0,0,0,223911.jpg,2.2,0,0,Mepham,0.6,False,,d,3,91,138.0,241,61,27,95130,2,124177,110,0.0,6.3,Mepham,1
0,1,161,25.0,0.0,1,15149,0,0,-2,2,64.4,315,103,0,2,-0.1,0.0,0,Simon,0.0,21,0,40.2,324,114,62,False,263.8,259,104,964,Knee injury - 25% chance of playing,2020-06-27T02:00:26.872803Z,43,0,0,0,15149.jpg,1.1,1,0,Francis,0.0,False,,d,3,91,72.0,312,103,16,5380,6,5139,37,0.0,3.7,Francis,3
1,3,296,75.0,0.0,4,54469,0,0,-2,2,174.2,210,50,1,2,0.5,0.0,0,Adam,1.1,39,0,56.7,265,84,63,False,297.2,237,93,1965,Head injury - 75% chance of playing,2020-07-09T21:30:22.479198Z,43,0,0,0,54469.jpg,2.0,0,0,Smith,0.4,False,,d,3,91,97.0,276,80,47,66362,8,141711,264,0.3,10.9,Adam Smith,7
0,0,64,100.0,100.0,1,235530,0,0,-1,1,27.7,382,140,0,2,0.6,-0.4,0,Lloyd,1.1,12,0,8.3,429,157,64,False,47.4,418,155,458,,2020-01-31T01:00:23.162332Z,44,0,0,0,235530.jpg,1.3,0,0,Kelly,0.1,False,,a,3,91,8.0,417,153,8,7149,205,10396,83,0.2,1.8,Kelly,2
4,8,420,100.0,100.0,6,171129,0,0,2,-2,470.4,58,10,2,2,1.6,0.6,1,Diego,2.1,35,0,109.9,123,28,65,False,529.6,101,41,2153,,2019-12-21T17:00:13.810253Z,42,0,0,0,171129.jpg,3.0,0,0,Rico,7.3,False,,a,3,91,95.0,278,82,76,1418393,7593,1300885,3868,0.5,18.1,Rico,6
0,0,33,100.0,100.0,0,222434,0,0,-1,1,12.7,414,154,0,2,-0.5,-1.5,0,Jack,0.0,6,0,6.4,439,160,66,False,33.6,433,162,238,,2020-07-04T20:30:24.841988Z,39,0,0,0,222434.jpg,1.0,0,0,Simpson,8.0,False,,a,3,91,18.0,391,142,4,634554,4813,612851,8013,0.0,1.0,Simpson,0
5,8,316,100.0,100.0,4,75115,0,0,-6,6,374.1,101,13,1,4,1.5,0.5,4,Callum,2.0,50,8,152.8,60,21,67,False,387.8,183,24,2726,,2020-06-24T19:00:18.390083Z,74,0,0,0,75115.jpg,3.3,0,0,Wilson,4.2,False,,a,3,91,775.0,37,21,109,909936,3323,1790115,835,0.3,14.7,Callum Wilson,9
4,8,270,100.0,75.0,4,78007,0,0,-4,4,372.7,103,14,1,4,1.8,0.6,2,Joshua,2.3,35,5,120.5,101,25,68,False,375.2,190,25,1855,,2020-07-12T18:00:21.125542Z,61,0,0,0,78007.jpg,3.5,0,0,King,3.3,False,,a,3,91,460.0,75,34,85,663201,1817,1706961,1105,0.4,13.9,King,0
2,3,147,100.0,100.0,1,154566,0,0,-4,4,201.4,191,27,1,4,2.5,1.5,2,Dominic,3.0,37,2,90.7,158,33,69,False,187.8,310,34,1554,,2019-11-24T12:00:21.142150Z,51,0,0,0,154566.jpg,2.1,0,0,Solanke,0.4,False,,a,3,91,518.0,67,32,62,39518,2605,55297,556,0.6,12.2,Solanke,1
0,0,0,100.0,100.0,0,217331,0,0,-2,2,0.6,471,71,0,4,-0.2,-1.2,1,Sam,0.3,1,0,1.8,474,68,71,False,1.4,493,69,17,,2019-08-07T20:00:14.104634Z,43,0,0,0,217331.jpg,1.0,0,0,Surridge,0.6,False,,a,3,91,20.0,388,66,3,68311,304,94478,610,0.1,0.7,Surridge,0
0,0,0,0.0,0.0,0,40349,0,0,-3,3,0.0,540,39,0,1,0.0,0.0,0,Asmir,0.0,0,0,0.0,558,58,72,False,0.0,555,58,0,Joined AC Milan on loan until the end of the season on 13/1. - Expected back 01 Aug,2020-01-13T20:30:12.943407Z,42,0,0,0,40349.jpg,0.0,0,0,Begovic,0.7,False,,n,3,91,0.0,512,33,0,12693,17,158421,85,0.0,0.0,Begovic,0
0,0,0,,,0,18726,0,0,-3,3,0.0,535,35,0,1,-0.5,-1.5,0,Artur,0.0,0,0,0.0,554,55,73,False,0.0,551,55,0,,,42,0,0,0,18726.jpg,0.0,0,0,Boruc,0.2,False,,a,3,91,0.0,507,29,0,9420,34,22738,74,0.0,0.0,Boruc,0
0,0,9,,,0,229600,0,0,-3,3,0.0,553,46,0,1,-0.5,-1.5,0,Mark,0.0,3,0,1.5,479,35,74,False,15.2,456,35,90,,,42,0,0,0,229600.jpg,1.0,0,2,Travers,0.1,False,,a,3,91,0.0,527,40,1,5808,7,15063,37,0.0,0.2,Travers,0
5,2,305,0.0,0.0,4,90105,0,0,-7,7,627.1,28,22,0,3,0.0,0.0,0,Ryan,0.0,34,1,141.9,71,41,75,False,355.6,198,81,2061,Contract with club expired on 30/6,2020-06-25T16:00:21.406499Z,68,0,0,0,90105.jpg,2.6,0,0,Fraser,2.4,False,,u,3,91,440.0,79,40,73,156020,19,1150705,450,0.0,10.7,Fraser,2
0,1,63,100.0,100.0,1,111317,0,0,-4,4,83.4,290,156,0,3,2.1,1.1,7,David,2.6,10,1,20.4,386,168,76,False,75.8,395,165,397,,2020-07-09T22:00:23.448024Z,61,0,0,0,111317.jpg,2.6,0,0,Brooks,0.1,False,,a,3,91,45.0,346,167,18,7587,1654,23045,136,0.4,3.0,Brooks,1
1,2,123,100.0,100.0,1,56872,0,0,-2,2,158.9,224,135,0,3,3.2,2.2,2,Junior,3.7,16,2,51.0,289,137,77,False,131.4,351,146,611,,2020-01-12T20:00:12.983134Z,58,0,0,0,56872.jpg,2.6,0,0,Stanislas,0.1,False,,a,3,91,218.0,178,98,34,7188,2950,2643,326,0.6,5.9,Stanislas,1
0,0,10,0.0,0.0,0,103912,0,0,-4,4,5.4,433,198,0,3,0.0,0.0,0,Jordon,0.0,1,0,1.2,484,205,78,False,6.8,473,198,48,Contract with club expired on 30/6,2020-06-25T16:00:21.420735Z,46,0,0,0,103912.jpg,1.0,0,0,Ibe,0.1,False,,u,3,91,0.0,612,254,2,8695,7,25539,55,0.0,0.4,Ibe,0
1,0,185,100.0,100.0,2,155408,0,0,0,0,181.8,206,129,0,3,0.6,-0.4,1,Lewis,1.1,29,0,43.6,317,143,79,False,187.0,313,132,1319,,2020-02-29T17:30:25.441741Z,50,0,0,0,155408.jpg,1.5,0,0,Cook,0.0,False,,a,3,91,68.0,316,156,40,7486,63,6500,49,0.2,8.0,Lewis Cook,4
0,0,28,100.0,100.0,0,15237,0,0,-3,3,25.5,389,187,0,3,-0.5,-1.5,0,Andrew,0.0,6,0,5.6,445,190,80,False,23.6,443,185,234,,2019-12-20T11:00:16.393267Z,47,0,0,0,15237.jpg,1.2,0,0,Surman,0.0,False,,a,3,91,8.0,418,195,6,1749,5,4620,11,0.0,1.3,Surman,1
1,1,174,100.0,100.0,2,40387,0,0,-2,2,149.1,231,138,0,3,1.2,0.2,2,Dan,1.7,21,3,71.8,215,109,81,False,311.8,228,93,1161,,2019-07-30T10:30:13.907385Z,48,0,0,0,40387.jpg,2.3,0,0,Gosling,0.1,False,,a,3,91,258.0,154,90,51,14643,75,12890,57,0.4,10.6,Gosling,3
2,2,357,100.0,100.0,4,152551,0,0,-2,2,177.6,209,130,0,3,1.4,0.4,2,Jefferson,1.9,47,1,72.9,209,107,82,False,415.0,170,66,2531,,2020-02-22T17:30:19.416565Z,48,0,0,0,152551.jpg,2.0,1,0,Lerma,0.1,False,,a,3,91,139.0,238,124,61,15492,141,23711,87,0.4,12.7,Lerma,11
2,4,235,100.0,100.0,1,154131,0,0,-2,2,146.7,235,61,0,2,0.6,-0.4,1,Jack,1.1,25,0,53.0,281,92,446,False,298.0,236,92,1457,,2019-12-28T15:00:27.078393Z,43,0,0,0,154131.jpg,2.1,0,0,Stacey,0.1,False,,a,3,91,84.0,294,91,38,9393,137,14874,58,0.3,8.8,Stacey,2
1,5,336,100.0,100.0,5,168991,0,0,-1,1,213.3,183,117,1,3,0.4,-0.6,2,Philip,0.9,40,1,106.8,129,70,476,False,521.0,108,34,2414,,2020-06-24T19:30:22.461425Z,49,0,0,0,168991.jpg,2.1,0,0,Billing,0.2,False,,a,3,91,332.0,112,59,66,27743,154,30122,91,0.2,13.5,Billing,7
1,0,60,100.0,100.0,2,220307,0,0,-2,2,82.6,291,157,0,3,0.4,-0.6,0,Arnaut,0.9,12,0,27.9,361,157,492,False,60.6,407,169,625,,2019-12-15T13:00:23.507388Z,58,0,0,0,220307.jpg,1.7,0,0,Danjuma Groeneveld,0.0,False,,a,3,91,139.0,240,126,24,1366,14,5181,22,0.2,4.1,Danjuma,0
1,10,624,100.0,100.0,5,225321,-1,1,-1,1,14.0,411,4,3,1,1.8,0.8,1,Aaron,2.3,59,0,88.6,162,5,494,False,873.2,15,4,3150,,2020-01-12T14:00:23.328650Z,44,0,0,0,225321.jpg,3.2,0,118,Ramsdale,3.2,False,,a,3,91,0.0,564,54,112,753389,2367,563778,2656,0.5,25.5,Ramsdale,0
1,7,292,100.0,100.0,2,153682,0,0,-3,3,241.3,162,100,2,3,0.2,-0.8,1,Harry,0.7,31,7,122.8,96,57,505,False,371.4,192,77,1590,,2020-03-01T19:00:16.835481Z,57,0,0,0,153682.jpg,3.1,0,0,Wilson,1.5,False,,a,3,91,616.0,56,29,89,652317,670,653120,813,0.1,15.6,Harry Wilson,2
0,0,0,,,0,461017,0,0,0,0,0.0,617,256,0,3,-0.5,-1.5,0,Christian,0.0,0,0,0.0,630,257,564,False,0.0,628,255,0,,,45,0,0,0,461017.jpg,0.0,0,0,Saydee,0.0,False,,a,3,91,0.0,606,252,0,1164,22,924,22,0.0,0.0,Saydee,0
0,0,0,,,0,444183,0,0,0,0,0.0,613,252,0,3,-0.5,-1.5,0,Gavin,0.0,0,0,0.0,626,253,565,False,0.0,624,251,0,,,45,0,0,0,444183.jpg,0.0,0,0,Kilkenny,0.0,False,,a,3,91,0.0,601,247,0,719,21,580,10,0.0,0.0,Kilkenny,0
0,0,0,0.0,0.0,0,207300,0,0,-1,1,0.0,580,229,0,3,0.0,0.0,0,Mihai-Alexandru,0.0,0,0,0.0,593,231,574,False,0.0,590,228,0,Joined Wigan Athletic on loan until the end of the season on 31/1. - Expected back 01 Aug,2020-02-01T00:00:22.909965Z,44,0,0,0,207300.jpg,0.0,0,0,Dobre,0.0,False,,n,3,91,0.0,563,223,0,572,8,500,15,0.0,0.0,Dobre,0
0,1,224,100.0,100.0,3,61933,0,0,-2,2,29.6,375,135,0,2,0.5,0.5,0,Shane,1.0,18,1,41.0,323,113,37,False,280.2,244,96,1228,,2020-01-30T15:00:21.405457Z,48,0,0,0,61933.jpg,2.4,0,0,Duffy,0.8,False,,a,4,36,100.0,270,76,43,55064,299,181789,275,0.2,9.0,Duffy,2
1,3,313,100.0,100.0,6,86153,0,0,-2,2,338.0,115,25,1,2,-0.2,-0.2,1,Martín,0.3,32,0,85.5,179,47,38,False,337.4,209,79,1892,,2019-09-14T16:30:10.724610Z,43,0,0,0,86153.jpg,2.3,0,0,Montoya,0.5,False,,a,4,36,177.0,213,47,62,103828,306,118996,300,0.1,14.4,Montoya,5
0,3,118,100.0,100.0,1,209362,0,0,-2,2,71.4,303,96,0,2,-0.2,-0.2,0,Bernardo,0.3,17,0,31.2,350,125,39,False,148.2,340,132,658,,2019-09-14T16:30:10.738160Z,43,0,0,0,209362.jpg,1.5,0,0,Fernandes da Silva Junior,0.1,False,,a,4,36,92.0,287,88,20,8217,38,13869,50,0.1,4.7,Bernardo,1
0,0,0,0.0,0.0,0,52484,0,0,-2,2,0.0,556,214,0,2,0.0,0.0,0,Leon,0.0,0,0,0.0,573,214,40,False,0.0,570,214,0,Joined Wigan Athletic on a permanent deal on 25/6,2020-02-01T00:00:21.930237Z,43,0,0,0,52484.jpg,0.0,0,0,Balogun,0.0,False,,u,4,36,0.0,532,208,0,1353,6,5298,4,0.0,0.0,Balogun,0
0,0,15,0.0,0.0,0,42748,0,0,-3,3,27.9,381,139,0,2,0.0,0.0,0,Gaëtan,0.0,3,0,5.0,448,162,41,False,16.0,455,171,57,Joined Nottingham Forest on a permanent deal on 30/1,2020-01-31T01:30:13.684095Z,42,0,0,0,42748.jpg,0.8,0,0,Bong,0.1,False,,u,4,36,6.0,422,154,3,2453,6,8724,13,0.0,0.7,Bong,0
3,15,635,100.0,100.0,8,83299,0,0,3,-3,149.7,230,58,3,2,3.5,3.5,2,Lewis,4.0,49,3,138.2,77,11,42,False,781.2,28,6,3050,,2019-12-26T12:30:21.551588Z,48,0,0,0,83299.jpg,3.5,0,0,Dunk,12.3,False,,a,4,36,450.0,76,3,118,1658414,25857,1342150,6326,0.8,24.6,Dunk,9
0,0,0,0.0,0.0,0,178173,0,0,-2,2,0.0,563,215,0,2,0.0,0.0,0,Matthew,0.0,0,0,0.0,577,215,43,False,0.0,574,215,0,Joined Derby County on loan until the end of the season on 2/8. - Expected back 01 Aug,2019-08-02T11:00:13.040927Z,43,0,0,0,178173.jpg,0.0,0,0,Clarke,0.0,False,,n,4,36,0.0,540,209,0,491,3,1378,1,0.0,0.0,Clarke,0
1,0,69,100.0,100.0,2,20529,0,0,-6,6,56.8,325,50,0,4,0.2,0.2,4,Glenn,0.7,10,1,37.7,333,49,44,False,74.0,398,51,767,,2020-01-05T01:00:11.784092Z,54,0,0,0,20529.jpg,1.6,0,0,Murray,0.7,False,,a,4,36,249.0,158,43,34,57106,284,231095,198,0.1,6.3,Murray,0
0,0,5,0.0,0.0,1,106757,0,0,-3,3,1.3,457,70,0,4,0.0,0.0,0,Jürgen,0.0,1,0,3.3,460,67,45,False,3.2,487,68,85,Joined FC Cincinnatti on loan until the end of the season on 12/2. - Expected back 01 Aug,2020-02-13T00:30:19.910430Z,52,0,0,0,106757.jpg,1.5,0,0,Locadia,0.1,False,,n,4,36,30.0,372,61,3,6838,8,23948,7,0.0,0.6,Locadia,0
0,1,20,0.0,0.0,0,93284,0,0,-3,3,11.3,419,64,0,4,0.0,0.0,0,Florin,0.0,2,1,7.6,434,59,46,False,45.0,424,57,71,Joined Galatasaray on loan until the end of the season on 2/9. - Expected back 01 Aug,2019-08-24T16:30:09.164349Z,47,0,0,0,93284.jpg,1.7,1,0,Andone,0.3,False,,n,4,36,21.0,385,65,5,160059,20,197478,26,0.0,1.1,Andone,0
0,13,716,,,8,131897,0,0,2,-2,0.0,627,64,0,1,2.9,2.9,3,Mathew,3.4,53,0,98.5,143,1,47,False,983.8,4,1,3240,,,47,0,0,0,131897.jpg,3.5,0,115,Ryan,11.6,False,,a,4,36,0.0,620,61,126,1221722,5127,1267553,4575,0.7,26.8,Ryan,0
0,0,0,,,0,50093,0,0,-1,1,0.0,486,15,2,1,-0.5,-0.5,0,David,0.0,0,0,0.0,508,38,48,False,0.0,505,38,0,,,39,0,0,0,50093.jpg,0.0,0,0,Button,18.6,False,,a,4,36,0.0,451,7,0,803783,3391,1117723,13333,0.0,0.0,Button,0
5,7,325,,,3,60307,0,0,-3,3,872.5,11,8,0,3,0.5,0.5,1,Pascal,1.0,32,2,156.8,57,33,49,False,388.0,182,73,1734,,,62,1,0,0,60307.jpg,2.7,0,0,Groß,0.4,False,,a,4,36,311.0,125,69,76,114794,333,142009,190,0.2,12.3,Groß,3
1,2,87,100.0,100.0,1,165210,0,0,-2,2,62.5,319,165,0,3,-0.4,-0.4,0,Alireza,0.1,4,2,25.9,368,158,50,False,90.6,382,161,304,,2019-09-19T14:00:12.919069Z,58,0,0,0,165210.jpg,3.0,0,0,Jahanbakhsh,0.1,False,,a,4,36,106.0,263,134,27,12819,18,15781,42,0.0,4.7,Jahanbakhsh,0
0,0,0,0.0,0.0,0,167473,0,0,-1,1,0.0,655,273,0,3,0.0,0.0,0,José Heriberto,0.0,0,0,0.0,655,273,51,False,0.0,654,272,0,Knee injury - Unknown return date,2019-06-25T11:30:06.929510Z,54,0,0,0,167473.jpg,0.0,0,0,Izquierdo Mena,0.0,False,,i,4,36,0.0,653,273,0,324,2,405,2,0.0,0.0,Izquierdo,0
0,0,0,0.0,0.0,0,83543,0,0,-2,2,0.0,653,272,0,3,0.0,0.0,0,Anthony,0.0,0,0,0.0,654,272,52,False,0.0,653,271,0,Joined Fulham on loan until the end of the season on 21/7. - Expected back 01 Aug,2019-07-21T20:00:14.555249Z,53,0,0,0,83543.jpg,0.0,0,0,Knockaert,0.0,False,,n,4,36,0.0,651,272,0,376,7,1034,5,0.0,0.0,Knockaert,0
0,0,173,100.0,100.0,3,227127,0,0,0,0,106.2,263,148,0,3,1.1,1.1,1,Yves,1.6,17,0,39.1,330,145,53,False,190.6,309,131,1109,,2019-06-25T11:30:06.944296Z,50,0,0,0,227127.jpg,1.5,0,0,Bissouma,0.0,False,,a,4,36,94.0,282,142,30,2215,51,1927,29,0.3,6.0,Bissouma,3
2,2,436,100.0,100.0,6,66242,0,0,-2,2,422.0,79,57,0,3,1.2,1.2,2,Davy,1.7,46,1,120.2,102,59,54,False,511.2,115,40,2792,,2020-07-02T13:30:15.122515Z,48,1,0,0,66242.jpg,2.3,0,0,Pröpper,0.3,False,,a,4,36,271.0,145,81,76,93594,146,98614,126,0.4,15.8,Pröpper,4
1,3,120,100.0,100.0,4,109345,0,0,-4,4,222.9,174,109,0,3,0.2,0.2,2,Solomon,0.7,14,0,67.9,225,114,55,False,185.2,315,134,1035,,2019-11-28T14:00:24.105131Z,46,0,0,0,109345.jpg,2.1,0,0,March,0.2,False,,a,4,36,270.0,147,83,35,38214,131,61330,110,0.2,7.6,March,2
0,0,0,100.0,100.0,0,38490,-1,1,-3,3,0.0,538,218,3,3,-0.5,-0.5,0,Beram,0.0,0,0,0.0,556,220,56,False,0.0,553,217,0,,2019-08-08T22:00:09.076501Z,42,0,0,0,38490.jpg,0.0,0,0,Kayal,0.1,False,,a,4,36,0.0,510,207,0,35967,66,34805,108,0.0,0.0,Kayal,0
1,1,383,100.0,100.0,5,40845,0,0,-1,1,276.2,145,91,0,3,1.1,1.1,2,Dale,1.6,41,0,77.6,200,104,57,False,410.8,173,68,2345,,2020-02-08T17:30:21.605491Z,44,0,0,0,40845.jpg,1.9,0,0,Stephens,1.5,False,,a,4,36,89.0,290,146,59,195334,450,295229,558,0.4,13.4,Stephens,7
5,9,350,100.0,100.0,3,116216,0,0,-2,2,561.2,37,30,3,3,3.2,3.2,2,Leandro,3.7,34,5,147.6,64,38,421,False,405.0,175,69,1914,,2019-11-16T11:00:16.932007Z,58,0,0,0,116216.jpg,3.4,0,0,Trossard,0.5,False,,a,4,36,515.0,68,34,101,142725,5685,159059,1068,0.6,17.4,Trossard,0
0,0,439,100.0,100.0,8,78916,0,0,0,0,307.2,134,33,0,2,2.1,2.1,2,Dan,2.6,41,0,99.2,140,35,475,False,563.4,80,29,2699,,2020-01-01T14:30:13.406599Z,45,0,0,0,78916.jpg,2.3,0,0,Burn,0.3,False,,a,4,36,122.0,250,68,75,45733,1188,39774,301,0.6,16.7,Burn,5
1,7,481,100.0,100.0,4,110735,0,0,-1,1,150.5,229,57,1,2,1.2,1.2,2,Adam,1.7,43,3,101.5,138,34,493,False,656.6,55,20,2488,,2020-06-23T19:30:20.354073Z,44,1,0,0,110735.jpg,2.8,0,0,Webster,0.5,False,,a,4,36,206.0,185,37,81,122469,3029,99350,564,0.4,18.4,Webster,3
2,21,343,,,7,115382,0,0,-3,3,323.5,124,19,1,4,2.8,2.8,9,Neal,3.3,35,10,228.3,22,8,502,False,500.8,122,15,2601,,,57,0,1,0,115382.jpg,3.5,0,0,Maupay,1.8,False,,a,4,36,1461.0,7,5,124,631466,10186,550048,3041,0.6,21.8,Maupay,3
2,9,332,100.0,100.0,6,74471,0,0,-3,3,595.3,31,24,1,3,1.5,1.5,1,Aaron,2.0,33,2,131.0,84,48,516,False,427.8,160,59,2006,,2020-01-09T14:00:18.516961Z,47,0,0,0,74471.jpg,2.7,1,0,Mooy,0.5,False,,a,4,36,288.0,132,72,78,115920,619,106511,691,0.4,16.6,Mooy,1
