assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
3,3,119,100.0,100.0,5,233425,0,0,-3,3,90.5,281,44,7,4,1.2,1.2,0,Aaron,1.7,21,2,63.6,236,37,534,False,116.2,359,44,1161,,2020-03-20T16:00:27.160405Z,42,0,0,0,233425.jpg,2.3,0,0,Connolly,2.7,False,,a,4,36,441.0,78,36,53,641592,7603,469322,11290,0.4,12.6,Connolly,0
0,0,0,0.0,0.0,0,213056,0,0,0,0,0.0,514,199,0,2,0.0,0.0,0,Tudor,0.0,0,0,0.0,534,198,536,False,0.0,531,198,0,Joined ADO Den Haag on loan until the end of the season on 17/1. - Expected back 01 Aug,2020-01-17T11:00:15.294241Z,40,0,0,0,213056.jpg,0.0,0,0,Baluta,0.2,False,,n,4,36,0.0,481,188,0,26064,24,22682,65,0.0,0.0,Baluta,0
0,0,183,0.0,0.0,3,235382,0,0,-1,1,214.1,181,115,0,3,0.0,0.0,0,Steven,0.0,18,0,62.3,243,118,537,False,202.0,300,126,1181,Groin Injury - Unknown return date,2020-07-14T13:00:24.499515Z,44,0,0,0,235382.jpg,1.7,0,0,Alzate,0.1,False,,i,4,36,205.0,187,101,33,21578,28,16555,262,0.0,7.5,Alzate,1
0,0,40,,,0,74375,0,0,0,0,12.7,415,155,0,2,-0.2,-0.2,0,Ezequiel,0.3,7,0,11.4,411,149,546,False,38.4,426,157,357,,,40,0,0,0,74375.jpg,1.2,0,0,Schelotto,0.6,False,,a,4,36,65.0,320,108,9,99595,350,63482,1000,0.1,2.2,Schelotto,2
1,0,91,,,2,232792,1,-1,1,-1,30.5,371,132,0,2,1.9,1.9,2,Tariq,2.4,7,0,10.4,414,150,586,False,61.0,406,153,444,,,41,0,0,0,232792.jpg,2.6,0,0,Lamptey,1.4,False,,a,4,36,11.0,409,150,18,119326,6338,21408,1854,0.6,4.4,Lamptey,2
0,0,33,,,0,243016,-1,1,-1,1,61.2,320,166,0,3,0.6,0.6,1,Alexis,1.1,5,0,13.2,406,176,627,False,26.0,441,184,243,,,54,0,0,0,243016.jpg,1.3,0,0,Mac Allister,0.0,False,,a,4,36,44.0,348,168,9,1608,22,1048,36,0.2,1.7,Mac Allister,0
2,6,549,0.0,0.0,13,51927,-1,1,-1,1,105.8,265,74,1,2,0.0,0.0,0,Ben,3.3,45,1,112.9,116,25,83,False,658.8,54,19,2880,Thigh injury - Unknown return date,2020-07-05T13:00:17.289335Z,49,0,0,0,51927.jpg,3.4,0,0,Mee,1.0,False,,i,5,90,362.0,103,14,110,181979,130,182887,3787,0.7,22.4,Mee,7
3,14,656,100.0,100.0,14,17761,1,-1,4,-4,144.6,238,64,3,2,5.5,4.5,2,James,5.0,48,2,142.8,69,8,84,False,883.4,12,2,3240,,2019-08-03T18:30:13.047591Z,54,0,0,0,17761.jpg,3.8,0,0,Tarkowski,7.1,False,,a,5,90,398.0,91,9,136,823908,136494,461175,3468,0.9,25.2,Tarkowski,10
1,1,270,0.0,0.0,6,68983,0,0,-3,3,181.7,207,49,0,2,0.0,0.0,0,Matthew,1.0,31,0,49.2,296,96,85,False,294.2,239,94,1530,Foot injury - Unknown return date,2020-06-29T19:30:19.130517Z,42,0,0,0,68983.jpg,2.8,0,0,Lowton,0.3,False,,i,5,90,15.0,400,146,48,120189,38,124832,453,0.2,11.4,Lowton,2
2,4,318,100.0,100.0,8,17997,0,0,-2,2,129.1,244,66,1,2,3.6,2.6,7,Phil,3.1,17,0,54.6,271,88,86,False,325.0,218,84,1710,,2020-01-24T15:30:17.654643Z,43,0,0,0,17997.jpg,3.7,0,0,Bardsley,1.1,False,,a,5,90,90.0,289,89,70,87729,51182,30527,903,0.7,16.3,Bardsley,5
1,5,375,0.0,100.0,10,103914,0,0,-1,1,243.0,161,37,1,2,0.0,3.6,1,Charlie,4.1,18,0,64.7,234,71,87,False,382.6,187,68,1944,Hamstring injury - Expected back 26 Jul,2020-07-15T19:30:25.224417Z,44,0,0,0,103914.jpg,3.5,0,0,Taylor,3.1,False,,i,5,90,19.0,390,141,84,418308,8481,282958,44290,0.9,19.1,Taylor,3
0,0,63,100.0,100.0,1,41674,0,0,-2,2,0.7,470,177,0,2,2.4,1.4,2,Kevin,1.9,3,0,9.0,423,155,88,False,83.2,388,148,382,,2019-12-05T14:00:19.724270Z,43,0,0,0,41674.jpg,2.3,0,0,Long,0.2,False,,a,5,90,6.0,425,156,14,10650,3715,10534,206,0.4,3.3,Long,0
0,0,0,0.0,0.0,0,83312,0,0,-1,1,0.0,487,182,9,2,0.0,0.0,0,Ben,0.0,0,0,0.0,509,181,89,False,0.0,506,181,0,Lack of match fitness - Unknown return date,2020-01-24T15:30:17.666302Z,39,0,0,0,83312.jpg,0.0,0,0,Gibson,2.1,False,,i,5,90,0.0,452,169,0,164059,157,234862,1234,0.0,0.0,Gibson,0
0,6,161,0.0,0.0,8,44699,0,0,-4,4,85.1,287,47,1,4,0.0,0.0,0,Ashley,0.0,21,6,75.9,202,35,90,False,226.2,284,33,1350,Groin Injury - Unknown return date,2020-01-05T01:00:11.884714Z,61,0,0,0,44699.jpg,3.2,0,0,Barnes,2.1,False,,i,5,90,474.0,73,33,61,1128669,12,1184479,203,0.0,10.0,Barnes,4
1,17,327,100.0,100.0,10,60689,0,0,-4,4,254.7,158,24,3,4,2.1,1.1,7,Chris,1.6,31,12,169.6,48,19,91,False,487.6,129,17,2268,,2020-06-07T00:30:14.067961Z,61,1,0,0,60689.jpg,4.0,0,0,Wood,1.5,False,,a,5,90,967.0,26,16,120,413649,41762,428552,1383,0.3,19.7,Wood,1
1,3,109,100.0,100.0,5,81183,0,0,-4,4,111.9,257,42,1,4,2.1,1.1,1,Matej,1.6,7,2,50.3,292,43,92,False,141.0,343,41,784,,2019-11-21T14:00:21.258493Z,51,0,0,0,81183.jpg,2.2,0,0,Vydra,0.1,False,,a,5,90,248.0,160,44,37,28004,228,26508,273,0.3,7.3,Vydra,0
0,23,753,100.0,100.0,14,98747,1,-1,6,-6,30.3,372,1,3,1,5.5,4.5,3,Nick,5.0,48,0,89.9,161,4,93,True,867.8,16,5,3240,,2019-07-31T00:00:11.182051Z,51,0,0,1,98747.jpg,4.5,0,116,Pope,21.8,False,,a,5,90,2.0,444,3,163,2264862,53235,1193037,3909,1.0,32.0,Pope,1
0,0,0,0.0,0.0,0,15749,0,0,-3,3,0.0,534,34,0,1,0.0,0.0,0,Joe,0.0,0,0,0.0,553,54,95,False,0.0,550,54,0,Contract with club expired on 30/6,2020-06-29T23:00:16.227529Z,42,0,0,0,15749.jpg,0.0,0,0,Hart,1.0,False,,u,5,90,0.0,506,28,0,28384,13,104955,334,0.0,0.0,Hart,0
0,1,79,100.0,100.0,3,60586,0,0,-1,1,187.5,198,124,0,3,1.1,0.1,2,Johann Berg,0.6,5,1,37.9,331,146,96,False,94.4,379,160,484,,2020-06-07T00:30:14.089906Z,59,0,0,0,60586.jpg,2.4,0,0,Gudmundsson,0.4,False,,a,5,90,98.0,275,141,24,80245,220,116961,61,0.1,4.1,Gudmundsson,0
7,6,490,100.0,100.0,15,433154,0,0,0,0,814.8,14,11,1,3,3.2,2.2,2,Dwight,2.7,46,2,181.4,42,23,97,False,601.8,68,20,3159,,2019-09-26T14:30:17.961067Z,60,0,0,0,433154.jpg,3.3,0,0,McNeil,1.0,False,,a,5,90,397.0,92,46,118,239738,13441,208414,1751,0.4,19.7,McNeil,5
2,0,106,100.0,100.0,1,90517,0,0,0,0,87.5,284,154,0,3,0.6,-0.4,1,Robbie,0.1,10,1,28.1,360,156,98,False,107.0,370,155,400,,2020-06-23T12:30:16.893641Z,55,0,0,0,90517.jpg,2.0,0,0,Brady,0.0,False,,a,5,90,86.0,291,147,30,4311,61,5000,17,0.0,5.5,Brady,1
0,0,0,0.0,0.0,0,39847,0,0,0,0,0.0,656,274,0,3,0.0,0.0,0,Steven,0.0,0,0,0.0,656,274,99,False,0.0,655,273,0,Contract terminated by mutual consent on 31/8,2019-06-25T11:30:07.038056Z,55,0,0,0,39847.jpg,0.0,0,0,Defour,0.0,False,,u,5,90,0.0,654,274,0,382,4,500,3,0.0,0.0,Defour,0
2,4,197,0.0,0.0,10,83314,0,0,-1,1,213.7,182,116,0,3,0.0,0.0,0,Jeff,0.0,30,2,76.5,201,105,100,False,269.8,254,102,1930,Contract ends on 30/6,2020-06-29T23:00:16.264257Z,54,0,0,0,83314.jpg,2.8,0,0,Hendrick,0.1,False,,u,5,90,282.0,137,75,67,15746,8,18186,58,0.0,12.4,Hendrick,8
7,10,523,100.0,100.0,14,60551,0,0,0,0,718.1,20,17,1,3,3.5,2.5,2,Ashley,3.0,37,2,139.7,72,42,101,False,546.8,86,29,2970,,2019-12-19T15:00:19.383162Z,55,0,0,0,60551.jpg,3.4,0,0,Westwood,0.8,False,,a,5,90,131.0,244,127,112,128483,7658,130060,1440,0.5,20.4,Westwood,9
0,0,301,0.0,0.0,12,40145,0,0,-1,1,198.2,193,122,0,3,0.0,0.0,0,Jack,1.1,41,0,82.4,190,97,102,False,313.2,225,91,2614,Ankle injury - Unknown return date,2020-06-29T22:00:20.529259Z,49,0,0,0,40145.jpg,2.3,0,0,Cork,0.2,False,,i,5,90,311.0,124,68,70,14962,13,25759,76,0.2,14.3,Cork,1
0,0,51,0.0,0.0,0,17349,0,0,-4,4,37.8,359,181,0,3,0.0,0.0,0,Aaron,0.0,15,0,9.6,421,181,430,False,45.0,423,178,485,Contract with club expired on 30/6,2020-06-29T23:00:16.838344Z,46,0,0,0,17349.jpg,0.9,0,0,Lennon,0.1,False,,u,5,90,12.0,403,187,15,6336,6,12212,27,0.0,3.3,Lennon,4
3,7,300,100.0,100.0,5,39487,0,0,-3,3,211.9,185,41,1,2,3.4,2.4,2,Erik,2.9,33,0,57.2,263,83,447,False,308.2,230,89,1696,,2019-12-02T16:00:24.543370Z,42,0,0,0,39487.jpg,2.8,0,0,Pieters,4.6,False,,a,5,90,55.0,331,116,62,1088743,32514,944139,1623,0.7,14.8,Pieters,1
2,9,282,100.0,100.0,6,44683,0,0,-3,3,129.1,245,37,1,4,4.9,3.9,1,Jay,4.4,32,8,122.5,97,24,451,False,422.0,165,22,1835,,2020-07-15T21:30:25.144884Z,57,0,0,0,44683.jpg,2.8,0,0,Rodriguez,0.8,False,,a,5,90,683.0,45,23,96,94977,15103,68984,6364,0.8,16.8,Rodriguez,1
0,0,0,,,0,220037,0,0,-2,2,0.0,568,54,0,1,0.5,-0.5,0,Bailey,0.0,0,0,0.0,582,68,495,False,0.0,579,68,0,,,43,0,0,0,220037.jpg,0.0,0,0,Peacock-Farrell,0.1,False,,a,5,90,0.0,547,49,0,2242,25,4180,19,0.0,0.0,Peacock-Farrell,0
0,0,0,,,0,195064,0,0,0,0,0.0,593,235,0,3,0.5,-0.5,0,Mace,0.0,0,0,0.0,606,237,571,False,0.0,603,234,0,,,45,0,0,0,195064.jpg,0.0,0,0,Goodridge,0.0,False,,a,5,90,0.0,580,230,0,834,19,643,19,0.0,0.0,Goodridge,0
0,0,0,100.0,100.0,0,195471,0,0,-1,1,0.0,491,184,2,2,0.5,-0.5,0,Anthony,0.0,0,0,0.0,513,183,572,False,0.0,510,183,0,,2020-01-08T02:00:17.684892Z,39,0,0,0,195471.jpg,0.0,0,0,Driscoll-Glennon,0.1,False,,a,5,90,0.0,457,172,0,6557,1366,3574,239,0.0,0.0,Driscoll-Glennon,0
0,0,0,0.0,0.0,0,432793,0,0,0,0,0.0,522,204,0,2,0.0,0.0,0,Abd-Al-Ali Morakinyo Olaposi,0.0,0,0,0.0,542,203,596,False,0.0,539,203,0,Contract with club expired on 30/6,2020-06-30T23:30:23.984405Z,40,0,0,0,432793.jpg,0.0,0,0,Koiki,0.0,False,,u,5,90,0.0,491,195,0,2965,7,2289,56,0.0,0.0,Koiki,0
0,0,86,,,3,172782,0,0,-2,2,27.6,384,185,0,3,2.8,1.8,2,Josh,2.3,8,0,15.2,402,173,620,False,88.4,384,162,625,,,48,0,0,0,172782.jpg,2.1,0,0,Brownhill,0.0,False,,a,5,90,36.0,366,173,17,1427,227,647,43,0.5,3.5,Brownhill,1
0,0,0,,,0,218023,0,0,0,0,0.0,516,200,0,2,0.5,-0.5,0,Jimmy,0.0,0,0,0.0,536,199,638,False,0.0,533,199,0,,,40,0,0,0,218023.jpg,0.0,0,0,Dunne,0.0,False,,a,5,90,0.0,483,189,0,1304,135,454,98,0.0,0.0,Dunne,0
0,0,0,,,0,461102,0,0,0,0,0.0,528,208,0,2,0.5,-0.5,0,Bobby,0.0,0,0,0.0,548,207,639,False,0.0,545,207,0,,,40,0,0,0,461102.jpg,0.0,0,0,Thomas,0.0,False,,a,5,90,0.0,497,199,0,932,89,345,63,0.0,0.0,Thomas,0
0,0,3,,,0,461450,0,0,0,0,0.0,618,85,0,4,0.6,-0.4,0,Max,0.1,0,0,0.0,631,85,640,False,0.0,629,85,2,,,45,0,0,0,461450.jpg,1.0,0,0,Thompson,0.0,False,,a,5,90,0.0,607,85,1,1004,104,534,73,0.0,0.2,Thompson,0
0,0,0,,,0,449974,0,0,0,0,0.0,526,30,0,1,0.5,-0.5,0,Lukas,0.0,0,0,0.0,546,51,641,False,0.0,543,51,0,,,40,0,0,0,449974.jpg,0.0,0,0,Jensen,0.0,False,,a,5,90,0.0,495,22,0,892,61,321,51,0.0,0.0,Jensen,0
0,0,0,,,0,217401,0,0,0,0,0.0,597,239,0,3,0.5,-0.5,0,Josh,0.0,0,0,0.0,609,240,653,False,0.0,606,237,0,,,45,0,0,0,217401.jpg,0.0,0,0,Benson,0.0,False,,a,5,90,0.0,583,233,0,72,14,32,12,0.0,0.0,Benson,0
3,9,348,100.0,100.0,6,82263,0,0,-4,4,385.5,97,18,3,2,1.2,2.7,7,Marcos,1.7,13,4,114.7,113,24,103,False,383.4,185,67,1252,,2019-12-28T01:00:24.217758Z,61,0,0,0,82263.jpg,5.6,0,0,Alonso,3.1,False,,a,6,8,380.0,96,11,89,522385,2176,660653,6114,0.3,14.6,Alonso,4
0,5,312,100.0,100.0,4,102380,0,0,-1,1,91.6,280,85,1,2,1.5,3.0,8,Antonio,2.0,19,2,64.3,235,72,104,False,359.0,197,71,1530,,2019-09-14T17:00:16.188229Z,59,1,0,0,102380.jpg,3.2,0,0,Rüdiger,0.7,False,,a,6,8,192.0,198,42,57,75141,1007,59688,1029,0.3,9.7,Rüdiger,3
6,16,668,100.0,100.0,7,41328,0,0,1,-1,694.0,25,4,4,2,4.8,6.3,9,César,5.3,48,2,199.0,37,4,105,False,877.2,14,3,3049,,2019-12-22T19:30:15.441735Z,61,0,0,0,41328.jpg,3.7,0,0,Azpilicueta,9.1,False,,a,6,8,416.0,84,6,125,737897,19466,662695,33206,0.9,20.5,Azpilicueta,0
0,0,179,100.0,100.0,1,109533,0,0,-1,1,298.4,136,34,0,2,-0.5,1.0,0,Emerson,0.0,21,0,73.1,208,57,107,False,207.6,297,115,1020,,2019-09-08T20:30:10.510601Z,54,0,0,0,109533.jpg,1.3,0,0,Palmieri dos Santos,0.7,False,,a,6,8,225.0,174,31,18,181518,118,234776,229,0.0,3.3,Emerson,3
0,0,325,100.0,100.0,3,135363,0,0,-2,2,70.9,304,97,0,2,1.2,2.7,0,Andreas,1.7,33,0,52.1,286,94,108,False,353.6,201,73,1751,,2020-06-28T19:30:23.670073Z,48,0,0,0,135363.jpg,1.6,0,0,Christensen,0.8,False,,a,6,8,96.0,277,81,34,92545,314,117033,3772,0.4,7.1,Christensen,5
0,0,0,0.0,0.0,0,105700,0,0,-3,3,0.0,546,211,0,2,0.0,0.0,0,Davide,0.0,0,0,0.0,565,211,109,False,0.0,562,211,0,Joined Roma on loan until the end of the season on 21/8. - Expected back 01 Aug,2019-08-21T19:30:16.936375Z,42,0,0,0,105700.jpg,0.0,0,0,Zappacosta,0.2,False,,n,6,8,0.0,520,205,0,3478,15,28220,17,0.0,0.0,Zappacosta,0
1,5,200,100.0,100.0,5,44346,0,0,-3,3,128.2,246,38,0,4,3.8,5.3,6,Olivier,4.3,12,6,88.3,164,34,110,False,240.2,273,31,853,,2020-01-26T17:00:13.952099Z,67,0,0,0,44346.jpg,3.6,0,0,Giroud,3.0,False,,a,6,8,519.0,66,31,58,338371,10135,308782,22940,0.6,8.7,Giroud,0
0,0,493,,,8,109745,0,0,-1,1,0.0,654,73,0,1,2.5,4.0,6,Kepa,3.0,42,0,48.2,302,20,111,False,483.8,130,19,2880,,,54,0,0,0,109745.jpg,2.8,0,53,Arrizabalaga,4.4,False,,a,6,8,0.0,652,71,90,391543,486,496469,5344,0.6,16.7,Kepa,0
0,0,49,,,0,20310,0,0,-2,2,0.0,629,65,0,1,-0.5,1.0,0,Willy,0.0,7,0,8.0,431,30,112,False,80.0,390,30,360,,,48,0,0,0,20310.jpg,1.8,0,9,Caballero,0.2,False,,a,6,8,0.0,622,62,7,12244,33,19313,97,0.0,1.5,Caballero,0
8,26,686,100.0,100.0,10,47431,0,0,4,-4,1175.6,5,4,7,3,6.8,8.3,3,Willian,7.3,31,9,292.1,7,5,113,False,831.4,22,5,2537,,2020-03-03T22:30:25.783399Z,74,0,0,0,47431.jpg,4.7,0,0,Borges Da Silva,12.2,False,,a,6,8,911.0,29,13,164,1857849,16284,1061770,97699,1.0,22.2,Willian,4
2,1,124,100.0,100.0,2,49579,0,0,-2,2,227.1,171,107,1,3,-0.4,1.1,0,Pedro,0.1,12,1,73.8,206,106,114,False,161.4,330,140,654,,2020-02-22T21:30:18.487158Z,68,0,0,0,49579.jpg,3.1,0,0,Rodríguez Ledesma,1.1,False,,a,6,8,349.0,105,54,31,141356,61,283005,250,0.0,4.6,Pedro,1
1,0,34,100.0,100.0,1,126187,0,0,-6,6,29.1,376,184,0,3,1.1,2.6,3,Ruben,1.6,3,0,8.9,425,183,115,False,29.4,437,182,198,,2019-06-25T11:30:07.068350Z,59,0,0,0,126187.jpg,1.8,0,0,Loftus-Cheek,0.1,False,,a,6,8,33.0,368,175,11,17682,131,18651,289,0.3,1.9,Loftus-Cheek,0
4,3,184,100.0,100.0,2,209046,0,0,-9,9,326.3,122,78,0,3,-0.1,1.4,1,Callum,0.4,13,1,86.2,177,90,116,False,213.2,293,123,806,,2020-06-24T12:30:16.286062Z,51,0,0,0,209046.jpg,2.4,0,0,Hudson-Odoi,0.4,False,,a,6,8,325.0,116,62,48,340226,60,334376,253,0.1,9.4,Hudson-Odoi,1
5,5,205,100.0,100.0,5,88894,0,0,-4,4,344.2,113,73,2,3,2.8,4.3,1,Ross,3.3,14,1,98.2,145,77,117,False,265.8,257,103,1093,,2019-10-19T16:00:15.801912Z,56,0,0,0,88894.jpg,3.0,0,0,Barkley,1.7,False,,a,6,8,373.0,101,52,60,162505,858,513674,4991,0.6,10.7,Barkley,0
3,9,510,100.0,100.0,5,85955,0,0,-1,1,404.5,88,63,1,3,0.4,1.9,3,Jorge Luiz,0.9,35,4,114.2,114,65,118,False,575.8,75,24,2199,,2020-02-29T17:00:18.261637Z,49,0,0,0,85955.jpg,3.0,0,0,Frello Filho,2.8,False,,a,6,8,158.0,225,117,87,659892,907,762277,1209,0.2,17.8,Jorginho,10
0,2,294,50.0,0.0,3,116594,0,0,0,0,424.5,77,56,0,3,0.3,0.0,0,N'Golo,1.1,25,3,106.3,130,71,119,False,422.8,163,61,1730,Hamstring injury - 50% chance of playing,2020-07-04T21:00:17.142316Z,50,0,0,0,116594.jpg,2.6,0,0,Kanté,3.5,False,,d,6,8,214.0,181,99,57,440584,80,729032,1374,0.2,11.4,Kanté,4
0,0,0,0.0,0.0,0,199598,0,0,-2,2,0.0,565,223,0,3,0.0,0.0,0,Ethan,0.0,0,0,0.0,579,225,121,False,0.0,576,222,0,Joined RB Leipzig on loan until the end of the season on 22/7. - Expected back 01 Aug,2019-07-22T13:30:07.199042Z,43,0,0,0,199598.jpg,0.0,0,0,Ampadu,0.0,False,,n,6,8,0.0,542,214,0,1904,14,2801,12,0.0,0.0,Ampadu,0
7,8,347,100.0,100.0,5,176413,1,-1,-1,1,401.0,90,64,1,3,5.9,7.4,6,Christian,6.4,27,8,192.9,39,20,431,False,505.8,119,43,1609,,2020-06-28T19:30:24.496949Z,74,0,0,0,176413.jpg,5.0,0,0,Pulisic,12.4,False,,a,6,8,1022.0,22,9,115,2228208,25450,1953241,46873,0.9,15.5,Pulisic,0
3,6,429,100.0,100.0,3,91651,0,0,-2,2,450.5,64,48,0,3,0.2,1.7,2,Mateo,0.7,32,1,110.4,122,68,432,False,469.0,138,52,1891,,2020-07-03T13:00:21.691431Z,53,0,0,0,91651.jpg,2.2,0,0,Kovacic,0.9,False,,a,6,8,186.0,206,112,63,133697,256,167663,205,0.1,11.9,Kovacic,8
0,1,385,100.0,100.0,6,103192,0,0,-3,3,39.2,356,124,0,2,1.4,2.9,5,Kurt,1.9,32,0,67.0,230,68,459,False,472.6,135,49,2163,,2019-09-28T16:00:17.677906Z,47,1,0,0,103192.jpg,2.1,0,0,Zouma,1.7,False,,a,6,8,162.0,222,54,55,185529,1783,290736,2724,0.4,11.7,Zouma,6
6,20,435,100.0,100.0,7,173879,0,0,4,-4,282.1,142,20,4,4,1.8,3.3,1,Tammy,2.3,33,14,215.1,27,9,460,False,622.6,63,10,2163,,2020-02-28T14:00:22.022949Z,74,1,0,0,173879.jpg,4.6,0,0,Abraham,14.3,False,,a,6,8,1257.0,10,8,147,5779828,1361,5219100,32680,0.3,19.9,Abraham,2
2,1,59,,,0,94245,0,0,-4,4,42.9,348,53,0,4,-0.5,1.0,0,Michy,0.0,8,1,28.3,359,53,461,False,61.8,405,54,224,,,66,0,0,0,94245.jpg,1.8,0,0,Batshuayi,0.5,False,,a,6,8,185.0,207,51,28,97976,46,135856,111,0.0,4.2,Batshuayi,0
0,0,0,0.0,0.0,0,167767,0,0,-3,3,0.0,649,271,0,3,0.0,0.0,0,Robert Kenedy,0.0,0,0,0.0,653,271,462,False,0.0,652,270,0,Joined Getafe on loan until the end of the season on 2/9. - Expected back 01 Aug,2019-09-02T23:30:15.527764Z,52,0,0,0,167767.jpg,0.0,0,0,Nunes do Nascimento,0.0,False,,n,6,8,0.0,647,271,0,967,3,4679,12,0.0,0.0,Kenedy,0
5,8,470,100.0,100.0,8,184341,-1,1,0,0,757.5,18,15,1,3,1.1,2.6,0,Mason,1.6,40,6,229.5,20,12,463,False,581.8,74,23,2723,,2020-03-08T17:30:18.062200Z,60,0,0,0,184341.jpg,3.5,0,0,Mount,13.0,False,,a,6,8,954.0,27,11,122,4328743,2156,3673336,27880,0.3,20.3,Mount,3
2,5,332,100.0,100.0,4,225796,0,0,-1,1,368.4,105,20,1,2,0.9,2.4,1,Reece,1.4,18,0,82.2,192,52,506,False,317.6,222,86,1330,,2020-01-18T19:30:18.538805Z,49,0,0,0,225796.jpg,2.5,0,0,James,0.9,False,,a,6,8,134.0,242,62,55,174241,690,125070,5101,0.3,11.2,James,1
0,7,271,100.0,0.0,4,194794,0,0,-3,3,68.6,310,100,2,2,-0.5,0.0,0,Fikayo,0.0,18,1,48.5,299,99,529,False,335.4,211,81,1291,,2020-06-19T16:00:13.947915Z,42,0,0,0,194794.jpg,3.2,0,0,Tomori,1.5,False,,a,6,8,79.0,301,95,48,846025,347,788523,792,0.0,11.4,Tomori,3
0,0,41,0.0,0.0,1,243568,-1,1,-4,4,55.3,329,171,0,3,0.0,0.0,0,Billy,0.6,3,0,9.1,422,182,533,False,31.4,435,180,191,Knee injury - Expected back 07 Nov,2020-07-10T01:00:24.249377Z,41,0,0,0,243568.jpg,1.5,0,0,Gilmour,0.3,False,,i,6,8,5.0,430,200,9,48895,1169,33607,1599,0.1,2.2,Gilmour,0
0,0,0,0.0,0.0,0,209036,0,0,-1,1,0.0,493,186,0,2,0.0,0.0,0,Addji Keaninkin Marc-Israel,0.0,0,0,0.0,515,185,545,False,0.0,512,185,0,Joined Swansea City on loan until the end of the season on 10/1. - Expected back 01 Aug,2020-01-10T11:00:15.069169Z,39,0,0,0,209036.jpg,0.0,0,0,Guehi,0.1,False,,n,6,8,0.0,459,174,0,8627,190,8043,92,0.0,0.0,Guehi,0
0,0,1,,,0,223332,0,0,0,0,1.2,460,207,0,3,-0.5,1.0,0,Faustino,0.0,0,0,1.0,488,207,630,False,0.0,611,240,19,,,45,0,0,0,223332.jpg,1.0,0,0,Anjorin,0.0,False,,a,6,8,9.0,414,193,1,502,14,334,14,0.0,0.2,Anjorin,0
0,0,2,,,0,440323,0,0,0,0,0.3,477,73,0,4,-0.5,1.0,0,Armando,0.0,0,0,0.0,625,84,631,False,0.0,623,84,4,,,45,0,0,0,440323.jpg,1.0,0,0,Broja,0.0,False,,a,6,8,0.0,600,84,1,1580,41,1117,78,0.0,0.2,Broja,0
0,0,0,,,0,450529,0,0,0,0,0.0,616,255,0,3,-0.5,1.0,0,Lewis,0.0,0,0,0.0,629,256,657,False,0.0,627,254,0,,,45,0,0,0,450529.jpg,0.0,0,0,Bate,0.0,False,,a,6,8,0.0,605,251,0,32,14,6,5,0.0,0.0,Bate,0
2,12,523,0.0,100.0,8,74230,0,0,1,-1,516.0,45,8,3,2,0.0,2.6,1,Patrick,3.1,38,3,133.4,82,12,123,False,531.2,98,38,2507,Shoulder Dislocation - Unknown return date,2020-07-16T22:00:23.507282Z,56,1,0,0,74230.jpg,3.8,0,0,van Aanholt,5.2,False,,i,7,31,285.0,136,22,109,994504,1381,1138559,22731,0.6,19.5,van Aanholt,0
1,4,260,0.0,0.0,3,49413,0,0,0,0,27.7,383,141,1,2,0.0,0.0,0,James,0.0,23,1,53.3,278,91,124,False,384.0,184,66,1582,Knock - Unknown return date,2020-06-19T16:00:13.239396Z,50,0,0,0,49413.jpg,2.7,0,0,Tomkins,0.2,False,,i,7,31,121.0,253,69,48,88398,8,81225,127,0.0,9.6,Tomkins,5
0,0,144,100.0,100.0,0,40784,0,0,0,0,15.9,406,151,0,2,-0.1,-0.1,1,Mamadou,0.4,21,0,19.6,388,140,125,False,172.8,323,124,907,,2020-01-02T14:30:15.443594Z,50,0,0,0,40784.jpg,0.8,1,0,Sakho,0.1,False,,a,7,31,6.0,429,160,10,7528,309,10271,98,0.1,2.0,Sakho,1
1,8,373,100.0,100.0,7,55494,0,0,-2,2,104.6,268,77,0,2,1.2,1.2,1,Joel,1.7,33,0,54.6,272,89,126,False,399.4,179,64,2200,,2019-11-23T18:00:20.336284Z,43,0,0,0,55494.jpg,2.7,0,0,Ward,1.5,False,,a,7,31,40.0,352,126,74,367238,1087,322123,1921,0.4,17.2,Ward,4
1,3,224,100.0,100.0,5,19188,0,0,-2,2,47.4,341,116,1,2,1.1,1.1,1,Scott,1.6,11,0,43.4,318,109,127,False,226.8,281,112,1084,,2019-12-20T13:30:13.414607Z,43,0,0,0,19188.jpg,3.4,0,0,Dann,0.2,False,,a,7,31,159.0,224,55,48,23941,173,28508,228,0.4,11.2,Dann,0
