chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
100.0,100.0,49413,0,0,-1,1,0,2,-0.2,-0.1,1,James,0.4,129,False,,2021-04-30T14:00:21.264866Z,44,49413.jpg,2.2,Tomkins,0.0,False,,a,6,31,18,7866,0,8154,0,0.1,4.1,Tomkins,551,0,0,2,12,0,0,0,1,0,0,2,97,92.0,11.4,29.0,13.2,382,149,413,156,376,139,405,149,,,,,,
100.0,0.0,50471,0,0,-3,3,0,3,0.0,0.0,0,James,0.0,130,False,,2021-02-01T19:30:26.153343Z,52,50471.jpg,2.5,McArthur,0.1,False,,a,6,31,45,8224,0,20013,0,0.0,8.7,McArthur,1465,0,2,4,26,0,0,0,3,0,0,3,228,285.2,202.2,65.0,55.2,240,101,188,118,332,166,268,126,,,,,,
100.0,100.0,50472,0,0,-2,2,0,3,0.3,0.5,2,James,1.0,131,False,,2021-03-04T12:30:27.616541Z,43,50472.jpg,1.6,McCarthy,0.7,False,,a,6,31,26,143257,0,267918,0,0.2,6.0,McCarthy,816,0,0,2,15,0,0,0,1,0,0,0,129,103.4,76.1,10.0,18.9,368,157,312,171,410,188,387,174,5.0,,,,,
100.0,75.0,54861,0,0,0,0,3,4,3.6,3.1,0,Christian,4.6,132,False,,2021-05-20T09:00:19.372909Z,55,54861.jpg,3.5,Benteke,1.3,False,,a,6,31,106,305921,0,236910,0,0.8,19.3,Benteke,1808,10,2,5,34,0,0,0,1,1,0,14,338,512.6,236.5,1030.0,177.7,114,15,173,26,18,12,45,15,,,,,,
,,55037,0,0,-2,2,0,3,1.2,1.2,2,Cheikhou,1.7,133,False,,,48,55037.jpg,2.3,Kouyaté,0.3,False,,a,6,31,82,89287,0,93925,0,0.4,17.1,Kouyaté,3121,1,0,8,56,0,0,0,4,0,0,2,438,560.4,101.7,134.0,79.7,89,29,265,153,253,127,200,104,,,,,,
100.0,100.0,55494,0,0,-2,2,1,2,1.0,0.9,1,Joel,1.4,134,False,,2021-02-05T14:00:21.130904Z,43,55494.jpg,2.5,Ward,1.2,False,,a,6,31,66,175521,0,214694,0,0.3,15.3,Ward,2255,0,1,7,43,0,0,0,5,0,0,6,353,353.6,117.6,28.0,49.9,208,82,245,62,380,141,286,95,,,,,,
100.0,100.0,58786,0,0,-4,4,0,2,-0.5,-0.4,1,Martin,0.1,135,False,,2020-12-04T19:00:20.235749Z,41,58786.jpg,1.0,Kelly,0.2,False,,a,6,31,1,13494,0,82231,0,0.0,0.2,Kelly,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,566,221,549,222,526,212,576,221,,,,,,
100.0,0.0,59125,0,0,-1,1,0,4,0.0,0.0,0,Connor,0.0,136,False,,2021-04-09T14:00:21.421818Z,44,59125.jpg,0.0,Wickham,0.5,False,,a,6,31,0,95747,0,151288,0,0.0,0.0,Wickham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,598,69,586,73,568,73,607,74,,,,,,
,,60252,0,0,-5,5,0,3,2.0,1.9,2,Andros,2.4,137,False,,,55,60252.jpg,2.8,Townsend,1.1,False,,a,6,31,94,401401,0,417758,0,0.4,17.1,Townsend,2250,1,5,7,37,0,0,0,0,0,0,8,378,494.6,676.0,296.0,147.1,127,46,30,24,133,78,72,44,2.0,,4.0,,,
100.0,0.0,66975,0,0,-4,4,1,3,0.0,0.0,0,Luka,0.9,138,False,,2021-05-16T21:30:19.309831Z,56,66975.jpg,2.0,Milivojevic,0.2,False,,a,6,31,63,19345,0,69021,0,0.2,11.2,Milivojevic,2357,1,1,7,47,0,0,1,8,1,0,3,332,410.8,329.6,143.0,88.4,179,68,114,77,243,122,170,94,3.0,,1.0,,1.0,
100.0,100.0,74230,0,0,-1,1,0,2,-0.3,-0.2,1,Patrick,0.3,139,False,,2021-05-14T13:30:26.024848Z,54,74230.jpg,2.5,van Aanholt,0.4,False,,a,6,31,54,167442,0,157280,0,0.1,10.0,van Aanholt,1775,0,2,4,36,0,0,0,2,0,0,5,313,296.6,195.2,198.0,68.9,233,91,194,46,189,43,233,74,4.0,,2.0,,2.0,
100.0,100.0,80146,0,0,-4,4,0,4,0.5,0.5,1,Jordan,1.0,140,False,,2020-10-18T17:30:11.950512Z,56,80146.jpg,2.1,Ayew,1.4,False,,a,6,31,70,213202,0,561773,0,0.2,12.5,Ayew,2086,1,4,6,42,0,0,0,4,0,0,2,216,271.8,236.0,451.0,95.7,249,27,174,27,79,31,155,28,,,,,4.0,
100.0,100.0,82403,0,0,1,-1,3,3,3.0,2.8,2,Wilfried,3.3,141,False,,2021-02-02T23:00:28.387019Z,71,82403.jpg,4.5,Zaha,9.9,False,,a,6,31,136,4315189,0,4470186,0,0.5,19.2,Zaha,2612,11,4,6,52,0,0,0,6,0,0,11,362,567.4,428.2,980.0,197.5,87,27,74,53,19,7,37,24,,,,,3.0,
100.0,100.0,86417,0,0,-2,2,1,3,1.0,0.9,1,Jeffrey,1.4,142,False,,2021-01-02T17:30:14.150779Z,53,86417.jpg,2.4,Schlupp,0.1,False,,a,6,31,65,15713,0,21008,0,0.3,12.3,Schlupp,1415,2,3,5,26,0,0,0,3,0,0,3,194,328.6,242.0,304.0,87.4,222,92,170,108,125,72,177,97,,,,,,
0.0,0.0,141020,0,0,-3,3,0,3,0.0,0.0,0,Max,0.0,143,False,Left the club on 15/1,2021-01-15T23:30:26.650176Z,47,141020.jpg,0.0,Meyer,0.0,False,,u,6,31,0,2134,0,5224,0,0.0,0.0,Meyer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,673,277,665,277,656,275,676,277,,,,,,
100.0,100.0,173954,0,0,-1,1,1,3,0.5,0.5,1,Jairo,1.0,144,False,,2020-10-24T17:00:21.697186Z,44,173954.jpg,1.9,Riedewald,0.7,False,,a,6,31,64,272451,0,248089,0,0.2,14.5,Riedewald,1810,2,0,4,39,0,0,0,4,0,0,4,249,269.2,149.1,86.0,50.6,252,107,220,132,300,149,283,132,,,,,,
0.0,0.0,232423,0,0,-2,2,0,2,0.0,0.0,0,Nathan,0.0,145,False,Achilles injury - Expected back 27 Nov,2020-08-26T09:30:07.992498Z,38,232423.jpg,0.0,Ferguson,0.6,False,,i,6,31,0,76549,0,147031,0,0.0,0.0,Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,507,186,484,186,456,172,517,186,,,,,,
100.0,100.0,244723,0,0,-2,2,2,2,3.2,2.8,1,Tyrick,3.3,146,False,,2021-03-02T23:00:28.697972Z,38,244723.jpg,3.1,Mitchell,12.8,False,,a,6,31,58,2462336,0,2528023,0,0.9,15.3,Mitchell,1710,1,2,4,32,0,0,0,1,0,0,5,287,366.0,76.2,60.0,50.3,197,77,311,95,339,118,285,94,,,,,,
0.0,0.0,466955,0,0,-2,2,0,3,0.0,0.0,0,Brandon,0.0,147,False,Joined Kilmarnock on loan until the end of the season on 1/2,2021-02-01T21:00:20.102800Z,43,466955.jpg,0.0,Pierrick,0.1,False,,u,6,31,0,10842,0,15803,0,0.0,0.0,Pierrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,594,221,581,223,562,214,603,225,,,,,,
100.0,75.0,19188,0,0,-3,3,0,2,0.4,0.3,0,Scott,0.9,486,False,,2021-05-21T14:30:25.595101Z,42,19188.jpg,2.6,Dann,0.5,False,,a,6,31,39,108121,0,136624,0,0.2,9.3,Dann,1350,1,1,2,24,0,0,0,1,0,0,1,233,284.6,17.0,99.0,40.3,241,94,398,151,285,91,320,111,,,,,,
0.0,0.0,232413,0,0,-2,2,4,3,0.0,0.0,0,Eberechi,5.0,489,False,Achilles injury - Unknown return date,2021-05-19T10:30:21.344647Z,58,232413.jpg,3.7,Eze,1.2,False,,i,6,31,125,352596,0,319122,0,0.9,21.6,Eze,2555,4,8,6,51,0,0,0,3,0,0,17,470,516.2,653.1,383.0,155.4,111,41,36,27,96,56,62,36,1.0,,3.0,,,
0.0,0.0,221272,0,0,0,0,0,2,0.0,0.0,0,Sam,0.0,522,False,Joined Plymouth Argyle on loan until the end of the season on 31/11,2021-01-31T20:30:26.390128Z,40,221272.jpg,0.0,Woods,0.4,False,,u,6,31,0,62844,0,58981,0,0.0,0.0,Woods,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,535,199,516,199,493,189,545,199,,,,,,
0.0,0.0,114536,0,0,0,0,0,2,0.0,0.0,0,Ryan,0.0,534,False,Transferred to Charlton Athletic,2020-10-14T08:31:08.806610Z,40,114536.jpg,0.0,Inniss,0.0,False,,u,6,31,0,4884,0,6529,0,0.0,0.0,Inniss,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,530,197,510,197,486,187,540,197,,,,,,
100.0,100.0,57328,0,0,0,0,0,2,-0.5,-0.5,0,Nathaniel,0.0,577,False,,2021-05-14T13:30:26.970520Z,45,57328.jpg,2.2,Clyne,0.1,False,,a,6,31,28,60400,0,57999,0,0.0,6.2,Clyne,1145,0,1,2,22,0,0,0,2,0,0,0,172,150.8,84.3,34.0,27.2,332,128,297,86,368,135,361,126,,,,,,
,,42525,0,0,0,0,0,1,-0.5,-0.5,0,Stephen,0.0,578,False,,,40,42525.jpg,0.0,Henderson,0.4,False,,a,6,31,0,62283,0,39727,0,0.0,0.0,Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,526,50,506,23,482,18,536,50,,,,,,
100.0,100.0,105666,0,0,0,0,0,1,-0.2,-0.2,0,Jack,0.3,586,False,,2020-10-23T13:30:19.850079Z,45,105666.jpg,2.0,Butland,0.1,False,,a,6,31,2,6127,0,5182,0,0.1,0.4,Butland,90,0,0,0,2,0,0,0,0,0,3,0,14,16.6,0.0,0.0,1.7,461,38,609,64,595,60,482,38,,,,,,
100.0,100.0,231747,0,0,-7,7,0,4,-0.2,-0.2,0,Jean-Philippe,0.3,641,False,,2021-01-25T15:30:25.996892Z,53,231747.jpg,2.1,Mateta,0.0,False,,a,6,31,15,15298,0,13370,0,0.1,2.8,Mateta,215,1,0,0,4,0,0,0,0,0,0,2,45,46.6,16.2,80.0,14.0,420,54,399,56,311,54,403,54,,,,,,
,,223824,0,0,0,0,0,2,-0.5,-0.5,0,Reece,0.0,675,False,,,40,223824.jpg,0.0,Hannam,0.0,False,,a,6,31,0,853,0,563,0,0.0,0.0,Hannam,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,536,200,517,200,494,190,546,200,,,,,,
,,450542,0,0,0,0,0,3,-0.5,-0.5,0,Jesurun,0.0,688,False,,,45,450542.jpg,0.0,Rak-Sakyi,0.0,False,,a,6,31,0,236,0,144,0,0.0,0.0,Rak-Sakyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,648,260,639,261,629,259,653,262,,,,,,
100.0,100.0,41823,0,0,-2,2,0,3,-0.7,-0.7,0,Fabian,0.3,149,False,,2021-03-03T13:30:26.783537Z,48,41823.jpg,1.0,Delph,0.0,False,,a,7,11,8,2872,0,5526,0,0.1,1.7,Delph,260,0,0,0,6,0,0,0,1,0,0,0,48,37.0,29.8,1.0,6.8,430,183,372,186,454,207,436,192,,,,,,
100.0,100.0,55422,0,0,-2,2,3,3,1.8,1.2,-1,Gylfi,2.2,150,False,,2021-03-12T14:00:27.947383Z,68,55422.jpg,3.4,Sigurdsson,2.9,False,,a,7,11,122,568764,0,467711,0,0.3,17.9,Sigurdsson,2244,6,5,10,29,0,0,1,2,0,0,13,443,524.2,633.8,481.0,164.2,105,39,39,30,70,39,52,30,2.0,,1.0,,1.0,
0.0,0.0,57513,0,0,-2,2,0,1,0.0,0.0,0,Jonas,0.0,151,False,Transferred to FC Midtjylland,2021-02-02T08:42:26.111617Z,43,57513.jpg,0.0,Lössl,0.1,False,,u,7,11,0,3190,0,10581,0,0.0,0.0,Lössl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,572,68,557,46,538,42,581,68,,,,,,
100.0,0.0,59949,0,0,-1,1,1,2,0.0,0.0,0,Seamus,3.5,152,False,,2021-05-21T13:00:22.577626Z,49,59949.jpg,3.2,Coleman,2.4,False,,a,7,11,81,459409,0,358280,0,0.7,16.5,Coleman,1607,0,3,8,19,0,0,0,0,0,0,4,371,322.6,268.2,189.0,78.0,224,87,154,33,197,49,204,58,,,,,,
0.0,0.0,66838,0,0,0,0,0,4,0.0,0.0,0,Cenk,0.0,153,False,Joined Besiktas on loan until the end of the season on 1/2,2021-02-01T19:00:19.507548Z,60,66838.jpg,0.8,Tosun,0.0,False,,u,7,11,4,7789,0,8583,0,0.0,0.7,Tosun,44,0,0,0,3,0,0,0,1,0,0,0,12,2.2,11.6,4.0,1.8,495,65,412,60,436,69,479,66,,,,,,
100.0,100.0,100649,0,0,-3,3,0,3,-0.7,-0.5,1,Bernard,0.5,154,False,,2021-04-02T14:00:27.425119Z,57,100649.jpg,1.8,Anício Caldeira Duarte,0.1,False,,a,7,11,21,13053,0,21968,0,0.1,3.7,Bernard,447,1,0,2,7,0,0,0,2,0,0,1,75,102.8,141.9,80.0,32.4,371,159,225,136,312,155,349,157,,,,,,
100.0,100.0,101188,0,0,2,-2,2,2,5.2,4.2,0,Lucas,5.2,155,False,,2021-02-11T00:00:27.483772Z,62,101188.jpg,4.0,Digne,11.4,False,,a,7,11,120,2355416,0,2221875,0,0.8,19.4,Digne,2681,0,9,9,42,0,0,0,2,1,0,18,590,581.8,702.9,135.0,142.2,79,29,26,5,251,74,76,11,3.0,,3.0,,,
100.0,100.0,106611,0,0,0,0,3,2,2.5,2.5,0,Michael,3.5,156,False,,2021-04-23T23:00:17.234660Z,50,106611.jpg,3.6,Keane,6.3,False,,a,7,11,127,1208273,0,924625,0,0.7,25.4,Keane,2989,3,1,11,43,0,0,0,4,0,0,13,649,797.2,87.5,239.0,112.4,19,2,293,84,164,29,113,21,,,,,,
100.0,100.0,111234,0,0,-2,2,2,1,4.3,3.2,2,Jordan,4.2,157,False,,2021-04-02T14:00:27.450320Z,48,111234.jpg,3.7,Pickford,5.3,False,,a,7,11,114,759940,0,905018,0,0.9,23.8,Pickford,2742,0,0,10,39,0,0,0,1,0,89,8,570,646.6,10.1,0.0,65.7,59,16,418,4,675,68,245,16,,,,,,
100.0,100.0,120250,0,0,-2,2,0,3,0.3,-0.2,0,André Filipe,0.8,158,False,,2021-04-16T23:30:19.872838Z,53,120250.jpg,1.7,Tavares Gomes,0.2,False,,a,7,11,48,25681,0,45090,0,0.2,9.1,André Gomes,1559,0,1,5,22,0,0,0,3,0,0,0,224,189.0,244.5,103.0,53.0,295,127,168,107,280,139,279,130,4.0,,,,,
100.0,100.0,153133,0,0,-1,1,1,3,-0.5,-0.3,1,Alex,0.7,159,False,,2021-04-05T20:00:22.215185Z,59,153133.jpg,2.2,Iwobi,0.2,False,,a,7,11,65,38211,0,44448,0,0.1,11.0,Iwobi,1530,1,3,5,21,0,0,0,0,0,0,1,256,261.8,262.1,233.0,75.8,254,108,159,103,167,93,214,106,,,,,,
0.0,0.0,153673,0,0,-2,2,0,2,0.0,0.0,0,Jonjoe,0.0,160,False,Joined Celtic on loan until the end of the season on 1/2,2021-02-01T22:00:27.167113Z,43,153673.jpg,1.2,Kenny,0.1,False,,u,7,11,5,7972,0,20462,0,0.0,1.2,Kenny,78,0,0,0,1,0,0,0,0,0,0,0,19,11.0,8.1,8.0,2.8,473,178,430,162,418,159,462,170,,,,,,
100.0,0.0,160987,0,0,0,0,0,3,0.0,0.0,0,Jean-Philippe,0.0,161,False,,2021-04-12T20:00:19.874095Z,50,160987.jpg,1.0,Gbamin,0.0,False,,a,7,11,1,749,0,657,0,0.0,0.2,Gbamin,11,0,0,0,1,0,0,0,0,0,0,0,1,3.8,0.9,0.0,0.5,486,205,463,209,694,288,495,207,,,,,,
100.0,100.0,164511,0,0,0,0,1,2,1.5,1.3,0,Yerry,2.3,162,False,,2021-05-12T13:00:21.419437Z,55,164511.jpg,3.3,Mina,1.7,False,,a,7,11,79,411888,0,431930,0,0.4,14.4,Mina,1936,2,0,6,22,0,0,0,2,0,0,7,399,496.2,23.5,200.0,72.3,126,47,383,140,186,40,227,70,,,,,,
100.0,100.0,173807,0,0,-3,3,0,3,-0.2,0.0,2,Tom,1.0,163,False,,2021-04-01T11:00:26.662677Z,52,173807.jpg,1.9,Davies,0.1,False,,a,7,11,47,6570,0,12453,0,0.2,9.0,Davies,1417,0,1,5,23,0,0,0,3,0,0,1,209,199.6,107.2,30.0,33.6,287,124,256,148,375,179,342,152,,,,,,
100.0,100.0,177815,0,0,5,-5,3,4,3.2,3.2,2,Dominic,4.2,164,False,,2021-04-12T20:00:19.890611Z,75,177815.jpg,5.0,Calvert-Lewin,29.5,False,,a,7,11,165,9031403,0,7917346,0,0.6,22.0,Calvert-Lewin,2871,16,6,11,39,0,0,0,3,0,0,21,528,740.0,302.2,1420.0,245.9,36,5,131,18,6,4,17,6,,,,,,
100.0,100.0,194164,0,0,-2,2,1,2,1.5,0.5,-1,Mason,1.5,165,False,,2020-09-06T01:30:17.999031Z,48,194164.jpg,2.9,Holgate,1.0,False,,a,7,11,80,241570,0,184603,0,0.3,16.7,Holgate,2286,1,0,9,32,0,0,0,9,0,0,4,426,417.0,115.2,80.0,61.5,174,68,247,64,310,103,254,84,,,,,,
100.0,100.0,212319,0,0,-3,3,1,4,2.7,2.0,1,Richarlison,3.0,166,False,,2021-01-11T14:00:23.066552Z,77,212319.jpg,3.6,de Andrade,7.1,False,,a,7,11,123,1760049,0,1969328,0,0.4,16.0,Richarlison,2862,7,6,11,38,0,0,0,4,1,0,18,415,576.4,359.2,1097.0,203.2,82,11,98,11,14,9,32,9,,,,,2.0,
,,222627,0,0,-2,2,0,1,-1.0,-1.0,0,João,0.0,167,False,,,43,222627.jpg,2.0,Virgínia,0.1,False,,a,7,11,2,3157,0,6085,0,0.0,0.5,Virgínia,47,0,0,0,0,0,0,0,0,0,3,0,10,25.0,0.0,0.0,2.5,447,35,575,55,556,51,466,35,,,,,,
0.0,0.0,232826,0,0,-2,2,0,3,0.0,0.0,0,Anthony,0.0,168,False,Joined Preston North End on loan until the end of the season on 1/2,2021-02-02T00:00:25.947313Z,43,232826.jpg,1.0,Gordon,0.4,False,,u,7,11,3,112153,0,145304,0,0.0,0.7,Gordon,87,0,0,0,0,0,0,0,0,0,0,0,11,14.4,12.7,4.0,3.1,465,197,407,195,430,200,460,198,,,,,,
0.0,0.0,242058,0,0,-3,3,0,4,0.0,0.0,0,Moise,0.0,169,False,Joined Paris Saint-Germain on loan until the end of the season on 4/10. - Expected back 01 Jul,2020-10-03T00:30:17.828204Z,57,242058.jpg,1.0,Kean,0.2,False,,u,7,11,2,8011,0,36330,0,0.0,0.4,Kean,13,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.3,11.0,0.9,708,89,457,66,408,64,492,67,,,,,,
0.0,0.0,480455,0,0,-1,1,0,2,0.0,0.0,0,Jarrad,0.0,170,False,Joined Blackburn Rovers on loan until the end of the season on 14/1,2021-01-14T23:00:22.063648Z,39,480455.jpg,0.0,Branthwaite,1.0,False,,u,7,11,0,140402,0,333730,0,0.0,0.0,Branthwaite,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,522,195,501,195,477,185,532,195,,,,,,
100.0,100.0,119765,0,0,-3,3,0,3,1.3,1.3,2,Allan,2.3,502,False,,2021-04-05T20:00:23.163252Z,52,119765.jpg,2.0,Marques Loureiro,0.6,False,,a,7,11,47,84109,0,169712,0,0.4,9.0,Allan,2050,0,0,7,30,0,0,0,6,0,0,0,290,351.4,220.7,42.0,61.6,209,84,183,116,360,173,253,117,,,,,,
100.0,0.0,60025,0,0,2,-2,1,3,0.0,0.0,0,James,0.2,508,False,,2021-05-21T13:00:23.064744Z,77,60025.jpg,4.4,Rodríguez,7.8,False,,a,7,11,101,3807180,0,4212199,0,0.0,13.1,Rodríguez,1763,6,5,5,27,0,0,0,4,0,0,11,432,499.2,585.6,399.0,148.7,123,45,44,32,94,55,70,42,1.0,,2.0,,,
100.0,100.0,121599,0,0,-4,4,2,3,0.3,0.5,1,Abdoulaye,1.5,512,False,,2021-03-09T00:00:22.741777Z,51,121599.jpg,2.8,Doucouré,0.6,False,,a,7,11,80,151809,0,282299,0,0.3,15.7,Doucouré,2443,2,3,9,36,0,0,0,6,0,0,2,421,427.0,307.9,267.0,100.3,171,65,125,84,151,89,143,80,,,,,,
100.0,100.0,495542,0,0,0,0,0,2,-1.0,-0.8,1,Niels,0.2,559,False,,2021-01-22T16:30:27.249165Z,40,495542.jpg,1.0,Nkounkou,0.2,False,,a,7,11,2,36185,0,33032,0,0.0,0.5,Nkounkou,80,0,0,0,1,0,0,0,1,0,0,0,9,13.8,5.3,1.0,2.0,467,174,439,167,452,169,472,174,,,,,,
100.0,100.0,198826,0,0,1,-1,2,2,5.0,3.5,0,Ben,4.5,566,False,,2021-04-01T11:00:27.922226Z,51,198826.jpg,3.2,Godfrey,1.9,False,,a,7,11,100,234703,0,86451,0,0.9,19.6,Godfrey,2683,0,2,11,35,1,0,0,4,0,0,7,537,597.6,84.0,152.0,83.5,67,23,298,87,230,64,193,52,,,,,,
100.0,100.0,111782,0,0,0,0,0,1,-1.0,-1.0,0,Robin,0.0,573,False,,2021-03-05T00:00:29.740463Z,45,111782.jpg,3.6,Olsen,0.1,False,,a,7,11,25,21704,0,17935,0,0.0,5.6,Olsen,630,0,0,2,9,0,0,0,1,0,21,3,119,166.4,0.0,0.0,16.7,321,25,610,65,596,61,397,25,,,,,,
0.0,0.0,218997,0,0,0,0,0,4,0.0,0.0,0,Ellis,0.0,596,False,Joined Blackburn Rovers on loan until the end of the season on 20/1,2021-01-20T23:00:23.497026Z,45,218997.jpg,0.0,Simms,0.1,False,,u,7,11,0,11578,0,11613,0,0.0,0.0,Simms,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,626,71,618,74,604,74,632,75,,,,,,
,,461446,0,0,0,0,0,3,-1.0,-1.0,0,Tyler,0.0,644,False,,,45,461446.jpg,0.0,Onyango,0.0,False,,a,7,11,0,474,0,355,0,0.0,0.0,Onyango,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,651,262,642,263,633,262,656,264,,,,,,
100.0,100.0,78007,0,0,-5,5,0,4,-0.7,-0.7,0,Joshua,0.3,651,False,,2021-05-16T22:00:23.544857Z,50,78007.jpg,1.0,King,0.1,False,,a,7,11,11,29857,0,25422,0,0.1,2.2,King,138,0,0,0,2,0,0,0,0,0,0,0,18,13.4,5.6,31.0,5.0,468,59,437,63,374,58,449,58,,,,,,
,,232829,0,0,0,0,0,2,-1.0,-1.0,0,Kyle,0.0,679,False,,,40,232829.jpg,0.0,John,0.0,False,,a,7,11,0,748,0,421,0,0.0,0.0,John,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,539,202,521,203,498,193,549,202,,,,,,
,,173818,0,0,0,0,0,3,-1.0,-1.0,0,Nathan,0.0,680,False,,,45,173818.jpg,1.0,Broadhead,0.0,False,,a,7,11,1,228,0,141,0,0.0,0.2,Broadhead,2,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.0,0.0,0.2,496,209,612,239,598,234,507,214,,,,,,
,,422612,0,0,0,0,0,2,-1.0,-1.0,0,Ryan,0.0,681,False,,,40,422612.jpg,0.0,Astley,0.0,False,,a,7,11,0,686,0,401,0,0.0,0.0,Astley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,543,205,525,206,502,196,553,205,,,,,,
,,447325,0,0,0,0,0,1,-1.0,-1.0,0,Harry,0.0,682,False,,,40,447325.jpg,0.0,Tyrer,0.0,False,,a,7,11,0,730,0,477,0,0.0,0.0,Tyrer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,552,62,534,36,511,32,562,62,,,,,,
,,474907,0,0,0,0,0,2,-1.0,-1.0,0,Reece,0.0,690,False,,,40,474907.jpg,0.0,Welch,0.0,False,,a,7,11,0,541,0,274,0,0.0,0.0,Welch,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,559,215,541,216,518,206,569,215,,,,,,
,,491559,0,0,0,0,0,3,-1.0,-1.0,0,Isaac,0.0,691,False,,,45,491559.jpg,0.0,Price,0.0,False,,a,7,11,0,171,0,109,0,0.0,0.0,Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,664,271,654,271,644,269,667,271,,,,,,
100.0,100.0,126187,0,0,-1,1,0,3,1.0,1.1,1,Ruben,0.6,115,False,,2021-04-23T23:00:17.173190Z,59,126187.jpg,2.1,Loftus-Cheek,0.2,False,,a,8,54,66,35224,0,41090,0,0.1,11.2,Loftus-Cheek,1962,1,0,11,22,0,0,0,3,0,0,0,178,201.6,274.0,439.0,91.4,284,121,147,97,83,48,165,90,,,,,,
,,40559,0,0,-1,1,0,1,0.5,0.5,0,Fabricio,0.0,171,False,,,39,40559.jpg,0.0,Agosto Ramírez,2.0,False,,a,8,54,0,160175,0,142109,0,0.0,0.0,Fabri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,510,43,488,14,462,9,520,43,,,,,,
0.0,0.0,55038,0,0,-3,3,0,3,0.0,0.0,0,Kevin,0.0,172,False,Not included in Fulham's 25-man Premier League squad,2020-10-20T22:30:18.518943Z,47,55038.jpg,0.0,McDonald,0.0,False,,u,8,54,0,939,0,5657,0,0.0,0.0,McDonald,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,671,275,662,275,653,273,674,275,,,,,,
0.0,0.0,61739,0,0,-4,4,0,2,0.0,0.0,0,Maxime,0.0,173,False,Joined Royal Antwerp on loan until the end of the season on 1/2,2021-02-01T23:00:20.765108Z,41,61739.jpg,0.5,Le Marchand,0.0,False,,u,8,54,1,3430,0,13785,0,0.0,0.2,Le Marchand,122,0,0,0,1,0,0,0,2,0,0,0,12,12.6,1.6,1.0,1.6,471,176,451,174,453,170,483,177,,,,,,
0.0,0.0,61916,0,0,-3,3,0,3,0.0,0.0,0,Stefan,0.0,174,False,Not included in Fulham's 25-man Premier League squad,2020-10-20T22:30:18.533609Z,47,61916.jpg,0.0,Johansen,0.0,False,,u,8,54,0,438,0,3405,0,0.0,0.0,Johansen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,672,276,663,276,654,274,675,276,,,,,,
100.0,0.0,76357,0,0,-3,3,0,3,0.0,0.0,0,Tom,0.0,175,False,,2021-01-14T15:00:16.245882Z,52,76357.jpg,2.7,Cairney,0.1,False,,a,8,54,27,11894,0,28391,0,0.0,5.2,Cairney,758,1,1,1,15,0,0,0,2,0,0,2,160,170.6,278.3,124.0,57.3,312,135,143,95,259,130,261,122,3.0,,,,,
