chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
100.0,100.0,78056,0,0,0,0,0,3,-0.5,-0.3,1,Oriol,0.2,364,False,,2021-02-23T22:30:18.202594Z,45,78056.jpg,2.5,Romeu Vidal,1.4,False,,a,16,20,52,497459,0,705758,0,0.0,11.6,Oriol Romeu,1762,1,1,6,25,0,0,0,6,0,0,4,264,347.2,229.0,98.0,67.4,212,86,180,114,287,142,237,113,,,,,,
100.0,100.0,83283,0,0,-1,1,1,3,1.7,1.7,2,Nathan,2.2,365,False,,2020-12-23T15:30:21.173975Z,64,83283.jpg,2.3,Redmond,0.2,False,,a,16,20,67,47998,0,91192,0,0.3,10.5,Redmond,1727,2,3,1,39,0,0,0,1,0,0,3,243,298.2,400.2,477.0,117.2,231,96,85,59,73,41,105,62,,,3.0,,,
100.0,100.0,84939,0,0,-1,1,1,4,2.5,2.3,2,Danny,2.8,366,False,,2021-04-21T19:30:31.183194Z,84,84939.jpg,4.5,Ings,6.6,False,,a,16,20,131,2753878,0,3949010,0,0.3,15.6,Ings,2172,12,4,6,40,0,0,0,1,0,0,21,464,634.6,300.7,866.0,178.4,62,7,132,19,32,15,43,13,,,,,1.0,
,,88900,0,0,-4,4,1,2,1.1,0.8,0,Jack,1.3,367,False,,,46,88900.jpg,2.3,Stephens,0.2,False,,a,16,20,41,33971,0,55453,0,0.3,8.9,Stephens,1537,0,0,4,39,0,0,0,2,0,0,6,288,351.0,85.6,104.0,54.2,210,83,296,85,279,88,275,91,,,,,,
100.0,100.0,91047,0,0,0,0,1,3,2.7,2.5,2,Stuart,3.0,368,False,,2021-02-04T17:00:26.143680Z,55,91047.jpg,3.5,Armstrong,0.5,False,,a,16,20,115,152706,0,149062,0,0.5,20.9,Armstrong,2764,4,7,8,56,0,0,0,3,0,0,4,455,541.2,496.7,457.0,149.4,98,35,56,43,77,45,69,41,,,,,,
100.0,100.0,93100,0,0,2,-2,1,2,0.1,0.2,1,Jannik,0.7,369,False,,2021-04-30T23:30:23.919105Z,47,93100.jpg,2.9,Vestergaard,2.8,False,,a,16,20,86,1564607,0,1476302,0,0.1,18.3,Vestergaard,2574,3,1,6,47,0,0,0,3,1,0,4,494,671.6,102.1,294.0,106.7,56,18,264,72,135,17,124,25,,,,,,
100.0,100.0,101178,0,0,-1,1,4,3,3.9,3.5,2,James,4.0,370,False,,2021-04-02T11:00:24.090128Z,59,101178.jpg,4.1,Ward-Prowse,11.7,False,,a,16,20,156,3148829,0,2591707,0,0.7,26.4,Ward-Prowse,3420,8,7,9,68,0,0,1,5,0,0,17,772,937.8,971.2,355.0,226.3,9,4,11,8,105,63,21,14,1.0,,1.0,,2.0,
0.0,0.0,107265,0,0,-2,2,0,1,0.0,0.0,0,Angus,0.0,371,False,Joined Stoke City on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T22:00:21.540087Z,43,107265.jpg,0.0,Gunn,0.1,False,,u,16,20,0,2885,0,18962,0,0.0,0.0,Gunn,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,581,74,566,52,547,48,590,74,,,,,,
0.0,0.0,128198,0,0,-1,1,0,3,0.0,0.0,0,Sofiane,0.0,372,False,Joined Angers on a permanent deal on 5/10,2020-10-05T21:00:12.104758Z,54,128198.jpg,0.0,Boufal,0.0,False,,u,16,20,0,634,0,4788,0,0.0,0.0,Boufal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,705,293,706,293,706,293,708,293,,,,,,
0.0,0.0,153379,0,0,-2,2,0,3,0.0,0.0,0,Josh,0.0,374,False,Joined Doncaster Rovers on loan until January on 16/10,2020-10-16T11:00:15.652806Z,43,153379.jpg,0.0,Sims,0.1,False,,u,16,20,0,10836,0,20629,0,0.0,0.0,Sims,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,584,217,569,219,550,210,593,221,,,,,,
100.0,100.0,158534,0,0,2,-2,1,2,1.7,1.3,0,Kyle,1.8,375,False,,2021-04-08T13:30:23.690691Z,47,158534.jpg,3.1,Walker-Peters,4.2,False,,a,16,20,93,1200322,0,1724328,0,0.4,19.8,Walker-Peters,2646,0,3,9,41,0,0,0,4,0,0,7,498,497.6,262.2,316.0,107.5,125,46,158,35,120,14,123,24,,,,,,
100.0,100.0,171771,0,0,2,-2,2,2,0.1,0.0,0,Jan,0.5,376,False,,2021-05-11T22:30:20.711772Z,47,171771.jpg,2.6,Bednarek,4.6,False,,a,16,20,94,1434502,0,1318145,0,0.1,20.0,Bednarek,3100,1,1,9,62,1,0,0,5,1,0,11,584,689.8,75.0,164.0,92.9,50,14,313,96,214,56,160,40,,,,,,
100.0,0.0,200439,0,0,-3,3,2,4,0.0,0.0,0,Che,4.2,377,False,,2021-05-18T21:30:20.645444Z,57,200439.jpg,3.8,Adams,4.1,False,,a,16,20,137,1794717,0,1836666,0,0.7,24.0,Adams,2662,9,7,7,51,0,0,0,1,0,0,16,443,581.8,488.6,964.0,203.4,78,10,59,5,21,13,31,8,,,,,,
0.0,0.0,213482,0,0,-3,3,0,2,0.0,0.0,0,Yan,0.0,378,False,Joined Birmingham City on loan until the end of the season on 1/2,2021-02-02T00:00:26.312723Z,47,213482.jpg,1.0,Valery,0.0,False,,u,16,20,3,2274,0,7793,0,0.0,0.6,Valery,101,0,0,0,4,0,0,0,0,0,0,0,12,26.0,22.1,12.0,6.0,444,168,384,141,407,156,443,164,,,,,,
0.0,0.0,214466,0,0,-2,2,0,3,0.0,0.0,0,William,0.0,379,False,Knee injury - Expected back 18 Jul,2021-01-16T22:30:18.551270Z,43,214466.jpg,1.7,Smallbone,0.1,False,,i,16,20,5,26148,0,49229,0,0.0,1.2,Smallbone,171,0,0,0,5,0,0,0,0,0,0,0,17,16.8,7.4,9.0,3.3,459,195,434,199,414,192,458,197,,,,,,
0.0,0.0,214470,0,0,-1,1,0,2,0.0,0.0,0,Jake,0.0,380,False,Joined Sunderland on loan until the end of the season on 29/1,2021-01-31T00:00:25.306463Z,39,214470.jpg,1.0,Vokins,0.8,False,,u,16,20,1,77272,0,122779,0,0.0,0.3,Vokins,66,0,0,0,2,0,0,0,0,0,0,0,5,1.8,14.8,0.0,1.7,497,182,401,152,471,180,480,176,,,,,,
100.0,100.0,220598,0,0,-4,4,0,4,-0.1,0.0,1,Michael,0.5,381,False,,2021-01-05T02:30:24.253566Z,46,220598.jpg,1.0,Obafemi,0.7,False,,a,16,20,4,66576,0,201065,0,0.1,0.9,Obafemi,57,0,0,0,2,0,0,0,0,0,0,0,12,5.6,10.8,4.0,2.0,479,61,416,61,432,67,475,63,,,,,,
100.0,100.0,431131,0,0,-1,1,0,3,0.1,0.0,0,Moussa,0.5,382,False,,2021-03-10T22:00:23.785973Z,54,431131.jpg,1.7,Djenepo,0.1,False,,a,16,20,46,18922,0,23572,0,0.1,8.5,Djenepo,1229,1,2,3,27,0,0,0,5,0,0,0,140,178.0,97.7,170.0,44.1,307,132,274,159,207,105,307,140,,,,,,
100.0,100.0,450527,0,0,-2,2,0,2,0.7,0.5,0,Mohammed,1.0,479,False,,2021-01-05T02:30:24.584870Z,43,450527.jpg,1.2,Salisu,0.1,False,,a,16,20,14,6119,0,23802,0,0.2,3.3,Salisu,841,0,0,0,19,0,0,0,1,0,0,0,119,188.2,29.9,34.0,25.4,296,114,370,132,367,134,365,127,,,,,,
,,40383,0,0,0,0,0,1,1.5,1.2,0,Fraser,1.7,523,False,,,40,40383.jpg,3.8,Forster,7.0,False,,a,16,20,30,918508,0,451243,0,0.4,7.5,Forster,720,0,0,2,11,0,1,0,0,0,20,0,147,191.0,0.0,0.0,19.1,293,24,505,22,481,17,384,24,,,,,,
100.0,100.0,203389,0,0,-2,2,1,3,2.9,2.5,1,Nathan,3.0,524,False,,2021-01-14T16:00:22.604876Z,43,203389.jpg,2.0,Tella,0.4,False,,a,16,20,36,67519,0,58523,0,0.7,8.4,Tella,735,1,2,2,11,0,0,0,2,0,0,2,76,94.6,86.0,203.0,38.2,380,161,295,166,183,98,328,145,,,,,,
100.0,100.0,240143,0,0,0,0,0,3,0.3,0.3,1,Ibrahima,0.8,565,False,,2021-01-31T00:00:25.621016Z,45,240143.jpg,1.4,Diallo,0.0,False,,a,16,20,31,7329,0,6016,0,0.2,6.9,Diallo,1010,0,0,3,22,0,0,0,3,0,0,0,132,121.4,143.2,66.0,33.0,352,150,224,135,327,165,345,155,,,,,,
,,200088,0,0,0,0,0,4,-0.3,-0.3,0,Daniel,0.2,590,False,,,45,200088.jpg,1.0,N'Lundulu,0.2,False,,a,16,20,13,59733,0,49556,0,0.0,2.9,N'Lundulu,102,0,0,0,1,0,0,0,0,0,0,0,32,3.2,12.2,16.0,3.1,488,63,409,58,401,63,461,61,,,,,,
,,232797,0,0,0,0,0,2,-0.5,-0.5,0,Kayne,0.0,598,False,,,40,232797.jpg,-3.0,Ramsay,0.1,False,,a,16,20,-3,10880,0,8626,0,0.0,-0.8,Ramsay,90,0,0,0,9,0,0,0,1,0,0,0,5,13.2,0.0,0.0,1.3,469,175,520,202,497,192,486,178,,,,,,
,,445896,0,0,-1,1,0,3,-0.5,-0.5,0,Kgaogelo,0.0,624,False,,,44,445896.jpg,0.0,Chauke,0.0,False,,a,16,20,0,1291,0,960,0,0.0,0.0,Chauke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,609,231,599,233,583,226,618,235,,,,,,
,,198044,0,0,0,0,0,1,-0.5,-0.5,0,Harry,0.0,625,False,,,40,198044.jpg,0.0,Lewis,0.0,False,,a,16,20,0,4560,0,2909,0,0.0,0.0,Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,533,55,513,28,490,24,543,55,,,,,,
,,422306,0,0,0,0,0,3,-0.5,-0.5,0,Will,0.0,634,False,,,45,422306.jpg,0.0,Ferry,0.0,False,,a,16,20,0,350,0,272,0,0.0,0.0,Ferry,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,638,252,630,253,616,248,644,254,,,,,,
,,447093,0,0,0,0,0,2,-0.5,-0.5,0,Allan,0.0,635,False,,,40,447093.jpg,0.0,Tchaptchet,0.0,False,,a,16,20,0,1830,0,1519,0,0.0,0.0,Tchaptchet,12,0,0,0,3,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,551,210,533,211,510,201,561,210,,,,,,
,,456966,0,0,0,0,0,3,-0.5,-0.5,0,Caleb,0.0,636,False,,,45,456966.jpg,0.7,Watts,0.0,False,,a,16,20,2,664,0,480,0,0.0,0.4,Watts,36,0,0,0,0,0,0,0,1,0,0,0,6,5.4,4.4,0.0,0.9,480,202,443,201,630,260,491,205,,,,,,
100.0,100.0,449781,0,0,0,0,0,3,-0.5,-0.5,0,Alexandre,0.0,643,False,,2021-02-02T23:00:29.128949Z,45,449781.jpg,-0.5,Jankewitz,0.0,False,,a,16,20,-1,1387,0,890,0,0.0,-0.2,Jankewitz,2,0,0,0,9,0,0,0,0,1,0,0,-4,4.4,0.3,0.0,0.5,483,203,476,216,627,257,494,206,,,,,,
,,447372,0,0,0,0,0,3,-0.5,-0.5,0,Ryan,0.0,655,False,,,45,447372.jpg,0.0,Finnigan,0.0,False,,a,16,20,0,354,0,260,0,0.0,0.0,Finnigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,645,257,636,258,625,255,650,259,,,,,,
100.0,100.0,37915,0,0,1,-1,0,1,4.5,4.0,2,Hugo,4.0,383,False,,2020-12-05T03:00:19.701152Z,56,37915.jpg,3.9,Lloris,6.6,False,,a,17,6,149,887132,0,841198,0,0.7,26.6,Lloris,3420,0,0,12,45,0,0,0,0,0,114,13,702,868.0,0.0,0.0,86.7,12,6,709,80,709,79,180,7,,,,,,
0.0,0.0,38290,0,0,-3,3,0,2,0.0,0.0,0,Danny,0.0,384,False,Not included in Spurs' 25-man Premier League squad,2020-10-20T22:30:19.169802Z,47,38290.jpg,0.0,Rose,0.1,False,,u,17,6,0,3535,0,26927,0,0.0,0.0,Rose,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,670,237,661,238,652,233,673,237,,,,,,
100.0,100.0,45268,0,0,-3,3,0,3,0.2,0.2,0,Moussa,0.2,385,False,,2020-09-27T16:00:17.236494Z,47,45268.jpg,1.8,Sissoko,0.4,False,,a,17,6,44,47668,0,72730,0,0.0,9.4,Sissoko,1576,0,0,5,22,0,0,0,3,0,0,2,214,182.2,94.5,69.0,34.6,301,129,280,160,325,163,339,151,,,,,,
100.0,100.0,55605,0,0,-1,1,1,2,3.5,3.0,1,Toby,3.0,386,False,,2020-11-21T20:30:16.995842Z,54,55605.jpg,3.5,Alderweireld,1.8,False,,a,17,6,88,228249,0,316716,0,0.6,16.3,Alderweireld,2240,1,0,10,25,1,0,0,2,0,0,4,469,559.8,106.5,178.0,84.6,90,34,257,70,204,54,190,50,,,,,,
100.0,100.0,62974,0,0,-3,3,0,3,0.5,0.4,0,Erik,0.4,387,False,,2021-03-14T20:00:21.860252Z,57,62974.jpg,1.2,Lamela,0.1,False,,a,17,6,28,15142,0,25083,0,0.1,4.9,Lamela,700,1,1,1,17,0,0,0,4,1,0,0,96,115.2,137.1,236.0,48.4,360,154,228,138,165,91,291,136,3.0,,5.0,,,
100.0,100.0,78830,0,0,14,-14,9,4,3.5,4.8,10,Harry,4.8,388,True,,2021-04-20T15:00:22.791485Z,119,78830.jpg,6.9,Kane,44.5,False,,a,17,6,242,8181197,0,6160268,0,0.4,20.3,Kane,3083,23,14,12,39,0,0,0,1,0,0,40,880,1318.2,659.1,1585.0,355.9,1,1,35,1,3,2,3,1,,,1.0,,1.0,
100.0,100.0,80226,0,0,-3,3,1,2,3.8,3.0,0,Serge,3.0,389,False,,2021-05-16T15:30:25.276092Z,52,80226.jpg,4.2,Aurier,1.5,False,,a,17,6,80,329516,0,494267,0,0.6,15.4,Aurier,1605,2,3,6,22,0,0,0,0,0,0,4,370,412.2,267.6,194.0,87.4,178,71,155,34,194,47,176,46,,,,,,
100.0,100.0,85971,0,0,6,-6,9,3,6.0,5.8,5,Heung-Min,5.8,390,True,,2021-03-14T20:00:21.893998Z,96,85971.jpg,6.2,Son,44.2,False,,a,17,6,228,8948988,0,7907511,0,0.6,23.8,Son,3119,17,11,13,36,0,0,0,0,0,0,26,777,1052.2,1049.9,1046.0,315.2,4,2,8,5,16,6,4,3,1.0,,4.0,,2.0,
100.0,100.0,93264,0,0,-4,4,0,2,3.5,2.8,0,Eric,2.8,391,False,,2020-10-14T11:30:18.535866Z,46,93264.jpg,2.8,Dier,2.4,False,,a,17,6,77,783222,0,766145,0,0.6,16.7,Dier,2520,0,0,8,34,0,0,0,3,0,0,2,463,577.0,82.2,114.0,77.4,81,31,301,89,267,83,207,61,,,3.0,,,
100.0,100.0,95715,0,0,-6,6,1,3,0.0,0.2,1,Lucas,0.2,392,False,,2020-12-30T00:00:14.773116Z,64,95715.jpg,2.7,Rodrigues Moura da Silva,1.4,False,,a,17,6,80,313296,0,394073,0,0.0,12.5,Lucas Moura,1397,3,5,4,18,0,0,0,1,0,0,5,238,322.4,258.4,298.0,87.7,225,94,161,105,129,76,174,96,5.0,,,,,
0.0,0.0,102884,0,0,-2,2,0,1,0.0,0.0,0,Paulo,0.0,393,False,Joined Elche on loan until the end of the season on 1/2,2021-02-01T22:30:23.896109Z,43,102884.jpg,0.0,Gazzaniga,0.2,False,,u,17,6,0,4988,0,21170,0,0.0,0.0,Gazzaniga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,580,73,565,51,546,47,589,73,,,,,,
100.0,100.0,108823,0,0,-6,6,0,3,3.2,3.0,2,Bamidele,3.0,394,False,,2021-01-22T16:30:27.033912Z,74,108823.jpg,2.0,Alli,0.6,False,,a,17,6,30,50411,0,270129,0,0.4,4.1,Alli,613,0,2,3,9,0,0,0,0,0,0,0,101,103.4,132.1,165.0,39.9,369,158,237,144,212,108,323,144,,,,,4.0,
100.0,0.0,115556,0,0,-5,5,0,2,0.0,0.0,0,Ben,0.0,395,False,,2021-03-23T13:30:28.736756Z,45,115556.jpg,2.6,Davies,0.6,False,,a,17,6,52,131476,0,270768,0,0.0,11.6,Davies,1340,0,2,4,16,0,0,0,1,0,0,1,253,232.8,136.8,65.0,43.4,272,106,229,57,331,112,311,106,,,,,,
100.0,100.0,132015,0,0,-1,1,1,3,4.8,4.2,2,Pierre-Emile,4.2,396,False,,2021-01-05T23:00:23.197626Z,49,132015.jpg,2.8,Højbjerg,1.0,False,,a,17,6,107,190486,0,207148,0,0.9,21.8,Højbjerg,3420,2,4,12,45,0,0,0,9,0,0,6,578,728.8,308.7,146.0,118.4,38,12,124,83,237,120,103,61,,,,,,
100.0,100.0,157668,0,0,-4,4,0,3,1.0,1.0,1,Harry,1.0,397,False,,2020-11-20T14:00:27.542715Z,51,157668.jpg,1.3,Winks,0.1,False,,a,17,6,19,5690,0,14642,0,0.2,3.7,Winks,856,0,0,1,16,0,0,0,5,0,0,0,124,128.2,77.6,24.0,22.8,349,148,307,169,385,182,372,171,,,,,,
,,173904,0,0,-3,3,0,2,0.0,0.2,1,Davinson,0.2,398,False,,,52,173904.jpg,2.4,Sánchez,0.7,False,,a,17,6,43,71573,0,108517,0,0.0,8.3,Sánchez,1486,0,0,4,22,1,0,0,1,0,0,3,256,319.2,20.0,114.0,45.5,227,88,388,145,269,84,302,101,,,,,,
0.0,0.0,184349,0,0,-3,3,0,2,0.0,0.0,0,Ryan,0.0,399,False,Joined Hoffenheim on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T09:30:18.086610Z,47,184349.jpg,0.0,Sessegnon,0.1,False,,u,17,6,0,1050,0,16595,0,0.0,0.0,Sessegnon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,675,239,667,240,659,236,678,239,,,,,,
100.0,100.0,194252,0,0,-5,5,0,3,3.2,2.8,1,Steven,2.8,400,False,,2020-11-27T13:30:25.449944Z,70,194252.jpg,2.6,Bergwijn,0.4,False,,a,17,6,55,37028,0,113254,0,0.4,7.9,Bergwijn,1202,1,4,5,15,0,0,0,3,0,0,2,129,161.4,190.9,180.0,52.8,325,140,198,121,202,102,280,131,6.0,,,,,
0.0,0.0,195774,0,0,-3,3,0,3,0.0,0.0,0,Gedson,0.0,401,False,Loan deal ended on 1/2,2021-02-01T19:00:20.064893Z,47,195774.jpg,0.0,Carvalho Fernandes,0.1,False,,u,17,6,0,3097,0,8462,0,0.0,0.0,Fernandes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,676,278,668,278,661,276,679,278,,,,,,
0.0,0.0,199584,0,0,-1,1,0,2,0.0,0.0,0,Japhet,1.2,402,False,Ankle injury - Unknown return date,2021-05-19T21:00:29.553257Z,49,199584.jpg,2.3,Tanganga,0.1,False,,i,17,6,14,3812,0,9900,0,0.2,2.9,Tanganga,487,0,0,2,8,0,0,0,2,0,0,0,81,68.8,29.5,40.0,13.8,400,152,373,134,362,131,404,148,,,,,,
100.0,100.0,200826,0,0,-1,1,0,3,2.0,1.6,0,Giovani,1.6,403,False,,2020-12-20T17:30:22.999355Z,69,200826.jpg,1.9,Lo Celso,0.4,False,,a,17,6,35,16184,0,48901,0,0.2,5.1,Lo Celso,939,1,1,5,10,0,0,0,5,0,0,0,149,169.2,222.8,155.0,54.3,317,138,182,115,225,115,273,128,4.0,,6.0,,,
0.0,0.0,209042,0,0,-1,1,0,3,0.0,0.0,0,Oliver,0.0,404,False,Joined Norwich City on loan until the end of the season on 17/8. - Expected back 01 Jul,2020-08-18T09:30:16.995257Z,44,209042.jpg,0.0,Skipp,0.0,False,,u,17,6,0,1848,0,3369,0,0.0,0.0,Skipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,601,224,591,226,573,217,610,228,,,,,,
100.0,100.0,231372,0,0,-1,1,1,3,0.8,0.6,0,Tanguy,0.6,405,False,,2021-02-01T00:30:32.325076Z,59,231372.jpg,3.0,Ndombele,0.6,False,,a,17,6,99,139752,0,135522,0,0.1,16.8,Ndombele,2086,3,3,12,24,0,0,0,3,0,0,7,407,408.0,270.8,281.0,96.2,180,69,151,100,144,86,153,86,,,,,,
0.0,0.0,234908,0,0,-2,2,0,2,0.0,0.0,0,Juan,0.0,406,False,Joined Villarreal on loan until the end of the season on 4/10. - Expected back 01 Jul,2020-10-05T21:30:11.646440Z,43,234908.jpg,0.0,Foyth,0.1,False,,u,17,6,0,1531,0,9829,0,0.0,0.0,Foyth,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,590,230,577,231,558,225,599,230,,,,,,
100.0,100.0,87835,0,0,-4,4,1,2,0.2,0.4,1,Matt,0.4,457,False,,2021-03-29T22:00:25.918556Z,56,87835.jpg,2.8,Doherty,3.8,False,,a,17,6,47,233771,0,1540220,0,0.1,8.4,Doherty,1238,0,2,4,15,0,0,0,2,1,0,4,222,257.2,182.4,79.0,52.0,258,99,202,48,315,105,281,93,,,,,,
100.0,100.0,15749,0,0,-3,3,0,1,0.0,0.0,0,Joe,0.0,482,False,,2020-08-20T13:00:12.071870Z,42,15749.jpg,0.0,Hart,0.6,False,,a,17,6,0,15535,0,49860,0,0.0,0.0,Hart,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,567,66,550,41,530,37,577,66,,,,,,
0.0,0.0,168763,0,0,-1,1,0,2,0.0,0.0,0,Cameron,0.0,521,False,Joined Bournemouth on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T21:30:12.318900Z,39,168763.jpg,0.0,Carter-Vickers,0.2,False,,u,17,6,0,18844,0,34745,0,0.0,0.0,Carter-Vickers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,514,189,493,189,467,177,524,189,,,,,,
100.0,100.0,199249,0,0,0,0,0,2,3.5,3.0,1,Sergio,3.0,542,False,,2021-03-22T11:00:30.395299Z,55,199249.jpg,3.3,Reguilón,4.1,False,,a,17,6,89,1273765,0,1038892,0,0.5,16.2,Reguilón,2244,0,6,8,31,1,0,0,5,0,0,4,413,361.2,309.4,253.0,92.5,201,80,123,26,157,24,161,41,,,,,,
100.0,100.0,36903,0,0,-3,3,4,3,7.8,8.8,13,Gareth,8.8,543,False,,2021-02-11T00:00:28.318037Z,92,36903.jpg,5.7,Bale,4.2,False,,a,17,6,113,1717954,0,1399144,0,1.0,12.3,Bale,912,11,3,5,12,0,0,0,1,0,0,16,366,550.8,306.5,507.0,136.4,93,31,127,85,66,37,79,47,2.0,,2.0,,3.0,
100.0,100.0,245824,0,0,-1,1,0,4,0.0,0.0,0,Carlos Vinicius,0.0,564,False,,2020-12-30T00:00:15.235264Z,69,245824.jpg,1.4,Alves Morais,0.1,False,,a,17,6,13,28725,0,27619,0,0.0,1.9,Carlos Vinicius,305,1,0,1,2,0,0,0,2,0,0,0,38,52.6,26.9,142.0,22.0,415,52,377,54,245,52,375,52,,,,,,
,,214225,0,0,-1,1,1,2,0.0,0.2,1,Joe,0.2,584,False,,,49,214225.jpg,2.2,Rodon,0.1,False,,a,17,6,27,17636,0,15009,0,0.0,5.5,Rodon,732,0,0,2,12,0,0,0,0,0,0,3,169,166.2,3.6,6.0,17.7,322,123,445,170,426,162,393,142,,,,,,
,,496179,0,0,-1,1,0,3,0.0,0.0,0,Alfie,0.0,650,False,,,44,496179.jpg,0.0,Devine,0.0,False,,a,17,6,0,1662,0,1160,0,0.0,0.0,Devine,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,614,235,602,236,588,231,621,238,,,,,,
100.0,100.0,490145,0,0,0,0,0,4,0.0,0.0,0,Dane,0.0,666,False,,2021-04-15T13:00:23.589830Z,45,490145.jpg,1.0,Scarlett,0.0,False,,a,17,6,1,5299,0,4206,0,0.0,0.2,Scarlett,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,663,78,653,80,643,81,666,81,,,,,,
,,461212,0,0,0,0,0,3,,1.3,0,Nile,0.0,710,False,,,45,461212.jpg,0.0,John,0.0,False,,a,17,6,0,0,0,0,0,0.0,0.0,John,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,650,261,641,262,632,261,655,263,,,,,,
100.0,100.0,154043,0,0,-4,4,0,2,1.3,0.5,1,Ainsley,1.0,15,False,,2021-04-30T23:30:23.332819Z,46,154043.jpg,2.6,Maitland-Niles,0.8,False,,a,18,35,68,97755,0,188926,0,0.2,14.8,Maitland-Niles,1714,0,2,6,23,0,0,0,2,0,0,1,273,218.2,128.9,142.0,48.8,280,110,241,61,244,71,290,97,,,,,,
,,50093,0,0,-1,1,0,1,-0.5,-0.5,0,David,0.0,56,False,,,39,50093.jpg,2.0,Button,3.6,False,,a,18,35,2,278790,0,337538,0,0.0,0.5,Button,90,0,0,0,2,0,0,0,0,0,4,0,18,23.4,0.0,0.0,2.3,449,36,490,16,464,11,470,36,,,,,,
100.0,100.0,171975,0,0,-3,3,2,4,0.5,0.5,2,Callum,1.0,358,False,,2020-11-12T11:30:20.560757Z,52,171975.jpg,2.8,Robinson,0.8,False,,a,18,35,79,324201,0,296893,0,0.2,15.2,Callum Robinson,1552,5,3,3,42,0,0,0,0,0,0,8,276,259.0,251.3,365.0,86.6,256,28,163,23,100,35,181,30,,,,,,
100.0,100.0,42427,0,0,-2,2,0,2,-0.5,-0.5,0,Kieran,0.0,407,False,,2021-02-18T20:00:21.107583Z,43,42427.jpg,0.5,Gibbs,0.1,False,,a,18,35,5,11076,0,55055,0,0.0,1.2,Gibbs,810,0,0,0,25,0,0,0,1,1,0,0,107,132.0,65.1,10.0,20.8,347,135,328,107,409,157,378,132,,,,,,
100.0,100.0,49440,0,0,-3,3,0,4,1.1,2.7,8,Hal,3.2,408,False,,2020-12-06T22:30:19.880213Z,52,49440.jpg,1.6,Robson-Kanu,0.1,False,,a,18,35,30,13837,0,35339,0,0.6,5.8,Robson-Kanu,544,2,0,0,12,0,0,0,2,0,0,3,69,101.4,66.7,149.0,31.5,374,45,326,48,233,51,351,50,,,,,2.0,
100.0,100.0,49944,0,0,-3,3,0,3,-0.3,-0.3,0,Jake,0.2,409,False,,2020-12-20T22:00:22.999308Z,47,49944.jpg,1.4,Livermore,0.0,False,,a,18,35,25,5519,0,15140,0,0.0,5.3,Livermore,1241,0,0,1,35,1,0,0,2,1,0,0,104,136.8,72.7,53.0,25.9,342,146,317,172,344,168,364,165,,,,,,
