assists,id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1,0,0,0.0,0.0,0,37605,0,0,-2,2,0.0,0,3,0.0,0.0,0,Mesut,0.0,0,0,0.0,False,0.0,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-20T22:30:18.118477Z,68,0,0,0,37605.jpg,0.0,0,0,Özil,0.6,False,,n,1,3,0.0,0,3391,10,52642,266,0.0,0.0,Özil,0
0,2,0,0,0.0,0.0,0,39476,0,0,-2,2,0.0,0,2,0.0,0.0,0,Sokratis,0.0,0,0,0.0,False,0.0,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-21T10:30:18.546407Z,48,0,0,0,39476.jpg,0.0,0,0,Papastathopoulos,0.1,False,,n,1,3,0.0,0,10250,8,18785,53,0.0,0.0,Sokratis,0
0,3,0,70,100.0,100.0,0,41270,0,0,-1,1,25.8,0,2,0.4,0.9,1,David,0.4,9,0,16.5,False,99.4,479,,2020-11-26T23:30:22.462494Z,54,0,0,0,41270.jpg,1.1,0,0,Luiz Moreira Marinho,0.8,False,,a,1,3,40.0,9,38670,830,86497,1285,0.1,1.7,David Luiz,0
1,4,4,146,75.0,100.0,3,54694,0,0,-6,6,201.2,1,3,2.1,3.3,0,Pierre-Emerick,2.8,16,3,76.0,False,186.6,1166,Calf injury - 75% chance of playing,2020-12-19T20:30:20.434896Z,114,1,0,0,54694.jpg,3.6,0,0,Aubameyang,7.6,False,,d,1,3,372.0,47,486873,651,3110666,51939,0.2,4.1,Aubameyang,2
0,5,0,3,100.0,100.0,0,58822,0,0,-4,4,0.0,0,2,0.2,0.7,0,Cédric,0.2,0,0,0.0,False,0.0,5,,2020-09-23T09:00:14.881983Z,46,0,0,0,58822.jpg,1.0,0,0,Soares,0.2,False,,a,1,3,0.0,1,3737,91,34115,359,0.0,0.2,Cédric,0
0,6,3,103,,,2,59966,0,0,-3,3,121.6,0,4,0.8,1.3,1,Alexandre,0.8,7,3,54.7,False,150.0,657,,,82,0,0,0,59966.jpg,2.8,0,0,Lacazette,2.4,False,,a,1,3,278.0,31,284664,1352,452258,7499,0.1,3.8,Lacazette,2
0,7,0,13,100.0,100.0,0,69140,0,0,0,0,1.0,0,2,0.0,0.5,0,Shkodran,0.0,1,0,1.3,False,11.6,44,,2020-08-15T10:00:11.331812Z,50,0,0,0,69140.jpg,1.0,0,0,Mustafi,0.0,False,,a,1,3,0.0,2,12150,154,12112,243,0.0,0.4,Mustafi,0
0,8,5,240,,,3,80201,-1,1,-1,1,0.0,2,1,1.6,2.1,1,Bernd,1.6,18,0,27.8,False,277.6,1260,,,49,0,0,0,80201.jpg,3.3,0,34,Leno,7.0,False,,a,1,3,0.0,46,424754,2646,545395,40067,0.3,9.4,Leno,0
0,9,0,79,100.0,0.0,2,84450,0,0,-3,3,48.9,0,3,0.2,0.0,0,Granit,0.2,11,0,17.8,False,97.6,724,,2020-12-13T22:30:16.182130Z,52,0,0,0,84450.jpg,1.4,1,0,Xhaka,0.4,False,,a,1,3,32.0,14,23252,172,61982,855,0.0,2.7,Xhaka,2
0,10,0,0,100.0,100.0,0,92371,0,0,-1,1,0.0,0,2,0.0,0.5,0,Pablo,0.0,0,0,0.0,False,0.0,0,,2020-08-15T10:00:11.357231Z,44,0,0,0,92371.jpg,0.0,0,0,Marí,0.0,False,,a,1,3,0.0,0,918,78,1121,101,0.0,0.0,Marí,0
