assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
1,0,35,100.0,100.0,0,69140,0,0,-3,3,1.2,0,2,0.8,0.3,0,Shkodran,0.3,4,0,8.8,1,False,32.2,170,,2019-11-28T23:00:21.541666Z,52,0,0,0,69140.jpg,2.0,0,0,Mustafi,0.3,False,,a,1,3,54.0,6,8488,200,33238,286,0.1,1.2,Mustafi,0
0,0,26,75.0,75.0,0,98745,0,0,-1,1,22.7,0,2,0.4,0.0,0,Héctor,0.0,6,0,6.9,2,False,30.8,262,Hamstring injury - 75% chance of playing,2019-12-09T20:00:21.228098Z,54,0,0,0,98745.jpg,0.3,0,0,Bellerín,0.2,False,,d,1,3,15.0,1,35015,83,37054,525,0.0,0.2,Bellerín,2
2,1,211,100.0,0.0,2,111457,0,0,-3,3,152.7,0,2,2.2,0.0,5,Sead,1.7,17,0,38.9,3,False,176.2,996,,2019-12-15T19:30:19.136195Z,52,0,0,0,111457.jpg,2.1,0,0,Kolasinac,0.5,False,,a,1,3,61.0,32,50236,3248,117145,804,0.3,6.2,Kolasinac,3
2,3,198,100.0,100.0,3,154043,0,0,-4,4,150.3,1,2,2.8,2.3,6,Ainsley,2.3,17,0,41.4,4,False,232.0,1030,,2019-09-22T18:00:10.824841Z,46,0,0,0,154043.jpg,2.8,1,0,Maitland-Niles,2.6,False,,a,1,3,37.0,33,567325,11699,582702,3458,0.5,7.2,Maitland-Niles,2
0,5,277,100.0,0.0,3,39476,0,0,-1,1,31.6,1,2,3.2,0.0,15,Sokratis,2.7,24,2,55.2,5,False,415.4,1516,,2019-12-26T17:00:15.332949Z,49,0,0,0,39476.jpg,2.9,0,0,Papastathopoulos,1.5,False,,a,1,3,104.0,50,122959,14800,159502,2510,0.6,10.2,Sokratis,5
0,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,6,False,47.2,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.3,False,,u,1,3,12.0,10,28083,12,88342,112,0.0,2.0,Monreal,0
0,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,7,False,0.0,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,,u,1,3,0.0,0,539,22,12571,48,0.0,0.0,Koscielny,0
0,0,0,100.0,100.0,0,233963,0,0,-1,1,0.0,0,2,0.5,0.0,0,Konstantinos,0.0,0,0,0.0,8,False,0.0,0,,2019-08-09T09:30:11.868345Z,44,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,,a,1,3,0.0,0,1012,74,4400,71,0.0,0.0,Mavropanos,0
0,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,9,False,0.0,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,,u,1,3,0.0,0,374,12,2511,19,0.0,0.0,Jenkinson,0
0,0,9,100.0,75.0,0,156074,0,0,0,0,0.4,0,2,0.5,0.0,0,Rob,0.0,2,0,1.1,10,False,8.4,76,,2019-12-09T10:00:19.335279Z,45,0,0,0,156074.jpg,1.0,0,0,Holding,0.1,False,,a,1,3,2.0,1,10648,252,13154,174,0.0,0.2,Holding,0
3,23,464,75.0,,4,54694,0,0,-2,2,301.9,2,4,5.6,5.1,2,Pierre-Emerick,5.1,30,13,171.0,11,True,576.8,1877,Illness - 75% chance of playing,2020-01-08T14:00:18.333339Z,108,0,0,0,54694.jpg,5.9,0,0,Aubameyang,19.4,False,,d,1,3,833.0,123,1694436,148029,2185412,26381,0.5,11.4,Aubameyang,3
2,6,173,100.0,100.0,1,59966,0,0,-2,2,211.5,1,4,2.2,1.7,2,Alexandre,1.7,15,5,99.0,12,False,255.8,934,,2019-09-01T18:30:14.246208Z,93,0,0,0,59966.jpg,3.7,0,0,Lacazette,1.7,False,,a,1,3,521.0,52,204270,8678,347648,3209,0.2,5.6,Lacazette,4
0,0,0,0.0,0.0,0,205533,0,0,-2,2,0.0,0,4,0.0,0.0,0,Edward,0.0,0,0,0.0,13,False,0.0,0,Joined Leeds United on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T15:30:15.638344Z,43,0,0,0,205533.jpg,0.0,0,0,Nketiah,0.6,False,,n,1,3,0.0,0,48360,452,117304,1222,0.0,0.0,Nketiah,0
0,5,417,,,4,80201,0,0,0,0,0.0,1,1,4.4,3.9,9,Bernd,3.9,30,0,59.9,14,False,600.8,1890,,,50,0,0,1,80201.jpg,3.6,0,82,Leno,5.3,False,,a,1,3,0.0,75,380505,17624,426907,6468,0.8,15.0,Leno,2
2,1,149,100.0,100.0,2,37605,0,0,-3,3,407.8,0,3,2.8,2.3,3,Mesut,2.3,15,0,65.4,15,False,121.2,905,,2019-12-20T10:30:11.550604Z,72,0,0,0,37605.jpg,2.7,0,0,Özil,1.1,False,,a,1,3,125.0,30,86447,15948,133448,3716,0.3,4.2,Özil,0
0,0,3,0.0,0.0,1,57249,0,0,-2,2,33.9,0,3,0.0,0.0,0,Henrikh,0.0,0,0,8.6,16,False,5.4,110,Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:14.832021Z,68,0,0,0,57249.jpg,1.3,0,0,Mkhitaryan,0.8,False,,n,1,3,46.0,4,22836,32,115345,242,0.0,0.6,Mkhitaryan,1
1,0,190,100.0,75.0,4,84450,0,0,-4,4,193.3,0,3,2.2,1.3,3,Granit,1.7,19,0,49.0,18,False,237.2,1274,,2019-12-29T14:30:26.292159Z,51,0,0,0,84450.jpg,2.2,0,0,Xhaka,0.6,False,,a,1,3,58.0,33,34435,1003,101426,539,0.3,6.5,Xhaka,4
0,0,180,100.0,100.0,3,198849,0,0,-3,3,145.3,0,3,2.5,2.0,3,Lucas,2.0,17,1,53.0,19,False,200.4,1073,,2019-09-08T21:00:18.773636Z,47,0,0,0,198849.jpg,1.9,0,0,Torreira,1.3,False,,a,1,3,183.0,34,76508,5113,141230,2190,0.4,7.2,Torreira,3
0,0,0,0.0,0.0,0,153256,0,0,-2,2,0.0,0,3,0.0,0.0,0,Mohamed,0.0,0,0,0.0,20,False,0.0,0,Joined Besiktas on loan until the end of the season on 31/8. - Expected back 01 Jul,2019-08-31T11:30:14.714406Z,43,0,0,0,153256.jpg,0.0,0,0,Elneny,0.7,False,,n,1,3,0.0,0,121321,374,107808,2776,0.0,0.0,Elneny,0
2,2,237,,,2,242166,0,0,-1,1,225.2,0,3,1.2,0.7,1,Matteo,0.7,25,0,66.2,21,False,297.6,1410,,,44,0,0,0,242166.jpg,2.2,0,0,Guendouzi,6.3,False,,a,1,3,138.0,39,837498,3623,812681,19406,0.2,8.9,Guendouzi,5
0,6,292,100.0,100.0,3,41270,0,0,-3,3,74.5,2,2,2.9,2.4,6,David,2.4,26,2,65.5,106,False,438.4,1620,,2019-11-28T23:00:21.861570Z,57,0,0,0,41270.jpg,2.9,0,0,Luiz Moreira Marinho,4.9,False,,a,1,3,141.0,52,168316,8384,478213,3597,0.4,9.1,David Luiz,4
0,0,0,,,0,98980,0,0,-2,2,0.0,0,1,0.5,0.0,0,Emiliano,0.0,0,0,0.0,427,False,0.0,0,,,43,0,0,0,98980.jpg,0.0,0,0,Martínez,0.2,False,,a,1,3,0.0,0,4958,137,12719,241,0.0,0.0,Martínez,0
1,5,197,0.0,25.0,3,101184,0,0,-1,1,113.5,0,2,0.0,0.5,0,Calum,2.1,15,1,58.7,467,False,272.0,1102,Knee injury - Expected back 01 Jul,2019-12-29T14:30:27.183032Z,44,0,0,0,101184.jpg,3.0,0,0,Chambers,0.9,False,,i,1,3,203.0,42,140246,141,149647,9032,0.5,9.5,Chambers,5
2,3,130,100.0,75.0,1,182539,0,0,-3,3,183.0,1,3,0.5,0.0,0,Daniel,0.0,10,0,42.9,469,False,150.0,659,,2019-11-06T17:30:16.584319Z,52,0,0,0,182539.jpg,2.5,0,0,Ceballos Fernández,3.2,False,,a,1,3,96.0,27,995849,275,1124902,2677,0.0,5.2,Ceballos,0
3,5,197,100.0,100.0,2,195735,0,0,-4,4,372.6,1,3,4.2,3.7,9,Nicolas,3.7,20,3,104.0,488,False,292.8,1079,,2019-12-11T12:30:12.556688Z,91,0,0,0,195735.jpg,3.2,0,0,Pépé,2.4,False,,a,1,3,372.0,58,244402,18254,450222,3820,0.4,6.4,Pépé,2
1,0,54,100.0,100.0,2,200641,0,0,-2,2,95.0,0,3,2.2,1.7,1,Reiss,1.7,4,0,27.6,489,False,52.0,436,,2019-10-07T15:00:21.389844Z,53,0,0,0,200641.jpg,1.9,0,0,Nelson,0.1,False,,a,1,3,129.0,17,10229,450,15224,502,0.3,3.2,Nelson,1
0,0,88,100.0,100.0,1,200089,0,0,-2,2,121.0,0,3,1.1,0.6,0,Joseph,0.6,11,0,33.4,490,False,82.6,544,,2019-09-07T11:30:17.190466Z,48,0,0,0,200089.jpg,1.2,0,0,Willock,0.2,False,,a,1,3,129.0,20,24604,99,29476,314,0.1,4.2,Willock,1
1,1,65,100.0,75.0,1,444145,0,0,0,0,19.9,0,4,1.7,1.3,0,Gabriel Teodoro,1.7,6,1,21.8,504,False,70.6,366,,2019-12-23T12:00:20.317919Z,45,0,0,0,444145.jpg,2.0,0,0,Martinelli Silva,1.5,False,,a,1,3,128.0,20,216545,1642,205014,7964,0.4,4.4,Martinelli,1
0,0,51,0.0,0.0,0,192895,-1,1,-2,2,75.1,0,2,0.0,0.0,0,Kieran,0.3,6,0,16.3,515,False,56.0,296,Shoulder injury - Expected back 21 Mar,2019-12-09T22:00:21.790216Z,53,0,0,0,192895.jpg,1.0,0,0,Tierney,0.4,False,,i,1,3,31.0,5,71837,26,106317,1123,0.1,0.9,Tierney,1
1,0,82,100.0,100.0,2,223340,0,0,0,0,123.9,0,3,1.5,1.0,0,Bukayo,1.0,7,0,36.9,541,False,121.6,695,,2019-11-22T10:00:21.980433Z,45,0,0,0,223340.jpg,1.7,0,0,Saka,0.6,False,,a,1,3,123.0,20,130726,1842,97601,3669,0.2,4.4,Saka,3
0,0,13,,,1,209289,-1,1,-1,1,6.3,0,3,1.3,0.8,0,Emile,0.8,0,0,1.6,576,False,9.8,96,,,44,0,0,0,209289.jpg,2.0,0,0,Smith Rowe,0.0,False,,a,1,3,0.0,4,809,56,421,102,0.2,0.9,Smith Rowe,0
0,0,0,,,0,232233,0,0,0,0,0.0,0,4,0.5,0.0,0,Tyreece,0.0,0,0,0.0,585,False,0.0,0,,,45,0,0,0,232233.jpg,0.0,0,0,John-Jules,0.0,False,,a,1,3,0.0,0,182,103,61,42,0.0,0.0,John-Jules,0
1,5,136,,,1,37339,0,0,-3,3,188.4,0,2,0.4,1.4,0,Ahmed,1.9,18,0,39.0,22,False,154.4,611,,,42,0,0,0,37339.jpg,2.0,0,0,El Mohamady,1.0,False,,a,2,7,46.0,20,66811,2223,135673,3110,0.5,4.8,El Mohamady,0
0,0,0,100.0,100.0,0,43252,0,0,-2,2,0.0,0,2,-1.5,-0.5,0,James,0.0,0,0,0.0,23,False,0.0,0,,2019-08-08T17:00:13.859858Z,43,0,0,0,43252.jpg,0.0,0,0,Chester,0.1,False,,a,2,7,0.0,0,1605,87,7153,122,0.0,0.0,Chester,0
0,0,102,,,2,47390,0,0,-2,2,30.1,0,2,-1.4,-0.4,1,Neil,0.1,13,0,16.1,24,False,103.2,703,,,43,0,0,0,47390.jpg,2.0,0,0,Taylor,0.2,False,,a,2,7,27.0,18,19218,210,24590,353,0.0,4.2,Taylor,2
0,0,63,100.0,100.0,1,123354,0,0,-1,1,6.2,0,2,-0.1,0.9,2,Kortney,1.4,9,0,16.9,25,False,137.0,450,,2019-08-15T13:00:13.496241Z,44,0,0,0,123354.jpg,2.0,0,0,Hause,0.1,False,,a,2,7,25.0,10,1388,121,4186,94,0.3,2.3,Hause,1
0,0,14,100.0,100.0,0,54764,0,0,-1,1,12.2,0,4,-1.1,-0.1,1,Jonathan,0.4,6,0,3.8,26,False,3.4,111,,2019-10-03T12:30:10.314025Z,54,0,0,0,54764.jpg,0.8,0,0,Kodjia,0.1,False,,a,2,7,24.0,5,4102,313,26727,191,0.1,0.9,Kodjia,1
