assists,id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1,0,0,0.0,0.0,0,37605,0,0,-3,3,0.0,0,3,0.0,0.0,0,Mesut,0.0,0,0,0.0,False,0.0,0,Not included in Arsenal's 25-man Premier League squad,2020-10-20T22:30:18.118477Z,67,0,0,0,37605.jpg,0.0,0,0,Özil,0.5,False,,u,1,3,0.0,0,3441,0,53732,61,0.0,0.0,Özil,0
0,2,0,0,0.0,0.0,0,39476,0,0,-2,2,0.0,0,2,0.0,0.0,0,Sokratis,0.0,0,0,0.0,False,0.0,0,Left the club by mutual consent on 20/1,2020-10-21T10:30:18.546407Z,48,0,0,0,39476.jpg,0.0,0,0,Papastathopoulos,0.1,False,,u,1,3,0.0,0,10266,0,18963,11,0.0,0.0,Sokratis,0
0,3,0,117,100.0,100.0,2,41270,0,0,-1,1,29.6,0,2,3.2,3.7,2,David,3.2,10,0,20.4,False,119.0,749,,2020-12-26T18:00:15.638627Z,54,0,0,0,41270.jpg,2.0,0,0,Luiz Moreira Marinho,0.8,False,,a,1,3,56.0,22,44154,501,93640,592,0.6,4.1,David Luiz,1
1,4,6,202,50.0,0.0,7,54694,0,0,-7,7,226.3,1,3,2.6,0.0,0,Pierre-Emerick,5.2,16,5,101.8,False,272.2,1514,Personal Reasons - 50% chance of playing,2021-01-23T16:00:22.555453Z,113,1,0,0,54694.jpg,4.2,0,0,Aubameyang,6.7,False,,d,1,3,519.0,71,560628,765,3240320,15538,0.5,6.3,Aubameyang,2
1,5,3,53,100.0,100.0,1,58822,0,0,-4,4,54.9,0,2,3.5,4.0,2,Cédric,3.5,1,0,10.9,False,45.0,185,,2020-09-23T09:00:14.881983Z,46,0,0,0,58822.jpg,5.0,0,0,Soares,0.2,False,,a,1,3,9.0,15,8085,1313,36361,401,0.8,3.3,Cédric,0
1,6,11,263,,,5,59966,0,0,-2,2,203.7,2,4,6.8,7.3,11,Alexandre,6.8,9,8,113.6,False,380.6,1121,,,83,0,0,0,59966.jpg,4.3,0,0,Lacazette,7.4,False,,a,1,3,554.0,73,936854,103689,714316,14030,0.8,8.8,Lacazette,2
0,7,0,16,100.0,100.0,0,69140,0,0,0,0,1.0,0,2,0.0,0.5,0,Shkodran,0.0,1,0,1.3,False,11.6,45,,2020-08-15T10:00:11.331812Z,50,0,0,0,69140.jpg,1.0,0,0,Mustafi,0.1,False,,a,1,3,0.0,3,13337,51,13335,104,0.0,0.6,Mustafi,0
0,8,6,382,,,7,80201,0,0,0,0,0.0,2,1,5.5,6.0,3,Bernd,5.5,20,0,41.1,False,411.0,1800,,,50,0,0,1,80201.jpg,4.1,0,48,Leno,9.1,False,,a,1,3,0.0,82,764086,11460,720974,13965,1.1,16.4,Leno,0
1,9,1,206,100.0,100.0,6,84450,0,0,-3,3,104.2,0,3,3.5,4.0,5,Granit,3.5,13,1,42.0,False,230.4,1264,,2020-12-13T22:30:16.182130Z,52,0,0,0,84450.jpg,2.4,1,0,Xhaka,0.4,False,,a,1,3,85.0,39,33833,527,69825,670,0.7,7.5,Xhaka,2
0,10,1,63,25.0,0.0,2,92371,0,0,-1,1,11.7,0,2,0.4,0.0,0,Pablo,1.5,1,0,7.4,False,59.0,270,Calf injury - 25% chance of playing,2021-01-14T22:00:26.195009Z,44,0,0,0,92371.jpg,4.7,0,0,Marí,0.1,False,,d,1,3,4.0,14,31183,31,22880,1812,0.3,3.2,Marí,1
