assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,,,0,69140,0,0,-2,2,0.0,0,2,1.0,0.5,0,Shkodran,0.0,0,0,0.0,1,False,0.0,0,,,53,0,0,0,69140.jpg,0.0,0,0,Mustafi,0.4,False,,a,1,3,0.0,0,4628,299,23667,1231,0.0,0.0,Mustafi,0
0,0,0,25.0,0.0,0,98745,0,0,-1,1,0.0,0,2,0.0,0.0,0,Héctor,0.0,0,0,0.0,2,False,0.0,0,Lack of match fitness - 25% chance of playing,2019-06-25T11:30:06.897107Z,54,0,0,0,98745.jpg,0.0,0,0,Bellerín,0.1,False,,d,1,3,0.0,0,1285,308,5069,315,0.0,0.0,Bellerín,0
1,0,38,75.0,100.0,0,111457,0,0,-1,1,58.0,0,2,2.3,1.8,3,Sead,1.3,4,0,12.0,3,False,48.8,199,Muscle injury - 75% chance of playing,2019-09-19T23:30:10.394662Z,54,0,0,0,111457.jpg,1.7,0,0,Kolasinac,0.9,False,,d,1,3,13.0,5,20584,6353,60466,3537,0.2,0.9,Kolasinac,1
2,3,104,,,1,154043,0,0,1,-1,95.6,1,2,3.0,2.5,4,Ainsley,2.0,8,0,25.5,4,False,136.4,450,,,51,0,0,0,154043.jpg,4.0,0,0,Maitland-Niles,7.5,False,,a,1,3,23.0,20,496033,63230,193614,19138,0.4,3.9,Maitland-Niles,0
0,2,83,,,1,39476,0,0,0,0,12.5,0,2,1.7,1.2,1,Sokratis,0.7,8,0,11.4,5,False,99.4,450,,,50,0,0,0,39476.jpg,2.4,0,0,Papastathopoulos,2.0,False,,a,1,3,2.0,12,61681,4954,59706,7878,0.1,2.4,Sokratis,1
0,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,0,2,0.0,0.0,0,Nacho,0.3,4,0,10.0,6,False,47.2,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.5,False,,u,1,3,12.0,10,27832,33,75090,6319,0.1,2.0,Monreal,0
0,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,7,False,0.0,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,,u,1,3,0.0,0,240,23,11285,290,0.0,0.0,Koscielny,0
0,0,0,50.0,0.0,0,233963,0,0,-1,1,0.0,0,2,0.0,0.0,0,Konstantinos,0.0,0,0,0.0,8,False,0.0,0,Lack of match fitness - 50% chance of playing,2019-08-09T09:30:11.868345Z,44,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,,d,1,3,0.0,0,187,17,3177,136,0.0,0.0,Mavropanos,0
0,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,9,False,0.0,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,,u,1,3,0.0,0,130,11,1995,77,0.0,0.0,Jenkinson,0
0,0,0,100.0,100.0,0,156074,0,0,0,0,0.0,0,2,1.0,0.5,0,Rob,0.0,0,0,0.0,10,False,0.0,0,,2019-06-25T11:30:06.913215Z,45,0,0,0,156074.jpg,0.0,0,0,Holding,0.1,False,,a,1,3,0.0,0,2465,1228,3346,333,0.0,0.0,Holding,0
