assists,id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1,0,0,0.0,,0,37605,0,0,-2,2,0.0,0,3,0.0,-0.5,0,Mesut,0.0,0,0,0.0,False,0.0,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-20T22:30:18.118477Z,68,0,0,0,37605.jpg,0.0,0,0,Özil,0.7,False,,n,1,3,0.0,0,3200,267,43731,2971,0.0,0.0,Özil,0
0,2,0,0,0.0,100.0,0,39476,0,0,-1,1,0.0,0,2,0.0,-0.5,0,Sokratis,0.0,0,0,0.0,False,0.0,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-21T10:30:18.546407Z,49,0,0,0,39476.jpg,0.0,0,0,Papastathopoulos,0.1,False,,n,1,3,0.0,0,10176,181,17049,492,0.0,0.0,Sokratis,0
0,3,0,39,100.0,100.0,0,41270,0,0,0,0,7.3,0,2,1.7,1.2,2,David,1.7,5,0,8.4,False,57.8,271,,2020-09-10T14:30:11.632386Z,55,0,0,0,41270.jpg,1.5,0,0,Luiz Moreira Marinho,1.1,False,,a,1,3,19.0,6,26267,5879,46983,3983,0.3,1.1,David Luiz,0
1,4,0,61,100.0,75.0,1,54694,0,0,-2,2,87.1,0,3,2.0,1.1,2,Pierre-Emerick,2.0,6,1,27.9,False,86.8,450,,2020-10-08T09:00:12.305506Z,118,0,0,0,54694.jpg,3.6,0,0,Aubameyang,16.8,False,,a,1,3,105.0,18,346306,12693,2298232,217516,0.2,1.5,Aubameyang,1
0,5,0,0,100.0,100.0,0,58822,0,0,-2,2,0.0,0,2,0.0,-0.5,0,Cédric,0.0,0,0,0.0,False,0.0,0,,2020-09-23T09:00:14.881983Z,48,0,0,0,58822.jpg,0.0,0,0,Soares,0.2,False,,a,1,3,0.0,0,2332,246,28575,1124,0.0,0.0,Cédric,0
0,6,3,82,,,1,59966,0,0,0,0,29.8,0,4,2.7,2.2,1,Alexandre,2.7,3,3,27.6,False,112.0,256,,,85,0,0,0,59966.jpg,5.5,0,0,Lacazette,4.1,False,,a,1,3,134.0,22,238396,6866,278502,55685,0.3,2.6,Lacazette,0
0,7,0,0,100.0,0.0,0,69140,0,0,0,0,0.0,0,2,0.0,0.0,0,Shkodran,0.0,0,0,0.0,False,0.0,0,,2020-08-15T10:00:11.331812Z,50,0,0,0,69140.jpg,0.0,0,0,Mustafi,0.0,False,,a,1,3,0.0,0,9958,130,10273,72,0.0,0.0,Mustafi,0
0,8,2,100,,,1,80201,0,0,0,0,0.0,0,1,2.7,2.2,3,Bernd,2.7,6,0,11.1,False,110.6,450,,,50,0,0,0,80201.jpg,3.4,0,14,Leno,9.6,False,,a,1,3,0.0,17,322882,26894,258882,31640,0.5,3.4,Leno,0
0,9,0,42,,,1,84450,0,0,-1,1,29.1,0,3,1.3,0.8,2,Granit,1.3,5,0,8.7,False,37.8,317,,,54,0,0,0,84450.jpg,1.8,0,0,Xhaka,0.6,False,,a,1,3,21.0,9,19757,846,41758,3829,0.2,1.7,Xhaka,0
0,10,0,0,0.0,0.0,0,92371,-1,1,-1,1,0.0,0,2,0.0,0.0,0,Pablo,0.0,0,0,0.0,False,0.0,0,Ankle injury - Expected back 07 Nov,2020-08-15T10:00:11.357231Z,44,0,0,0,92371.jpg,0.0,0,0,Marí,0.0,False,,i,1,3,0.0,0,230,47,586,62,0.0,0.0,Marí,0
2,11,3,96,,,1,98745,0,0,0,0,62.8,0,2,4.3,3.8,2,Héctor,4.3,6,0,16.4,False,88.6,450,,,50,0,0,0,98745.jpg,4.0,0,0,Bellerín,5.8,False,,a,1,3,12.0,20,252842,40251,185188,22682,0.9,4.0,Bellerín,2
0,13,0,0,25.0,0.0,0,101184,0,0,0,0,0.0,0,2,0.0,0.0,0,Calum,0.0,0,0,0.0,False,0.0,0,Lack of match fitness - 25% chance of playing,2020-08-15T10:00:11.386295Z,45,0,0,0,101184.jpg,0.0,0,0,Chambers,0.0,False,,d,1,3,0.0,0,277,24,756,53,0.0,0.0,Chambers,0
0,14,0,9,,,0,111457,-1,1,-2,2,5.4,0,2,0.0,-0.5,0,Sead,0.0,1,0,1.3,False,3.6,90,,,48,0,0,0,111457.jpg,2.0,0,0,Kolasinac,0.2,False,,a,1,3,4.0,2,4076,269,13231,1243,0.0,0.4,Kolasinac,0
0,15,0,33,,,1,154043,0,0,-1,1,4.3,0,2,0.7,0.2,0,Ainsley,0.7,3,0,3.2,False,20.2,183,,,49,0,0,0,154043.jpg,2.7,0,0,Maitland-Niles,1.4,False,,a,1,3,7.0,8,43929,1723,93187,11102,0.1,1.6,Maitland-Niles,0
0,16,0,58,0.0,,1,156074,0,0,0,0,1.6,0,2,0.0,-0.2,0,Rob,0.3,4,0,6.8,False,66.2,270,Hamstring injury - Expected back 21 Nov,2020-10-17T22:30:19.025474Z,45,0,0,0,156074.jpg,3.0,0,0,Holding,1.8,False,,i,1,3,0.0,9,158879,643,144150,33838,0.1,2.0,Holding,0
0,17,0,64,100.0,50.0,1,192895,0,0,-1,1,26.5,0,2,1.7,0.6,2,Kieran,1.7,5,0,10.4,False,64.2,360,,2020-10-14T10:30:19.613747Z,54,0,0,0,192895.jpg,2.8,0,0,Tierney,5.5,False,,a,1,3,13.0,11,88013,6954,480582,21548,0.3,2.0,Tierney,0
0,18,0,33,,,0,195735,0,0,-3,3,20.5,0,3,3.0,2.5,2,Nicolas,3.0,3,1,12.0,False,38.8,177,,,77,0,0,0,195735.jpg,2.2,0,0,Pépé,0.9,False,,a,1,3,61.0,11,15328,3393,107603,4703,0.4,1.4,Pépé,0
0,19,0,0,0.0,0.0,0,198849,0,0,-2,2,0.0,0,3,0.0,0.0,0,Lucas,0.0,0,0,0.0,False,0.0,0,Joined Atletico Madrid on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T22:30:19.674811Z,48,0,0,0,198849.jpg,0.0,0,0,Torreira,0.1,False,,n,1,3,0.0,0,3212,84,14443,1435,0.0,0.0,Torreira,0
0,20,0,0,,,0,200089,0,0,-2,2,0.0,0,3,0.0,-0.5,0,Joseph,0.0,0,0,0.0,False,0.0,0,,,48,0,0,0,200089.jpg,0.0,0,0,Willock,0.1,False,,a,1,3,0.0,0,1707,353,5508,457,0.0,0.0,Willock,0
0,21,0,0,100.0,75.0,0,200641,-1,1,-3,3,0.0,0,3,0.0,-0.4,0,Reiss,0.0,0,0,0.0,False,0.0,0,,2020-10-05T10:00:15.059375Z,52,0,0,0,200641.jpg,0.0,0,0,Nelson,0.1,False,,a,1,3,0.0,0,743,23,4278,333,0.0,0.0,Nelson,0
0,22,3,42,,,0,205533,-1,1,-3,3,3.7,0,4,1.0,0.5,1,Edward,1.0,1,1,8.5,False,40.6,97,,,57,0,0,0,205533.jpg,2.4,0,0,Nketiah,0.8,False,,a,1,3,42.0,12,27567,2511,102770,7403,0.2,2.1,Nketiah,0
0,23,0,0,100.0,100.0,0,209289,0,0,-1,1,0.0,0,3,0.0,-0.5,0,Emile,0.0,0,0,0.0,False,0.0,0,,2020-09-11T11:00:08.673059Z,44,0,0,0,209289.jpg,0.0,0,0,Smith Rowe,0.2,False,,a,1,3,0.0,0,8893,4372,12066,1766,0.0,0.0,Smith Rowe,0
0,24,1,55,,,0,223340,0,0,-2,2,43.8,0,3,3.3,2.8,2,Bukayo,3.3,3,1,23.4,False,68.6,264,,,53,0,0,0,223340.jpg,4.0,0,0,Saka,3.1,False,,a,1,3,121.0,12,64138,16232,366565,19747,0.6,2.3,Saka,0
0,25,0,0,0.0,0.0,0,242166,0,0,-2,2,0.0,0,3,0.0,0.0,0,Matteo,0.0,0,0,0.0,False,0.0,0,Joined Hertha Berlin on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T17:00:15.072120Z,48,0,0,0,242166.jpg,0.0,0,0,Guendouzi,0.1,False,,n,1,3,0.0,0,2552,35,10798,988,0.0,0.0,Guendouzi,0
