assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
2,1,125,100.0,100.0,2,69140,0,0,-4,4,14.6,0,2,6.2,6.2,6,Shkodran,5.7,7,0,26.7,1,False,148.2,530,,2020-01-27T22:30:15.833744Z,51,0,0,0,69140.jpg,3.6,0,0,Mustafi,0.4,False,,a,1,3,103.0,25,13390,2821,35616,805,1.1,4.9,Mustafi,0
0,3,102,100.0,100.0,2,98745,0,0,-1,1,34.9,0,2,7.8,7.8,6,Héctor,7.3,8,1,18.0,2,False,109.8,532,,2019-12-09T20:00:21.228098Z,54,0,0,0,98745.jpg,3.8,0,0,Bellerín,1.1,False,,a,1,3,34.0,23,104189,25527,48326,4546,1.4,4.3,Bellerín,2
2,1,219,100.0,50.0,2,111457,0,0,-3,3,156.3,0,2,0.5,0.2,0,Sead,0.0,18,0,41.2,3,False,190.0,1086,,2020-01-15T13:30:21.603499Z,52,0,0,0,111457.jpg,2.1,0,0,Kolasinac,0.5,False,,a,1,3,67.0,34,55396,172,126281,468,0.0,6.5,Kolasinac,3
2,3,216,100.0,100.0,3,154043,0,0,-4,4,155.4,1,2,0.5,0.5,0,Ainsley,0.0,19,0,44.9,4,False,261.8,1210,,2019-09-22T18:00:10.824841Z,46,0,0,0,154043.jpg,2.6,1,0,Maitland-Niles,2.4,False,,a,1,3,37.0,36,589692,510,619664,6249,0.0,7.8,Maitland-Niles,3
0,5,286,75.0,100.0,3,39476,0,0,-1,1,31.8,1,2,0.5,0.5,0,Sokratis,0.0,25,2,57.1,5,False,431.6,1606,Knee injury - 75% chance of playing,2020-02-21T01:30:19.929771Z,49,0,0,0,39476.jpg,2.9,0,0,Papastathopoulos,1.4,False,,d,1,3,106.0,52,143841,496,188228,3974,0.0,10.6,Sokratis,5
0,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,6,False,47.2,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.2,False,,u,1,3,12.0,10,28146,9,88876,70,0.0,2.0,Monreal,0
0,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,7,False,0.0,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,,u,1,3,0.0,0,612,12,12696,18,0.0,0.0,Koscielny,0
0,0,0,0.0,0.0,0,233963,0,0,-1,1,0.0,0,2,0.0,0.0,0,Konstantinos,0.0,0,0,0.0,8,False,0.0,0,Joined Nuremberg on loan until the end of the season on 13/1. - Expected back 01 Jul,2020-01-13T14:30:21.309535Z,44,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,,n,1,3,0.0,0,1094,9,4846,51,0.0,0.0,Mavropanos,0
0,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,9,False,0.0,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,,u,1,3,0.0,0,426,10,2593,15,0.0,0.0,Jenkinson,0
0,0,13,100.0,100.0,0,156074,0,0,0,0,0.4,0,2,0.8,0.8,0,Rob,0.3,3,0,1.6,10,False,13.4,85,,2019-12-09T10:00:19.335279Z,45,0,0,0,156074.jpg,1.0,0,0,Holding,0.1,False,,a,1,3,2.0,2,11963,132,14549,268,0.1,0.4,Holding,0
3,26,526,100.0,100.0,6,54694,1,-1,-1,1,343.3,2,4,3.8,3.8,8,Pierre-Emerick,3.3,31,15,193.4,11,True,659.0,2123,,2020-01-08T14:00:18.333339Z,109,0,0,0,54694.jpg,5.7,1,0,Aubameyang,18.0,False,,a,1,3,933.0,137,2193173,114575,2780373,25180,0.3,12.7,Aubameyang,3
4,7,245,100.0,100.0,3,59966,0,0,-2,2,275.2,1,4,4.8,4.8,9,Alexandre,4.3,18,6,127.0,12,False,346.0,1280,,2019-09-01T18:30:14.246208Z,93,0,0,0,59966.jpg,3.7,0,0,Lacazette,2.2,False,,a,1,3,647.0,71,310505,17389,417780,7673,0.5,7.6,Lacazette,5
0,0,6,100.0,100.0,1,205533,0,0,-2,2,15.2,0,4,1.5,1.5,2,Edward,1.0,1,0,5.3,13,False,2.2,101,,2019-08-08T15:30:15.638344Z,43,0,0,0,205533.jpg,1.3,0,0,Nketiah,0.7,False,,a,1,3,35.0,4,66382,7728,126622,2089,0.2,0.9,Nketiah,0
0,6,513,,,6,80201,0,0,0,0,0.0,1,1,5.8,5.8,6,Bernd,5.3,34,0,70.8,14,False,710.0,2340,,,50,0,0,1,80201.jpg,3.7,0,95,Leno,5.2,False,,a,1,3,0.0,95,433759,6089,484636,6455,1.1,19.0,Leno,2
2,1,220,100.0,100.0,4,37605,0,0,-3,3,546.7,0,3,4.2,4.2,8,Mesut,3.7,18,1,90.5,15,False,197.6,1270,,2019-12-20T10:30:11.550604Z,72,0,0,0,37605.jpg,2.8,0,0,Özil,1.2,False,,a,1,3,160.0,45,126295,10533,173670,3226,0.5,6.2,Özil,1
0,0,3,0.0,0.0,1,57249,0,0,-2,2,33.9,0,3,0.0,0.0,0,Henrikh,0.0,0,0,8.6,16,False,5.4,110,Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:14.832021Z,68,0,0,0,57249.jpg,1.3,0,0,Mkhitaryan,0.8,False,,n,1,3,46.0,4,22968,23,116307,128,0.0,0.6,Mkhitaryan,1
1,0,262,100.0,100.0,6,84450,0,0,-4,4,226.1,0,3,2.5,2.5,2,Granit,2.0,23,0,62.1,18,False,314.2,1724,,2019-12-29T14:30:26.292159Z,51,0,0,0,84450.jpg,2.1,0,0,Xhaka,0.6,False,,a,1,3,78.0,42,40898,983,106111,944,0.4,8.2,Xhaka,7
1,0,235,75.0,100.0,3,198849,0,0,-3,3,190.1,0,3,1.9,2.5,1,Lucas,2.0,20,1,65.9,19,False,268.4,1351,Illness - 75% chance of playing,2020-02-19T14:30:22.859013Z,47,0,0,0,198849.jpg,1.9,0,0,Torreira,1.2,False,,d,1,3,199.0,43,92200,1059,160773,4559,0.4,9.1,Torreira,4
