element_type,defender,attacker,points_per_game,ict_index_pg,influence_pg,creativity_pg,threat_pg,bps_pg,form,ep_next,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_atk,opp_ict_index_conceded_pg_def,opp_ict_index_conceded_pg_atk_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_atk,opp_influence_conceded_pg_def,opp_influence_conceded_pg_atk_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_atk,opp_creativity_conceded_pg_def,opp_creativity_conceded_pg_atk_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_atk,opp_threat_conceded_pg_def,opp_threat_conceded_pg_atk_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_atk,opp_bps_conceded_pg_def,opp_bps_conceded_pg_atk_last5,opp_bps_conceded_pg_def_last5,next_points
3,0,1,3.4,5.35,12.85,15.53,25.18,11.18,2.3,3.3,3.4,5.5,10.0,9.6,13.54,32.0,5,0,2.4,1.6,2.2,0.6,23.1,7.2,18.0,6.2,30.2,14.7,25.6,11.1,121.0,109.0,81.4,84.9,76.7,22.4,75.0,18.4,104.1,15.6,100.2,9.0,89.3,70.6,63.0,59.0,0
4,0,1,3.2,5.2,15.47,9.91,27.0,10.67,0.7,1.7,1.5,3.05,4.25,6.2,9.5,15.75,5,0,2.4,1.6,2.2,0.6,23.1,7.2,18.0,6.2,30.2,14.7,25.6,11.1,121.0,109.0,81.4,84.9,76.7,22.4,75.0,18.4,104.1,15.6,100.2,9.0,89.3,70.6,63.0,59.0,1
1,1,0,3.7,2.13,21.27,0.0,0.0,18.36,4.3,5.3,4.4,2.22,18.2,22.28,0.0,0.0,5,0,2.4,1.6,2.2,0.6,23.1,7.2,18.0,6.2,30.2,14.7,25.6,11.1,121.0,109.0,81.4,84.9,76.7,22.4,75.0,18.4,104.1,15.6,100.2,9.0,89.3,70.6,63.0,59.0,2
3,0,1,1.8,1.96,10.84,5.13,3.56,9.0,2.0,3.0,2.0,2.07,11.33,15.27,4.13,1.0,5,0,2.4,1.6,2.2,0.6,23.1,7.2,18.0,6.2,30.2,14.7,25.6,11.1,121.0,109.0,81.4,84.9,76.7,22.4,75.0,18.4,104.1,15.6,100.2,9.0,89.3,70.6,63.0,59.0,-2
2,1,0,4.0,3.45,14.78,13.63,5.91,18.27,3.3,4.3,4.6,3.66,19.4,13.48,16.6,6.4,5,0,2.4,1.6,2.2,0.6,23.1,7.2,18.0,6.2,30.2,14.7,25.6,11.1,121.0,109.0,81.4,84.9,76.7,22.4,75.0,18.4,104.1,15.6,100.2,9.0,89.3,70.6,63.0,59.0,1
2,1,0,2.8,1.91,16.82,0.98,1.38,17.25,2.3,3.3,2.6,1.7,16.0,13.68,1.24,2.2,5,0,2.4,1.6,2.2,0.6,23.1,7.2,18.0,6.2,30.2,14.7,25.6,11.1,121.0,109.0,81.4,84.9,76.7,22.4,75.0,18.4,104.1,15.6,100.2,9.0,89.3,70.6,63.0,59.0,2
2,1,0,2.7,3.47,15.46,13.24,5.9,17.0,2.3,3.3,2.8,3.9,18.6,15.92,14.92,8.0,5,0,2.4,1.6,2.2,0.6,23.1,7.2,18.0,6.2,30.2,14.7,25.6,11.1,121.0,109.0,81.4,84.9,76.7,22.4,75.0,18.4,104.1,15.6,100.2,9.0,89.3,70.6,63.0,59.0,2
3,0,1,2.6,5.79,13.2,16.76,27.89,10.67,1.7,2.7,1.6,4.26,6.8,8.44,18.54,15.6,5,0,2.4,1.6,2.2,0.6,23.1,7.2,18.0,6.2,30.2,14.7,25.6,11.1,121.0,109.0,81.4,84.9,76.7,22.4,75.0,18.4,104.1,15.6,100.2,9.0,89.3,70.6,63.0,59.0,2
3,0,1,3.5,3.56,9.7,18.11,7.7,12.6,2.7,3.7,2.6,2.92,10.6,8.04,14.14,7.0,5,0,2.4,1.6,2.2,0.6,23.1,7.2,18.0,6.2,30.2,14.7,25.6,11.1,121.0,109.0,81.4,84.9,76.7,22.4,75.0,18.4,104.1,15.6,100.2,9.0,89.3,70.6,63.0,59.0,2
2,1,0,4.6,4.42,30.44,1.31,12.44,23.44,5.0,6.0,4.6,3.54,23.2,28.04,1.16,6.2,5,0,2.4,1.6,2.2,0.6,23.1,7.2,18.0,6.2,30.2,14.7,25.6,11.1,121.0,109.0,81.4,84.9,76.7,22.4,75.0,18.4,104.1,15.6,100.2,9.0,89.3,70.6,63.0,59.0,2
1,1,0,4.7,2.31,23.18,0.0,0.0,21.0,1.0,1.0,2.0,0.88,12.75,8.8,0.0,0.0,2,1,0.4,1.6,0.4,1.8,26.7,24.6,30.0,27.4,38.0,15.7,50.1,16.3,123.1,87.2,147.1,92.1,116.8,34.1,164.7,32.9,140.2,35.4,188.8,38.0,102.4,101.0,122.8,115.2,11
3,0,1,7.9,13.44,40.44,38.86,55.33,28.89,5.5,5.5,8.0,14.5,30.25,39.3,40.67,65.25,2,1,0.4,1.6,0.4,1.8,26.7,24.6,30.0,27.4,38.0,15.7,50.1,16.3,123.1,87.2,147.1,92.1,116.8,34.1,164.7,32.9,140.2,35.4,188.8,38.0,102.4,101.0,122.8,115.2,2
3,0,1,4.2,5.51,19.62,24.09,11.44,16.89,2.0,2.0,2.25,3.5,11.25,9.0,18.3,7.75,2,1,0.4,1.6,0.4,1.8,26.7,24.6,30.0,27.4,38.0,15.7,50.1,16.3,123.1,87.2,147.1,92.1,116.8,34.1,164.7,32.9,140.2,35.4,188.8,38.0,102.4,101.0,122.8,115.2,5
2,1,0,4.9,4.18,25.27,3.07,13.22,20.89,1.0,1.0,3.5,3.98,17.25,20.05,0.83,18.75,2,1,0.4,1.6,0.4,1.8,26.7,24.6,30.0,27.4,38.0,15.7,50.1,16.3,123.1,87.2,147.1,92.1,116.8,34.1,164.7,32.9,140.2,35.4,188.8,38.0,102.4,101.0,122.8,115.2,8
