element_type,defender,attacker,points_per_game,ict_index_pg,influence_pg,creativity_pg,threat_pg,bps_pg,form,ep_next,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_atk,opp_ict_index_conceded_pg_def,opp_ict_index_conceded_pg_atk_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_atk,opp_influence_conceded_pg_def,opp_influence_conceded_pg_atk_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_atk,opp_creativity_conceded_pg_def,opp_creativity_conceded_pg_atk_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_atk,opp_threat_conceded_pg_def,opp_threat_conceded_pg_atk_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_atk,opp_bps_conceded_pg_def,opp_bps_conceded_pg_atk_last5,opp_bps_conceded_pg_def_last5,next_points
2,1,0,2.0,2.78,12.04,12.19,3.67,12.89,2.5,3.0,2.4,1.78,11.8,8.44,7.58,2.0,5,0,3.1,0.9,2.0,0.8,20.9,6.8,19.8,13.6,25.4,15.8,25.9,18.8,106.5,120.2,105.1,136.3,55.4,17.2,60.2,24.0,91.7,20.8,93.4,27.6,83.0,79.3,75.8,96.0,1
4,0,1,6.1,8.3,29.6,13.39,40.18,23.09,3.5,4.0,4.6,5.54,14.4,17.48,13.24,24.8,5,0,3.1,0.9,2.0,0.8,20.9,6.8,19.8,13.6,25.4,15.8,25.9,18.8,106.5,120.2,105.1,136.3,55.4,17.2,60.2,24.0,91.7,20.8,93.4,27.6,83.0,79.3,75.8,96.0,2
4,0,1,4.0,7.12,18.7,14.77,37.67,12.5,2.5,3.0,3.33,6.47,8.67,11.13,21.4,32.33,5,0,3.1,0.9,2.0,0.8,20.9,6.8,19.8,13.6,25.4,15.8,25.9,18.8,106.5,120.2,105.1,136.3,55.4,17.2,60.2,24.0,91.7,20.8,93.4,27.6,83.0,79.3,75.8,96.0,2
1,1,0,3.1,2.61,26.2,0.0,0.0,18.55,3.2,3.7,3.2,2.24,17.4,22.48,0.0,0.0,5,0,3.1,0.9,2.0,0.8,20.9,6.8,19.8,13.6,25.4,15.8,25.9,18.8,106.5,120.2,105.1,136.3,55.4,17.2,60.2,24.0,91.7,20.8,93.4,27.6,83.0,79.3,75.8,96.0,2
3,0,1,2.0,5.15,9.9,36.8,5.0,14.5,0.5,1.0,2.0,7.6,14.0,13.4,54.8,8.0,5,0,3.1,0.9,2.0,0.8,20.9,6.8,19.8,13.6,25.4,15.8,25.9,18.8,106.5,120.2,105.1,136.3,55.4,17.2,60.2,24.0,91.7,20.8,93.4,27.6,83.0,79.3,75.8,96.0,2
3,0,1,2.0,3.39,10.42,8.65,14.75,7.12,1.0,1.5,1.67,1.93,3.67,4.67,2.87,11.67,5,0,3.1,0.9,2.0,0.8,20.9,6.8,19.8,13.6,25.4,15.8,25.9,18.8,106.5,120.2,105.1,136.3,55.4,17.2,60.2,24.0,91.7,20.8,93.4,27.6,83.0,79.3,75.8,96.0,2
3,0,1,2.6,4.35,19.0,15.07,9.36,15.0,2.0,2.5,2.0,4.32,13.4,18.68,15.06,9.6,5,0,3.1,0.9,2.0,0.8,20.9,6.8,19.8,13.6,25.4,15.8,25.9,18.8,106.5,120.2,105.1,136.3,55.4,17.2,60.2,24.0,91.7,20.8,93.4,27.6,83.0,79.3,75.8,96.0,2
2,1,0,3.2,4.03,27.66,3.26,9.3,16.8,6.5,7.0,5.6,5.32,21.0,33.12,4.54,15.4,5,0,3.1,0.9,2.0,0.8,20.9,6.8,19.8,13.6,25.4,15.8,25.9,18.8,106.5,120.2,105.1,136.3,55.4,17.2,60.2,24.0,91.7,20.8,93.4,27.6,83.0,79.3,75.8,96.0,1
2,1,0,3.6,4.8,18.66,12.33,17.14,14.43,2.8,3.3,2.4,4.68,11.6,14.16,15.02,17.8,5,0,3.1,0.9,2.0,0.8,20.9,6.8,19.8,13.6,25.4,15.8,25.9,18.8,106.5,120.2,105.1,136.3,55.4,17.2,60.2,24.0,91.7,20.8,93.4,27.6,83.0,79.3,75.8,96.0,1
3,0,1,3.8,6.37,19.74,15.2,28.9,12.3,3.2,2.7,4.0,6.3,13.8,21.28,13.56,28.8,2,1,1.3,1.3,1.8,1.2,25.6,16.8,23.8,13.6,37.2,13.5,41.7,14.8,119.1,90.4,115.4,98.5,111.2,30.6,119.0,37.7,142.6,13.6,183.8,10.6,92.8,87.4,92.0,84.0,2
3,0,1,4.4,7.48,27.49,19.74,27.64,16.55,2.5,2.0,3.6,7.38,16.4,24.44,19.96,29.4,2,1,1.3,1.3,1.8,1.2,25.6,16.8,23.8,13.6,37.2,13.5,41.7,14.8,119.1,90.4,115.4,98.5,111.2,30.6,119.0,37.7,142.6,13.6,183.8,10.6,92.8,87.4,92.0,84.0,2
2,1,0,5.2,6.1,30.24,25.76,4.8,24.6,4.2,3.7,5.2,6.1,24.6,30.24,25.76,4.8,2,1,1.3,1.3,1.8,1.2,25.6,16.8,23.8,13.6,37.2,13.5,41.7,14.8,119.1,90.4,115.4,98.5,111.2,30.6,119.0,37.7,142.6,13.6,183.8,10.6,92.8,87.4,92.0,84.0,1
4,0,1,4.2,5.91,18.09,7.31,35.0,11.64,5.0,4.5,4.4,6.2,11.2,19.48,7.5,38.2,2,1,1.3,1.3,1.8,1.2,25.6,16.8,23.8,13.6,37.2,13.5,41.7,14.8,119.1,90.4,115.4,98.5,111.2,30.6,119.0,37.7,142.6,13.6,183.8,10.6,92.8,87.4,92.0,84.0,2
2,1,0,2.6,3.28,28.04,3.45,1.27,17.55,1.5,1.0,1.4,2.82,13.8,25.28,2.4,0.4,2,1,1.3,1.3,1.8,1.2,25.6,16.8,23.8,13.6,37.2,13.5,41.7,14.8,119.1,90.4,115.4,98.5,111.2,30.6,119.0,37.7,142.6,13.6,183.8,10.6,92.8,87.4,92.0,84.0,0
2,1,0,1.0,0.7,6.2,0.3,0.0,4.0,0.2,-0.3,1.0,0.7,4.0,6.2,0.3,0.0,2,1,1.3,1.3,1.8,1.2,25.6,16.8,23.8,13.6,37.2,13.5,41.7,14.8,119.1,90.4,115.4,98.5,111.2,30.6,119.0,37.7,142.6,13.6,183.8,10.6,92.8,87.4,92.0,84.0,1
2,1,0,3.3,3.42,19.22,11.64,3.44,14.78,3.2,2.0,3.4,3.6,16.2,23.48,12.2,0.4,2,1,1.3,1.3,1.8,1.2,25.6,16.8,23.8,13.6,37.2,13.5,41.7,14.8,119.1,90.4,115.4,98.5,111.2,30.6,119.0,37.7,142.6,13.6,183.8,10.6,92.8,87.4,92.0,84.0,0
3,0,1,1.9,5.25,13.78,10.46,28.4,4.8,2.8,2.3,2.8,5.1,9.6,18.16,9.18,23.4,2,1,1.3,1.3,1.8,1.2,25.6,16.8,23.8,13.6,37.2,13.5,41.7,14.8,119.1,90.4,115.4,98.5,111.2,30.6,119.0,37.7,142.6,13.6,183.8,10.6,92.8,87.4,92.0,84.0,8
3,0,1,3.1,2.61,14.53,5.69,5.78,11.0,3.0,2.5,3.0,2.45,10.75,12.8,2.68,9.0,2,1,1.3,1.3,1.8,1.2,25.6,16.8,23.8,13.6,37.2,13.5,41.7,14.8,119.1,90.4,115.4,98.5,111.2,30.6,119.0,37.7,142.6,13.6,183.8,10.6,92.8,87.4,92.0,84.0,2
3,0,1,2.1,3.14,19.54,10.47,1.29,15.71,2.0,1.5,2.0,3.46,16.6,20.0,14.16,0.4,2,1,1.3,1.3,1.8,1.2,25.6,16.8,23.8,13.6,37.2,13.5,41.7,14.8,119.1,90.4,115.4,98.5,111.2,30.6,119.0,37.7,142.6,13.6,183.8,10.6,92.8,87.4,92.0,84.0,1
2,1,0,2.9,2.86,23.04,2.07,3.45,16.55,5.5,6.0,4.4,2.72,20.2,20.84,0.28,6.0,3,0,1.0,2.4,0.4,2.4,32.3,22.3,33.4,27.4,52.3,18.7,52.7,16.2,167.8,99.4,173.5,98.2,146.8,49.0,137.1,42.3,209.2,38.9,217.6,21.6,128.6,102.4,119.4,109.4,1
2,1,0,4.0,3.89,23.89,4.18,10.91,20.64,6.0,6.5,5.8,2.92,25.4,18.56,4.34,6.4,3,0,1.0,2.4,0.4,2.4,32.3,22.3,33.4,27.4,52.3,18.7,52.7,16.2,167.8,99.4,173.5,98.2,146.8,49.0,137.1,42.3,209.2,38.9,217.6,21.6,128.6,102.4,119.4,109.4,1
2,1,0,4.0,3.1,13.03,8.11,9.86,17.57,5.8,6.3,7.67,3.93,28.0,21.53,15.6,2.0,3,0,1.0,2.4,0.4,2.4,32.3,22.3,33.4,27.4,52.3,18.7,52.7,16.2,167.8,99.4,173.5,98.2,146.8,49.0,137.1,42.3,209.2,38.9,217.6,21.6,128.6,102.4,119.4,109.4,1
