element_type,defender,attacker,points_per_game,ict_index_pg,influence_pg,creativity_pg,threat_pg,bps_pg,form,ep_next,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_atk,opp_ict_index_conceded_pg_def,opp_ict_index_conceded_pg_atk_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_atk,opp_influence_conceded_pg_def,opp_influence_conceded_pg_atk_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_atk,opp_creativity_conceded_pg_def,opp_creativity_conceded_pg_atk_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_atk,opp_threat_conceded_pg_def,opp_threat_conceded_pg_atk_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_atk,opp_bps_conceded_pg_def,opp_bps_conceded_pg_atk_last5,opp_bps_conceded_pg_def_last5,next_points
2,1,0,4.0,2.81,20.04,1.25,6.7,17.48,4.2,4.2,3.67,3.15,17.83,22.53,3.85,5.0,2.0,0.0,0.7,1.4,1.2,1.8,25.6,24.5,24.2,20.6,43.0,18.1,37.6,16.4,120.2,95.2,108.3,98.4,138.4,46.0,123.4,35.8,171.4,40.1,145.0,29.6,100.7,106.7,93.0,102.4,6
3,0,1,2.4,2.89,12.89,10.4,5.52,11.05,0.6,0.6,1.33,2.43,7.67,12.4,6.33,5.67,2.0,0.0,0.7,1.4,1.2,1.8,25.6,24.5,24.2,20.6,43.0,18.1,37.6,16.4,120.2,95.2,108.3,98.4,138.4,46.0,123.4,35.8,171.4,40.1,145.0,29.6,100.7,106.7,93.0,102.4,3
4,0,1,4.4,8.59,22.54,17.03,46.56,14.24,4.0,4.0,4.33,7.17,13.83,19.8,17.07,34.67,2.0,0.0,0.7,1.4,1.2,1.8,25.6,24.5,24.2,20.6,43.0,18.1,37.6,16.4,120.2,95.2,108.3,98.4,138.4,46.0,123.4,35.8,171.4,40.1,145.0,29.6,100.7,106.7,93.0,102.4,2
3,0,1,3.7,5.07,14.27,12.32,24.09,11.09,4.4,4.4,3.83,4.95,8.0,12.8,10.15,26.5,2.0,0.0,0.7,1.4,1.2,1.8,25.6,24.5,24.2,20.6,43.0,18.1,37.6,16.4,120.2,95.2,108.3,98.4,138.4,46.0,123.4,35.8,171.4,40.1,145.0,29.6,100.7,106.7,93.0,102.4,3
3,0,1,0.8,0.3,1.5,0.8,1.25,2.75,0.6,0.6,1.0,0.3,2.75,1.5,0.8,1.25,2.0,0.0,0.7,1.4,1.2,1.8,25.6,24.5,24.2,20.6,43.0,18.1,37.6,16.4,120.2,95.2,108.3,98.4,138.4,46.0,123.4,35.8,171.4,40.1,145.0,29.6,100.7,106.7,93.0,102.4,2
2,1,0,4.2,3.3,16.83,12.5,3.68,19.8,4.2,4.2,3.67,3.17,18.33,17.53,12.58,1.67,2.0,0.0,0.7,1.4,1.2,1.8,25.6,24.5,24.2,20.6,43.0,18.1,37.6,16.4,120.2,95.2,108.3,98.4,138.4,46.0,123.4,35.8,171.4,40.1,145.0,29.6,100.7,106.7,93.0,102.4,6
1,1,0,5.7,2.84,27.72,0.8,0.0,23.68,7.0,7.0,6.5,2.97,24.67,29.67,0.0,0.0,2.0,0.0,0.7,1.4,1.2,1.8,25.6,24.5,24.2,20.6,43.0,18.1,37.6,16.4,120.2,95.2,108.3,98.4,138.4,46.0,123.4,35.8,171.4,40.1,145.0,29.6,100.7,106.7,93.0,102.4,7
2,1,0,2.2,2.58,9.0,12.94,3.67,11.22,1.6,1.6,2.0,2.75,14.5,13.45,10.88,3.0,2.0,0.0,0.7,1.4,1.2,1.8,25.6,24.5,24.2,20.6,43.0,18.1,37.6,16.4,120.2,95.2,108.3,98.4,138.4,46.0,123.4,35.8,171.4,40.1,145.0,29.6,100.7,106.7,93.0,102.4,8
3,0,1,3.3,3.97,14.72,14.88,10.08,13.75,3.2,3.2,3.0,3.28,13.83,12.1,8.08,12.67,2.0,0.0,0.7,1.4,1.2,1.8,25.6,24.5,24.2,20.6,43.0,18.1,37.6,16.4,120.2,95.2,108.3,98.4,138.4,46.0,123.4,35.8,171.4,40.1,145.0,29.6,100.7,106.7,93.0,102.4,3
3,0,1,2.0,3.74,7.61,7.78,22.12,5.44,0.8,0.8,1.0,0.38,1.8,1.2,0.46,2.2,2.0,0.0,0.7,1.4,1.2,1.8,25.6,24.5,24.2,20.6,43.0,18.1,37.6,16.4,120.2,95.2,108.3,98.4,138.4,46.0,123.4,35.8,171.4,40.1,145.0,29.6,100.7,106.7,93.0,102.4,3
