element_type,defender,attacker,points_per_game,ict_index_pg,influence_pg,creativity_pg,threat_pg,bps_pg,form,ep_next,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_atk,opp_ict_index_conceded_pg_def,opp_ict_index_conceded_pg_atk_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_atk,opp_influence_conceded_pg_def,opp_influence_conceded_pg_atk_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_atk,opp_creativity_conceded_pg_def,opp_creativity_conceded_pg_atk_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_atk,opp_threat_conceded_pg_def,opp_threat_conceded_pg_atk_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_atk,opp_bps_conceded_pg_def,opp_bps_conceded_pg_atk_last5,opp_bps_conceded_pg_def_last5,next_points
3,0,1,5.6,8.34,22.88,22.56,38.04,17.6,6.3,7.3,5.71,7.04,17.86,21.54,19.99,29.0,2.0,1.0,0.7,1.4,0.4,2.0,26.0,19.9,26.4,26.6,39.1,16.9,31.5,15.8,114.6,92.3,110.6,106.6,124.0,45.6,100.0,39.6,152.9,30.9,104.6,12.2,89.0,92.9,94.0,118.2,2
3,0,1,5.5,9.0,22.71,23.69,43.58,13.88,6.0,6.5,5.5,6.9,16.5,20.23,17.57,31.33,2.0,1.0,0.7,1.4,1.2,1.6,26.7,24.5,32.8,33.4,37.3,16.6,42.5,23.5,121.1,96.6,136.4,125.9,113.9,40.4,145.7,68.3,138.2,28.4,142.8,40.0,93.9,105.4,118.6,146.2,21
3,0,1,5.9,8.6,25.82,33.77,26.33,22.58,4.2,5.2,4.29,6.94,18.86,17.03,36.5,15.86,2.0,1.0,0.7,1.4,0.4,2.0,26.0,19.9,26.4,26.6,39.1,16.9,31.5,15.8,114.6,92.3,110.6,106.6,124.0,45.6,100.0,39.6,152.9,30.9,104.6,12.2,89.0,92.9,94.0,118.2,2
3,0,1,3.6,5.91,14.38,18.65,26.06,8.33,1.0,1.0,1.33,3.87,2.33,5.6,7.13,26.0,4.0,0.0,1.8,1.4,1.4,0.8,24.6,12.2,19.0,9.6,37.9,18.0,28.6,14.5,120.0,112.3,93.5,93.6,126.0,42.0,102.6,34.3,133.7,25.3,92.8,17.4,94.9,88.7,68.6,79.4,3
3,0,1,5.8,9.12,31.34,30.37,29.29,21.06,5.0,4.1,5.25,6.55,19.25,25.0,22.95,17.25,4.0,1.0,2.2,0.9,2.8,1.8,19.4,9.4,26.2,17.2,26.7,14.8,38.0,19.5,91.6,104.0,139.4,142.3,79.7,25.3,116.8,26.7,95.8,18.1,124.4,25.6,70.4,71.6,98.6,100.8,1
3,0,1,5.9,9.15,28.58,30.88,32.0,19.88,6.3,7.3,6.71,10.47,22.57,35.11,29.19,40.43,2.0,1.0,0.7,1.4,0.4,2.0,26.0,19.9,26.4,26.6,39.1,16.9,31.5,15.8,114.6,92.3,110.6,106.6,124.0,45.6,100.0,39.6,152.9,30.9,104.6,12.2,89.0,92.9,94.0,118.2,2
4,0,1,3.0,5.58,14.08,15.1,26.78,8.52,1.5,1.5,1.6,3.54,1.6,4.68,20.58,11.0,4.0,0.0,1.8,1.4,1.4,0.8,24.6,12.2,19.0,9.6,37.9,18.0,28.6,14.5,120.0,112.3,93.5,93.6,126.0,42.0,102.6,34.3,133.7,25.3,92.8,17.4,94.9,88.7,68.6,79.4,2
4,0,1,4.3,6.73,20.45,11.78,35.09,13.48,8.0,8.0,8.0,9.04,30.4,39.24,12.68,38.6,2.0,0.0,0.7,1.4,0.4,2.0,26.0,19.9,26.4,26.6,39.1,16.9,31.5,15.8,114.6,92.3,110.6,106.6,124.0,45.6,100.0,39.6,152.9,30.9,104.6,12.2,89.0,92.9,94.0,118.2,2
4,0,1,6.4,10.68,33.53,20.76,52.44,24.0,5.2,5.2,5.4,7.98,19.4,28.4,15.16,36.2,3.0,1.0,1.0,1.0,0.2,1.0,23.5,22.0,26.5,38.8,32.5,16.7,32.8,17.0,109.5,108.4,118.2,126.4,97.8,32.0,97.6,20.7,118.4,26.6,113.2,23.2,79.1,98.9,85.5,151.2,2
3,0,1,3.4,5.4,16.15,25.8,11.96,12.91,3.8,3.8,3.0,5.36,11.6,16.28,30.6,6.6,4.0,1.0,1.7,1.2,1.5,0.8,23.3,13.5,22.8,30.0,30.6,16.0,27.2,21.4,111.1,108.8,91.8,136.7,84.3,30.0,105.3,44.0,110.8,21.1,75.5,31.5,84.8,83.4,84.0,132.8,2
