element_type,defender,attacker,points_per_game,ict_index_pg,influence_pg,creativity_pg,threat_pg,bps_pg,form,ep_next,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_atk,opp_ict_index_conceded_pg_def,opp_ict_index_conceded_pg_atk_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_atk,opp_influence_conceded_pg_def,opp_influence_conceded_pg_atk_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_atk,opp_creativity_conceded_pg_def,opp_creativity_conceded_pg_atk_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_atk,opp_threat_conceded_pg_def,opp_threat_conceded_pg_atk_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_atk,opp_bps_conceded_pg_def,opp_bps_conceded_pg_atk_last5,opp_bps_conceded_pg_def_last5,next_points
2,1,0,2.9,3.23,19.35,1.77,11.06,15.68,1.0,0.8,3.5,4.6,17.5,23.4,2.85,19.75,2.0,0.0,0.9,1.9,0.8,2.6,29.3,22.9,39.2,24.8,40.4,19.3,48.1,20.9,135.8,107.1,185.8,113.3,122.0,46.8,152.7,46.2,147.2,38.6,145.2,49.4,109.5,106.1,147.0,119.2,10
3,0,1,2.5,4.11,17.98,10.46,12.52,12.87,2.0,2.0,2.0,2.9,10.8,13.96,9.04,6.0,2.0,0.0,0.9,1.9,0.8,2.6,29.3,22.9,39.2,24.8,40.4,19.3,48.1,20.9,135.8,107.1,185.8,113.3,122.0,46.8,152.7,46.2,147.2,38.6,145.2,49.4,109.5,106.1,147.0,119.2,10
4,0,1,4.7,8.24,24.92,17.14,40.3,17.52,6.3,6.3,9.6,14.34,39.0,53.56,24.98,64.6,2.0,0.0,0.9,1.9,0.8,2.6,29.3,22.9,39.2,24.8,40.4,19.3,48.1,20.9,135.8,107.1,185.8,113.3,122.0,46.8,152.7,46.2,147.2,38.6,145.2,49.4,109.5,106.1,147.0,119.2,1
1,1,0,4.1,2.71,26.71,0.56,0.0,20.94,4.0,4.0,4.4,2.92,22.6,27.32,2.0,0.0,2.0,0.0,0.9,1.9,0.8,2.6,29.3,22.9,39.2,24.8,40.4,19.3,48.1,20.9,135.8,107.1,185.8,113.3,122.0,46.8,152.7,46.2,147.2,38.6,145.2,49.4,109.5,106.1,147.0,119.2,3
3,0,1,4.0,6.44,25.64,24.76,14.2,18.4,4.0,4.0,4.75,7.35,22.0,30.7,26.32,16.75,2.0,0.0,0.9,1.9,0.8,2.6,29.3,22.9,39.2,24.8,40.4,19.3,48.1,20.9,135.8,107.1,185.8,113.3,122.0,46.8,152.7,46.2,147.2,38.6,145.2,49.4,109.5,106.1,147.0,119.2,5
3,0,1,3.1,4.14,15.72,11.02,14.65,11.15,6.3,6.3,4.8,5.1,14.4,19.12,8.36,23.6,2.0,0.0,0.9,1.9,0.8,2.6,29.3,22.9,39.2,24.8,40.4,19.3,48.1,20.9,135.8,107.1,185.8,113.3,122.0,46.8,152.7,46.2,147.2,38.6,145.2,49.4,109.5,106.1,147.0,119.2,2
2,1,0,3.0,2.76,13.18,8.5,5.81,12.96,3.3,3.3,3.6,2.66,17.0,12.16,14.04,0.6,2.0,0.0,0.9,1.9,0.8,2.6,29.3,22.9,39.2,24.8,40.4,19.3,48.1,20.9,135.8,107.1,185.8,113.3,122.0,46.8,152.7,46.2,147.2,38.6,145.2,49.4,109.5,106.1,147.0,119.2,2
3,0,1,2.6,2.53,10.8,4.13,10.65,8.43,5.7,5.7,3.8,3.3,12.4,17.0,7.22,8.8,2.0,0.0,0.9,1.9,0.8,2.6,29.3,22.9,39.2,24.8,40.4,19.3,48.1,20.9,135.8,107.1,185.8,113.3,122.0,46.8,152.7,46.2,147.2,38.6,145.2,49.4,109.5,106.1,147.0,119.2,2
3,0,1,3.6,5.73,14.6,16.28,26.62,9.93,9.0,9.0,6.2,10.5,18.6,30.12,21.74,53.2,2.0,0.0,0.9,1.9,0.8,2.6,29.3,22.9,39.2,24.8,40.4,19.3,48.1,20.9,135.8,107.1,185.8,113.3,122.0,46.8,152.7,46.2,147.2,38.6,145.2,49.4,109.5,106.1,147.0,119.2,2
2,1,0,3.2,2.76,14.95,4.41,8.26,15.47,3.0,3.0,4.8,3.64,19.2,15.6,6.02,15.0,2.0,0.0,0.9,1.9,0.8,2.6,29.3,22.9,39.2,24.8,40.4,19.3,48.1,20.9,135.8,107.1,185.8,113.3,122.0,46.8,152.7,46.2,147.2,38.6,145.2,49.4,109.5,106.1,147.0,119.2,5
3,0,1,5.5,8.24,27.2,26.53,28.77,19.31,10.5,10.5,8.0,8.76,26.4,35.88,22.88,29.6,4.0,1.0,1.4,1.1,1.4,1.8,18.4,12.9,18.0,14.6,27.0,13.3,19.7,9.7,90.7,82.0,91.8,74.0,79.1,30.1,53.7,13.6,100.9,20.5,53.6,8.4,69.5,72.4,66.6,68.8,4
