element_type,defender,attacker,points_per_game,ict_index_pg,influence_pg,creativity_pg,threat_pg,bps_pg,form,ep_next,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_atk,opp_ict_index_conceded_pg_def,opp_ict_index_conceded_pg_atk_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_atk,opp_influence_conceded_pg_def,opp_influence_conceded_pg_atk_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_atk,opp_creativity_conceded_pg_def,opp_creativity_conceded_pg_atk_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_atk,opp_threat_conceded_pg_def,opp_threat_conceded_pg_atk_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_atk,opp_bps_conceded_pg_def,opp_bps_conceded_pg_atk_last5,opp_bps_conceded_pg_def_last5,next_points
4,0,1,7.0,10.55,28.95,42.55,34.25,29.0,7.7,8.7,7.0,10.55,29.0,28.95,42.55,34.25,3,1,3.0,1.5,3.0,1.5,22.5,5.5,22.5,5.5,30.3,13.9,30.3,13.9,116.0,84.4,116.0,84.4,87.6,31.1,87.6,31.1,98.8,22.8,98.8,22.8,92.2,69.8,92.2,69.8,9
3,0,1,7.2,12.52,40.55,42.1,42.75,27.25,6.7,7.2,7.25,12.52,27.25,40.55,42.1,42.75,2,1,1.0,2.5,1.0,2.5,33.0,17.8,33.0,17.8,48.0,17.9,48.0,17.9,158.2,100.6,158.2,100.6,137.2,41.7,137.2,41.7,185.2,36.0,185.2,36.0,135.5,88.5,135.5,88.5,1
3,0,1,5.2,8.55,23.0,41.78,20.5,19.5,6.0,7.0,5.25,8.55,19.5,23.0,41.78,20.5,3,1,3.0,1.5,3.0,1.5,22.5,5.5,22.5,5.5,30.3,13.9,30.3,13.9,116.0,84.4,116.0,84.4,87.6,31.1,87.6,31.1,98.8,22.8,98.8,22.8,92.2,69.8,92.2,69.8,2
4,0,1,5.0,6.17,27.33,9.27,25.33,17.67,6.5,6.0,5.0,6.17,17.67,27.33,9.27,25.33,3,0,2.0,1.2,2.0,1.2,19.5,12.2,19.5,12.2,32.4,17.3,32.4,17.3,99.0,113.0,99.0,113.0,107.0,39.7,107.0,39.7,119.0,20.2,119.0,20.2,74.5,76.0,74.5,76.0,2
3,0,1,8.2,10.78,41.0,27.15,39.75,22.25,8.7,8.2,8.25,10.78,22.25,41.0,27.15,39.75,2,1,1.0,3.7,1.0,3.7,38.0,27.7,38.0,27.7,52.3,22.4,52.3,22.4,186.8,136.7,186.8,136.7,168.3,36.7,168.3,36.7,168.3,51.3,168.3,51.3,147.0,127.0,147.0,127.0,2
3,0,1,6.2,13.1,37.6,51.98,41.5,25.0,5.0,5.5,6.25,13.1,25.0,37.6,51.98,41.5,3,0,1.2,1.2,1.2,1.2,22.0,21.0,22.0,21.0,24.3,16.8,24.3,16.8,99.4,125.2,99.4,125.2,70.7,23.7,70.7,23.7,74.5,19.0,74.5,19.0,73.2,88.2,73.2,88.2,6
3,0,1,5.8,10.6,30.6,44.15,31.0,22.5,6.0,5.5,5.75,10.6,22.5,30.6,44.15,31.0,5,0,2.8,0.5,2.8,0.5,12.0,10.2,12.0,10.2,13.4,10.6,13.4,10.6,38.2,79.8,38.2,79.8,50.2,7.1,50.2,7.1,48.0,19.0,48.0,19.0,39.0,71.5,39.0,71.5,2
3,0,1,4.5,10.02,32.25,47.15,21.25,18.75,5.0,5.5,4.5,10.02,18.75,32.25,47.15,21.25,2,0,1.0,1.8,1.0,1.8,26.2,19.0,26.2,19.0,49.5,22.4,49.5,22.4,140.0,116.8,140.0,116.8,171.7,67.1,171.7,67.1,182.8,40.8,182.8,40.8,111.0,97.8,111.0,97.8,1
3,0,1,5.0,10.42,27.35,50.58,26.5,24.5,6.3,5.8,5.0,10.42,24.5,27.35,50.58,26.5,2,0,1.0,2.0,1.0,2.0,29.0,18.2,29.0,18.2,48.5,19.9,48.5,19.9,147.5,108.0,147.5,108.0,156.3,53.3,156.3,53.3,183.0,38.2,183.0,38.2,108.5,102.0,108.5,102.0,5
4,0,1,2.5,7.95,17.3,15.45,46.75,7.75,3.0,3.0,2.5,7.95,7.75,17.3,15.45,46.75,4,1,2.0,1.0,2.0,1.0,22.0,6.5,22.0,6.5,25.8,12.9,25.8,12.9,99.6,96.3,99.6,96.3,77.9,19.2,77.9,19.2,81.0,13.5,81.0,13.5,75.8,63.5,75.8,63.5,1
