element_type,defender,attacker,points_per_game,ict_index_pg,influence_pg,creativity_pg,threat_pg,bps_pg,form,ep_next,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_atk,opp_ict_index_conceded_pg_def,opp_ict_index_conceded_pg_atk_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_atk,opp_influence_conceded_pg_def,opp_influence_conceded_pg_atk_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_atk,opp_creativity_conceded_pg_def,opp_creativity_conceded_pg_atk_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_atk,opp_threat_conceded_pg_def,opp_threat_conceded_pg_atk_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_atk,opp_bps_conceded_pg_def,opp_bps_conceded_pg_atk_last5,opp_bps_conceded_pg_def_last5,next_points
3,0,1,5.6,8.43,22.66,22.39,39.33,17.48,7.3,7.8,6.71,7.87,20.14,26.11,14.74,38.0,2,0,1.4,1.4,1.2,1.4,26.4,17.4,29.4,20.4,39.2,16.7,38.1,18.1,124.5,98.1,127.8,108.8,115.5,37.4,129.2,36.1,153.1,31.8,124.2,35.8,97.1,92.1,105.4,110.6,7
2,1,0,3.4,3.74,12.85,16.81,8.38,11.88,4.5,5.0,3.8,3.86,14.6,16.16,17.78,4.8,3,0,0.9,1.3,1.5,2.0,25.0,22.4,34.5,30.0,33.6,17.8,46.4,24.0,111.8,109.9,164.8,142.2,106.1,39.1,149.2,57.1,118.1,28.8,149.5,40.8,97.0,103.3,137.8,143.8,6
3,0,1,4.0,5.55,16.69,9.86,28.92,10.04,1.2,1.2,2.2,4.36,7.6,13.4,13.56,16.6,3,1,1.0,1.0,1.2,1.2,23.0,20.9,25.2,27.0,32.2,16.9,33.8,21.1,107.8,107.8,129.8,133.7,99.0,33.5,110.3,39.5,115.5,27.4,98.2,37.8,79.2,97.1,96.5,127.8,7
3,0,1,5.8,8.85,26.54,34.5,27.42,22.42,5.0,5.5,4.57,9.03,20.14,25.34,43.0,22.0,2,0,1.4,1.4,1.2,1.4,26.4,17.4,29.4,20.4,39.2,16.7,38.1,18.1,124.5,98.1,127.8,108.8,115.5,37.4,129.2,36.1,153.1,31.8,124.2,35.8,97.1,92.1,105.4,110.6,2
3,0,1,3.5,5.39,15.38,24.62,13.96,9.83,5.2,5.2,4.8,6.12,13.0,22.2,28.98,10.2,3,1,1.8,1.2,2.7,1.3,22.3,12.0,27.7,19.3,27.0,13.4,27.3,19.6,99.4,90.4,116.1,155.2,75.6,23.4,85.3,14.9,95.5,20.5,72.3,25.3,79.5,72.6,88.3,108.7,9
3,0,1,4.9,7.58,22.34,20.36,33.08,15.88,5.2,5.7,6.17,6.12,19.83,23.8,21.82,15.67,2,0,1.4,1.4,1.2,1.4,26.4,17.4,29.4,20.4,39.2,16.7,38.1,18.1,124.5,98.1,127.8,108.8,115.5,37.4,129.2,36.1,153.1,31.8,124.2,35.8,97.1,92.1,105.4,110.6,5
3,0,1,2.8,4.12,10.72,14.13,16.29,9.06,2.0,2.5,2.0,5.97,10.5,9.65,29.35,20.75,2,1,0.7,1.4,1.0,1.4,26.3,23.9,29.6,33.2,37.2,16.8,40.9,24.6,119.5,95.1,128.3,126.2,115.1,41.2,144.8,61.0,137.8,31.2,135.6,58.4,93.1,102.9,104.2,137.0,1
3,0,1,5.6,9.12,27.45,31.04,32.7,18.96,5.8,6.3,5.86,9.34,18.0,29.31,24.61,39.43,2,0,1.4,1.4,1.2,1.4,26.4,17.4,29.4,20.4,39.2,16.7,38.1,18.1,124.5,98.1,127.8,108.8,115.5,37.4,129.2,36.1,153.1,31.8,124.2,35.8,97.1,92.1,105.4,110.6,18
3,0,1,5.3,9.15,29.73,32.91,28.68,20.79,1.2,1.2,4.0,9.12,21.0,23.75,43.75,23.5,3,1,1.0,1.0,1.2,1.2,23.0,20.9,25.2,27.0,32.2,16.9,33.8,21.1,107.8,107.8,129.8,133.7,99.0,33.5,110.3,39.5,115.5,27.4,98.2,37.8,79.2,97.1,96.5,127.8,4
4,0,1,4.3,6.94,21.4,10.09,38.0,13.67,3.3,3.8,3.0,5.75,10.25,15.65,8.65,33.25,2,1,0.7,1.4,1.0,1.4,26.3,23.9,29.6,33.2,37.2,16.8,40.9,24.6,119.5,95.1,128.3,126.2,115.1,41.2,144.8,61.0,137.8,31.2,135.6,58.4,93.1,102.9,104.2,137.0,13
2,1,0,6.1,7.88,25.31,49.17,4.2,26.6,2.3,2.8,2.25,6.98,13.75,22.3,41.2,6.0,2,1,0.7,1.4,1.0,1.4,26.3,23.9,29.6,33.2,37.2,16.8,40.9,24.6,119.5,95.1,128.3,126.2,115.1,41.2,144.8,61.0,137.8,31.2,135.6,58.4,93.1,102.9,104.2,137.0,2
2,1,0,4.3,4.11,15.87,16.81,8.4,20.05,5.5,6.0,5.0,5.69,23.71,21.14,25.26,10.43,2,0,1.4,1.4,1.2,1.4,26.4,17.4,29.4,20.4,39.2,16.7,38.1,18.1,124.5,98.1,127.8,108.8,115.5,37.4,129.2,36.1,153.1,31.8,124.2,35.8,97.1,92.1,105.4,110.6,2
4,0,1,6.0,8.39,30.26,13.27,40.54,19.83,5.8,5.8,6.4,7.24,18.8,27.48,9.88,35.4,2,0,0.7,1.4,0.8,2.0,25.2,18.6,23.6,16.6,37.5,16.1,24.7,11.4,111.1,89.3,95.6,82.9,118.2,43.0,68.6,25.0,146.0,28.9,82.8,6.4,87.0,89.1,81.2,84.8,2
4,0,1,6.5,10.61,33.96,20.58,51.56,24.48,6.5,7.0,5.6,7.74,21.4,29.2,17.78,30.2,2,1,0.8,1.8,1.0,3.0,28.4,20.0,44.5,25.0,41.4,15.3,57.6,22.6,130.1,89.9,205.4,123.4,134.7,37.2,194.2,63.3,149.8,25.9,178.2,39.5,101.9,91.1,166.8,119.0,6
2,1,0,3.7,3.06,12.76,11.83,5.93,13.07,5.2,5.2,4.4,5.2,17.4,20.24,23.76,7.8,3,0,1.4,1.8,1.2,2.2,29.2,17.9,51.0,40.0,38.7,15.6,60.8,24.2,132.3,91.6,240.2,150.4,118.7,41.4,185.2,63.2,136.8,23.0,184.8,27.5,105.4,93.7,173.5,176.5,1
3,0,1,3.3,4.74,14.21,13.39,19.79,10.12,2.3,2.8,2.67,5.1,11.67,16.73,12.83,21.33,2,1,0.7,1.4,1.0,1.4,26.3,23.9,29.6,33.2,37.2,16.8,40.9,24.6,119.5,95.1,128.3,126.2,115.1,41.2,144.8,61.0,137.8,31.2,135.6,58.4,93.1,102.9,104.2,137.0,7
