element_type,defender,attacker,points_per_game,ict_index_pg,influence_pg,creativity_pg,threat_pg,bps_pg,form,ep_next,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_atk,opp_ict_index_conceded_pg_def,opp_ict_index_conceded_pg_atk_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_atk,opp_influence_conceded_pg_def,opp_influence_conceded_pg_atk_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_atk,opp_creativity_conceded_pg_def,opp_creativity_conceded_pg_atk_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_atk,opp_threat_conceded_pg_def,opp_threat_conceded_pg_atk_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_atk,opp_bps_conceded_pg_def,opp_bps_conceded_pg_atk_last5,opp_bps_conceded_pg_def_last5,next_points
3,0,1,2.7,3.8,15.0,20.15,2.73,14.67,2.0,1.5,2.33,3.03,14.33,11.8,18.4,0.0,3.0,1.0,1.4,1.3,0.8,0.6,21.1,14.7,13.2,10.2,32.4,15.8,20.2,9.9,101.1,95.5,62.1,53.5,99.5,31.4,63.0,22.9,123.6,31.0,77.2,21.8,78.0,82.3,44.6,54.0,2
3,0,1,2.5,3.18,11.32,9.02,11.35,8.29,1.5,1.0,4.33,5.5,16.67,23.07,11.0,21.0,3.0,1.0,1.4,1.3,0.8,0.6,21.1,14.7,13.2,10.2,32.4,15.8,20.2,9.9,101.1,95.5,62.1,53.5,99.5,31.4,63.0,22.9,123.6,31.0,77.2,21.8,78.0,82.3,44.6,54.0,12
4,0,1,3.8,4.76,15.93,4.75,27.0,13.57,5.0,4.5,3.67,6.87,12.0,17.67,8.73,42.33,3.0,1.0,1.4,1.3,0.8,0.6,21.1,14.7,13.2,10.2,32.4,15.8,20.2,9.9,101.1,95.5,62.1,53.5,99.5,31.4,63.0,22.9,123.6,31.0,77.2,21.8,78.0,82.3,44.6,54.0,2
1,1,0,3.8,2.51,25.18,0.0,0.0,19.11,0.5,0.0,2.67,1.83,15.67,18.53,0.0,0.0,3.0,1.0,1.4,1.3,0.8,0.6,21.1,14.7,13.2,10.2,32.4,15.8,20.2,9.9,101.1,95.5,62.1,53.5,99.5,31.4,63.0,22.9,123.6,31.0,77.2,21.8,78.0,82.3,44.6,54.0,2
2,1,0,3.6,2.74,17.44,0.44,9.4,14.8,0.5,0.0,1.0,1.3,13.0,10.0,0.5,2.0,3.0,1.0,1.4,1.3,0.8,0.6,21.1,14.7,13.2,10.2,32.4,15.8,20.2,9.9,101.1,95.5,62.1,53.5,99.5,31.4,63.0,22.9,123.6,31.0,77.2,21.8,78.0,82.3,44.6,54.0,1
3,0,1,1.2,0.96,6.24,2.84,0.2,5.4,1.5,1.0,1.5,1.25,7.0,8.9,2.9,0.5,3.0,1.0,1.4,1.3,0.8,0.6,21.1,14.7,13.2,10.2,32.4,15.8,20.2,9.9,101.1,95.5,62.1,53.5,99.5,31.4,63.0,22.9,123.6,31.0,77.2,21.8,78.0,82.3,44.6,54.0,2
4,0,1,3.9,7.41,18.4,13.74,41.94,12.44,1.0,0.5,7.0,15.4,24.0,35.0,23.55,95.5,3.0,1.0,1.4,1.3,0.8,0.6,21.1,14.7,13.2,10.2,32.4,15.8,20.2,9.9,101.1,95.5,62.1,53.5,99.5,31.4,63.0,22.9,123.6,31.0,77.2,21.8,78.0,82.3,44.6,54.0,2
3,0,1,2.9,4.45,11.99,19.62,12.76,10.71,3.5,3.0,3.33,7.77,11.67,15.13,31.83,30.67,3.0,1.0,1.4,1.3,0.8,0.6,21.1,14.7,13.2,10.2,32.4,15.8,20.2,9.9,101.1,95.5,62.1,53.5,99.5,31.4,63.0,22.9,123.6,31.0,77.2,21.8,78.0,82.3,44.6,54.0,2
2,1,0,3.1,4.02,15.79,10.45,13.95,14.95,1.0,0.5,2.67,6.0,15.33,15.8,25.67,18.67,3.0,1.0,1.4,1.3,0.8,0.6,21.1,14.7,13.2,10.2,32.4,15.8,20.2,9.9,101.1,95.5,62.1,53.5,99.5,31.4,63.0,22.9,123.6,31.0,77.2,21.8,78.0,82.3,44.6,54.0,1
2,1,0,3.0,3.06,16.86,2.22,11.61,13.17,0.5,0.0,2.0,1.2,11.33,8.73,0.4,3.0,3.0,1.0,1.4,1.3,0.8,0.6,21.1,14.7,13.2,10.2,32.4,15.8,20.2,9.9,101.1,95.5,62.1,53.5,99.5,31.4,63.0,22.9,123.6,31.0,77.2,21.8,78.0,82.3,44.6,54.0,1
