element_type,defender,attacker,points_per_game,ict_index_pg,influence_pg,creativity_pg,threat_pg,bps_pg,form,ep_next,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_atk,opp_ict_index_conceded_pg_def,opp_ict_index_conceded_pg_atk_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_atk,opp_influence_conceded_pg_def,opp_influence_conceded_pg_atk_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_atk,opp_creativity_conceded_pg_def,opp_creativity_conceded_pg_atk_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_atk,opp_threat_conceded_pg_def,opp_threat_conceded_pg_atk_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_atk,opp_bps_conceded_pg_def,opp_bps_conceded_pg_atk_last5,opp_bps_conceded_pg_def_last5,next_points
4,0,1,3.7,6.23,13.6,8.4,40.67,11.67,3.7,4.7,3.67,6.23,11.67,13.6,8.4,40.67,2,0,0.8,2.0,0.8,2.0,30.5,20.2,30.5,20.2,43.6,25.0,43.6,25.0,137.2,123.6,137.2,123.6,128.5,67.8,128.5,67.8,170.5,58.8,170.5,58.8,111.8,100.2,111.8,100.2,2
2,1,0,2.2,6.38,14.7,32.9,16.0,15.5,2.7,3.7,2.25,6.38,15.5,14.7,32.9,16.0,2,0,0.8,2.0,0.8,2.0,30.5,20.2,30.5,20.2,43.6,25.0,43.6,25.0,137.2,123.6,137.2,123.6,128.5,67.8,128.5,67.8,170.5,58.8,170.5,58.8,111.8,100.2,111.8,100.2,6
3,0,1,3.3,11.03,16.8,45.63,47.67,11.67,2.7,3.7,3.33,11.03,11.67,16.8,45.63,47.67,2,0,0.8,2.0,0.8,2.0,30.5,20.2,30.5,20.2,43.6,25.0,43.6,25.0,137.2,123.6,137.2,123.6,128.5,67.8,128.5,67.8,170.5,58.8,170.5,58.8,111.8,100.2,111.8,100.2,3
3,0,1,1.8,4.75,10.7,16.62,20.25,9.5,1.7,2.7,1.75,4.75,9.5,10.7,16.62,20.25,2,0,0.8,2.0,0.8,2.0,30.5,20.2,30.5,20.2,43.6,25.0,43.6,25.0,137.2,123.6,137.2,123.6,128.5,67.8,128.5,67.8,170.5,58.8,170.5,58.8,111.8,100.2,111.8,100.2,3
3,0,1,1.8,6.0,7.4,20.23,32.75,7.5,2.0,3.0,1.75,6.0,7.5,7.4,20.23,32.75,2,0,0.8,2.0,0.8,2.0,30.5,20.2,30.5,20.2,43.6,25.0,43.6,25.0,137.2,123.6,137.2,123.6,128.5,67.8,128.5,67.8,170.5,58.8,170.5,58.8,111.8,100.2,111.8,100.2,6
2,1,0,8.0,3.1,22.2,0.8,8.0,28.0,2.7,3.7,8.0,3.1,28.0,22.2,0.8,8.0,2,0,0.8,2.0,0.8,2.0,30.5,20.2,30.5,20.2,43.6,25.0,43.6,25.0,137.2,123.6,137.2,123.6,128.5,67.8,128.5,67.8,170.5,58.8,170.5,58.8,111.8,100.2,111.8,100.2,7
2,1,0,3.0,2.7,11.6,15.6,0.0,15.5,1.7,2.7,3.0,2.7,15.5,11.6,15.6,0.0,2,0,0.8,2.0,0.8,2.0,30.5,20.2,30.5,20.2,43.6,25.0,43.6,25.0,137.2,123.6,137.2,123.6,128.5,67.8,128.5,67.8,170.5,58.8,170.5,58.8,111.8,100.2,111.8,100.2,7
1,1,0,3.0,1.67,16.73,0.0,0.0,16.33,2.3,1.7,3.0,1.67,16.33,16.73,0.0,0.0,2,1,2.5,1.0,2.5,1.0,20.0,8.0,20.0,8.0,33.5,16.3,33.5,16.3,109.4,108.5,109.4,108.5,104.2,35.0,104.2,35.0,121.2,19.5,121.2,19.5,90.0,69.2,90.0,69.2,8
3,0,1,3.7,6.43,23.27,33.67,7.0,19.33,1.3,1.3,3.67,6.43,19.33,23.27,33.67,7.0,2,1,2.5,1.0,2.5,1.0,20.0,8.0,20.0,8.0,33.5,16.3,33.5,16.3,109.4,108.5,109.4,108.5,104.2,35.0,104.2,35.0,121.2,19.5,121.2,19.5,90.0,69.2,90.0,69.2,1
2,1,0,5.0,4.3,16.93,4.03,22.33,20.33,5.0,5.0,5.0,4.3,20.33,16.93,4.03,22.33,2,1,2.5,1.0,2.5,1.0,20.0,8.0,20.0,8.0,33.5,16.3,33.5,16.3,109.4,108.5,109.4,108.5,104.2,35.0,104.2,35.0,121.2,19.5,121.2,19.5,90.0,69.2,90.0,69.2,6
