team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,9,20.0,8.0,2.2,0.9,1.8,1.0,9.0,5.0,5,0,159.0,49.0,202.8,112.2,728.4,831.2,590.1,211.4,712.0,76.0,566.0,517.0,17.7,5.4,18.6,6.0,22.5,12.5,20.4,10.5,80.9,92.4,88.8,76.2,65.6,23.5,51.2,22.6,79.1,8.4,64.6,6.4,62.9,57.4,64.2,49.4,262.0,185.0,29.1,20.6,426.2,132.2,47.4,14.7,1231.6,777.8,136.8,86.4,1268.1,262.7,140.9,29.2,1765.0,285.0,196.1,31.7,1004.0,833.0,111.6,92.6
2,AVL,9,6.0,10.0,0.7,1.1,0.6,0.6,3.0,3.0,5,0,180.0,170.0,252.2,131.9,782.8,795.0,683.4,257.6,1060.0,264.0,618.0,788.0,20.0,18.9,16.0,14.8,28.0,14.7,26.3,12.4,87.0,88.3,68.1,73.2,75.9,28.6,80.2,20.2,117.8,29.3,116.0,30.0,68.7,87.6,57.4,70.8,175.0,116.0,19.4,12.9,251.4,122.1,27.9,13.6,821.8,747.2,91.3,83.0,752.7,313.5,83.6,34.8,940.0,157.0,104.4,17.4,671.0,628.0,74.6,69.8
3,BOU,9,6.0,19.0,0.7,2.1,0.8,0.6,4.0,3.0,5,0,245.0,222.0,367.1,150.0,1112.4,752.8,1191.9,425.6,1364.0,322.0,893.0,938.0,27.2,24.7,17.0,16.2,40.8,16.7,30.3,13.6,123.6,83.6,73.8,65.5,132.4,47.3,108.0,41.5,151.6,35.8,121.0,29.2,99.2,104.2,64.0,77.0,161.0,126.0,17.9,14.0,162.3,108.9,18.0,12.1,677.6,815.6,75.3,90.6,433.4,205.5,48.2,22.8,512.0,65.0,56.9,7.2,570.0,706.0,63.3,78.4
4,BRE,9,15.0,12.0,1.7,1.3,1.2,1.2,6.0,6.0,5,0,191.0,141.0,295.3,147.7,941.0,880.8,888.5,395.5,1131.0,198.0,710.0,781.0,21.2,15.7,20.6,18.6,32.8,16.4,28.2,13.0,104.6,97.9,93.6,82.8,98.7,43.9,89.8,31.3,125.7,22.0,100.0,15.2,78.9,86.8,72.2,86.8,230.0,129.0,25.6,14.3,285.3,115.1,31.7,12.8,991.2,761.2,110.1,84.6,830.1,161.5,92.2,17.9,1035.0,223.0,115.0,24.8,855.0,669.0,95.0,74.3
5,BHA,9,14.0,8.0,1.6,0.9,1.8,1.4,9.0,7.0,5,0,148.0,66.0,207.5,105.1,686.0,586.4,598.4,241.3,796.0,222.0,562.0,468.0,16.4,7.3,18.0,2.6,23.1,11.7,21.2,7.7,76.2,65.2,88.2,52.4,66.5,26.8,49.3,15.6,88.4,24.7,75.4,8.6,62.4,52.0,70.2,34.6,244.0,121.0,27.1,13.4,305.5,81.7,33.9,9.1,1059.6,544.0,117.7,60.4,861.4,152.4,95.7,16.9,1132.0,118.0,125.8,13.1,832.0,576.0,92.4,64.0
6,CHE,9,10.0,10.0,1.1,1.1,1.0,0.8,5.0,4.0,5,0,172.0,89.0,218.7,112.8,865.0,684.6,577.3,213.3,744.0,227.0,631.0,513.0,19.1,9.9,13.2,5.4,24.3,12.5,16.8,6.0,96.1,76.1,72.1,44.1,64.1,23.7,43.5,6.4,82.7,25.2,52.0,9.2,70.1,57.0,56.2,34.6,145.0,136.0,16.1,15.1,233.9,167.9,26.0,18.7,701.8,945.2,78.0,105.0,707.6,411.7,78.6,45.7,924.0,319.0,102.7,35.4,526.0,751.0,58.4,83.4
7,CRY,9,8.0,11.0,0.9,1.2,0.4,0.6,2.0,3.0,5,0,190.0,136.0,295.5,151.7,845.8,758.2,905.3,446.6,1212.0,313.0,707.0,689.0,21.1,15.1,15.2,12.6,32.8,16.9,22.9,13.2,94.0,84.2,54.4,62.8,100.6,49.6,67.1,37.7,134.7,34.8,107.2,31.8,78.6,76.6,48.6,55.8,151.0,85.0,16.8,9.4,224.9,104.0,25.0,11.6,748.6,761.6,83.2,84.6,672.1,189.8,74.7,21.1,824.0,85.0,91.6,9.4,577.0,553.0,64.1,61.4
8,EVE,9,7.0,7.0,0.8,0.8,0.8,0.4,4.0,2.0,5,0,181.0,129.0,324.4,163.5,857.2,822.6,1014.1,474.1,1381.0,336.0,627.0,679.0,20.1,14.3,15.4,10.6,36.0,18.2,33.4,16.7,95.2,91.4,79.4,75.6,112.7,52.7,111.5,50.8,153.4,37.3,144.4,40.4,69.7,75.4,53.0,58.8,152.0,156.0,16.9,17.3,250.9,166.4,27.9,18.5,735.2,1086.2,81.7,120.7,739.4,284.3,82.2,31.6,1034.0,291.0,114.9,32.3,548.0,757.0,60.9,84.1
9,FUL,9,13.0,15.0,1.4,1.7,1.4,1.8,7.0,9.0,5,0,224.0,133.0,356.0,135.2,1088.8,728.6,947.6,298.6,1528.0,327.0,795.0,689.0,24.9,14.8,24.6,11.4,39.6,15.0,37.4,14.6,121.0,81.0,125.7,66.2,105.3,33.2,95.8,37.7,169.8,36.3,152.0,42.6,88.3,76.6,86.6,68.0,194.0,91.0,21.6,10.1,274.3,116.5,30.5,12.9,902.6,896.6,100.3,99.6,758.2,200.0,84.2,22.2,1077.0,65.0,119.7,7.2,688.0,611.0,76.4,67.9
10,LEI,9,14.0,22.0,1.6,2.4,1.6,2.4,8.0,12.0,5,0,270.0,98.0,330.4,115.8,1341.8,693.0,866.5,255.4,1096.0,208.0,1020.0,624.0,30.0,10.9,29.8,10.4,36.7,12.9,36.6,12.3,149.1,77.0,143.6,70.9,96.3,28.4,93.7,23.9,121.8,23.1,129.2,27.4,113.3,69.3,107.0,66.6,207.0,71.0,23.0,7.9,274.4,107.9,30.5,12.0,1044.4,690.0,116.0,76.7,844.8,269.7,93.9,30.0,862.0,118.0,95.8,13.1,834.0,617.0,92.7,68.6
