team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,12.0,10.0,15.0,0.8,1.2,0.2,1.6,1.0,8.0,5.0,0,281.0,276.0,370.0,190.7,1078.2,1178.0,1158.9,438.1,1482.0,290.0,992.0,1238.0,23.4,23.0,28.0,30.4,30.8,15.9,38.0,15.6,89.8,98.2,114.9,103.5,96.6,36.5,116.9,24.6,123.5,24.2,149.2,28.0,82.7,103.2,92.8,118.2
2,12.0,21.0,13.0,1.8,1.1,1.2,0.8,6.0,4.0,5.0,0,218.0,109.0,339.8,165.7,1088.8,1078.4,1020.4,308.5,1304.0,267.0,821.0,735.0,18.2,9.1,15.4,9.0,28.3,13.8,23.0,12.6,90.7,89.9,74.8,86.6,85.0,25.7,71.0,17.8,108.7,22.2,85.4,21.2,68.4,61.2,59.6,53.6
3,12.0,15.0,21.0,1.2,1.8,0.8,1.4,4.0,7.0,5.0,0,314.0,197.0,342.4,171.5,1349.4,1186.2,1005.3,256.4,1085.0,269.0,1134.0,987.0,26.2,16.4,25.8,21.6,28.5,14.3,30.8,15.8,112.4,98.8,103.5,106.4,83.8,21.4,99.5,25.6,90.4,22.4,105.2,26.2,94.5,82.2,91.0,95.8
4,12.0,6.0,18.0,0.5,1.5,0.6,1.2,3.0,6.0,5.0,0,300.0,281.0,456.7,197.4,1416.6,1054.6,1435.6,454.2,1713.0,464.0,1166.0,1183.0,25.0,23.4,23.0,21.8,38.1,16.4,48.1,17.8,118.0,87.9,121.7,91.6,119.6,37.8,165.3,44.6,142.8,38.7,193.6,41.8,97.2,98.6,98.8,102.4
5,12.0,25.0,12.0,2.1,1.0,1.8,0.6,9.0,3.0,5.0,0,252.0,187.0,314.6,167.1,1080.4,1144.4,1061.0,254.2,1013.0,268.0,949.0,1020.0,21.0,15.6,18.8,16.6,26.2,13.9,21.5,12.3,90.0,95.4,78.0,91.6,88.4,21.2,69.4,14.6,84.4,22.3,68.4,16.4,79.1,85.0,65.0,87.4
6,12.0,18.0,17.0,1.5,1.4,2.0,1.2,10.0,6.0,5.0,0,278.0,221.0,403.6,226.8,1306.8,1256.2,1272.1,583.9,1462.0,424.0,1064.0,1143.0,23.2,18.4,22.6,16.2,33.6,18.9,28.9,16.1,108.9,104.7,106.5,99.6,106.0,48.7,84.4,34.8,121.8,35.3,99.0,26.0,88.7,95.2,87.2,89.2
7,12.0,21.0,18.0,1.8,1.5,1.2,1.4,6.0,7.0,5.0,0,308.0,146.0,451.6,188.6,1569.2,1128.2,1264.4,470.4,1684.0,282.0,1171.0,924.0,25.7,12.2,25.0,16.4,37.6,15.7,39.0,17.2,130.8,94.0,131.4,106.7,105.4,39.2,118.0,45.9,140.3,23.5,141.6,18.8,97.6,77.0,97.0,85.2
8,12.0,12.0,22.0,1.0,1.8,1.0,1.6,5.0,8.0,5.0,0,353.0,257.0,470.7,200.0,1693.6,1199.2,1159.8,471.7,1849.0,327.0,1293.0,1216.0,29.4,21.4,29.2,20.8,39.2,16.7,41.3,18.2,141.1,99.9,145.0,102.1,96.6,39.3,93.8,55.5,154.1,27.2,173.6,24.4,107.8,101.3,117.8,98.4
9,12.0,24.0,15.0,2.0,1.2,1.4,1.2,7.0,6.0,5.0,0,268.0,177.0,380.6,196.4,1197.2,1141.2,1163.5,500.5,1451.0,324.0,921.0,992.0,22.3,14.8,24.6,13.4,31.7,16.4,34.3,15.3,99.8,95.1,114.4,96.1,97.0,41.7,96.8,41.8,120.9,27.0,132.4,14.8,76.8,82.7,86.0,73.8
10,12.0,17.0,22.0,1.4,1.8,0.8,1.8,4.0,9.0,5.0,0,307.0,215.0,513.0,209.5,1564.8,1343.8,1536.1,355.8,2029.0,395.0,1128.0,1015.0,25.6,17.9,24.6,21.4,42.8,17.5,43.2,19.1,130.4,112.0,131.8,118.8,128.0,29.6,129.5,35.4,169.1,32.9,170.8,36.0,94.0,84.6,87.8,87.6
11,12.0,27.0,18.0,2.2,1.5,2.0,0.6,10.0,3.0,5.0,0,277.0,90.0,363.3,178.4,1454.2,1320.4,906.7,283.0,1276.0,180.0,1050.0,847.0,23.1,7.5,18.6,7.0,30.3,14.9,28.7,12.0,121.2,110.0,92.4,88.8,75.6,23.6,83.8,22.3,106.3,15.0,111.8,9.8,87.5,70.6,64.2,61.4
12,12.0,17.0,11.0,1.4,0.9,1.6,0.6,8.0,3.0,5.0,0,228.0,162.0,266.0,153.1,1011.8,1094.4,780.0,222.4,872.0,209.0,896.0,871.0,19.0,13.5,21.0,16.8,22.2,12.8,21.4,12.0,84.3,91.2,80.5,85.5,65.0,18.5,68.7,20.3,72.7,17.4,65.2,13.6,74.7,72.6,78.6,85.8
13,12.0,19.0,17.0,1.6,1.4,2.0,0.8,10.0,4.0,5.0,0,269.0,208.0,356.5,183.8,1300.4,1151.4,991.0,378.2,1270.0,311.0,1042.0,1109.0,22.4,17.3,19.0,15.4,29.7,15.3,26.7,15.8,108.4,96.0,87.5,94.4,82.6,31.5,80.2,34.0,105.8,25.9,99.6,29.4,86.8,92.4,70.6,90.8
14,12.0,14.0,16.0,1.2,1.3,0.8,1.0,4.0,5.0,5.0,0,271.0,176.0,461.7,175.0,1336.2,953.6,1545.1,391.9,1745.0,398.0,1072.0,919.0,22.6,14.7,19.2,16.8,38.5,14.6,29.1,13.2,111.4,79.5,88.0,77.5,128.8,32.7,108.2,27.2,145.4,33.2,95.0,27.6,89.3,76.6,71.0,85.0
15,12.0,5.0,21.0,0.4,1.8,0.4,2.2,2.0,11.0,5.0,0,338.0,352.0,512.6,230.1,1525.6,1332.8,1717.6,509.4,1885.0,454.0,1307.0,1399.0,28.2,29.3,32.6,30.0,42.7,19.2,46.2,19.7,127.1,111.1,145.1,106.6,143.1,42.4,149.1,41.3,157.1,37.8,167.0,49.4,108.9,116.6,124.0,119.6
