team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,37,56.0,47.0,1.5,1.3,2.2,2.2,11.0,11.0,5,0,749.0,557.0,1081.5,589.2,3586.4,3640.4,3259.9,1243.4,3997.0,1008.0,2829.0,3136.0,20.2,15.0,31.8,28.6,29.2,15.9,43.4,33.0,96.9,98.4,137.0,203.5,88.1,33.6,145.8,55.8,108.0,27.2,153.4,70.2,76.5,84.8,121.0,164.0
2,AVL,37,50.0,51.0,1.4,1.4,1.6,1.0,8.0,5.0,5,0,879.0,588.0,1260.3,668.9,4035.0,3872.0,3749.8,1478.1,4844.0,1337.0,3122.0,3268.0,23.8,15.9,19.6,17.4,34.1,18.1,27.0,21.2,109.0,104.6,78.0,104.0,101.4,40.0,91.9,56.1,130.9,36.1,101.0,51.2,84.4,88.3,69.0,90.0
3,BRE,37,47.0,54.0,1.3,1.5,1.6,1.2,8.0,6.0,5,0,864.0,654.0,1229.2,655.0,4059.8,3805.6,4069.3,1407.4,4170.0,1337.0,3287.0,3338.0,23.4,17.7,26.8,23.2,33.2,17.7,40.4,21.5,109.7,102.8,134.0,135.8,110.0,38.0,119.4,50.9,112.7,36.1,150.8,28.8,88.8,90.2,111.0,118.8
4,BHA,37,39.0,43.0,1.0,1.2,2.2,1.2,11.0,6.0,5,0,975.0,800.0,1382.1,687.7,4439.0,4022.6,3981.8,1421.6,5416.0,1429.0,3490.0,3729.0,26.4,21.6,25.8,13.4,37.4,18.6,41.8,18.5,120.0,108.7,117.6,111.2,107.6,38.4,143.5,30.2,146.4,38.6,159.4,42.8,94.3,100.8,97.8,92.4
5,BUR,37,33.0,51.0,0.9,1.4,1.6,1.4,8.0,7.0,5,0,1003.0,802.0,1596.8,727.2,4509.2,3892.8,4987.0,1749.6,6485.0,1620.0,3724.0,3792.0,27.1,21.7,25.4,19.8,43.2,19.6,44.3,24.6,121.9,105.2,117.9,125.4,134.8,47.3,128.6,76.0,175.3,43.8,196.6,44.0,100.6,102.5,96.4,109.8
6,CHE,37,74.0,32.0,2.0,0.9,2.0,1.8,10.0,9.0,5,0,634.0,399.0,894.6,541.5,2869.8,3433.6,2654.3,1058.2,3444.0,917.0,2287.0,2578.0,17.1,10.8,18.8,12.6,24.2,14.6,21.0,11.2,77.6,92.8,79.7,83.1,71.7,28.6,57.2,15.2,93.1,24.8,72.4,13.2,61.8,69.7,64.6,63.8
7,CRY,37,49.0,46.0,1.3,1.2,1.2,1.2,6.0,6.0,5,0,852.0,703.0,1171.9,638.4,3812.2,3835.8,3372.2,1473.8,4572.0,1076.0,2959.0,3330.0,23.0,19.0,34.6,31.2,31.7,17.2,46.8,27.1,103.0,103.7,159.4,172.8,91.1,39.8,131.8,65.1,123.6,29.1,179.4,33.4,80.0,90.0,122.4,138.8
8,EVE,37,42.0,61.0,1.1,1.6,1.8,1.8,9.0,9.0,5,0,845.0,741.0,1261.3,694.0,4172.6,4007.4,3742.8,1546.3,4707.0,1382.0,3258.0,3474.0,22.8,20.0,21.8,16.8,34.1,18.8,37.0,23.4,112.8,108.3,112.5,107.1,101.2,41.8,125.1,63.9,127.2,37.4,132.8,63.0,88.0,93.9,92.0,87.6
9,LEI,37,58.0,58.0,1.6,1.6,2.6,2.0,13.0,10.0,5,0,935.0,613.0,1558.9,793.2,4691.4,4248.0,4952.3,1651.4,5959.0,2031.0,3645.0,3566.0,25.3,16.6,33.6,28.4,42.1,21.4,57.1,32.9,126.8,114.8,163.9,177.0,133.8,44.6,209.5,58.4,161.0,54.9,197.8,93.8,98.5,96.4,137.8,157.6
10,LEE,37,40.0,78.0,1.1,2.1,0.4,2.0,2.0,10.0,5,0,1002.0,748.0,1448.2,669.8,4928.4,3877.4,4096.7,1487.0,5470.0,1331.0,3474.0,3396.0,27.1,20.2,17.6,16.0,39.1,18.1,31.1,10.8,133.2,104.8,88.8,60.0,110.7,40.2,101.5,24.1,147.8,36.0,121.2,24.4,93.9,91.8,65.6,64.6
