team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,11.0,10.0,14.0,0.9,1.3,0.4,1.4,2.0,7.0,5.0,0,262.0,238.0,343.5,171.7,1017.0,1034.2,1040.8,434.9,1393.0,247.0,939.0,1100.0,23.8,21.6,27.0,24.6,31.2,15.6,36.6,14.6,92.4,94.0,110.3,85.2,94.6,39.5,111.0,34.5,126.6,22.4,145.8,26.8,85.4,100.0,92.6,103.2
2,11.0,20.0,13.0,1.8,1.2,1.6,1.6,8.0,8.0,5.0,0,209.0,99.0,301.0,151.2,1015.0,978.8,876.9,293.5,1134.0,237.0,766.0,677.0,19.0,9.0,21.8,9.8,27.4,13.8,21.8,13.5,92.3,89.0,99.0,98.2,79.7,26.7,58.1,17.3,103.1,21.6,62.6,19.0,69.6,61.6,76.2,58.4
3,11.0,15.0,18.0,1.4,1.6,1.0,1.2,5.0,6.0,5.0,0,270.0,163.0,290.9,149.9,1157.4,1045.6,876.4,197.1,892.0,253.0,995.0,839.0,24.6,14.8,22.0,17.4,26.4,13.6,25.3,14.0,105.2,95.0,84.9,95.6,79.7,17.9,89.0,17.8,81.1,23.0,80.8,26.8,90.4,76.3,79.2,80.2
4,11.0,5.0,18.0,0.4,1.6,0.4,1.8,2.0,9.0,5.0,0,294.0,271.0,418.4,172.6,1354.4,959.8,1285.3,375.5,1542.0,390.0,1126.0,1111.0,26.7,24.6,30.0,27.4,38.0,15.7,50.1,16.3,123.1,87.2,147.1,92.1,116.8,34.1,164.7,32.9,140.2,35.4,188.8,38.0,102.4,101.0,122.8,115.2
5,11.0,25.0,11.0,2.3,1.0,2.4,0.4,12.0,2.0,5.0,0,225.0,152.0,283.0,155.2,964.8,1054.6,963.9,251.0,910.0,242.0,867.0,897.0,20.4,13.8,16.0,10.8,25.7,14.1,17.2,12.3,87.7,95.9,62.4,92.4,87.6,22.8,59.4,17.3,82.7,22.0,51.6,12.8,78.8,81.6,58.6,76.4
6,11.0,17.0,16.0,1.6,1.4,1.8,1.4,9.0,7.0,5.0,0,252.0,209.0,373.5,210.4,1184.6,1171.8,1192.6,544.3,1363.0,385.0,960.0,1089.0,22.9,19.0,22.6,23.2,34.0,19.1,30.8,16.7,107.7,106.5,107.0,107.9,108.4,49.5,98.4,32.9,123.9,35.0,103.2,26.4,87.3,99.0,87.2,113.6
7,11.0,20.0,18.0,1.8,1.6,1.2,1.8,6.0,9.0,5.0,0,295.0,137.0,431.3,169.6,1505.8,1026.2,1182.6,435.6,1626.0,229.0,1099.0,869.0,26.8,12.4,28.2,17.0,39.2,15.4,41.4,16.3,136.9,93.3,141.3,106.6,107.5,39.6,116.0,44.2,147.8,20.8,157.6,12.2,99.9,79.0,103.8,88.8
8,11.0,11.0,21.0,1.0,1.9,1.2,1.4,6.0,7.0,5.0,0,326.0,248.0,433.3,183.3,1540.4,1111.6,1082.9,421.8,1707.0,297.0,1166.0,1154.0,29.6,22.6,26.0,20.0,39.4,16.7,38.8,17.9,140.0,101.0,128.9,106.4,98.4,38.4,93.0,52.3,155.2,27.0,165.8,20.0,106.0,104.9,100.4,100.4
9,11.0,21.0,15.0,1.9,1.4,1.6,1.4,8.0,7.0,5.0,0,254.0,172.0,350.8,183.7,1117.0,1046.6,1055.2,478.5,1341.0,314.0,847.0,925.0,23.1,15.6,25.2,14.0,31.9,16.7,33.8,16.5,101.6,95.2,112.5,99.5,95.9,43.5,93.2,47.2,121.9,28.6,132.2,18.6,77.0,84.1,81.0,78.4
10,11.0,16.0,20.0,1.4,1.8,0.8,2.2,4.0,11.0,5.0,0,284.0,191.0,471.9,179.9,1454.4,1175.0,1423.9,276.3,1842.0,349.0,1052.0,921.0,25.8,17.4,30.2,18.8,42.9,16.4,44.6,15.6,132.2,106.8,154.4,105.4,129.4,25.1,126.3,20.1,167.4,31.7,165.2,30.2,95.6,83.7,109.4,81.2
11,11.0,26.0,17.0,2.4,1.6,2.2,0.6,11.0,3.0,5.0,0,254.0,79.0,331.6,161.8,1331.4,1199.0,843.6,246.5,1145.0,172.0,982.0,777.0,23.1,7.2,18.0,6.2,30.2,14.7,25.6,11.1,121.0,109.0,81.4,84.9,76.7,22.4,75.0,18.4,104.1,15.6,100.2,9.0,89.3,70.6,63.0,59.0
