team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,16.0,24.0,24.0,1.5,1.5,1.6,1.8,8.0,9.0,5.0,0,392.0,214.0,669.0,300.3,2089.8,1643.6,2018.4,698.7,2592.0,656.0,1546.0,1249.0,24.5,13.4,26.2,14.4,41.8,18.8,46.5,18.2,130.6,102.7,144.6,108.9,126.2,43.7,145.7,30.9,162.0,41.0,175.2,42.0,96.6,78.1,104.0,78.0
2,16.0,23.0,28.0,1.4,1.8,1.4,2.0,7.0,10.0,5.0,0,392.0,245.0,796.7,342.0,2081.4,1726.6,2564.4,852.0,3327.0,850.0,1597.0,1308.0,24.5,15.3,26.8,11.4,49.8,21.4,51.4,22.4,130.1,107.9,150.5,105.9,160.3,53.2,154.5,50.7,207.9,53.1,209.6,68.2,99.8,81.8,112.2,66.6
3,16.0,18.0,24.0,1.1,1.5,0.8,2.2,4.0,11.0,5.0,0,414.0,276.0,687.4,281.9,2147.6,1596.2,2096.3,682.8,2630.0,537.0,1650.0,1403.0,25.9,17.2,32.0,19.2,43.0,17.6,46.6,18.3,134.2,99.8,163.4,104.5,131.0,42.7,136.8,30.4,164.4,33.6,165.8,47.6,103.1,87.7,122.4,89.4
4,16.0,20.0,24.0,1.2,1.5,1.2,2.0,6.0,10.0,5.0,0,418.0,275.0,641.7,234.6,1994.8,1535.0,1843.5,496.1,2585.0,311.0,1570.0,1414.0,26.1,17.2,27.2,18.0,40.1,14.7,46.5,17.2,124.7,95.9,136.9,108.2,115.2,31.0,124.2,31.9,161.6,19.4,203.2,32.4,98.1,88.4,109.8,90.4
5,16.0,21.0,29.0,1.3,1.8,1.4,2.2,7.0,11.0,5.0,0,463.0,276.0,643.1,269.2,2186.4,1594.4,1894.7,660.4,2359.0,436.0,1727.0,1491.0,28.9,17.2,33.6,17.6,40.2,16.8,41.6,15.7,136.6,99.6,159.5,97.9,118.4,41.3,115.6,32.7,147.4,27.2,141.2,26.0,107.9,93.2,123.6,94.8
6,16.0,31.0,24.0,1.9,1.5,1.2,1.4,6.0,7.0,5.0,0,364.0,208.0,478.2,281.0,1795.4,1988.2,1309.2,493.7,1687.0,318.0,1388.0,1350.0,22.8,13.0,22.8,16.8,29.9,17.6,32.5,17.5,112.2,124.3,122.4,128.0,81.8,30.9,79.4,30.2,105.4,19.9,124.0,16.2,86.8,84.4,93.4,85.0
7,16.0,14.0,18.0,0.9,1.1,0.8,0.8,4.0,4.0,5.0,0,343.0,347.0,576.1,303.3,1617.6,1598.8,1908.6,718.7,2241.0,718.0,1256.0,1539.0,21.4,21.7,21.4,19.6,36.0,19.0,36.4,15.7,101.1,99.9,94.6,79.0,119.3,44.9,119.9,39.6,140.1,44.9,149.8,39.0,78.5,96.2,76.6,88.6
8,16.0,19.0,28.0,1.2,1.8,1.6,2.2,8.0,11.0,5.0,0,428.0,292.0,527.1,270.7,1981.0,1848.2,1357.1,505.7,1932.0,352.0,1573.0,1491.0,26.8,18.2,31.2,14.0,32.9,16.9,40.9,17.7,123.8,115.5,155.9,115.9,84.8,31.6,105.4,37.4,120.8,22.0,147.4,23.4,98.3,93.2,119.4,87.6
9,16.0,39.0,10.0,2.4,0.6,2.4,0.4,12.0,2.0,5.0,0,274.0,146.0,413.8,266.8,1349.4,1622.6,1335.3,623.7,1469.0,420.0,1050.0,1251.0,17.1,9.1,13.8,6.8,25.9,16.7,23.0,20.5,84.3,101.4,63.4,120.9,83.5,39.0,79.7,53.5,91.8,26.2,87.6,30.4,65.6,78.2,58.2,73.6
10,16.0,40.0,14.0,2.5,0.9,3.0,1.0,15.0,5.0,5.0,0,287.0,131.0,403.2,286.1,1409.0,1861.6,1242.7,580.6,1402.0,416.0,1088.0,1188.0,17.9,8.2,18.4,7.4,25.2,17.9,30.0,17.3,88.1,116.4,95.4,108.4,77.7,36.3,98.0,33.1,87.6,26.0,108.0,31.6,68.0,74.2,77.8,75.0
