team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,18.0,20.0,19.0,1.1,1.1,1.8,0.6,9.0,3.0,5.0,0,388.0,354.0,537.6,292.1,1547.0,1754.4,1777.9,666.7,2074.0,497.0,1447.0,1693.0,21.6,19.7,16.8,13.8,29.9,16.2,28.0,17.3,85.9,97.5,75.0,97.6,98.8,37.0,105.4,38.0,115.2,27.6,99.6,36.8,80.4,94.1,73.8,78.4
2,18.0,29.0,16.0,1.6,0.9,1.6,0.6,8.0,3.0,5.0,0,305.0,182.0,481.1,244.8,1530.4,1623.4,1445.9,464.6,1854.0,359.0,1154.0,1143.0,16.9,10.1,14.0,7.4,26.7,13.6,25.1,12.3,85.0,90.2,76.4,81.0,80.3,25.8,73.7,28.6,103.0,19.9,101.2,14.2,64.1,63.5,56.6,56.6
3,18.0,21.0,29.0,1.2,1.6,1.2,1.6,6.0,8.0,5.0,0,444.0,351.0,528.5,277.9,1872.6,1902.6,1578.9,436.7,1853.0,437.0,1605.0,1669.0,24.7,19.5,22.0,23.4,29.4,15.4,32.3,18.5,104.0,105.7,93.3,124.4,87.7,24.3,99.0,30.8,102.9,24.3,131.2,30.6,89.2,92.7,84.2,107.6
4,18.0,9.0,21.0,0.5,1.2,0.6,0.6,3.0,3.0,5.0,0,395.0,401.0,640.6,273.8,1857.4,1470.2,2014.6,701.6,2533.0,565.0,1547.0,1710.0,21.9,22.3,15.6,17.2,35.6,15.2,25.8,11.4,103.2,81.7,75.0,68.9,111.9,39.0,77.7,31.7,140.7,31.4,105.2,13.2,85.9,95.0,65.8,82.0
5,18.0,32.0,21.0,1.8,1.2,1.2,1.4,6.0,7.0,5.0,0,404.0,250.0,491.0,245.8,1736.4,1665.2,1506.7,409.6,1674.0,376.0,1476.0,1406.0,22.4,13.9,24.0,10.4,27.3,13.7,28.2,12.5,96.5,92.5,100.4,80.0,83.7,22.8,67.2,27.3,93.0,20.9,114.4,17.6,82.0,78.1,81.6,61.0
6,18.0,22.0,29.0,1.2,1.6,0.6,2.2,3.0,11.0,5.0,0,450.0,361.0,618.0,342.2,2153.6,1876.4,1797.5,962.3,2230.0,577.0,1718.0,1753.0,25.0,20.1,30.6,24.8,34.3,19.0,38.7,19.5,119.6,104.2,151.9,104.3,99.9,53.5,94.6,60.7,123.9,32.1,140.2,30.0,95.4,97.4,114.8,106.2
7,18.0,28.0,21.0,1.6,1.2,1.0,0.6,5.0,3.0,5.0,0,398.0,213.0,599.5,265.4,1971.2,1557.0,1783.5,658.0,2244.0,433.0,1560.0,1350.0,22.1,11.8,14.8,12.6,33.3,14.7,22.6,12.3,109.5,86.5,63.1,66.0,99.1,36.6,78.0,31.3,124.7,24.1,85.4,25.8,86.7,75.0,61.4,73.4
8,18.0,14.0,24.0,0.8,1.3,0.4,0.4,2.0,2.0,5.0,0,430.0,352.0,566.8,265.7,2035.6,1625.0,1436.5,603.1,2191.0,428.0,1587.0,1601.0,23.9,19.6,11.6,12.2,31.5,14.8,15.9,9.5,113.1,90.3,59.6,65.9,79.8,33.5,38.4,22.8,121.7,23.8,60.4,6.4,88.2,88.9,48.2,52.8
9,18.0,31.0,21.0,1.7,1.2,1.4,0.8,7.0,4.0,5.0,0,385.0,245.0,523.6,261.8,1771.6,1545.4,1574.0,611.6,1894.0,464.0,1332.0,1361.0,21.4,13.6,18.0,6.0,29.1,14.5,22.1,8.3,98.4,85.9,92.9,56.6,87.4,34.0,62.0,19.6,105.2,25.8,65.6,7.4,74.0,75.6,64.4,48.8
10,18.0,30.0,33.0,1.7,1.8,1.6,1.8,8.0,9.0,5.0,0,454.0,282.0,722.2,310.6,2317.4,1913.6,2121.3,517.5,2785.0,672.0,1664.0,1395.0,25.2,15.7,24.2,12.0,40.1,17.3,33.9,17.0,128.7,106.3,121.5,86.0,117.8,28.8,91.0,32.1,154.7,37.3,126.4,51.6,92.4,77.5,87.8,61.6
11,18.0,37.0,21.0,2.1,1.2,1.6,0.4,8.0,2.0,5.0,0,374.0,180.0,459.9,251.2,1857.8,1892.6,1213.1,362.8,1537.0,255.0,1407.0,1307.0,20.8,10.0,15.2,16.0,25.6,14.0,15.7,10.8,103.2,105.1,61.6,80.7,67.4,20.2,50.5,13.9,85.4,14.2,45.2,13.2,78.2,72.6,57.4,75.2
12,18.0,25.0,13.0,1.4,0.7,1.4,0.2,7.0,1.0,5.0,0,294.0,212.0,364.2,223.0,1319.6,1626.2,1147.3,294.9,1179.0,303.0,1160.0,1235.0,16.3,11.8,10.6,7.2,20.2,12.4,17.4,11.2,73.3,90.3,51.3,80.4,63.7,16.4,66.4,14.3,65.5,16.8,56.4,17.2,64.4,68.6,43.8,58.8
13,18.0,34.0,24.0,1.9,1.3,2.4,1.0,12.0,5.0,5.0,0,386.0,258.0,544.0,296.4,1841.0,1842.6,1592.3,576.9,2010.0,546.0,1486.0,1579.0,21.4,14.3,18.2,9.0,30.2,16.5,30.0,18.9,102.3,102.4,84.3,117.2,88.5,32.0,103.0,28.6,111.7,30.3,114.2,43.2,82.6,87.7,69.6,77.2
14,18.0,18.0,27.0,1.0,1.5,0.4,1.2,2.0,6.0,5.0,0,434.0,309.0,711.7,291.8,2109.2,1548.4,2291.7,709.5,2722.0,650.0,1692.0,1535.0,24.1,17.2,23.6,23.0,39.5,16.2,35.5,16.6,117.2,86.0,107.3,85.7,127.3,39.4,102.8,52.2,151.2,36.1,144.2,28.0,94.0,85.3,87.0,101.6
15,18.0,9.0,29.0,0.5,1.6,0.4,1.0,2.0,5.0,5.0,0,492.0,483.0,714.9,312.2,2175.6,1897.2,2352.4,637.6,2623.0,582.0,1832.0,1954.0,27.3,26.8,23.4,24.6,39.7,17.3,32.0,13.2,120.9,105.4,97.2,89.5,130.7,35.4,109.5,17.3,145.7,32.3,113.4,25.2,101.8,108.6,78.0,96.0
16,18.0,26.0,19.0,1.4,1.1,0.2,0.2,1.0,1.0,5.0,0,389.0,211.0,528.9,238.1,1785.4,1410.0,1462.4,541.9,2051.0,428.0,1362.0,1239.0,21.6,11.7,15.0,21.6,29.4,13.2,24.6,12.0,99.2,78.3,70.7,60.4,81.2,30.1,78.1,34.3,113.9,23.8,98.2,25.8,75.7,68.8,48.0,79.2
17,18.0,30.0,16.0,1.7,0.9,1.0,0.8,5.0,4.0,5.0,0,309.0,225.0,570.3,277.9,1454.6,1613.0,1839.4,692.2,2414.0,471.0,1278.0,1367.0,17.2,12.5,15.8,13.4,31.7,15.4,31.5,13.4,80.8,89.6,82.4,78.0,102.2,38.5,108.6,28.4,134.1,26.2,123.6,27.2,71.0,75.9,68.8,71.0
18,18.0,11.0,39.0,0.6,2.2,0.2,2.6,1.0,13.0,5.0,0,536.0,393.0,826.3,302.6,2628.6,1580.2,2390.8,832.5,3258.0,609.0,2065.0,1698.0,29.8,21.8,30.2,25.2,45.9,16.8,44.0,17.5,146.0,87.8,149.8,89.0,132.8,46.2,126.4,57.2,181.0,33.8,163.8,28.8,114.7,94.3,120.4,100.8
19,18.0,24.0,21.0,1.3,1.2,0.6,1.0,3.0,5.0,5.0,0,378.0,234.0,549.3,274.6,1766.6,1748.0,1726.9,657.4,2006.0,340.0,1501.0,1475.0,21.0,13.0,18.4,19.6,30.5,15.3,23.4,14.2,98.1,97.1,72.6,87.4,95.9,36.5,83.5,23.9,111.4,18.9,78.8,30.4,83.4,81.9,67.6,86.0
20,18.0,19.0,26.0,1.1,1.4,1.2,1.8,6.0,9.0,5.0,0,425.0,327.0,558.3,308.5,1882.8,1909.4,1568.1,707.3,2132.0,470.0,1561.0,1599.0,23.6,18.2,24.6,20.4,31.0,17.1,31.4,18.1,104.6,106.1,117.0,119.2,87.1,39.3,81.9,35.8,118.4,26.1,115.0,27.0,86.7,88.8,86.2,93.6
