team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,30,72.0,29.0,2.4,1.0,3.2,1.2,16.0,6.0,5,0,568.0,260.0,789.6,446.6,2702.8,3103.8,2358.7,770.9,2839.0,581.0,2072.0,2099.0,18.9,8.7,16.8,5.2,26.3,14.9,24.5,15.5,90.1,103.5,82.4,100.8,78.6,25.7,73.0,27.9,94.6,19.4,88.8,25.8,69.1,70.0,62.6,61.8,1130.0,657.0,37.7,21.9,1650.4,497.1,55.0,16.6,5255.0,2953.0,175.2,98.4,4987.9,1109.6,166.3,37.0,6269.0,904.0,209.0,30.1,4129.0,3089.0,137.6,103.0
2,AVL,30,41.0,40.0,1.4,1.3,1.8,0.3,11.0,2.0,6,0,715.0,443.0,965.5,446.2,3232.2,2930.4,2901.4,853.6,3552.0,676.0,2489.0,2447.0,23.8,14.8,13.2,9.7,32.2,14.9,19.2,15.8,107.7,97.7,66.3,111.0,96.7,28.4,63.9,31.1,118.4,22.5,63.3,16.5,83.0,81.6,48.8,70.2,712.0,532.0,23.7,17.7,897.0,437.3,29.9,14.6,3155.2,2792.0,105.2,93.1,2604.4,1064.8,86.8,35.5,3218.0,517.0,107.3,17.2,2517.0,2623.0,83.9,87.4
3,BOU,30,28.0,57.0,0.9,1.9,1.0,1.5,6.0,9.0,6,0,891.0,703.0,1357.0,622.2,4127.6,3230.0,4456.3,1636.0,4999.0,1351.0,3357.0,3330.0,29.7,23.4,33.2,19.7,45.2,20.7,52.8,27.1,137.6,107.7,159.8,131.9,148.5,54.5,180.8,82.6,166.6,45.0,188.5,56.2,111.9,111.0,133.8,114.0,649.0,402.0,21.6,13.4,844.4,411.8,28.2,13.7,3117.2,2977.0,103.9,99.2,2415.7,690.0,80.5,23.0,2921.0,447.0,97.4,14.9,2327.0,2363.0,77.6,78.8
4,BRE,30,47.0,40.0,1.6,1.3,1.4,1.4,10.0,10.0,7,0,660.0,454.0,1020.8,510.1,3111.6,2816.2,3303.2,1365.0,3818.0,914.0,2422.0,2538.0,22.0,15.1,21.4,15.9,34.0,17.0,23.7,13.7,103.7,93.9,88.2,85.6,110.1,45.5,76.6,36.5,127.3,30.5,73.9,15.0,80.7,84.6,69.9,82.6,766.0,572.0,25.5,19.1,938.2,488.7,31.3,16.3,3417.0,3275.0,113.9,109.2,2712.7,715.6,90.4,23.8,3263.0,883.0,108.8,29.4,2730.0,2750.0,91.0,91.7
5,BHA,28,52.0,36.0,1.9,1.3,2.2,1.2,13.0,7.0,6,0,625.0,351.0,745.3,399.6,2794.6,2731.6,2091.8,656.0,2575.0,603.0,2228.0,2075.0,22.3,12.5,19.0,9.3,26.6,14.3,20.4,14.3,99.8,97.6,86.5,109.5,74.7,23.4,62.5,13.3,92.0,21.5,54.5,20.3,79.6,74.1,66.3,64.5,759.0,488.0,27.1,17.4,1147.5,404.6,41.0,14.4,3637.2,2330.2,129.9,83.2,3828.1,1033.2,136.7,36.9,4014.0,675.0,143.4,24.1,2897.0,2409.0,103.5,86.0
6,CHE,30,29.0,31.0,1.0,1.0,1.0,1.0,6.0,6.0,6,0,648.0,589.0,893.9,472.7,3039.0,3064.0,2748.8,898.2,3171.0,756.0,2216.0,2732.0,21.6,19.6,14.2,10.3,29.8,15.8,19.0,11.8,101.3,102.1,68.4,76.9,91.6,29.9,66.9,21.7,105.7,25.2,54.8,19.5,73.9,91.1,52.8,59.8,590.0,583.0,19.7,19.4,934.2,559.1,31.1,18.6,2712.2,3338.0,90.4,111.3,3235.1,1345.1,107.8,44.8,3414.0,898.0,113.8,29.9,2119.0,3039.0,70.6,101.3
7,CRY,30,29.0,40.0,1.0,1.3,1.3,1.5,8.0,9.0,6,0,754.0,596.0,1083.7,516.0,3402.6,2960.0,3432.9,1281.2,4018.0,913.0,2686.0,2822.0,25.1,19.9,17.3,15.8,36.1,17.2,23.4,11.3,113.4,98.7,81.5,64.2,114.4,42.7,79.6,30.0,133.9,30.4,73.8,18.8,89.5,94.1,65.8,69.3,677.0,410.0,22.6,13.7,918.2,409.8,30.6,13.7,3147.6,2877.6,104.9,95.9,3043.8,582.8,101.5,19.4,3011.0,626.0,100.4,20.9,2393.0,2316.0,79.8,77.2
8,EVE,30,23.0,43.0,0.8,1.4,1.2,1.4,6.0,7.0,5,0,757.0,566.0,1139.6,501.8,3400.6,2729.0,3620.3,1367.0,4388.0,918.0,2635.0,2735.0,25.2,18.9,21.6,13.8,38.0,16.7,32.5,15.8,113.4,91.0,107.4,84.5,120.7,45.6,104.1,45.2,146.3,30.6,113.2,29.0,87.8,91.2,82.2,82.6,527.0,477.0,17.6,15.9,758.3,517.1,25.3,17.2,2402.2,3426.2,80.1,114.2,2705.7,790.0,90.2,26.3,2492.0,947.0,83.1,31.6,1981.0,2530.0,66.0,84.3
9,FUL,29,39.0,40.0,1.3,1.4,0.8,2.2,3.0,9.0,4,0,775.0,524.0,1155.6,486.7,3680.0,2886.8,3404.4,1071.6,4489.0,911.0,2853.0,2724.0,26.7,18.1,35.2,28.2,39.8,16.8,45.7,18.2,126.9,99.5,162.7,119.4,117.4,37.0,131.8,28.0,154.8,31.4,163.2,33.8,98.4,93.9,124.2,120.2,711.0,460.0,24.5,15.9,967.9,436.5,33.4,15.0,2958.8,3100.0,102.0,106.9,3012.8,868.9,103.9,30.0,3724.0,386.0,128.4,13.3,2415.0,2541.0,83.3,87.6
10,LEI,30,40.0,52.0,1.3,1.7,0.7,1.7,4.0,10.0,6,0,889.0,569.0,1184.5,493.4,4024.8,2881.6,3664.2,1297.0,4181.0,750.0,3198.0,2925.0,29.6,19.0,31.5,25.2,39.5,16.4,41.2,20.1,134.2,96.0,149.9,120.9,122.1,43.2,128.5,47.7,139.4,25.0,137.2,32.0,106.6,97.5,107.2,114.2,712.0,412.0,23.7,13.7,937.6,458.2,31.2,15.3,3410.8,3145.4,113.7,104.8,2933.9,905.8,97.8,30.2,3056.0,530.0,101.9,17.7,2707.0,2616.0,90.2,87.2
