team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,2,0,4,0.0,2.0,0.0,2.0,0,4,2,0,58.0,88.0,79.2,48.9,228.8,263.2,194.1,143.4,368.0,81.0,183.0,325.0,29.0,44.0,29.0,44.0,39.6,24.4,39.6,24.4,114.4,131.6,114.4,131.6,97.0,71.7,97.0,71.7,184.0,40.5,184.0,40.5,91.5,162.5,91.5,162.5
2,AVL,2,4,3,2.0,1.5,2.0,1.5,4,3,2,0,49.0,9.0,65.1,19.8,249.2,88.0,177.8,95.2,227.0,15.0,174.0,97.0,24.5,4.5,24.5,4.5,32.6,9.9,32.6,9.9,124.6,44.0,124.6,44.0,88.9,47.6,88.9,47.6,113.5,7.5,113.5,7.5,87.0,48.5,87.0,48.5
3,BRE,2,2,0,1.0,0.0,1.0,0.0,2,0,2,0,26.0,44.0,52.9,36.5,114.6,170.8,244.8,126.8,175.0,68.0,94.0,204.0,13.0,22.0,13.0,22.0,26.4,18.2,26.4,18.2,57.3,85.4,57.3,85.4,122.4,63.4,122.4,63.4,87.5,34.0,87.5,34.0,47.0,102.0,47.0,102.0
4,BHA,2,4,1,2.0,0.5,2.0,0.5,4,1,2,0,33.0,16.0,54.9,31.7,142.2,211.6,227.5,47.5,181.0,57.0,125.0,127.0,16.5,8.0,16.5,8.0,27.4,15.8,27.4,15.8,71.1,105.8,71.1,105.8,113.8,23.8,113.8,23.8,90.5,28.5,90.5,28.5,62.5,63.5,62.5,63.5
5,BUR,2,1,4,0.5,2.0,0.5,2.0,1,4,2,0,64.0,52.0,100.1,61.5,293.2,258.4,293.7,184.4,412.0,173.0,233.0,244.0,32.0,26.0,32.0,26.0,50.0,30.8,50.0,30.8,146.6,129.2,146.6,129.2,146.8,92.2,146.8,92.2,206.0,86.5,206.0,86.5,116.5,122.0,116.5,122.0
6,CHE,2,5,0,2.5,0.0,2.5,0.0,5,0,2,0,24.0,12.0,36.0,28.0,106.6,211.6,135.0,51.0,121.0,16.0,102.0,151.0,12.0,6.0,12.0,6.0,18.0,14.0,18.0,14.0,53.3,105.8,53.3,105.8,67.5,25.5,67.5,25.5,60.5,8.0,60.5,8.0,51.0,75.5,51.0,75.5
7,CRY,2,0,3,0.0,1.5,0.0,1.5,0,3,2,0,45.0,88.0,57.7,38.8,161.6,221.0,190.1,95.6,224.0,72.0,141.0,306.0,22.5,44.0,22.5,44.0,28.8,19.4,28.8,19.4,80.8,110.5,80.8,110.5,95.0,47.8,95.0,47.8,112.0,36.0,112.0,36.0,70.5,153.0,70.5,153.0
8,EVE,2,5,3,2.5,1.5,2.5,1.5,5,3,2,0,50.0,14.0,73.5,33.0,260.8,221.2,211.3,61.1,262.0,47.0,208.0,136.0,25.0,7.0,25.0,7.0,36.8,16.5,36.8,16.5,130.4,110.6,130.4,110.6,105.6,30.6,105.6,30.6,131.0,23.5,131.0,23.5,104.0,68.0,104.0,68.0
9,LEI,2,2,4,1.0,2.0,1.0,2.0,2,4,2,0,61.0,24.0,100.3,35.2,335.8,165.0,339.5,87.8,328.0,100.0,265.0,149.0,30.5,12.0,30.5,12.0,50.2,17.6,50.2,17.6,167.9,82.5,167.9,82.5,169.8,43.9,169.8,43.9,164.0,50.0,164.0,50.0,132.5,74.5,132.5,74.5
10,LEE,2,3,7,1.5,3.5,1.5,3.5,3,7,2,0,86.0,14.0,111.8,28.6,470.2,148.4,298.0,103.1,350.0,34.0,297.0,114.0,43.0,7.0,43.0,7.0,55.9,14.3,55.9,14.3,235.1,74.2,235.1,74.2,149.0,51.6,149.0,51.6,175.0,17.0,175.0,17.0,148.5,57.0,148.5,57.0
