team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,3,0,9,0.0,3.0,0.0,3.0,0,9,3,0,119.0,114.0,175.3,70.0,553.4,320.0,489.3,202.6,707.0,176.0,435.0,444.0,39.7,38.0,39.7,38.0,58.4,23.3,58.4,23.3,184.5,106.7,184.5,106.7,163.1,67.5,163.1,67.5,235.7,58.7,235.7,58.7,145.0,148.0,145.0,148.0
2,AVL,3,5,4,1.7,1.3,1.7,1.3,5,4,3,0,66.0,25.0,93.9,35.7,329.0,201.4,267.9,121.1,345.0,35.0,249.0,175.0,22.0,8.3,22.0,8.3,31.3,11.9,31.3,11.9,109.7,67.1,109.7,67.1,89.3,40.4,89.3,40.4,115.0,11.7,115.0,11.7,83.0,58.3,83.0,58.3
3,BRE,3,3,1,1.0,0.3,1.0,0.3,3,1,3,0,47.0,56.0,81.0,47.9,211.8,251.4,349.0,131.7,254.0,97.0,160.0,268.0,15.7,18.7,15.7,18.7,27.0,16.0,27.0,16.0,70.6,83.8,70.6,83.8,116.3,43.9,116.3,43.9,84.7,32.3,84.7,32.3,53.3,89.3,53.3,89.3
4,BHA,3,4,3,1.3,1.0,1.3,1.0,4,3,3,0,67.0,50.0,100.5,42.6,307.6,287.6,363.0,66.3,335.0,71.0,237.0,247.0,22.3,16.7,22.3,16.7,33.5,14.2,33.5,14.2,102.5,95.9,102.5,95.9,121.0,22.1,121.0,22.1,111.7,23.7,111.7,23.7,79.0,82.3,79.0,82.3
5,BUR,3,2,5,0.7,1.7,0.7,1.7,2,5,3,0,86.0,61.0,139.3,72.2,387.4,351.4,431.1,192.5,574.0,179.0,322.0,308.0,28.7,20.3,28.7,20.3,46.4,24.1,46.4,24.1,129.1,117.1,129.1,117.1,143.7,64.2,143.7,64.2,191.3,59.7,191.3,59.7,107.3,102.7,107.3,102.7
6,CHE,3,6,1,2.0,0.3,2.0,0.3,6,1,3,0,48.0,25.0,80.9,61.5,196.2,316.6,262.1,205.1,351.0,91.0,176.0,233.0,16.0,8.3,16.0,8.3,27.0,20.5,27.0,20.5,65.4,105.5,65.4,105.5,87.4,68.4,87.4,68.4,117.0,30.3,117.0,30.3,58.7,77.7,58.7,77.7
7,CRY,3,2,5,0.7,1.7,0.7,1.7,2,5,3,0,72.0,97.0,109.0,54.9,318.4,297.0,333.1,139.1,437.0,114.0,262.0,378.0,24.0,32.3,24.0,32.3,36.3,18.3,36.3,18.3,106.1,99.0,106.1,99.0,111.0,46.4,111.0,46.4,145.7,38.0,145.7,38.0,87.3,126.0,87.3,126.0
8,EVE,3,7,3,2.3,1.0,2.3,1.0,7,3,3,0,63.0,20.0,106.3,46.7,343.4,324.8,334.5,88.2,384.0,54.0,280.0,206.0,21.0,6.7,21.0,6.7,35.4,15.6,35.4,15.6,114.5,108.3,114.5,108.3,111.5,29.4,111.5,29.4,128.0,18.0,128.0,18.0,93.3,68.7,93.3,68.7
9,LEI,3,4,5,1.3,1.7,1.3,1.7,4,5,3,0,82.0,31.0,125.2,51.2,417.8,255.4,415.4,134.7,422.0,122.0,345.0,225.0,27.3,10.3,27.3,10.3,41.7,17.1,41.7,17.1,139.3,85.1,139.3,85.1,138.5,44.9,138.5,44.9,140.7,40.7,140.7,40.7,115.0,75.0,115.0,75.0
10,LEE,3,4,8,1.3,2.7,1.3,2.7,4,8,3,0,106.0,27.0,140.1,48.3,552.8,265.6,396.6,125.7,453.0,91.0,368.0,182.0,35.3,9.0,35.3,9.0,46.7,16.1,46.7,16.1,184.3,88.5,184.3,88.5,132.2,41.9,132.2,41.9,151.0,30.3,151.0,30.3,122.7,60.7,122.7,60.7
