team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,19,40.0,14.0,2.1,0.7,2.0,0.6,10.0,3.0,5,0,320.0,134.0,418.4,237.0,1423.8,1676.2,1208.5,434.4,1558.0,251.0,1133.0,1138.0,16.8,7.0,16.8,11.2,22.0,12.5,21.2,13.3,74.9,88.2,67.0,87.6,63.6,22.9,62.8,28.2,82.0,13.2,83.0,16.8,59.6,59.9,57.6,72.2,573.0,402.0,30.2,21.2,856.7,264.3,45.1,13.9,2596.2,1584.8,136.6,83.4,2476.2,533.0,130.3,28.0,3496.0,524.0,184.0,27.6,2039.0,1804.0,107.3,95.0
2,AVL,19,20.0,26.0,1.0,1.4,1.8,1.2,9.0,6.0,5,0,428.0,334.0,586.3,279.3,1854.6,1739.6,1677.2,584.5,2340.0,465.0,1453.0,1657.0,22.5,17.6,18.6,11.0,30.9,14.7,27.7,16.1,97.6,91.6,88.6,96.0,88.3,30.8,84.8,35.2,123.2,24.5,104.2,29.0,76.5,87.2,66.2,74.6,421.0,262.0,22.2,13.8,594.7,266.6,31.3,14.0,1932.6,1658.8,101.7,87.3,1627.3,671.3,85.6,35.3,2389.0,334.0,125.7,17.6,1504.0,1435.0,79.2,75.5
3,BOU,19,18.0,39.0,1.0,2.0,1.2,2.2,6.0,11.0,5,0,526.0,480.0,789.0,368.8,2405.4,1922.0,2528.1,888.0,2964.0,875.0,1920.0,2116.0,27.7,25.3,34.6,24.8,41.5,19.4,45.3,19.0,126.6,101.2,155.4,104.4,133.1,46.7,146.0,34.1,156.0,46.0,153.8,51.6,101.0,111.4,118.4,111.6,401.0,220.0,21.1,11.6,501.8,238.6,26.4,12.6,1931.8,1741.2,101.7,91.6,1328.6,440.1,69.9,23.2,1761.0,201.0,92.7,10.6,1452.0,1370.0,76.4,72.1
4,BRE,19,30.0,28.0,1.6,1.5,2.2,1.2,11.0,6.0,5,0,434.0,288.0,751.8,363.7,2156.6,1893.8,2365.3,1023.6,3011.0,715.0,1635.0,1650.0,22.8,15.2,19.8,8.4,39.6,19.1,41.4,27.4,113.5,99.7,100.7,108.0,124.5,53.9,138.8,87.8,158.5,37.6,175.6,78.4,86.0,86.8,83.6,81.2,466.0,318.0,24.5,16.7,591.9,290.3,31.2,15.3,2102.4,1970.0,110.6,103.7,1579.3,418.8,83.1,22.0,2240.0,503.0,117.9,26.5,1683.0,1613.0,88.6,84.9
5,BHA,19,32.0,25.0,1.7,1.3,2.6,2.0,13.0,10.0,5,0,416.0,219.0,524.8,234.5,1897.4,1492.0,1424.8,456.9,1935.0,393.0,1519.0,1276.0,21.9,11.5,27.0,4.0,27.6,12.3,33.2,13.4,99.9,78.5,128.2,82.8,75.0,24.0,76.8,28.3,101.8,20.7,128.8,22.2,80.0,67.2,100.0,50.4,517.0,238.0,27.2,12.5,761.2,211.2,40.1,11.1,2389.0,1312.2,125.7,69.1,2371.9,450.1,124.8,23.7,2852.0,345.0,150.1,18.2,1870.0,1264.0,98.4,66.5
6,CHE,19,21.0,21.0,1.1,1.1,0.8,1.2,4.0,6.0,5,0,421.0,352.0,594.1,303.3,1957.8,1897.4,1780.0,646.3,2216.0,481.0,1467.0,1650.0,22.2,18.5,30.6,36.4,31.3,16.0,40.4,22.5,103.0,99.9,129.7,146.5,93.7,34.0,135.6,39.8,116.6,25.3,140.0,37.6,77.2,86.8,103.4,143.0,407.0,327.0,21.4,17.2,594.3,328.7,31.3,17.3,1817.0,2006.4,95.6,105.6,1935.3,693.4,101.9,36.5,2190.0,579.0,115.3,30.5,1480.0,1731.0,77.9,91.1
7,CRY,19,17.0,25.0,0.9,1.3,0.8,1.8,4.0,9.0,5,0,449.0,362.0,636.5,305.3,1925.6,1761.0,1928.6,712.9,2525.0,579.0,1588.0,1703.0,23.6,19.0,29.2,26.8,33.5,16.1,34.2,16.5,101.4,92.7,117.9,103.2,101.5,37.5,95.3,32.4,132.9,30.5,128.4,29.4,83.6,89.6,96.6,113.8,390.0,226.0,20.5,11.9,563.4,221.4,29.6,11.6,1832.8,1613.2,96.5,84.9,1824.7,289.1,96.0,15.2,1977.0,306.0,104.0,16.1,1390.0,1315.0,73.2,69.2
8,EVE,19,14.0,24.0,0.7,1.3,0.6,2.4,3.0,12.0,5,0,483.0,353.0,783.8,330.9,2177.0,1671.4,2486.4,939.8,3189.0,693.0,1650.0,1657.0,25.4,18.6,36.0,21.0,41.2,17.4,50.9,15.3,114.6,88.0,161.4,90.2,130.9,49.5,149.6,39.9,167.8,36.5,198.2,22.8,86.8,87.2,123.4,91.2,349.0,294.0,18.4,15.5,493.2,321.5,26.0,16.9,1540.4,2124.8,81.1,111.8,1510.8,515.6,79.5,27.1,1893.0,568.0,99.6,29.9,1264.0,1570.0,66.5,82.6
9,FUL,19,32.0,28.0,1.7,1.5,2.0,1.2,10.0,6.0,5,0,501.0,259.0,781.9,309.5,2446.8,1808.8,2190.7,671.2,3190.0,622.0,1877.0,1530.0,26.4,13.6,29.0,12.4,41.2,16.3,46.7,18.8,128.8,95.2,140.7,124.6,115.3,35.3,149.0,37.5,167.9,32.7,178.0,27.0,98.8,80.5,118.6,93.2,509.0,288.0,26.8,15.2,717.8,279.5,37.8,14.7,2168.4,2024.6,114.1,106.6,2125.0,486.0,111.8,25.6,2890.0,276.0,152.1,14.5,1760.0,1612.0,92.6,84.8
10,LEI,19,26.0,31.0,1.4,1.6,1.0,1.2,5.0,6.0,5,0,469.0,256.0,653.1,265.7,2109.2,1520.8,1939.4,703.2,2483.0,428.0,1727.0,1458.0,24.7,13.5,17.4,15.6,34.4,14.0,29.1,15.1,111.0,80.0,75.5,80.5,102.1,37.0,85.1,54.8,130.7,22.5,130.2,16.0,90.9,76.7,67.6,77.8,460.0,285.0,24.2,15.0,607.3,265.6,32.0,14.0,2167.2,1750.8,114.1,92.2,1808.7,558.2,95.2,29.4,2103.0,344.0,110.7,18.1,1719.0,1672.0,90.5,88.0
