team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,11,13,13,1.2,1.2,1.6,0.6,8,3,5,0,247.0,226.0,411.7,213.1,1218.8,1162.8,1268.2,603.6,1638.0,364.0,942.0,1148.0,22.4,20.6,16.8,16.8,37.4,19.4,30.8,17.9,110.8,105.7,87.7,105.2,115.3,54.9,102.5,48.0,148.9,33.1,117.6,25.8,85.6,104.4,67.8,99.6
2,AVL,11,14,20,1.3,1.8,1.0,2.6,5,13,5,0,288.0,171.0,443.5,182.4,1383.4,1123.2,1310.6,388.9,1749.0,313.0,1063.0,896.0,26.2,15.6,31.6,18.4,40.3,16.6,45.2,19.0,125.8,102.1,145.7,118.6,119.2,35.4,127.0,27.7,159.0,28.4,180.2,43.8,96.6,81.4,112.8,88.6
3,BRE,11,13,14,1.2,1.3,1.0,1.8,5,9,5,0,242.0,205.0,332.4,190.5,1156.4,1180.8,1107.4,416.6,1064.0,313.0,854.0,1016.0,22.0,18.6,23.8,21.4,30.2,17.3,30.6,20.9,105.1,107.4,121.2,145.0,100.7,37.9,82.3,35.7,96.7,28.4,102.2,28.0,77.6,92.4,85.8,99.6
4,BHA,11,12,12,1.1,1.1,0.8,1.4,4,7,5,0,267.0,176.0,384.6,148.2,1176.4,960.8,1214.6,306.3,1455.0,214.0,973.0,906.0,24.3,16.0,28.4,19.4,35.0,13.5,38.9,14.0,107.0,87.4,124.3,85.9,110.4,27.8,109.5,29.9,132.3,19.4,155.8,24.2,88.4,82.4,102.2,91.8
5,BUR,11,11,17,1.0,1.6,1.2,1.2,6,6,5,0,303.0,227.0,468.5,243.5,1356.0,1206.4,1443.6,579.3,1884.0,650.0,1141.0,1127.0,27.6,20.6,24.0,21.4,42.6,22.1,37.1,23.6,123.3,109.7,104.4,103.8,131.2,52.7,120.4,53.1,171.3,59.1,146.0,78.8,103.7,102.4,90.6,105.6
6,CHE,11,27,4,2.4,0.4,3.0,0.4,15,2,5,0,165.0,98.0,273.4,196.0,730.6,1116.2,796.0,490.0,1214.0,350.0,619.0,851.0,15.0,8.9,13.4,5.2,24.8,17.8,18.1,15.7,66.4,101.5,56.2,99.4,72.4,44.6,40.0,35.2,110.4,31.8,86.0,22.4,56.3,77.4,44.6,68.8
7,CRY,11,15,14,1.4,1.3,1.8,1.0,9,5,5,0,239.0,178.0,355.4,187.0,1109.6,1120.8,986.5,412.4,1455.0,338.0,893.0,946.0,21.7,16.2,19.4,6.8,32.3,17.0,29.3,15.7,100.9,101.9,88.5,99.2,89.7,37.5,87.6,28.3,132.3,30.7,117.4,29.2,81.2,86.0,75.4,63.6
8,EVE,11,16,16,1.4,1.4,0.8,1.8,4,9,5,0,244.0,208.0,387.1,197.7,1261.8,1212.8,1205.6,409.3,1406.0,350.0,1012.0,1034.0,22.2,18.9,25.0,24.4,35.2,18.0,39.8,18.7,114.7,110.2,130.8,114.5,109.6,37.2,114.7,42.2,127.8,31.8,152.8,30.2,92.0,94.0,101.4,107.0
9,LEI,11,16,18,1.4,1.6,1.8,1.6,9,8,5,0,276.0,156.0,460.7,184.0,1374.6,1054.0,1543.8,389.7,1696.0,393.0,1063.0,908.0,25.1,14.2,23.6,14.6,41.9,16.7,41.4,15.9,125.0,95.8,114.3,101.2,140.4,35.4,154.4,21.7,154.2,35.7,146.6,35.6,96.6,82.6,85.2,83.4
10,LEE,11,11,18,1.0,1.6,1.0,0.8,5,4,5,0,298.0,177.0,425.2,186.7,1386.8,1103.8,1231.4,445.9,1642.0,313.0,1006.0,861.0,27.1,16.1,20.8,16.4,38.6,17.0,25.3,13.3,126.1,100.4,83.4,97.9,112.0,40.5,76.5,17.1,149.3,28.4,93.6,17.6,91.4,78.3,62.8,74.2
