team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,27.0,39.0,36.0,1.4,1.3,2.0,1.0,10.0,5.0,5.0,0,625.0,383.0,1058.0,470.2,3285.8,2542.8,3239.8,1111.7,4069.0,1043.0,2410.0,2167.0,23.2,14.2,18.2,13.2,39.2,17.4,37.5,19.2,121.7,94.2,97.0,91.2,120.0,41.2,131.0,54.4,150.7,38.6,147.6,46.6,89.3,80.3,69.4,84.2
2,27.0,34.0,52.0,1.3,1.9,1.2,1.8,6.0,9.0,5.0,0,724.0,434.0,1332.1,530.1,3799.0,2804.2,4033.2,1299.2,5512.0,1209.0,2892.0,2274.0,26.8,16.1,27.6,14.2,49.3,19.6,48.0,15.4,140.7,103.9,145.7,105.0,149.4,48.1,130.9,29.5,204.2,44.8,204.0,19.8,107.1,84.2,100.2,78.0
3,27.0,26.0,43.0,1.0,1.6,1.2,1.6,6.0,8.0,5.0,0,735.0,523.0,1187.8,467.7,3687.2,2613.2,3539.4,1104.7,4663.0,954.0,2872.0,2497.0,27.2,19.4,24.8,19.4,44.0,17.3,45.0,19.0,136.6,96.8,125.7,93.9,131.1,40.9,132.3,45.6,172.7,35.3,193.8,50.6,106.4,92.5,101.0,90.4
4,27.0,32.0,39.0,1.2,1.4,1.4,1.8,7.0,9.0,5.0,0,653.0,475.0,998.5,428.1,3160.8,2804.6,2805.0,883.2,4030.0,587.0,2438.0,2404.0,24.2,17.6,24.2,12.2,37.0,15.9,32.7,16.1,117.1,103.9,116.0,106.2,103.9,32.7,90.7,27.9,149.3,21.7,121.0,26.2,90.3,89.0,85.2,72.0
5,27.0,33.0,39.0,1.2,1.4,1.8,0.4,9.0,2.0,5.0,0,692.0,485.0,1025.0,456.7,3227.6,2577.0,3166.5,1182.2,3866.0,801.0,2647.0,2511.0,25.6,18.0,16.4,10.2,38.0,16.9,37.3,17.1,119.5,95.4,87.2,89.6,117.3,43.8,135.5,48.4,143.2,29.7,149.6,33.0,98.0,93.0,76.0,76.4
6,27.0,45.0,37.0,1.7,1.4,1.2,1.6,6.0,8.0,5.0,0,588.0,439.0,775.7,465.6,2916.0,3341.0,2171.3,686.1,2689.0,621.0,2232.0,2438.0,21.8,16.3,21.6,25.0,28.7,17.2,25.7,18.2,108.0,123.7,108.2,138.3,80.4,25.4,85.3,19.4,99.6,23.0,62.8,23.8,82.7,90.3,85.8,112.2
7,27.0,24.0,32.0,0.9,1.2,0.8,1.6,4.0,8.0,5.0,0,602.0,533.0,1002.4,480.0,2961.4,2645.6,3177.8,1147.3,3888.0,1006.0,2316.0,2425.0,22.3,19.7,25.6,20.8,37.1,17.8,43.5,16.7,109.7,98.0,131.0,93.8,117.7,42.5,135.1,49.0,144.0,37.3,168.0,24.0,85.8,89.8,102.6,89.4
8,27.0,36.0,41.0,1.3,1.5,2.2,1.8,11.0,9.0,5.0,0,664.0,444.0,861.5,472.9,3087.2,3063.6,2425.9,909.5,3103.0,752.0,2514.0,2314.0,24.6,16.4,23.2,13.4,31.9,17.5,28.8,18.5,114.3,113.5,108.9,112.7,89.8,33.7,78.0,32.2,114.9,27.8,101.4,39.8,93.1,85.7,93.6,74.2
9,27.0,54.0,27.0,2.0,1.0,1.4,1.2,7.0,6.0,5.0,0,555.0,350.0,855.2,472.7,2752.0,2907.2,2657.9,1038.4,3162.0,779.0,2156.0,2290.0,20.6,13.0,23.6,21.8,31.7,17.5,36.2,19.4,101.9,107.7,112.2,129.7,98.4,38.5,114.3,27.6,117.1,28.8,136.4,36.6,79.8,84.8,90.4,107.2
10,27.0,64.0,17.0,2.4,0.6,2.8,0.6,14.0,3.0,5.0,0,433.0,207.0,629.7,426.1,2109.8,2933.2,2005.6,780.6,2199.0,541.0,1704.0,1973.0,16.0,7.7,17.4,7.2,23.3,15.8,30.1,15.5,78.1,108.6,95.0,121.8,74.3,28.9,97.2,16.9,81.4,20.0,107.6,16.2,63.1,73.1,77.0,70.2
