team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,33,49.0,39.0,1.5,1.2,1.6,2.0,8.0,10.0,5,0,638.0,476.0,941.6,492.5,3114.0,3011.6,2838.7,1040.4,3480.0,873.0,2410.0,2636.0,19.3,14.4,27.6,27.0,28.5,14.9,35.1,23.3,94.4,91.3,134.4,151.8,86.0,31.5,115.3,28.8,105.4,26.4,103.6,51.6,73.0,79.9,103.8,132.8
2,AVL,33,42.0,46.0,1.3,1.4,0.4,1.8,2.0,9.0,5,0,781.0,501.0,1125.4,562.8,3645.2,3352.0,3290.1,1197.6,4339.0,1081.0,2777.0,2818.0,23.7,15.2,24.6,21.6,34.1,17.0,26.1,13.9,110.5,101.6,107.5,93.7,99.7,36.3,60.2,23.7,131.5,32.8,93.8,22.0,84.2,85.4,80.0,89.2
3,BRE,33,41.0,49.0,1.2,1.5,2.2,0.8,11.0,4.0,5,0,752.0,545.0,1061.0,567.3,3485.0,3235.0,3555.6,1222.5,3572.0,1215.0,2818.0,2828.0,22.8,16.5,17.8,9.0,32.2,17.2,28.1,19.4,105.6,98.0,79.4,118.0,107.8,37.0,105.4,37.0,108.2,36.8,96.2,38.2,85.4,85.7,76.6,81.6
4,BHA,33,29.0,40.0,0.9,1.2,0.6,1.6,3.0,8.0,5,0,906.0,772.0,1240.2,620.6,4089.4,3627.0,3447.2,1322.7,4875.0,1254.0,3197.0,3456.0,27.4,23.4,43.0,41.8,37.6,18.8,54.9,29.3,123.9,109.9,173.3,151.1,104.5,40.1,138.4,74.5,147.7,38.0,238.0,67.0,96.9,104.7,145.0,172.8
5,BUR,33,28.0,45.0,0.8,1.4,1.2,1.8,6.0,9.0,5,0,901.0,712.0,1429.8,623.6,4029.6,3345.4,4508.1,1439.3,5773.0,1444.0,3332.0,3298.0,27.3,21.6,34.4,25.0,43.3,18.9,56.1,17.9,122.1,101.4,154.5,107.4,136.6,43.6,177.6,43.2,174.9,43.8,229.8,28.0,101.0,99.9,128.0,110.6
6,CHE,33,66.0,27.0,2.0,0.8,2.0,1.6,10.0,8.0,5,0,540.0,336.0,789.8,485.5,2471.4,3018.2,2368.4,982.1,3082.0,851.0,1964.0,2259.0,16.4,10.2,17.4,7.2,23.9,14.7,23.3,12.4,74.9,91.5,76.9,76.2,71.8,29.8,68.6,20.6,93.4,25.8,88.0,27.0,59.5,68.4,57.0,48.8
7,CRY,33,43.0,41.0,1.3,1.2,0.8,0.6,4.0,3.0,5,0,734.0,593.0,1011.5,533.3,3279.2,3135.2,2856.9,1253.1,4007.0,944.0,2522.0,2818.0,22.2,18.0,23.8,20.2,30.6,16.2,35.7,15.9,99.4,95.0,103.2,86.0,86.6,38.0,105.0,49.8,121.4,28.6,152.0,23.0,76.4,85.4,75.0,91.4
8,EVE,33,34.0,53.0,1.0,1.6,1.2,1.4,6.0,7.0,5,0,736.0,657.0,1076.3,577.0,3610.2,3472.0,3117.4,1226.8,4043.0,1067.0,2798.0,3036.0,22.3,19.9,21.2,18.8,32.6,17.5,28.6,17.7,109.4,105.2,86.8,108.0,94.5,37.2,91.1,28.1,122.5,32.3,109.0,39.8,84.8,92.0,76.6,90.4
9,LEI,33,47.0,51.0,1.4,1.6,1.4,1.6,7.0,8.0,5,0,788.0,480.0,1308.2,642.2,3985.6,3446.4,4037.7,1390.9,5069.0,1585.0,3042.0,2842.0,23.9,14.6,26.4,13.2,39.6,19.5,47.4,18.0,120.8,104.4,126.9,99.8,122.4,42.2,146.4,43.8,153.6,48.0,200.8,37.0,92.2,86.1,99.8,95.2
10,LEE,33,38.0,68.0,1.2,2.1,1.8,0.8,9.0,4.0,5,0,914.0,668.0,1292.6,615.6,4484.2,3577.4,3589.0,1366.5,4864.0,1209.0,3146.0,3073.0,27.7,20.2,15.8,7.6,39.2,18.6,23.8,13.9,135.9,108.4,75.4,77.7,108.8,41.4,73.1,31.7,147.4,36.6,91.6,29.0,95.3,93.1,54.0,60.6
11,LIV,33,83.0,22.0,2.5,0.7,2.4,0.4,12.0,2.0,5,0,550.0,226.0,808.8,450.5,2773.2,3327.6,2271.4,695.9,3042.0,480.0,2147.0,2115.0,16.7,6.8,18.6,4.4,24.5,13.6,27.8,10.5,84.0,100.8,91.9,73.6,68.8,21.1,78.4,24.1,92.2,14.6,108.4,8.0,65.1,64.1,76.2,58.6
12,MCI,33,75.0,20.0,2.3,0.6,1.4,0.4,7.0,2.0,5,0,533.0,312.0,637.7,430.4,2361.8,3283.2,1813.4,538.3,2220.0,474.0,1947.0,2284.0,16.2,9.4,8.0,8.8,19.3,13.0,8.4,6.3,71.6,99.5,35.2,46.2,55.0,16.3,21.8,9.9,67.3,14.4,26.8,6.8,59.0,69.2,27.6,41.0
13,MUN,33,52.0,48.0,1.6,1.4,1.4,2.0,7.0,10.0,5,0,838.0,553.0,1240.1,608.2,4175.0,3780.0,3657.1,1182.1,4570.0,1106.0,3197.0,3176.0,25.4,16.8,27.4,17.6,37.6,18.4,32.1,12.8,126.5,114.6,129.3,84.6,110.8,35.8,90.4,29.2,138.5,33.5,100.8,14.2,96.9,96.2,106.0,88.6
14,NEW,33,37.0,55.0,1.1,1.7,1.0,1.6,5.0,8.0,5,0,814.0,614.0,1271.1,647.6,3926.6,3668.2,3914.9,1527.1,4872.0,1283.0,3096.0,3023.0,24.7,18.6,34.0,31.4,38.5,19.6,45.8,25.2,119.0,111.2,151.0,158.2,118.6,46.3,153.1,41.6,147.6,38.9,155.2,52.4,93.8,91.6,118.2,141.4
15,NOR,33,22.0,66.0,0.7,2.0,1.0,1.0,5.0,5.0,5,0,918.0,818.0,1429.6,606.3,4363.6,3176.2,4331.3,1459.2,5629.0,1428.0,3426.0,3453.0,27.8,24.8,12.2,9.2,43.3,18.4,26.4,12.0,132.2,96.2,64.1,57.6,131.2,44.2,104.4,27.3,170.6,43.3,98.6,35.4,103.8,104.6,54.0,46.2
16,SOU,33,38.0,54.0,1.2,1.6,0.6,2.2,3.0,11.0,5,0,779.0,608.0,1165.5,636.2,3779.4,3944.2,3288.1,1298.8,4581.0,1114.0,2930.0,3065.0,23.6,18.4,41.0,27.0,35.3,19.3,60.8,25.7,114.5,119.5,206.6,160.7,99.6,39.4,161.2,56.4,138.8,33.8,239.4,40.0,88.8,92.9,157.8,128.2
17,TOT,33,56.0,38.0,1.7,1.2,3.2,1.2,16.0,6.0,5,0,672.0,501.0,1104.5,576.1,3356.4,3417.6,3385.6,1312.9,4326.0,1022.0,2674.0,3028.0,20.4,15.2,28.6,13.6,33.5,17.5,42.2,24.0,101.7,103.6,137.0,138.9,102.6,39.8,138.5,51.8,131.1,31.0,148.8,49.2,81.0,91.8,115.6,119.2
18,WAT,33,30.0,62.0,0.9,1.9,0.6,1.6,3.0,8.0,5,0,961.0,756.0,1330.9,645.4,4457.2,3581.6,4018.7,1573.2,4851.0,1290.0,3585.0,3505.0,29.1,22.9,25.4,18.6,40.3,19.6,32.4,15.2,135.1,108.5,115.4,81.8,121.8,47.7,108.4,32.5,147.0,39.1,101.0,37.6,108.6,106.2,93.2,78.8
19,WHU,33,52.0,43.0,1.6,1.3,1.2,1.6,6.0,8.0,5,0,757.0,457.0,1184.7,560.6,3599.4,3202.6,3534.8,1451.5,4721.0,948.0,2999.0,2729.0,22.9,13.8,20.0,10.4,35.9,17.0,27.9,9.8,109.1,97.0,89.3,42.9,107.1,44.0,76.8,31.7,143.1,28.7,113.0,23.6,90.9,82.7,76.2,56.6
20,WOL,33,33.0,28.0,1.0,0.8,1.0,1.0,5.0,5.0,5,0,697.0,618.0,1156.1,510.7,3230.4,2884.6,3569.9,1187.5,4783.0,1034.0,2615.0,3060.0,21.1,18.7,13.8,10.6,35.0,15.5,19.7,10.7,97.9,87.4,63.6,55.8,108.2,36.0,58.9,18.2,144.9,31.3,74.8,32.8,79.2,92.7,50.4,53.4
