team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,34.0,50.0,42.0,1.5,1.2,2.0,1.2,10.0,6.0,5.0,0,841.0,492.0,1364.1,576.0,4249.0,3190.0,4283.3,1348.4,5132.0,1214.0,3257.0,2793.0,24.7,14.5,40.6,19.8,40.1,16.9,54.8,18.5,125.0,93.8,178.8,114.6,126.0,39.7,188.4,41.4,150.9,35.7,183.0,28.4,95.8,82.2,160.0,113.0
2,34.0,36.0,65.0,1.1,1.9,0.4,1.8,2.0,9.0,5.0,0,928.0,607.0,1573.2,622.6,4659.8,3305.2,4821.1,1568.8,6286.0,1363.0,3646.0,2958.0,27.3,17.8,30.6,28.8,46.3,18.3,37.3,15.2,137.0,97.2,125.7,86.5,141.8,46.1,128.2,42.5,184.9,40.1,121.4,23.0,107.2,87.0,115.0,113.2
3,34.0,32.0,59.0,0.9,1.7,0.6,2.4,3.0,12.0,5.0,0,972.0,686.0,1463.8,603.6,4796.6,3307.6,4351.6,1460.7,5510.0,1261.0,3761.0,3241.0,28.6,20.2,37.0,26.0,43.0,17.8,39.5,12.8,141.1,97.3,172.0,79.2,128.0,43.0,109.0,22.2,162.1,37.1,114.2,25.8,110.6,95.3,135.6,108.6
4,34.0,36.0,47.0,1.1,1.4,0.8,1.4,4.0,7.0,5.0,0,809.0,649.0,1216.9,537.0,3846.0,3439.2,3444.8,1185.7,4893.0,740.0,3005.0,3114.0,23.8,19.1,23.6,19.2,35.8,15.8,31.4,15.3,113.1,101.2,101.4,82.6,101.3,34.9,88.4,50.8,143.9,21.8,125.4,19.2,88.4,91.6,87.4,85.6
5,34.0,38.0,46.0,1.1,1.4,0.8,1.2,4.0,6.0,5.0,0,776.0,588.0,1209.1,571.4,3626.8,3135.4,3817.9,1423.1,4657.0,1148.0,2976.0,2993.0,22.8,17.3,11.0,10.6,35.6,16.8,24.8,14.6,106.7,92.2,47.0,72.0,112.3,41.9,90.5,30.4,137.0,33.8,110.6,43.4,87.5,88.0,44.0,55.0
6,34.0,63.0,46.0,1.8,1.4,2.4,1.4,12.0,7.0,5.0,0,757.0,525.0,1011.9,601.9,3759.6,4173.2,2900.1,905.4,3486.0,933.0,2890.0,3033.0,22.3,15.4,26.0,15.2,29.8,17.7,38.1,20.0,110.6,122.7,128.9,114.2,85.3,26.6,124.7,29.2,102.5,27.4,128.2,56.8,85.0,89.2,101.0,87.2
7,34.0,30.0,43.0,0.9,1.3,0.8,2.2,4.0,11.0,5.0,0,790.0,681.0,1285.8,613.2,3898.0,3368.0,4048.1,1465.5,4914.0,1294.0,3047.0,3098.0,23.2,20.0,32.0,26.2,37.8,18.0,41.7,17.5,114.6,99.1,155.6,104.1,119.1,43.1,128.2,37.2,144.5,38.1,133.4,33.4,89.6,91.1,123.4,110.6
8,34.0,41.0,49.0,1.2,1.4,0.8,0.6,4.0,3.0,5.0,0,842.0,570.0,1125.0,569.7,3892.4,3636.6,3231.9,1146.4,4128.0,909.0,3201.0,2902.0,24.8,16.8,20.0,17.4,33.1,16.8,31.5,14.2,114.5,107.0,78.3,80.5,95.1,33.7,103.4,35.0,121.4,26.7,134.0,26.2,94.2,85.4,78.0,80.4
9,34.0,64.0,32.0,1.9,0.9,1.2,0.8,6.0,4.0,5.0,0,680.0,491.0,1017.6,581.4,3297.2,3634.0,3173.7,1166.3,3728.0,1008.0,2576.0,2908.0,20.0,14.4,18.8,18.8,29.9,17.1,24.1,15.0,97.0,106.9,83.4,93.1,93.3,34.3,76.1,19.5,109.6,29.6,82.4,36.4,75.8,85.5,61.0,80.8
10,34.0,75.0,26.0,2.2,0.8,1.8,1.0,9.0,5.0,5.0,0,618.0,322.0,839.5,519.9,2863.4,3660.8,2588.8,931.2,2962.0,598.0,2342.0,2636.0,18.2,9.5,23.8,15.2,24.7,15.3,26.6,13.1,84.2,107.7,87.4,104.3,76.1,27.4,82.1,19.1,87.1,17.6,97.4,6.8,68.9,77.5,80.2,95.4
