team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,27.0,35.0,28.0,1.3,1.0,1.6,1.2,8.0,6.0,5.0,0,557.0,488.0,772.5,401.3,2272.4,2426.8,2533.5,902.8,2947.0,678.0,2069.0,2354.0,20.6,18.1,18.8,17.6,28.6,14.9,26.5,12.2,84.2,89.9,78.6,79.0,93.8,33.4,82.6,18.8,109.2,25.1,104.6,24.0,76.6,87.2,68.6,82.2
2,27.0,38.0,27.0,1.4,1.0,0.6,0.6,3.0,3.0,5.0,0,582.0,424.0,932.4,464.7,2740.4,2756.8,2972.2,919.4,3649.0,967.0,2182.0,2224.0,21.6,15.7,17.6,21.0,34.5,17.2,33.4,19.7,101.5,102.1,71.8,92.3,110.1,34.0,127.9,48.2,135.2,35.8,135.4,55.8,80.8,82.4,68.6,93.8
3,27.0,27.0,35.0,1.0,1.3,0.6,1.2,3.0,6.0,5.0,0,629.0,556.0,781.3,445.0,2682.0,3017.8,2383.0,709.4,2767.0,718.0,2320.0,2596.0,23.3,20.6,24.6,28.4,28.9,16.5,29.8,22.1,99.3,111.8,107.8,147.5,88.3,26.3,89.1,30.1,102.5,26.6,101.4,43.4,85.9,96.2,90.4,118.8
4,27.0,20.0,36.0,0.7,1.3,1.4,1.6,7.0,8.0,5.0,0,690.0,649.0,1153.3,486.8,3204.4,2563.2,3687.6,1243.1,4652.0,1057.0,2690.0,2851.0,25.6,24.0,21.6,17.0,42.7,18.0,34.5,17.3,118.7,94.9,91.3,106.3,136.6,46.0,109.2,40.6,172.3,39.2,145.2,25.8,99.6,105.6,77.0,94.2
5,27.0,44.0,25.0,1.6,0.9,1.6,0.4,8.0,2.0,5.0,0,680.0,456.0,818.3,443.3,2827.6,3030.4,2582.6,733.2,2794.0,665.0,2418.0,2514.0,25.2,16.9,25.0,15.0,30.3,16.4,32.3,18.6,104.7,112.2,98.5,114.2,95.6,27.2,110.4,39.4,103.5,24.6,116.8,33.2,89.6,93.1,92.4,93.6
6,27.0,30.0,47.0,1.1,1.7,0.6,2.0,3.0,10.0,5.0,0,731.0,618.0,1062.9,571.7,3458.6,3024.6,3272.3,1595.5,3916.0,1088.0,2812.0,2916.0,27.1,22.9,42.4,44.8,39.4,21.2,62.3,36.3,128.1,112.0,185.2,178.8,121.2,59.1,208.5,103.0,145.0,40.3,233.0,80.4,104.2,108.0,158.8,188.2
7,27.0,39.0,35.0,1.4,1.3,1.6,2.0,8.0,10.0,5.0,0,609.0,388.0,915.6,432.2,2936.0,2413.4,2766.9,1089.7,3452.0,810.0,2405.0,2202.0,22.6,14.4,26.8,25.6,33.9,16.0,38.5,22.0,108.7,89.4,116.2,113.8,102.5,40.4,124.6,57.5,127.8,30.0,144.0,48.8,89.1,81.6,111.4,114.6
8,27.0,22.0,33.0,0.8,1.2,1.0,0.4,5.0,2.0,5.0,0,644.0,631.0,825.1,425.9,2958.8,2565.8,2273.7,928.6,3020.0,757.0,2350.0,2694.0,23.8,23.4,29.0,38.4,30.6,15.8,33.9,19.9,109.6,95.0,127.6,118.8,84.2,34.4,113.2,42.4,111.8,28.0,98.8,36.4,87.0,99.8,104.4,148.0
9,27.0,48.0,32.0,1.8,1.2,1.8,1.4,9.0,7.0,5.0,0,662.0,396.0,926.0,498.4,2978.2,2865.4,2875.5,1095.6,3424.0,1024.0,2389.0,2373.0,24.5,14.7,32.6,14.4,34.3,18.5,44.9,22.1,110.3,106.1,131.9,120.6,106.5,40.6,136.4,52.6,126.8,37.9,182.0,47.6,88.5,87.9,124.2,101.2
10,27.0,43.0,46.0,1.6,1.7,1.4,1.6,7.0,8.0,5.0,0,696.0,488.0,1057.1,481.7,3333.0,2923.8,3260.9,789.5,3976.0,1101.0,2519.0,2291.0,25.8,18.1,28.2,28.4,39.2,17.8,40.0,20.8,123.4,108.3,116.0,122.5,120.8,29.2,134.8,32.8,147.3,40.8,148.8,52.6,93.3,84.8,98.4,114.4
