team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,38,61.0,48.0,1.6,1.3,2.4,1.8,12.0,9.0,5,0,770.0,558.0,1081.5,589.2,3586.4,3640.4,3259.9,1243.4,3997.0,1008.0,2898.0,3191.0,20.3,14.7,26.4,16.4,28.5,15.5,28.0,19.3,94.4,95.8,94.5,125.8,85.8,32.7,84.2,40.6,105.2,26.5,103.4,27.0,76.3,84.0,97.6,111.0
2,AVL,38,52.0,54.0,1.4,1.4,2.0,1.6,10.0,8.0,5,0,920.0,596.0,1260.3,668.9,4035.0,3872.0,3749.8,1478.1,4844.0,1337.0,3284.0,3343.0,24.2,15.7,27.8,19.0,33.2,17.6,27.0,21.2,106.2,101.9,78.0,104.0,98.7,38.9,91.9,56.1,127.5,35.2,101.0,51.2,86.4,88.0,101.4,105.0
3,BRE,38,48.0,56.0,1.3,1.5,1.4,1.4,7.0,7.0,5,0,892.0,667.0,1229.2,655.0,4059.8,3805.6,4069.3,1407.4,4170.0,1337.0,3381.0,3397.0,23.5,17.6,28.0,24.4,32.4,17.2,33.6,17.5,106.8,100.2,115.0,114.1,107.1,37.0,102.7,37.0,109.7,35.2,119.6,24.4,89.0,89.4,112.6,113.8
4,BHA,38,42.0,44.0,1.1,1.2,2.6,0.8,13.0,4.0,5,0,993.0,807.0,1382.1,687.7,4439.0,4022.6,3981.8,1421.6,5416.0,1429.0,3561.0,3805.0,26.1,21.2,17.4,7.0,36.4,18.1,28.4,13.4,116.8,105.9,69.9,79.1,104.8,37.4,106.9,19.8,142.5,37.6,108.2,35.0,93.7,100.1,72.8,69.8
5,BUR,38,34.0,53.0,0.9,1.4,1.2,1.6,6.0,8.0,5,0,1031.0,815.0,1596.8,727.2,4509.2,3892.8,4987.0,1749.6,6485.0,1620.0,3834.0,3870.0,27.1,21.4,26.0,20.6,42.0,19.1,33.4,20.7,118.7,102.4,95.9,109.5,131.2,46.0,95.8,62.1,170.7,42.6,142.4,35.2,100.9,101.8,100.4,114.4
6,CHE,38,76.0,33.0,2.0,0.9,2.0,1.2,10.0,6.0,5,0,653.0,411.0,894.6,541.5,2869.8,3433.6,2654.3,1058.2,3444.0,917.0,2345.0,2655.0,17.2,10.8,22.6,15.0,23.5,14.2,21.0,11.2,75.5,90.4,79.7,83.1,69.8,27.8,57.2,15.2,90.6,24.1,72.4,13.2,61.7,69.9,76.2,79.2
7,CRY,38,50.0,46.0,1.3,1.2,1.4,1.0,7.0,5.0,5,0,865.0,711.0,1171.9,638.4,3812.2,3835.8,3372.2,1473.8,4572.0,1076.0,2994.0,3393.0,22.8,18.7,26.2,23.6,30.8,16.8,32.1,21.0,100.3,100.9,106.6,140.1,88.7,38.8,103.1,44.1,120.3,28.3,113.0,26.4,78.8,89.3,94.4,115.0
8,EVE,38,43.0,66.0,1.1,1.7,1.8,2.6,9.0,13.0,5,0,886.0,769.0,1261.3,694.0,4172.6,4007.4,3742.8,1546.3,4707.0,1382.0,3419.0,3568.0,23.3,20.2,30.0,22.4,33.2,18.3,37.0,23.4,109.8,105.5,112.5,107.1,98.5,40.7,125.1,63.9,123.9,36.4,132.8,63.0,90.0,93.9,124.2,106.4
9,LEI,38,62.0,59.0,1.6,1.6,3.0,1.6,15.0,8.0,5,0,958.0,613.0,1558.9,793.2,4691.4,4248.0,4952.3,1651.4,5959.0,2031.0,3731.0,3632.0,25.2,16.1,34.0,26.6,41.0,20.9,50.1,30.2,123.5,111.8,141.2,160.3,130.3,43.5,182.9,52.1,156.8,53.4,178.0,89.2,98.2,95.6,137.8,158.0
10,LEE,38,42.0,79.0,1.1,2.1,0.8,2.2,4.0,11.0,5,0,1021.0,756.0,1448.2,669.8,4928.4,3877.4,4096.7,1487.0,5470.0,1331.0,3554.0,3461.0,26.9,19.9,21.4,17.6,38.1,17.6,31.1,10.8,129.7,102.0,88.8,60.0,107.8,39.1,101.5,24.1,144.0,35.0,121.2,24.4,93.5,91.1,81.6,77.6
11,LIV,38,94.0,26.0,2.5,0.7,2.2,0.8,11.0,4.0,5,0,673.0,312.0,927.9,539.8,3258.8,3982.0,2541.7,833.5,3478.0,580.0,2594.0,2692.0,17.7,8.2,24.6,17.2,24.4,14.2,23.8,17.9,85.8,104.8,97.1,130.9,66.9,21.9,54.1,27.5,91.5,15.3,87.2,20.0,68.3,70.8,89.4,115.4
12,MCI,38,99.0,26.0,2.6,0.7,4.8,1.2,24.0,6.0,5,0,631.0,344.0,737.6,490.5,2753.0,3728.6,2088.3,589.6,2551.0,574.0,2290.0,2608.0,16.6,9.0,19.6,6.4,19.4,12.9,20.0,12.0,72.4,98.1,78.2,89.1,55.0,15.5,55.0,10.3,67.1,15.1,66.2,20.0,60.3,68.6,68.6,64.8
13,MUN,38,57.0,57.0,1.5,1.5,1.0,1.8,5.0,9.0,5,0,998.0,704.0,1455.8,714.6,4749.2,4279.8,4368.7,1453.2,5447.0,1402.0,3747.0,3789.0,26.3,18.5,32.0,30.2,38.3,18.8,43.1,21.3,125.0,112.6,114.8,100.0,115.0,38.2,142.3,54.2,143.3,36.9,175.4,59.2,98.6,99.7,110.0,122.6
14,NEW,38,44.0,62.0,1.2,1.6,1.4,1.4,7.0,7.0,5,0,887.0,663.0,1369.8,682.1,4174.6,3885.4,4252.0,1595.3,5276.0,1343.0,3337.0,3309.0,23.3,17.4,14.6,9.8,36.0,18.0,19.7,6.9,109.9,102.2,49.6,43.4,111.9,42.0,67.4,13.6,138.8,35.3,80.8,12.0,87.8,87.1,48.2,57.2
15,NOR,38,23.0,84.0,0.6,2.2,0.2,3.6,1.0,18.0,5,0,1173.0,1008.0,1726.5,710.0,5333.2,3750.0,5228.1,1741.8,6730.0,1607.0,4386.0,4307.0,30.9,26.5,51.0,38.0,45.4,18.7,59.4,20.7,140.4,98.7,193.9,114.8,137.6,45.8,179.4,56.5,177.1,42.3,220.2,35.8,115.4,113.3,192.0,170.8
16,SOU,38,43.0,67.0,1.1,1.8,1.0,2.6,5.0,13.0,5,0,942.0,711.0,1359.9,716.2,4342.2,4428.2,3858.7,1460.2,5391.0,1265.0,3493.0,3556.0,24.8,18.7,32.6,20.6,35.8,18.8,38.9,16.0,114.3,116.5,112.6,96.8,101.5,38.4,114.1,32.3,141.9,33.3,162.0,30.2,91.9,93.6,112.6,98.2
