team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,18,40.0,14.0,2.2,0.8,3.0,0.6,15.0,3.0,5,0,304.0,99.0,402.4,218.0,1365.8,1582.8,1167.7,363.7,1496.0,226.0,1092.0,1015.0,16.9,5.5,16.0,4.8,22.4,12.1,20.5,13.2,75.9,87.9,66.2,98.8,64.9,20.2,59.6,17.5,83.1,12.6,79.4,15.6,60.7,56.4,57.6,61.2,559.0,370.0,31.1,20.6,812.3,253.5,45.1,14.1,2534.2,1519.8,140.8,84.4,2296.7,506.8,127.6,28.2,3294.0,507.0,183.0,28.2,2003.0,1684.0,111.3,93.6
2,AVL,18,19.0,25.0,1.1,1.4,1.6,1.8,8.0,9.0,5,0,409.0,323.0,557.1,259.4,1744.8,1601.4,1575.6,564.8,2257.0,424.0,1380.0,1574.0,22.7,17.9,25.0,16.2,31.0,14.4,33.5,15.2,96.9,89.0,107.9,83.4,87.5,31.4,92.9,45.0,125.4,23.6,133.8,23.2,76.7,87.4,86.0,85.8,402.0,245.0,22.3,13.6,563.0,246.1,31.3,13.7,1842.6,1546.2,102.4,85.9,1517.4,635.4,84.3,35.3,2271.0,278.0,126.2,15.4,1443.0,1345.0,80.2,74.7
3,BOU,18,18.0,36.0,1.0,2.0,1.6,2.2,8.0,11.0,5,0,487.0,437.0,738.5,345.4,2243.2,1792.6,2379.5,833.0,2764.0,825.0,1793.0,1961.0,27.1,24.3,30.8,20.4,41.0,19.2,44.8,22.0,124.6,99.6,144.0,113.3,132.2,46.3,151.6,42.5,153.6,45.8,153.0,63.8,99.6,108.9,109.8,105.0,387.0,215.0,21.5,11.9,476.0,226.1,26.4,12.6,1846.6,1640.4,102.6,91.1,1250.2,422.4,69.5,23.5,1667.0,195.0,92.6,10.8,1380.0,1313.0,76.7,72.9
4,BRE,18,27.0,27.0,1.5,1.5,1.8,1.2,9.0,6.0,5,0,417.0,280.0,710.8,333.9,2064.6,1781.4,2233.5,936.6,2824.0,615.0,1557.0,1566.0,23.2,15.6,19.6,9.4,39.5,18.6,39.7,24.1,114.7,99.0,100.0,106.2,124.1,52.0,132.2,76.0,156.9,34.2,167.0,58.4,86.5,87.0,75.6,76.8,431.0,304.0,23.9,16.9,559.6,268.3,31.1,14.9,1959.0,1839.2,108.8,102.2,1509.2,402.7,83.8,22.4,2130.0,431.0,118.3,23.9,1560.0,1543.0,86.7,85.7
5,BHA,18,28.0,24.0,1.6,1.3,2.6,2.0,13.0,10.0,5,0,398.0,217.0,498.2,218.9,1816.8,1385.4,1339.9,417.4,1832.0,383.0,1454.0,1206.0,22.1,12.1,28.0,4.0,27.7,12.2,37.4,12.1,100.9,77.0,136.4,77.8,74.4,23.2,93.7,21.6,101.8,21.3,144.6,21.4,80.8,67.0,106.2,47.4,464.0,222.0,25.8,12.3,700.8,201.0,38.9,11.2,2158.2,1244.0,119.9,69.1,2198.5,432.3,122.1,24.0,2653.0,329.0,147.4,18.3,1697.0,1192.0,94.3,66.2
6,CHE,18,20.0,18.0,1.1,1.0,0.8,1.4,4.0,7.0,5,0,343.0,275.0,503.4,254.8,1605.2,1553.2,1500.2,550.8,1943.0,439.0,1185.0,1335.0,19.1,15.3,21.2,24.4,28.0,14.2,32.6,16.8,89.2,86.3,89.9,101.4,83.3,30.6,108.9,30.7,107.9,24.4,129.4,35.2,65.8,74.2,70.6,96.6,379.0,305.0,21.1,16.9,535.8,301.4,29.8,16.7,1656.8,1826.4,92.0,101.5,1704.8,663.3,94.7,36.8,1994.0,517.0,110.8,28.7,1339.0,1596.0,74.4,88.7
7,CRY,18,17.0,21.0,0.9,1.2,1.0,1.0,5.0,5.0,5,0,413.0,310.0,597.0,274.9,1744.6,1567.4,1845.5,658.6,2393.0,523.0,1455.0,1511.0,22.9,17.2,24.8,18.0,33.2,15.3,33.0,13.9,96.9,87.1,96.1,83.6,102.5,36.6,104.5,30.3,132.9,29.1,129.6,25.4,80.8,83.9,82.6,88.0,376.0,226.0,20.9,12.6,522.2,207.7,29.0,11.5,1761.0,1530.8,97.8,85.0,1645.7,274.6,91.4,15.3,1818.0,266.0,101.0,14.8,1330.0,1257.0,73.9,69.8
8,EVE,18,13.0,20.0,0.7,1.1,0.4,1.6,2.0,8.0,5,0,430.0,337.0,723.4,320.7,1946.2,1603.2,2313.0,922.0,2990.0,677.0,1477.0,1585.0,23.9,18.7,29.4,23.8,40.2,17.8,50.8,15.8,108.1,89.1,132.8,92.9,128.5,51.2,164.9,42.5,166.1,37.6,211.2,22.0,82.1,88.1,100.4,101.0,330.0,292.0,18.3,16.2,466.3,305.9,25.9,17.0,1459.6,2018.2,81.1,112.1,1422.8,476.1,79.0,26.4,1790.0,558.0,99.4,31.0,1196.0,1500.0,66.4,83.3
9,FUL,18,29.0,27.0,1.6,1.5,1.4,1.0,7.0,5.0,5,0,457.0,228.0,688.1,268.4,2228.6,1540.6,1839.8,600.0,2819.0,552.0,1670.0,1316.0,25.4,12.7,24.0,13.6,38.2,14.9,32.3,15.6,123.8,85.6,111.1,101.2,102.2,33.3,92.5,31.7,156.6,30.7,120.0,24.2,92.8,73.1,89.6,78.0,455.0,240.0,25.3,13.3,666.2,243.3,37.0,13.5,1952.4,1756.0,108.5,97.6,1984.3,408.0,110.2,22.7,2731.0,263.0,151.7,14.6,1583.0,1399.0,87.9,77.7
10,LEI,18,26.0,30.0,1.4,1.7,1.0,1.2,5.0,6.0,5,0,469.0,256.0,653.1,265.7,2109.2,1520.8,1939.4,703.2,2483.0,428.0,1727.0,1458.0,26.1,14.2,23.2,22.6,36.3,14.8,36.9,18.9,117.2,84.5,94.4,97.3,107.7,39.1,122.4,67.7,137.9,23.8,152.6,23.4,95.9,81.0,87.0,103.2,446.0,276.0,24.8,15.3,572.0,251.8,31.8,14.0,2109.2,1662.6,117.2,92.4,1688.3,517.1,93.8,28.7,1928.0,336.0,107.1,18.7,1661.0,1593.0,92.3,88.5
11,LEE,18,23.0,29.0,1.3,1.6,2.0,2.2,10.0,11.0,5,0,466.0,260.0,643.2,259.3,2257.0,1512.8,1783.8,617.5,2393.0,460.0,1665.0,1326.0,25.9,14.4,30.0,14.4,35.7,14.4,47.1,20.1,125.4,84.0,156.4,96.0,99.1,34.3,123.6,65.2,132.9,25.6,190.8,40.0,92.5,73.7,105.2,87.8,377.0,222.0,20.9,12.3,571.6,258.4,31.8,14.4,1823.4,1675.6,101.3,93.1,1815.6,409.1,100.9,22.7,2099.0,496.0,116.6,27.6,1307.0,1304.0,72.6,72.4
12,LIV,18,33.0,19.0,1.8,1.1,2.2,1.2,11.0,6.0,5,0,385.0,162.0,533.9,264.3,1949.4,1856.8,1367.0,488.6,2023.0,293.0,1412.0,1276.0,21.4,9.0,22.6,7.8,29.7,14.7,33.0,20.9,108.3,103.2,118.8,119.4,75.9,27.1,91.2,53.5,112.4,16.3,119.6,35.8,78.4,70.9,82.6,79.4,437.0,308.0,24.3,17.1,746.8,361.4,41.5,20.1,2173.2,1811.8,120.7,100.7,2018.5,1218.8,112.1,67.7,3281.0,582.0,182.3,32.3,1655.0,1608.0,91.9,89.3
