team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,17.0,20.0,19.0,1.2,1.1,2.0,0.8,10.0,4.0,5.0,0,366.0,325.0,508.1,279.9,1470.6,1675.6,1690.1,629.3,1943.0,491.0,1370.0,1592.0,21.5,19.1,17.0,9.8,29.9,16.5,27.6,17.8,86.5,98.6,78.5,99.5,99.4,37.0,106.2,38.2,114.3,28.9,92.2,40.2,80.6,93.6,75.6,70.8
2,17.0,29.0,16.0,1.7,0.9,1.6,0.6,8.0,3.0,5.0,0,305.0,182.0,481.1,244.8,1530.4,1623.4,1445.9,464.6,1854.0,359.0,1154.0,1143.0,17.9,10.7,17.4,14.6,28.3,14.4,28.3,15.8,90.0,95.5,88.3,109.0,85.0,27.3,85.1,31.2,109.1,21.1,110.0,18.4,67.9,67.2,66.6,81.6
3,17.0,21.0,28.0,1.2,1.6,1.2,1.4,6.0,7.0,5.0,0,415.0,318.0,474.9,260.1,1734.6,1810.6,1401.5,403.6,1630.0,384.0,1498.0,1525.0,24.4,18.7,20.2,24.2,27.9,15.3,26.5,17.7,102.0,106.5,77.0,124.9,82.4,23.7,79.2,29.4,95.9,22.6,109.0,23.0,88.1,89.7,72.8,107.6
4,17.0,9.0,20.0,0.5,1.2,0.6,0.4,3.0,2.0,5.0,0,367.0,368.0,595.2,259.9,1728.6,1384.6,1884.6,652.3,2338.0,561.0,1433.0,1582.0,21.6,21.6,13.4,17.4,35.0,15.3,27.7,12.5,101.7,81.4,62.4,66.0,110.9,38.4,89.8,39.6,137.5,33.0,125.0,19.4,84.3,93.1,53.4,79.8
5,17.0,32.0,21.0,1.9,1.2,1.4,1.8,7.0,9.0,5.0,0,404.0,250.0,491.0,245.8,1736.4,1665.2,1506.7,409.6,1674.0,376.0,1476.0,1406.0,23.8,14.7,30.4,12.6,28.9,14.5,35.3,15.7,102.1,98.0,131.2,104.2,88.6,24.1,89.1,31.1,98.5,22.1,132.2,21.6,86.8,82.7,105.4,77.2
6,17.0,22.0,29.0,1.3,1.7,0.8,2.4,4.0,12.0,5.0,0,430.0,330.0,590.3,326.8,2060.8,1800.4,1702.0,913.1,2140.0,549.0,1629.0,1638.0,25.3,19.4,30.4,21.8,34.7,19.2,37.3,20.0,121.2,105.9,150.8,108.8,100.1,53.7,86.0,65.8,125.9,32.3,135.6,25.0,95.8,96.4,113.0,99.0
7,17.0,26.0,20.0,1.5,1.2,1.0,0.4,5.0,2.0,5.0,0,380.0,204.0,567.3,250.4,1879.6,1459.0,1665.8,615.2,2131.0,425.0,1470.0,1258.0,22.4,12.0,14.4,11.6,33.4,14.7,23.1,12.4,110.6,85.8,62.1,66.2,98.0,36.2,80.3,29.0,125.4,25.0,89.4,28.6,86.5,74.0,59.8,66.8
8,17.0,13.0,23.0,0.8,1.4,0.2,0.2,1.0,1.0,5.0,0,411.0,335.0,532.2,240.9,1927.2,1490.6,1364.9,511.0,2025.0,406.0,1505.0,1507.0,24.2,19.7,11.6,15.6,31.3,14.2,12.3,8.2,113.4,87.7,46.7,58.3,80.3,30.1,41.0,7.9,119.1,23.9,35.2,15.8,88.5,88.6,42.4,58.2
9,17.0,31.0,21.0,1.8,1.2,1.4,1.2,7.0,6.0,5.0,0,385.0,245.0,523.6,261.8,1771.6,1545.4,1574.0,611.6,1894.0,464.0,1332.0,1361.0,22.6,14.4,23.4,13.6,30.8,15.4,28.6,13.1,104.2,90.9,114.9,80.8,92.6,36.0,82.1,22.2,111.4,27.3,88.6,28.0,78.4,80.1,82.2,73.8
10,17.0,30.0,33.0,1.8,1.9,2.6,2.2,13.0,11.0,5.0,0,454.0,282.0,722.2,310.6,2317.4,1913.6,2121.3,517.5,2785.0,672.0,1664.0,1395.0,26.7,16.6,29.4,13.4,42.5,18.3,41.8,20.2,136.3,112.6,150.5,114.0,124.8,30.4,117.0,32.3,163.8,39.5,151.2,55.4,97.9,82.1,107.2,76.0
