team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,32,45.0,36.0,1.4,1.1,1.4,1.8,7.0,9.0,5,0,590.0,414.0,864.6,424.4,2901.2,2623.0,2530.7,964.5,3230.0,657.0,2224.0,2316.0,18.4,12.9,18.0,14.6,27.0,13.3,19.7,9.7,90.7,82.0,91.8,74.0,79.1,30.1,53.7,13.6,100.9,20.5,53.6,8.4,69.5,72.4,66.6,68.8
2,AVL,32,42.0,46.0,1.3,1.4,1.8,1.8,9.0,9.0,5,0,781.0,501.0,1125.4,562.8,3645.2,3352.0,3290.1,1197.6,4339.0,1081.0,2777.0,2818.0,24.4,15.7,31.6,22.6,35.2,17.6,38.7,21.3,113.9,104.8,137.5,130.8,102.8,37.4,100.9,46.1,135.6,33.8,149.4,36.8,86.8,88.1,109.4,119.4
3,BRE,32,39.0,48.0,1.2,1.5,2.4,0.8,12.0,4.0,5,0,730.0,538.0,1027.4,547.3,3389.8,3126.8,3472.1,1153.1,3416.0,1193.0,2732.0,2744.0,22.8,16.8,22.0,9.8,32.1,17.1,31.8,21.3,105.9,97.7,91.3,134.1,108.5,36.0,120.6,33.5,106.8,37.3,106.4,45.0,85.4,85.8,94.4,88.6
4,BHA,32,28.0,37.0,0.9,1.2,0.6,1.4,3.0,7.0,5,0,846.0,733.0,1172.9,595.4,3850.8,3466.8,3264.3,1270.4,4619.0,1215.0,3001.0,3267.0,26.4,22.9,42.6,40.8,36.6,18.6,53.8,31.6,120.3,108.3,178.2,170.7,102.0,39.7,131.3,74.2,144.3,38.0,228.0,71.2,93.8,102.1,148.6,165.0
5,BUR,32,25.0,44.0,0.8,1.4,0.6,2.4,3.0,12.0,5,0,876.0,703.0,1375.2,604.2,3919.8,3265.6,4344.2,1369.8,5502.0,1400.0,3242.0,3243.0,27.4,22.0,46.2,35.0,43.0,18.9,65.6,22.9,122.5,102.0,206.5,143.6,135.8,42.8,203.9,41.9,171.9,43.8,246.6,42.6,101.3,101.3,169.4,146.0
6,CHE,32,64.0,23.0,2.0,0.7,3.0,1.0,15.0,5.0,5,0,540.0,336.0,789.8,485.5,2471.4,3018.2,2368.4,982.1,3082.0,851.0,1964.0,2259.0,16.9,10.5,19.8,7.2,24.7,15.2,26.8,14.2,77.2,94.3,86.2,92.3,74.0,30.7,79.1,21.7,96.3,26.6,104.0,28.4,61.4,70.6,65.4,58.0
7,CRY,32,43.0,40.0,1.3,1.2,1.2,0.4,6.0,2.0,5,0,679.0,547.0,937.7,502.9,3015.0,2971.6,2713.4,1148.3,3675.0,909.0,2347.0,2636.0,21.2,17.1,12.8,11.0,29.3,15.7,21.0,9.9,94.2,92.9,50.4,53.3,84.8,35.9,76.3,28.9,114.8,28.4,85.6,16.0,73.3,82.4,40.0,55.0
8,EVE,32,33.0,52.0,1.0,1.6,1.0,2.2,5.0,11.0,5,0,736.0,657.0,1076.3,577.0,3610.2,3472.0,3117.4,1226.8,4043.0,1067.0,2798.0,3036.0,23.0,20.5,28.6,27.6,33.6,18.0,37.9,23.9,112.8,108.5,127.0,142.0,97.4,38.3,113.0,45.6,126.3,33.3,139.8,50.0,87.4,94.9,104.0,125.4
9,LEI,32,45.0,48.0,1.4,1.5,1.2,1.0,6.0,5.0,5,0,767.0,471.0,1273.6,628.5,3872.0,3363.2,3904.8,1359.3,4970.0,1562.0,2956.0,2778.0,24.0,14.7,27.0,14.4,39.8,19.6,52.4,21.4,121.0,105.1,133.8,120.2,122.0,42.5,162.6,46.8,155.3,48.8,227.4,48.0,92.4,86.8,102.4,109.2
10,LEE,32,38.0,68.0,1.2,2.1,1.8,1.6,9.0,8.0,5,0,914.0,668.0,1292.6,615.6,4484.2,3577.4,3589.0,1366.5,4864.0,1209.0,3146.0,3073.0,28.6,20.9,37.4,31.2,40.4,19.2,49.8,25.2,140.1,111.8,181.5,150.9,112.2,42.7,137.2,52.7,152.0,37.8,180.4,48.4,98.3,96.0,133.0,142.4
