team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,15,31.0,11.0,2.1,0.7,1.6,0.2,8.0,1.0,5,0,249.0,86.0,327.2,181.2,1128.6,1317.2,943.2,296.3,1204.0,193.0,883.0,820.0,16.6,5.7,12.4,6.2,21.8,12.1,18.9,11.2,75.2,87.8,53.3,78.4,62.9,19.8,57.6,12.4,80.3,12.9,78.6,21.0,58.9,54.7,44.6,46.0,437.0,319.0,29.1,21.3,668.0,205.7,44.5,13.7,2010.8,1289.2,134.0,86.0,1927.4,374.4,128.5,25.0,2747.0,394.0,183.1,26.3,1566.0,1419.0,104.4,94.6
2,AVL,15,14.0,21.0,0.9,1.4,1.4,2.0,7.0,10.0,5,0,348.0,286.0,471.5,208.1,1448.2,1312.6,1323.0,440.3,1949.0,325.0,1160.0,1353.0,23.2,19.1,29.0,21.6,31.4,13.9,38.9,13.2,96.6,87.5,109.0,89.0,88.2,29.4,115.7,32.0,129.9,21.7,164.6,11.0,77.3,90.2,92.4,103.2,310.0,197.0,20.7,13.1,458.2,204.1,30.6,13.6,1430.0,1295.0,95.3,86.3,1271.7,511.9,84.8,34.1,1880.0,232.0,125.3,15.5,1121.0,1088.0,74.7,72.5
3,BOU,15,15.0,32.0,1.0,2.1,1.4,2.4,7.0,12.0,5,0,392.0,370.0,615.5,299.1,1819.6,1515.0,1980.4,758.3,2350.0,714.0,1485.0,1643.0,26.1,24.7,26.0,27.4,41.0,19.9,43.4,25.7,121.3,101.0,120.2,127.7,132.0,50.6,144.0,58.6,156.7,47.6,168.8,69.8,99.0,109.5,100.4,121.2,317.0,172.0,21.1,11.5,373.2,189.5,24.9,12.6,1516.0,1381.6,101.1,92.1,962.1,345.9,64.1,23.1,1255.0,165.0,83.7,11.0,1163.0,1085.0,77.5,72.3
4,BRE,15,21.0,24.0,1.4,1.6,1.0,1.4,5.0,7.0,5,0,364.0,250.0,581.7,238.5,1757.8,1420.6,1777.4,623.4,2293.0,336.0,1313.0,1304.0,24.3,16.7,25.4,18.6,38.8,15.9,47.9,14.2,117.2,94.7,124.9,88.8,118.5,41.6,159.0,33.1,152.9,22.4,196.0,19.6,87.5,86.9,90.6,88.4,348.0,239.0,23.2,15.9,449.0,206.6,29.9,13.8,1538.4,1404.8,102.6,93.6,1290.1,289.5,86.0,19.3,1663.0,362.0,110.9,24.1,1263.0,1212.0,84.2,80.8
5,BHA,15,22.0,17.0,1.5,1.1,1.6,1.6,8.0,8.0,5,0,310.0,201.0,385.2,182.5,1378.2,1174.2,1084.9,344.0,1394.0,305.0,1113.0,1068.0,20.7,13.4,27.8,18.4,25.7,12.2,30.5,12.8,91.9,78.3,115.6,99.4,72.3,22.9,81.9,13.9,92.9,20.3,106.8,14.2,74.2,71.2,92.0,88.8,389.0,191.0,25.9,12.7,606.3,157.2,40.4,10.5,1800.6,960.8,120.0,64.0,1943.0,346.5,129.5,23.1,2319.0,263.0,154.6,17.5,1422.0,970.0,94.8,64.7
6,CHE,15,17.0,16.0,1.1,1.1,0.8,1.2,4.0,6.0,5,0,288.0,213.0,422.2,208.4,1392.0,1272.0,1218.6,466.2,1619.0,343.0,1012.0,1077.0,19.2,14.2,20.6,23.4,28.2,13.9,36.0,17.2,92.8,84.8,93.2,100.7,81.2,31.1,108.4,49.2,107.9,22.9,159.4,21.8,67.5,71.8,65.4,99.6,301.0,256.0,20.1,17.1,444.2,257.0,29.6,17.1,1341.8,1526.8,89.4,101.8,1425.1,579.3,95.0,38.6,1666.0,458.0,111.1,30.5,1061.0,1335.0,70.7,89.0
7,CRY,15,15.0,17.0,1.0,1.1,1.0,1.0,5.0,5.0,5,0,326.0,233.0,483.4,234.6,1440.0,1325.4,1503.5,567.8,1905.0,453.0,1183.0,1203.0,21.7,15.5,23.6,17.4,32.2,15.6,31.8,13.2,96.0,88.4,105.5,89.8,100.2,37.8,99.7,18.8,127.0,30.2,113.2,23.0,78.9,80.2,83.6,90.8,308.0,189.0,20.5,12.6,441.1,175.5,29.4,11.7,1485.4,1264.2,99.0,84.3,1387.0,248.8,92.5,16.6,1536.0,235.0,102.4,15.7,1126.0,1037.0,75.1,69.1
8,EVE,15,11.0,14.0,0.7,0.9,0.6,1.0,3.0,5.0,5,0,345.0,279.0,588.6,273.4,1554.8,1323.4,1918.3,799.2,2427.0,607.0,1182.0,1334.0,23.0,18.6,26.4,27.8,39.2,18.2,44.5,19.4,103.6,88.2,106.8,80.1,127.9,53.3,149.4,62.5,161.8,40.5,189.8,50.6,78.8,88.9,84.0,116.6,276.0,257.0,18.4,17.1,393.5,258.9,26.2,17.3,1196.2,1721.6,79.8,114.8,1177.5,421.5,78.5,28.1,1572.0,440.0,104.8,29.3,995.0,1292.0,66.3,86.1
9,FUL,15,23.0,24.0,1.5,1.6,1.8,1.2,9.0,6.0,5,0,388.0,204.0,600.8,227.1,1914.8,1229.4,1618.7,516.8,2481.0,534.0,1426.0,1113.0,25.9,13.6,25.0,11.6,40.0,15.1,38.4,15.4,127.6,82.0,128.6,87.6,107.9,34.4,112.5,32.4,165.4,35.6,143.0,35.8,95.1,74.2,97.2,69.6,366.0,180.0,24.4,12.0,534.4,189.9,35.6,12.7,1612.2,1445.0,107.5,96.3,1621.1,293.9,108.1,19.6,2113.0,155.0,140.9,10.3,1285.0,1103.0,85.7,73.5
10,LEI,15,23.0,25.0,1.5,1.7,1.6,0.2,8.0,1.0,5,0,397.0,187.0,542.7,210.3,1784.8,1245.4,1643.1,479.4,2001.0,373.0,1459.0,1143.0,26.5,12.5,18.4,15.6,36.2,14.0,34.7,16.8,119.0,83.0,63.3,92.1,109.5,32.0,138.9,43.4,133.4,24.9,145.2,31.8,97.3,76.2,64.2,89.8,375.0,232.0,25.0,15.5,485.6,204.2,32.4,13.6,1782.8,1330.4,118.8,88.7,1428.3,435.6,95.2,29.0,1652.0,275.0,110.1,18.3,1417.0,1312.0,94.5,87.5
