team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,29,70.0,27.0,2.4,0.9,3.2,0.7,19.0,4.0,6,0,544.0,252.0,739.1,421.3,2574.2,2994.0,2208.1,683.5,2614.0,526.0,1971.0,2023.0,18.8,8.7,17.0,5.7,25.5,14.5,23.8,13.7,88.8,103.2,77.4,102.8,76.1,23.6,73.6,18.4,90.1,18.1,87.5,16.0,68.0,69.8,61.7,68.5,1103.0,651.0,38.0,22.4,1616.4,480.5,55.7,16.6,5109.6,2828.8,176.2,97.5,4882.8,1101.1,168.4,38.0,6180.0,872.0,213.1,30.1,4019.0,3022.0,138.6,104.2
2,AVL,29,39.0,40.0,1.3,1.4,1.8,0.3,11.0,2.0,6,0,705.0,437.0,960.1,433.4,3213.6,2865.8,2889.0,821.7,3524.0,645.0,2471.0,2401.0,24.3,15.1,11.5,8.7,33.1,14.9,18.2,13.7,110.8,98.8,63.2,100.2,99.6,28.3,61.8,25.8,121.5,22.2,58.7,11.3,85.2,82.8,45.8,62.5,680.0,499.0,23.4,17.2,866.5,425.4,29.9,14.7,3020.0,2714.2,104.1,93.6,2546.9,1031.3,87.8,35.6,3106.0,509.0,107.1,17.6,2410.0,2500.0,83.1,86.2
3,BOU,29,27.0,57.0,0.9,2.0,1.0,2.2,6.0,13.0,6,0,878.0,690.0,1337.7,595.6,4092.2,3060.8,4381.5,1571.7,4916.0,1318.0,3314.0,3247.0,30.3,23.8,37.8,20.0,46.1,20.5,58.6,25.3,141.1,105.5,186.4,118.8,151.1,54.2,195.9,77.5,169.5,45.4,204.7,56.2,114.3,112.0,156.8,114.7,626.0,370.0,21.6,12.8,805.2,391.1,27.8,13.5,3023.2,2871.8,104.2,99.0,2289.7,667.4,79.0,23.0,2746.0,368.0,94.7,12.7,2256.0,2236.0,77.8,77.1
4,BRE,29,46.0,38.0,1.6,1.3,1.5,1.3,9.0,8.0,6,0,636.0,434.0,995.7,487.6,3012.2,2688.0,3224.7,1293.4,3745.0,889.0,2331.0,2444.0,21.9,15.0,21.0,15.2,34.3,16.8,23.5,12.3,103.9,92.7,86.3,78.5,111.2,44.6,76.3,30.7,129.1,30.7,74.0,13.3,80.4,84.3,66.3,80.7,750.0,562.0,25.9,19.4,904.0,474.7,31.2,16.4,3314.6,3201.0,114.3,110.4,2594.4,688.7,89.5,23.8,3144.0,845.0,108.4,29.1,2663.0,2672.0,91.8,92.1
5,BHA,27,51.0,34.0,1.9,1.3,2.4,1.0,12.0,5.0,5,0,599.0,336.0,720.8,378.8,2676.0,2602.4,2028.7,610.2,2512.0,571.0,2139.0,1996.0,22.2,12.4,17.6,8.2,26.7,14.0,19.5,13.0,99.1,96.4,80.1,105.6,75.1,22.6,62.4,6.8,93.0,21.2,52.8,18.0,79.2,73.9,61.8,61.6,741.0,474.0,27.4,17.6,1106.3,383.0,41.0,14.2,3542.6,2217.8,131.2,82.1,3622.5,978.2,134.2,36.2,3900.0,628.0,144.4,23.3,2818.0,2322.0,104.4,86.0
6,CHE,29,29.0,30.0,1.0,1.0,1.0,1.2,6.0,7.0,6,0,623.0,554.0,868.3,458.9,2939.0,2961.8,2679.1,884.2,3086.0,735.0,2163.0,2600.0,21.5,19.1,14.0,11.7,29.9,15.8,18.6,12.9,101.3,102.1,71.2,81.4,92.4,30.5,64.1,26.3,106.4,25.3,51.0,21.2,74.6,89.7,59.8,66.2,578.0,572.0,19.9,19.7,908.2,536.8,31.3,18.5,2640.0,3209.2,91.0,110.7,3129.1,1265.9,107.9,43.6,3332.0,882.0,114.9,30.4,2065.0,2956.0,71.2,101.9
7,CRY,29,24.0,39.0,0.8,1.3,0.5,1.3,3.0,8.0,6,0,736.0,597.0,1048.1,497.2,3264.2,2849.4,3326.0,1252.8,3908.0,865.0,2609.0,2750.0,25.4,20.6,14.3,16.0,36.1,17.1,17.5,8.2,112.6,98.3,58.5,45.8,114.7,43.2,61.7,25.3,134.8,29.8,55.5,10.8,90.0,94.8,53.0,57.3,621.0,392.0,21.4,13.5,854.6,389.2,29.5,13.4,2844.0,2744.2,98.1,94.6,2861.0,563.0,98.7,19.4,2862.0,574.0,98.7,19.8,2166.0,2226.0,74.7,76.8
8,EVE,29,23.0,41.0,0.8,1.4,1.0,1.8,6.0,11.0,6,0,720.0,532.0,1067.1,481.3,3200.2,2632.2,3341.4,1322.1,4144.0,854.0,2504.0,2606.0,24.8,18.3,17.8,11.8,36.8,16.6,20.1,12.3,110.4,90.8,78.3,74.7,115.2,45.6,52.6,33.8,142.9,29.4,70.0,14.7,86.3,89.9,64.0,70.8,514.0,467.0,17.7,16.1,731.3,498.9,25.2,17.2,2313.0,3294.0,79.8,113.6,2572.2,761.0,88.7,26.2,2443.0,926.0,84.2,31.9,1915.0,2452.0,66.0,84.6
9,FUL,28,39.0,39.0,1.4,1.4,1.0,2.2,4.0,9.0,4,0,756.0,487.0,1130.1,467.2,3578.4,2761.6,3338.4,1033.6,4402.0,880.0,2795.0,2597.0,27.0,17.4,40.8,23.2,40.4,16.7,50.8,18.6,127.8,98.6,185.2,130.0,119.2,36.9,155.4,25.5,157.2,31.4,167.5,29.8,99.8,92.8,148.8,124.2,700.0,448.0,25.0,16.0,939.3,409.5,33.6,14.6,2909.2,2959.2,103.9,105.7,2862.6,789.0,102.2,28.2,3637.0,336.0,129.9,12.0,2358.0,2454.0,84.2,87.6
10,LEI,29,40.0,51.0,1.4,1.8,0.7,1.7,4.0,10.0,6,0,866.0,537.0,1145.3,472.7,3930.8,2776.4,3538.2,1274.4,4006.0,671.0,3127.0,2798.0,29.9,18.5,41.5,32.0,39.5,16.3,48.3,21.5,135.5,95.7,185.8,133.4,122.0,43.9,148.6,59.5,138.1,23.1,151.2,21.3,107.8,96.5,142.7,139.2,699.0,399.0,24.1,13.8,918.3,431.6,31.7,14.9,3375.4,2976.2,116.4,102.6,2859.1,841.5,98.6,29.0,2973.0,497.0,102.5,17.1,2664.0,2533.0,91.9,87.3
