team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,8,17.0,7.0,2.1,0.9,1.6,1.0,8.0,5.0,5,0,140.0,42.0,183.0,98.3,640.0,742.6,556.5,172.4,634.0,64.0,488.0,456.0,17.5,5.2,18.4,6.4,22.9,12.3,23.3,11.0,80.0,92.8,89.2,90.0,69.6,21.6,68.3,16.1,79.2,8.0,75.2,4.0,61.0,57.0,61.6,53.4,224.0,171.0,28.0,21.4,359.7,114.9,45.0,14.4,1033.6,676.0,129.2,84.5,1056.5,210.4,132.1,26.3,1510.0,266.0,188.8,33.2,852.0,748.0,106.5,93.5
2,AVL,8,6.0,10.0,0.8,1.2,0.6,0.8,3.0,4.0,5,0,168.0,134.0,234.8,119.5,743.2,693.4,626.0,244.0,978.0,256.0,586.0,661.0,21.0,16.8,19.0,15.0,29.4,14.9,28.0,12.1,92.9,86.7,83.0,70.8,78.2,30.5,84.3,19.5,122.2,32.0,113.0,30.4,73.2,82.6,67.8,73.2,156.0,89.0,19.5,11.1,210.8,105.6,26.4,13.2,745.4,679.0,93.2,84.9,622.6,248.2,77.8,31.0,741.0,126.0,92.6,15.8,610.0,523.0,76.2,65.4
3,BOU,8,6.0,19.0,0.8,2.4,0.8,2.4,4.0,12.0,5,0,227.0,190.0,333.0,136.4,1045.0,673.6,1046.7,406.0,1236.0,286.0,825.0,806.0,28.4,23.8,25.4,21.2,41.6,17.0,38.6,18.3,130.6,84.2,123.5,88.6,130.8,50.8,108.4,60.8,154.5,35.8,154.4,34.0,103.1,100.8,94.4,91.0,145.0,89.0,18.1,11.1,145.3,94.6,18.2,11.8,639.0,707.0,79.9,88.4,376.9,172.9,47.1,21.6,436.0,63.0,54.5,7.9,535.0,570.0,66.9,71.2
4,BRE,8,15.0,12.0,1.9,1.5,1.4,1.4,7.0,7.0,5,0,175.0,104.0,278.3,133.4,902.4,772.2,832.0,362.9,1055.0,196.0,675.0,645.0,21.9,13.0,20.8,16.4,34.8,16.7,31.3,15.4,112.8,96.5,107.6,93.2,104.0,45.4,93.6,36.9,131.9,24.5,113.0,23.8,84.4,80.6,80.2,83.6,212.0,97.0,26.5,12.1,251.2,101.5,31.4,12.7,923.8,682.0,115.5,85.2,684.9,141.9,85.6,17.7,907.0,187.0,113.4,23.4,787.0,537.0,98.4,67.1
5,BHA,8,11.0,5.0,1.4,0.6,1.4,0.8,7.0,4.0,5,0,117.0,62.0,161.2,90.4,527.4,504.0,481.2,217.2,608.0,181.0,437.0,412.0,14.6,7.8,14.2,3.8,20.2,11.3,17.0,7.2,65.9,63.0,69.3,52.4,60.2,27.2,43.1,14.1,76.0,22.6,57.8,5.2,54.6,51.5,53.6,36.2,202.0,117.0,25.2,14.6,265.0,68.1,33.1,8.5,857.0,429.8,107.1,53.7,788.3,135.0,98.5,16.9,1002.0,114.0,125.2,14.2,697.0,507.0,87.1,63.4
6,CHE,8,8.0,9.0,1.0,1.1,1.0,0.8,5.0,4.0,5,0,151.0,83.0,191.5,106.2,756.8,625.2,481.1,211.3,677.0,223.0,537.0,460.0,18.9,10.4,13.2,5.2,23.9,13.3,19.6,9.0,94.6,78.2,73.7,50.4,60.1,26.4,54.6,22.2,84.6,27.9,68.2,17.6,67.1,57.5,53.2,38.8,115.0,122.0,14.4,15.2,196.6,149.8,24.6,18.7,590.4,845.0,73.8,105.6,582.1,356.7,72.8,44.6,789.0,294.0,98.6,36.8,429.0,673.0,53.6,84.1
7,CRY,8,7.0,9.0,0.9,1.1,0.6,1.0,3.0,5.0,5,0,160.0,122.0,258.2,133.6,734.4,658.0,779.8,391.6,1077.0,288.0,610.0,611.0,20.0,15.2,18.2,11.4,32.3,16.7,29.2,12.7,91.8,82.2,78.1,58.0,97.5,49.0,85.8,40.4,134.6,36.0,128.0,28.8,76.2,76.4,68.8,56.6,130.0,79.0,16.2,9.9,197.7,97.4,24.7,12.2,640.4,702.2,80.0,87.8,575.9,187.8,72.0,23.5,757.0,81.0,94.6,10.1,483.0,500.0,60.4,62.5
8,EVE,8,5.0,6.0,0.6,0.8,0.6,0.4,3.0,2.0,5,0,159.0,123.0,275.2,142.2,728.6,724.2,854.2,418.7,1177.0,277.0,538.0,628.0,19.9,15.4,15.6,11.8,34.4,17.8,33.0,15.8,91.1,90.5,75.2,75.2,106.8,52.3,110.7,48.3,147.1,34.6,145.6,33.8,67.2,78.5,49.2,61.8,123.0,139.0,15.4,17.4,209.5,142.0,26.2,17.8,591.6,916.6,74.0,114.6,626.5,254.8,78.3,31.8,877.0,246.0,109.6,30.8,449.0,672.0,56.1,84.0
9,FUL,8,12.0,11.0,1.5,1.4,1.4,1.4,7.0,7.0,5,0,178.0,104.0,278.0,114.5,840.4,647.4,768.8,216.4,1175.0,283.0,630.0,561.0,22.2,13.0,20.0,10.2,34.8,14.3,34.9,14.7,105.0,80.9,104.0,73.6,96.1,27.0,97.2,30.0,146.9,35.4,148.2,43.6,78.8,70.1,74.4,61.0,178.0,88.0,22.2,11.0,252.5,108.3,31.6,13.5,799.2,816.0,99.9,102.0,708.8,198.4,88.6,24.8,1013.0,65.0,126.6,8.1,624.0,566.0,78.0,70.8
10,LEI,8,10.0,22.0,1.2,2.8,1.0,2.8,5.0,14.0,5,0,258.0,98.0,307.9,102.4,1296.4,596.4,778.3,226.8,1003.0,200.0,978.0,554.0,32.2,12.2,31.6,14.6,38.5,12.8,36.7,14.7,162.0,74.6,157.3,83.8,97.3,28.4,84.3,30.1,125.4,25.0,124.8,32.2,122.2,69.2,110.8,76.0,159.0,37.0,19.9,4.6,221.8,95.6,27.7,12.0,819.4,616.4,102.4,77.0,711.6,234.6,89.0,29.3,695.0,104.0,86.9,13.0,669.0,496.0,83.6,62.0
