team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,28.0,39.0,36.0,1.4,1.3,1.8,0.8,9.0,4.0,5.0,0,625.0,383.0,1058.0,470.2,3285.8,2542.8,3239.8,1111.7,4069.0,1043.0,2410.0,2167.0,22.3,13.7,14.8,10.2,37.8,16.8,32.0,15.6,117.4,90.8,80.8,71.0,115.7,39.7,117.0,45.2,145.3,37.2,122.0,39.2,86.1,77.4,58.4,66.6
2,28.0,34.0,52.0,1.2,1.9,1.0,1.6,5.0,8.0,5.0,0,724.0,434.0,1332.1,530.1,3799.0,2804.2,4033.2,1299.2,5512.0,1209.0,2892.0,2274.0,25.9,15.5,22.4,12.6,47.6,18.9,41.2,12.4,135.7,100.2,123.8,89.6,144.0,46.4,113.6,21.9,196.9,43.2,175.4,12.4,103.3,81.2,83.2,66.6
3,28.0,28.0,45.0,1.0,1.6,1.6,1.8,8.0,9.0,5.0,0,753.0,544.0,1219.1,518.9,3767.6,2812.8,3661.9,1273.0,4782.0,1099.0,2951.0,2622.0,26.9,19.4,22.8,17.2,43.5,18.5,42.9,26.7,134.6,100.5,121.6,117.2,130.8,45.5,128.8,71.3,170.8,39.2,182.0,78.8,105.4,93.6,93.8,92.2
4,28.0,32.0,40.0,1.1,1.4,1.2,1.8,6.0,9.0,5.0,0,676.0,512.0,1035.0,449.4,3282.4,2938.4,2904.6,914.1,4172.0,636.0,2504.0,2534.0,24.1,18.3,24.6,17.2,37.0,16.0,36.1,17.2,117.2,104.9,124.9,110.0,103.7,32.6,97.2,29.9,149.0,22.7,138.2,32.2,89.4,90.5,85.2,81.6
5,28.0,33.0,39.0,1.2,1.4,1.4,0.2,7.0,1.0,5.0,0,704.0,521.0,1058.9,479.1,3290.8,2648.6,3280.0,1245.0,4027.0,891.0,2688.0,2643.0,25.1,18.6,14.8,16.2,37.8,17.1,33.5,18.4,117.5,94.6,71.2,84.2,117.1,44.5,124.5,53.5,143.8,31.8,138.6,45.6,96.0,94.4,62.8,87.8
6,28.0,47.0,39.0,1.7,1.4,1.6,1.8,8.0,9.0,5.0,0,615.0,448.0,813.0,487.7,3088.6,3485.4,2254.2,734.0,2806.0,649.0,2350.0,2519.0,22.0,16.0,22.4,18.4,29.0,17.4,28.6,19.5,110.3,124.5,121.3,142.4,80.5,26.2,86.6,24.5,100.2,23.2,77.8,27.8,83.9,90.0,95.0,97.2
7,28.0,25.0,32.0,0.9,1.1,0.6,1.2,3.0,6.0,5.0,0,618.0,541.0,1046.1,511.9,3058.0,2754.4,3309.7,1262.2,4096.0,1101.0,2377.0,2495.0,22.1,19.3,23.0,20.8,37.4,18.3,36.2,18.6,109.2,98.4,116.1,96.2,118.2,45.1,111.9,51.1,146.3,39.3,133.0,38.2,84.9,89.1,85.6,88.4
8,28.0,37.0,42.0,1.3,1.5,2.2,1.8,11.0,9.0,5.0,0,690.0,453.0,898.9,489.4,3214.8,3165.0,2532.3,963.2,3243.0,762.0,2598.0,2381.0,24.6,16.2,25.2,12.0,32.1,17.5,30.2,16.9,114.8,113.0,119.1,105.8,90.4,34.4,83.1,25.2,115.8,27.2,101.2,38.0,92.8,85.0,96.8,71.8
9,28.0,54.0,28.0,1.9,1.0,1.2,1.0,6.0,5.0,5.0,0,575.0,395.0,889.9,494.3,2854.2,3068.0,2760.1,1055.9,3305.0,817.0,2237.0,2442.0,20.5,14.1,22.6,26.4,31.8,17.6,38.0,19.3,101.9,109.6,109.1,131.8,98.6,37.7,126.1,25.5,118.0,29.2,145.6,36.0,79.9,87.2,87.8,117.6
10,28.0,64.0,20.0,2.3,0.7,2.4,1.2,12.0,6.0,5.0,0,479.0,239.0,677.1,439.6,2315.8,3029.6,2101.1,817.5,2371.0,543.0,1849.0,2102.0,17.1,8.5,24.4,12.0,24.2,15.7,35.7,15.0,82.7,108.2,124.4,117.6,75.0,29.2,104.4,18.8,84.7,19.4,127.6,13.0,66.0,75.1,97.0,80.2
