team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,24,34.0,25.0,1.4,1.0,0.4,0.4,2.0,2.0,5,0,481.0,332.0,742.7,359.5,2327.6,2102.2,2215.2,884.4,2892.0,611.0,1823.0,1892.0,20.0,13.8,8.2,5.2,31.0,15.0,16.1,6.8,97.0,87.6,45.7,31.8,92.3,36.8,55.0,17.0,120.5,25.5,60.6,18.8,76.0,78.8,34.6,29.0
2,AVL,24,31.0,35.0,1.3,1.5,1.4,1.4,7.0,7.0,5,0,548.0,319.0,830.2,404.1,2629.6,2373.6,2451.8,853.1,3232.0,815.0,2018.0,1855.0,22.8,13.3,22.0,9.2,34.6,16.8,32.6,14.4,109.6,98.9,116.2,85.2,102.2,35.6,95.1,20.8,134.7,34.0,114.6,38.0,84.1,77.3,81.2,64.6
3,BRE,24,26.0,40.0,1.1,1.7,1.0,3.2,5.0,16.0,5,0,568.0,420.0,786.5,399.1,2699.4,2266.0,2590.4,869.2,2578.0,857.0,2074.0,2035.0,23.7,17.5,40.6,27.8,32.8,16.6,50.1,23.1,112.5,94.4,175.4,111.7,107.9,36.2,163.3,50.0,107.4,35.7,160.6,69.0,86.4,84.8,146.2,120.8
4,BHA,24,23.0,23.0,1.0,1.0,1.4,1.2,7.0,6.0,5,0,484.0,360.0,693.0,332.6,2206.8,2019.0,2029.9,677.8,2698.0,625.0,1725.0,1770.0,20.2,15.0,19.4,9.4,28.9,13.9,28.6,13.8,92.0,84.1,97.7,91.0,84.6,28.2,66.7,26.2,112.4,26.0,122.0,19.8,71.9,73.8,66.8,61.4
5,BUR,24,17.0,28.0,0.7,1.2,0.6,1.4,3.0,7.0,5,0,497.0,426.0,845.3,383.4,2223.6,1949.6,2737.5,906.9,3495.0,976.0,1854.0,1957.0,20.7,17.8,23.2,14.0,35.2,16.0,42.8,13.3,92.6,81.2,105.0,66.3,114.1,37.8,140.6,40.8,145.6,40.7,182.8,26.2,77.2,81.5,82.4,66.6
6,CHE,24,48.0,18.0,2.0,0.8,1.2,1.0,6.0,5.0,5,0,441.0,300.0,655.9,414.4,2040.4,2556.8,1972.9,873.8,2562.0,709.0,1637.0,1969.0,18.4,12.5,23.4,19.8,27.3,17.3,39.0,20.8,85.0,106.5,111.0,126.8,82.2,36.4,134.1,45.9,106.8,29.5,147.2,35.0,68.2,82.0,89.8,103.6
7,CRY,24,32.0,35.0,1.3,1.5,1.6,1.6,8.0,8.0,5,0,570.0,420.0,786.2,417.4,2616.8,2500.6,2197.7,918.7,3050.0,756.0,2045.0,2086.0,23.8,17.5,27.8,17.4,32.8,17.4,33.3,18.1,109.0,104.2,121.5,115.0,91.6,38.3,88.5,40.3,127.1,31.5,122.6,25.4,85.2,86.9,95.8,85.8
8,EVE,24,25.0,38.0,1.0,1.6,0.8,1.8,4.0,9.0,5,0,525.0,439.0,775.4,394.5,2642.0,2383.2,2197.5,893.2,2921.0,668.0,2021.0,2049.0,21.9,18.3,21.2,17.0,32.3,16.4,27.7,15.4,110.1,99.3,102.5,101.3,91.6,37.2,62.1,30.7,121.7,27.8,112.6,22.0,84.2,85.4,72.0,70.0
9,LEI,24,34.0,39.0,1.4,1.6,0.8,1.2,4.0,6.0,5,0,535.0,342.0,900.8,434.3,2745.4,2188.4,2781.1,1016.0,3488.0,1135.0,2109.0,1868.0,22.3,14.2,20.0,13.6,37.5,18.1,38.5,22.4,114.4,91.2,113.0,82.7,115.9,42.3,96.6,77.9,145.3,47.3,175.6,63.0,87.9,77.8,82.8,78.2
10,LEE,24,27.0,43.0,1.1,1.8,1.8,1.4,9.0,7.0,5,0,615.0,401.0,883.5,409.2,2995.6,2360.0,2480.8,971.6,3364.0,756.0,2092.0,1950.0,25.6,16.7,20.4,12.4,36.8,17.0,26.0,16.9,124.8,98.3,98.8,97.5,103.4,40.5,69.1,41.2,140.2,31.5,91.8,30.2,87.2,81.2,65.6,75.6
