team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,21,33.0,25.0,1.6,1.2,2.4,0.6,12.0,3.0,5,0,470.0,320.0,706.2,341.3,2242.8,2008.2,2090.8,836.5,2733.0,571.0,1769.0,1820.0,22.4,15.2,15.8,5.8,33.6,16.2,20.4,10.1,106.8,95.6,68.9,75.4,99.6,39.8,70.7,13.5,130.1,27.2,64.2,13.0,84.2,86.7,60.2,53.0
2,AVL,21,25.0,30.0,1.2,1.4,0.8,1.0,4.0,5.0,5,0,438.0,273.0,667.0,332.0,2048.4,1947.4,1976.4,748.9,2659.0,625.0,1612.0,1532.0,20.9,13.0,10.6,2.6,31.8,15.8,12.0,8.2,97.5,92.7,44.8,52.4,94.1,35.7,34.1,12.3,126.6,29.8,41.0,17.4,76.8,73.0,40.2,29.4
3,BRE,21,24.0,30.0,1.1,1.4,0.6,1.6,3.0,8.0,5,0,458.0,336.0,659.7,327.4,2229.0,1950.6,2190.2,711.7,2185.0,614.0,1697.0,1677.0,21.8,16.0,25.2,18.2,31.4,15.6,32.8,12.1,106.1,92.9,113.2,73.2,104.3,33.9,110.0,22.8,104.0,29.2,104.0,24.8,80.8,79.9,96.0,76.0
4,BHA,21,20.0,20.0,1.0,1.0,1.2,0.8,6.0,4.0,5,0,432.0,332.0,634.0,303.1,1981.8,1789.8,1909.9,635.8,2452.0,603.0,1560.0,1625.0,20.6,15.8,15.4,14.6,30.2,14.4,28.6,15.1,94.4,85.2,85.2,90.2,91.0,30.3,88.1,22.3,116.8,28.7,112.4,38.2,74.3,77.4,58.8,76.8
5,BUR,21,16.0,27.0,0.8,1.3,0.4,1.2,2.0,6.0,5,0,457.0,377.0,742.0,345.5,2048.6,1788.6,2376.5,791.2,2998.0,874.0,1699.0,1768.0,21.8,18.0,15.2,4.2,35.3,16.4,22.2,5.8,97.6,85.2,70.0,34.1,113.2,37.7,68.4,17.6,142.8,41.6,83.4,5.8,80.9,84.2,51.4,28.8
6,CHE,21,45.0,16.0,2.1,0.8,1.4,1.0,7.0,5.0,5,0,370.0,226.0,536.5,347.2,1752.6,2152.2,1531.1,723.1,2092.0,594.0,1382.0,1608.0,17.6,10.8,18.2,18.4,25.6,16.5,24.8,17.5,83.5,102.5,89.3,111.5,72.9,34.4,71.5,33.8,99.6,28.3,87.2,29.8,65.8,76.6,70.0,92.6
7,CRY,21,29.0,30.0,1.4,1.4,1.4,1.6,7.0,8.0,5,0,518.0,382.0,732.8,380.4,2422.8,2251.4,2048.6,835.7,2861.0,718.0,1868.0,1919.0,24.7,18.2,31.8,19.0,34.9,18.1,39.2,20.8,115.4,107.2,143.0,113.5,97.6,39.8,107.2,54.4,136.2,34.2,142.4,40.4,89.0,91.4,112.4,99.8
8,EVE,21,23.0,32.0,1.1,1.5,0.6,0.8,3.0,4.0,5,0,454.0,369.0,676.2,340.2,2311.4,2031.6,1996.4,753.5,2459.0,613.0,1791.0,1788.0,21.6,17.6,10.2,7.6,32.2,16.2,16.2,11.0,110.1,96.7,54.2,53.6,95.1,35.9,48.5,30.6,117.1,29.2,59.0,25.6,85.3,85.1,39.2,39.2
9,LEI,21,31.0,33.0,1.5,1.6,0.8,1.2,4.0,6.0,5,0,447.0,283.0,748.8,347.7,2251.2,1840.8,2425.5,736.0,2820.0,896.0,1756.0,1540.0,21.3,13.5,11.4,6.0,35.7,16.6,21.2,9.5,107.2,87.7,64.4,41.6,115.5,35.0,54.0,29.6,134.3,42.7,93.6,23.6,83.6,73.3,48.2,35.0
10,LEE,21,21.0,37.0,1.0,1.8,0.8,2.4,4.0,12.0,5,0,530.0,344.0,767.8,342.5,2565.4,1997.2,2171.7,820.3,2947.0,605.0,1805.0,1648.0,25.2,16.4,25.0,12.8,36.6,16.3,37.2,10.8,122.2,95.1,136.4,61.3,103.4,39.1,111.6,19.8,140.3,28.8,123.6,27.4,86.0,78.5,93.8,57.0
11,LIV,21,52.0,18.0,2.5,0.9,1.4,1.2,7.0,6.0,5,0,370.0,166.0,551.6,327.9,1899.0,2394.8,1565.9,458.8,2046.0,423.0,1417.0,1480.0,17.6,7.9,20.4,12.4,26.3,15.6,23.8,13.9,90.4,114.0,102.2,99.3,74.6,21.8,52.0,22.8,97.4,20.1,84.0,17.0,67.5,70.5,75.2,77.4
12,MCI,21,53.0,13.0,2.5,0.6,4.0,0.8,20.0,4.0,5,0,377.0,203.0,453.4,281.6,1676.4,2213.0,1242.8,382.4,1629.0,215.0,1382.0,1563.0,18.0,9.7,19.8,2.0,21.6,13.4,23.0,9.8,79.8,105.4,87.8,77.3,59.2,18.2,52.4,16.5,77.6,10.2,90.8,3.6,65.8,74.4,67.0,52.8
13,MUN,21,30.0,27.0,1.4,1.3,0.8,0.6,4.0,3.0,5,0,444.0,309.0,680.9,332.6,2124.0,2004.8,2089.8,659.1,2595.0,652.0,1637.0,1729.0,21.1,14.7,13.2,10.2,32.4,15.8,20.2,9.9,101.1,95.5,62.1,53.5,99.5,31.4,63.0,22.9,123.6,31.0,77.2,21.8,78.0,82.3,44.6,54.0
14,NEW,21,19.0,42.0,0.9,2.0,0.4,1.6,2.0,8.0,5,0,555.0,376.0,840.0,378.4,2677.0,2083.4,2437.7,1049.7,3284.0,651.0,2109.0,1819.0,26.4,17.9,16.0,17.4,40.0,18.0,30.8,15.0,127.5,99.2,82.9,75.2,116.1,50.0,88.3,44.0,156.4,31.0,136.2,30.4,100.4,86.6,66.4,71.0
15,NOR,21,8.0,44.0,0.4,2.1,0.0,2.4,0.0,12.0,5,0,601.0,560.0,852.9,362.1,2771.0,1927.0,2591.9,801.4,3174.0,894.0,2169.0,2220.0,28.6,26.7,25.6,22.0,40.6,17.2,35.6,10.7,132.0,91.8,123.4,62.0,123.4,38.2,92.9,15.2,151.1,42.6,139.8,30.0,103.3,105.7,92.4,83.4
16,SOU,21,24.0,30.0,1.1,1.4,2.0,1.2,10.0,6.0,5,0,486.0,401.0,725.6,393.9,2347.0,2378.4,2033.6,840.3,2874.0,717.0,1788.0,1941.0,23.1,19.1,22.0,9.8,34.6,18.8,35.9,19.2,111.8,113.3,120.4,106.4,96.8,40.0,97.5,38.0,136.9,34.1,141.2,47.0,85.1,92.4,89.0,76.6
17,TOT,21,23.0,20.0,1.1,1.0,1.4,0.6,7.0,3.0,5,0,351.0,336.0,602.4,340.8,1801.4,2033.0,1828.6,778.3,2402.0,592.0,1371.0,1805.0,16.7,16.0,11.2,10.8,28.7,16.2,18.1,15.4,85.8,96.8,58.6,107.5,87.1,37.1,57.2,27.3,114.4,28.2,66.4,18.8,65.3,86.0,41.2,64.0
18,WAT,21,22.0,36.0,1.0,1.7,0.2,1.0,1.0,5.0,5,0,538.0,384.0,790.6,346.8,2586.0,1915.6,2281.3,784.0,3036.0,765.0,2051.0,1853.0,25.6,18.3,14.4,12.0,37.6,16.5,20.7,10.4,123.1,91.2,67.1,51.3,108.6,37.3,58.2,31.3,144.6,36.4,81.0,22.0,97.7,88.2,52.6,49.6
19,WHU,21,39.0,27.0,1.9,1.3,2.2,1.6,11.0,8.0,5,0,494.0,279.0,775.6,386.3,2420.8,2258.6,2282.5,936.9,3060.0,664.0,1985.0,1777.0,23.5,13.3,26.8,11.6,36.9,18.4,42.1,15.9,115.3,107.6,132.8,99.6,108.7,44.6,122.2,36.0,145.7,31.6,166.0,23.4,94.5,84.6,105.4,82.8
20,WOL,21,14.0,14.0,0.7,0.7,0.4,0.0,2.0,0.0,5,0,375.0,402.0,597.6,280.3,1688.0,1648.0,1901.8,707.6,2398.0,444.0,1400.0,1856.0,17.9,19.1,8.2,12.0,28.5,13.4,14.5,10.2,80.4,78.5,36.8,61.2,90.6,33.7,53.6,26.7,114.2,21.1,55.4,13.4,66.7,88.4,36.6,59.8
