team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,3,9.0,2.0,3.0,0.7,3.0,0.7,9.0,2.0,3,0,48.0,10.0,66.6,43.1,194.2,292.4,214.8,92.1,258.0,44.0,180.0,189.0,16.0,3.3,16.0,3.3,22.2,14.4,22.2,14.4,64.7,97.5,64.7,97.5,71.6,30.7,71.6,30.7,86.0,14.7,86.0,14.7,60.0,63.0,60.0,63.0,114.0,85.0,38.0,28.3,143.4,43.2,47.8,14.4,481.2,300.0,160.4,100.0,391.3,70.4,130.4,23.5,561.0,64.0,187.0,21.3,399.0,355.0,133.0,118.3
2,AVL,3,3.0,6.0,1.0,2.0,1.0,2.0,3.0,6.0,3,0,73.0,59.0,95.0,59.0,328.2,339.2,204.7,146.7,413.0,104.0,247.0,295.0,24.3,19.7,24.3,19.7,31.7,19.7,31.7,19.7,109.4,113.1,109.4,113.1,68.2,48.9,68.2,48.9,137.7,34.7,137.7,34.7,82.3,98.3,82.3,98.3,65.0,29.0,21.7,9.7,105.8,50.2,35.3,16.7,333.0,299.0,111.0,99.7,348.9,125.2,116.3,41.7,373.0,77.0,124.3,25.7,286.0,209.0,95.3,69.7
3,BOU,3,2.0,7.0,0.7,2.3,0.7,2.3,2.0,7.0,3,0,100.0,84.0,139.8,44.8,427.6,230.8,504.7,102.1,464.0,116.0,353.0,351.0,33.3,28.0,33.3,28.0,46.6,14.9,46.6,14.9,142.5,76.9,142.5,76.9,168.2,34.0,168.2,34.0,154.7,38.7,154.7,38.7,117.7,117.0,117.7,117.0,53.0,39.0,17.7,13.0,44.6,45.6,14.9,15.2,206.0,319.8,68.7,106.6,115.6,87.3,38.5,29.1,125.0,47.0,41.7,15.7,192.0,241.0,64.0,80.3
4,BRE,3,8.0,5.0,2.7,1.7,2.7,1.7,8.0,5.0,3,0,71.0,22.0,121.8,56.2,364.2,306.4,364.0,178.3,490.0,77.0,274.0,227.0,23.7,7.3,23.7,7.3,40.6,18.7,40.6,18.7,121.4,102.1,121.4,102.1,121.3,59.4,121.3,59.4,163.3,25.7,163.3,25.7,91.3,75.7,91.3,75.7,105.0,60.0,35.0,20.0,113.0,41.4,37.7,13.8,458.0,276.4,152.7,92.1,290.6,31.2,96.9,10.4,380.0,105.0,126.7,35.0,381.0,269.0,127.0,89.7
5,BHA,3,4.0,1.0,1.3,0.3,1.3,0.3,4.0,1.0,3,0,46.0,43.0,76.4,54.5,181.0,242.0,265.6,146.9,319.0,155.0,169.0,231.0,15.3,14.3,15.3,14.3,25.5,18.2,25.5,18.2,60.3,80.7,60.3,80.7,88.5,49.0,88.5,49.0,106.3,51.7,106.3,51.7,56.3,77.0,56.3,77.0,95.0,69.0,31.7,23.0,131.4,34.3,43.8,11.4,389.6,247.0,129.9,82.3,428.9,39.4,143.0,13.1,493.0,55.0,164.3,18.3,339.0,273.0,113.0,91.0
6,CHE,3,3.0,5.0,1.0,1.7,1.0,1.7,3.0,5.0,3,0,85.0,57.0,93.3,61.1,388.4,373.0,208.3,100.4,336.0,135.0,271.0,266.0,28.3,19.0,28.3,19.0,31.1,20.4,31.1,20.4,129.5,124.3,129.5,124.3,69.4,33.5,69.4,33.5,112.0,45.0,112.0,45.0,90.3,88.7,90.3,88.7,56.0,68.0,18.7,22.7,110.8,74.1,36.9,24.7,276.6,372.0,92.2,124.0,363.0,208.7,121.0,69.6,467.0,159.0,155.7,53.0,196.0,335.0,65.3,111.7
7,CRY,3,4.0,4.0,1.3,1.3,1.3,1.3,4.0,4.0,3,0,69.0,65.0,112.2,70.2,343.8,367.8,350.7,189.8,437.0,144.0,266.0,328.0,23.0,21.7,23.0,21.7,37.4,23.4,37.4,23.4,114.6,122.6,114.6,122.6,116.9,63.3,116.9,63.3,145.7,48.0,145.7,48.0,88.7,109.3,88.7,109.3,70.0,29.0,23.3,9.7,105.5,50.8,35.2,16.9,347.2,358.4,115.7,119.5,288.1,112.9,96.0,37.6,419.0,35.0,139.7,11.7,266.0,220.0,88.7,73.3
8,EVE,3,2.0,4.0,0.7,1.3,0.7,1.3,2.0,4.0,3,0,81.0,64.0,110.4,63.4,352.8,348.0,300.6,177.4,449.0,108.0,292.0,319.0,27.0,21.3,27.0,21.3,36.8,21.1,36.8,21.1,117.6,116.0,117.6,116.0,100.2,59.1,100.2,59.1,149.7,36.0,149.7,36.0,97.3,106.3,97.3,106.3,40.0,36.0,13.3,12.0,90.7,66.0,30.2,22.0,177.8,364.0,59.3,121.3,291.1,147.3,97.0,49.1,437.0,147.0,145.7,49.0,156.0,232.0,52.0,77.3
9,FUL,3,5.0,4.0,1.7,1.3,1.7,1.3,5.0,4.0,3,0,78.0,53.0,103.3,41.0,320.4,279.6,282.7,66.4,434.0,65.0,258.0,256.0,26.0,17.7,26.0,17.7,34.4,13.7,34.4,13.7,106.8,93.2,106.8,93.2,94.2,22.1,94.2,22.1,144.7,21.7,144.7,21.7,86.0,85.3,86.0,85.3,75.0,48.0,25.0,16.0,117.4,37.6,39.1,12.5,360.2,276.2,120.1,92.1,267.4,93.8,89.1,31.3,543.0,5.0,181.0,1.7,248.0,261.0,82.7,87.0
10,LEI,3,5.0,8.0,1.7,2.7,1.7,2.7,5.0,8.0,3,0,100.0,25.0,124.6,29.1,510.0,177.2,356.7,76.4,379.0,39.0,424.0,174.0,33.3,8.3,33.3,8.3,41.5,9.7,41.5,9.7,170.0,59.1,170.0,59.1,118.9,25.5,118.9,25.5,126.3,13.0,126.3,13.0,141.3,58.0,141.3,58.0,69.0,22.0,23.0,7.3,76.5,42.1,25.5,14.0,299.0,273.6,99.7,91.2,243.9,76.8,81.3,25.6,223.0,69.0,74.3,23.0,263.0,226.0,87.7,75.3
