team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,6,5,10,0.8,1.7,1.0,1.6,5,8,5,0,163.0,142.0,257.9,123.6,780.2,637.0,755.9,363.6,1050.0,235.0,603.0,650.0,27.2,23.7,26.2,20.8,43.0,20.6,45.7,22.2,130.0,106.2,131.4,108.0,126.0,60.6,138.3,68.0,175.0,39.2,188.6,45.8,100.5,108.3,103.4,103.6
2,AVL,6,9,7,1.5,1.2,1.4,0.8,7,4,5,0,130.0,79.0,217.5,87.3,655.0,530.4,675.4,250.6,848.0,94.0,499.0,453.0,21.7,13.2,18.4,14.8,36.2,14.6,33.4,16.3,109.2,88.4,89.3,96.1,112.6,41.8,109.1,49.9,141.3,15.7,136.6,18.0,83.2,75.5,70.0,81.4
3,BRE,6,8,5,1.3,0.8,1.2,1.0,6,5,5,0,123.0,98.0,179.4,86.1,550.6,455.8,695.9,238.2,553.0,173.0,425.0,518.0,20.5,16.3,22.2,18.4,29.9,14.4,28.7,12.3,91.8,76.0,97.3,75.3,116.0,39.7,104.5,26.4,92.2,28.8,85.2,22.4,70.8,86.3,73.6,90.0
4,BHA,6,8,5,1.3,0.8,1.2,0.8,6,4,5,0,125.0,79.0,189.9,78.3,555.0,531.4,667.2,156.8,676.0,93.0,462.0,447.0,20.8,13.2,21.2,13.6,31.6,13.0,33.1,11.6,92.5,88.6,95.6,83.1,111.2,26.1,113.0,24.8,112.7,15.5,121.6,8.0,77.0,74.5,78.2,77.2
5,BUR,6,5,11,0.8,1.8,0.8,1.8,4,9,5,0,183.0,120.0,283.1,125.7,834.2,687.2,841.6,313.8,1154.0,256.0,688.0,599.0,30.5,20.0,29.8,22.4,47.2,21.0,47.4,21.8,139.0,114.5,134.4,117.8,140.3,52.3,139.4,60.0,192.3,42.7,200.6,39.8,114.7,99.8,109.8,106.6
6,CHE,6,12,2,2.0,0.3,1.8,0.4,9,2,5,0,98.0,72.0,183.0,117.4,449.4,619.2,596.0,314.2,784.0,238.0,396.0,507.0,16.3,12.0,17.4,13.0,30.5,19.6,33.6,21.3,74.9,103.2,79.7,106.0,99.3,52.4,109.3,59.6,130.7,39.7,146.2,46.8,66.0,84.5,71.2,85.6
7,CRY,6,6,9,1.0,1.5,1.2,1.2,6,6,5,0,142.0,144.0,208.7,108.7,667.2,625.0,548.5,270.9,868.0,192.0,516.0,628.0,23.7,24.0,23.2,17.8,34.8,18.1,36.0,16.5,111.2,104.2,114.2,93.3,91.4,45.2,92.6,42.6,144.7,32.0,152.6,28.8,86.0,104.7,86.2,89.4
8,EVE,6,12,7,2.0,1.2,1.8,1.2,9,6,5,0,119.0,86.0,188.2,104.0,607.8,640.4,632.1,198.4,642.0,199.0,505.0,499.0,19.8,14.3,19.4,16.0,31.4,17.3,32.1,18.1,101.3,106.7,99.4,110.9,105.4,33.1,112.9,35.0,107.0,33.2,108.4,35.2,84.2,83.2,82.2,88.8
9,LEI,6,7,10,1.2,1.7,1.2,2.0,6,10,5,0,158.0,83.0,253.6,104.5,803.2,548.2,771.6,281.4,963.0,215.0,637.0,491.0,26.3,13.8,29.0,14.4,42.3,17.4,43.8,16.4,133.9,91.4,146.4,88.4,128.6,46.9,130.4,45.4,160.5,35.8,161.8,30.0,106.2,81.8,115.2,82.2
10,LEE,6,6,14,1.0,2.3,1.0,1.8,5,9,5,0,194.0,95.0,298.8,120.3,969.8,614.4,848.7,360.3,1174.0,225.0,692.0,490.0,32.3,15.8,27.2,16.6,49.8,20.0,47.0,21.6,161.6,102.4,135.1,110.0,141.4,60.0,137.6,63.0,195.7,37.5,198.6,42.6,115.3,81.7,100.6,85.2
11,LIV,6,15,4,2.5,0.7,2.4,0.8,12,4,5,0,97.0,50.0,181.3,117.7,533.0,868.2,588.8,114.8,689.0,193.0,386.0,422.0,16.2,8.3,16.6,8.8,30.2,19.6,30.6,18.3,88.8,144.7,91.6,145.7,98.1,19.1,93.9,15.9,114.8,32.2,119.8,21.0,64.3,70.3,62.4,67.8
12,MCI,6,12,1,2.0,0.2,2.4,0.0,12,0,5,0,90.0,88.0,109.0,83.2,372.2,660.2,301.0,127.1,417.0,43.0,314.0,502.0,15.0,14.7,12.4,10.2,18.2,13.9,14.9,13.9,62.0,110.0,51.2,113.0,50.2,21.2,39.2,19.0,69.5,7.2,59.2,6.6,52.3,83.7,45.8,76.4
13,MUN,6,13,5,2.2,0.8,1.6,0.8,8,4,5,0,100.0,92.0,143.5,103.2,454.4,726.4,491.1,139.0,494.0,163.0,356.0,531.0,16.7,15.3,17.0,17.4,23.9,17.2,24.8,17.3,75.7,121.1,77.8,118.5,81.8,23.2,81.1,24.5,82.3,27.2,89.8,29.6,59.3,88.5,58.4,89.6
14,NEW,6,7,14,1.2,2.3,1.0,2.0,5,10,5,0,195.0,87.0,301.6,113.0,950.2,607.6,863.4,344.4,1200.0,179.0,719.0,513.0,32.5,14.5,30.4,14.8,50.3,18.8,47.3,18.4,158.4,101.3,140.6,96.5,143.9,57.4,146.1,60.2,200.0,29.8,186.0,27.0,119.8,85.5,109.8,82.8
15,NOR,6,2,16,0.3,2.7,0.4,2.6,2,13,5,0,223.0,167.0,289.1,110.2,966.8,532.4,780.1,345.1,1147.0,224.0,764.0,665.0,37.2,27.8,35.6,27.0,48.2,18.4,47.3,17.6,161.1,88.7,153.6,90.5,130.0,57.5,127.5,54.4,191.2,37.3,191.6,31.0,127.3,110.8,124.2,108.4
16,SOU,6,4,7,0.7,1.2,0.6,0.8,3,4,5,0,148.0,142.0,220.5,94.6,717.6,582.4,592.7,242.7,892.0,118.0,553.0,606.0,24.7,23.7,21.6,26.2,36.8,15.8,33.9,15.5,119.6,97.1,100.8,99.4,98.8,40.4,97.1,37.8,148.7,19.7,140.6,17.4,92.2,101.0,81.8,109.6
17,TOT,6,4,9,0.7,1.5,0.6,1.8,3,9,5,0,138.0,144.0,268.0,131.0,716.0,698.2,835.2,341.4,1133.0,267.0,534.0,699.0,23.0,24.0,25.0,26.4,44.7,21.8,46.0,22.6,119.3,116.4,129.4,121.8,139.2,56.9,143.1,54.4,188.8,44.5,188.4,49.4,89.0,116.5,95.4,122.8
18,WAT,6,7,9,1.2,1.5,0.8,1.4,4,7,5,0,159.0,125.0,217.7,107.5,723.8,562.6,688.6,201.6,764.0,309.0,617.0,577.0,26.5,20.8,26.2,24.0,36.3,17.9,38.3,18.5,120.6,93.8,122.2,94.6,114.8,33.6,128.5,29.7,127.3,51.5,132.0,60.0,102.8,96.2,101.6,98.8
19,WHU,6,13,8,2.2,1.3,1.8,1.2,9,6,5,0,142.0,66.0,221.2,106.6,718.0,678.8,596.5,253.3,902.0,133.0,576.0,505.0,23.7,11.0,23.0,11.4,36.9,17.8,36.5,15.9,119.7,113.1,115.0,105.4,99.4,42.2,98.6,37.0,150.3,22.2,152.2,16.6,96.0,84.2,90.4,81.8
20,WOL,6,3,5,0.5,0.8,0.6,0.8,3,4,5,0,121.0,163.0,170.9,88.5,547.4,625.8,535.2,143.1,633.0,114.0,414.0,674.0,20.2,27.2,19.8,24.4,28.5,14.8,28.0,14.7,91.2,104.3,88.3,99.7,89.2,23.8,86.6,23.7,105.5,19.0,106.4,22.8,69.0,112.3,65.4,105.4
