team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,32.0,44.0,36.0,1.4,1.1,1.8,1.6,9.0,8.0,5.0,0,692.0,546.0,928.0,470.8,2898.0,2881.6,2872.9,1059.4,3544.0,760.0,2547.0,2747.0,21.6,17.1,27.0,11.6,29.0,14.7,31.1,13.9,90.6,90.0,125.1,91.0,89.8,33.1,67.9,31.3,110.8,23.8,119.4,16.4,79.6,85.8,95.6,78.6
2,32.0,44.0,35.0,1.4,1.1,1.2,1.6,6.0,8.0,5.0,0,704.0,507.0,1136.6,553.7,3346.4,3254.6,3579.8,1144.2,4478.0,1134.0,2677.0,2636.0,22.0,15.8,24.4,16.6,35.5,17.3,40.8,17.8,104.6,101.7,121.2,99.6,111.9,35.8,121.5,45.0,139.9,35.4,165.8,33.4,83.7,82.4,99.0,82.4
3,32.0,33.0,38.0,1.0,1.2,1.2,0.6,6.0,3.0,5.0,0,726.0,660.0,902.4,521.2,3082.0,3527.6,2723.5,899.8,3238.0,780.0,2654.0,3112.0,22.7,20.6,19.4,20.8,28.2,16.3,24.2,15.2,96.3,110.2,80.0,102.0,85.1,28.1,68.1,38.1,101.2,24.4,94.2,12.4,82.9,97.2,66.8,103.2
4,32.0,26.0,45.0,0.8,1.4,1.2,1.8,6.0,9.0,5.0,0,832.0,681.0,1374.2,561.7,3932.4,2973.4,4194.5,1499.9,5626.0,1138.0,3229.0,3146.0,26.0,21.3,28.4,6.4,42.9,17.6,44.2,15.0,122.9,92.9,145.6,82.0,131.1,46.9,101.4,51.4,175.8,35.6,194.8,16.2,100.9,98.3,107.8,59.0
5,32.0,50.0,31.0,1.6,1.0,1.2,1.2,6.0,6.0,5.0,0,778.0,548.0,933.7,500.8,3313.8,3495.6,2866.5,803.5,3178.0,705.0,2802.0,2940.0,24.3,17.1,19.6,18.4,29.2,15.6,23.1,11.5,103.6,109.2,97.2,93.0,89.6,25.1,56.8,14.1,99.3,22.0,76.8,8.0,87.6,91.9,76.8,85.2
6,32.0,33.0,52.0,1.0,1.6,0.6,1.0,3.0,5.0,5.0,0,806.0,671.0,1194.9,639.9,3846.2,3334.0,3747.8,1776.3,4368.0,1281.0,3110.0,3177.0,25.2,21.0,15.0,10.6,37.3,20.0,26.4,13.6,120.2,104.2,77.5,61.9,117.1,55.5,95.1,36.2,136.5,40.0,90.4,38.6,97.2,99.3,59.6,52.2
7,32.0,43.0,40.0,1.3,1.2,0.8,1.0,4.0,5.0,5.0,0,684.0,436.0,1043.2,465.3,3294.4,2642.6,3164.7,1137.8,3970.0,864.0,2727.0,2411.0,21.4,13.6,15.0,9.6,32.6,14.5,25.5,6.6,103.0,82.6,71.7,45.8,98.9,35.6,79.6,9.6,124.1,27.0,103.6,10.8,85.2,75.3,64.4,41.8
8,32.0,25.0,43.0,0.8,1.3,0.6,2.0,3.0,10.0,5.0,0,791.0,757.0,1010.2,516.6,3652.4,3095.2,2784.1,1115.6,3665.0,947.0,2920.0,3204.0,24.7,23.7,29.4,25.2,31.6,16.1,37.0,18.1,114.1,96.7,138.7,105.9,87.0,34.9,102.1,37.4,114.5,29.6,129.0,38.0,91.2,100.1,114.0,102.0
9,32.0,58.0,37.0,1.8,1.2,2.0,1.0,10.0,5.0,5.0,0,742.0,453.0,1005.5,553.3,3305.4,3293.0,3091.0,1174.8,3675.0,1065.0,2677.0,2723.0,23.2,14.2,16.0,11.4,31.4,17.3,15.9,11.0,103.3,102.9,65.4,85.5,96.6,36.7,43.1,15.8,114.8,33.3,50.2,8.2,83.7,85.1,57.6,70.0
10,32.0,50.0,50.0,1.6,1.6,1.4,0.8,7.0,4.0,5.0,0,794.0,565.0,1252.6,601.4,3808.6,3502.0,3876.3,1162.0,4841.0,1346.0,2872.0,2745.0,24.8,17.7,19.6,15.4,39.1,18.8,39.1,23.9,119.0,109.4,95.1,115.6,121.1,36.3,123.1,74.5,151.3,42.1,173.0,49.0,89.8,85.8,70.6,90.8
