team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,29.0,40.0,32.0,1.4,1.1,1.8,1.4,9.0,7.0,5.0,0,612.0,494.0,845.8,425.1,2571.8,2594.2,2703.4,948.9,3212.0,702.0,2262.0,2477.0,21.1,17.0,20.0,11.4,29.2,14.7,27.5,10.8,88.7,89.5,94.0,69.4,93.2,32.7,72.7,20.6,110.8,24.2,108.4,17.4,78.0,85.4,73.8,68.4
2,29.0,39.0,30.0,1.3,1.0,0.6,1.2,3.0,6.0,5.0,0,634.0,473.0,1007.4,495.7,3004.0,2961.6,3197.2,970.3,3911.0,1020.0,2397.0,2411.0,21.9,16.3,22.2,21.8,34.7,17.1,31.9,17.4,103.6,102.1,99.0,98.4,110.2,33.5,107.9,34.9,134.9,35.2,112.2,40.0,82.7,83.1,86.4,92.0
3,29.0,32.0,36.0,1.1,1.2,1.4,1.2,7.0,6.0,5.0,0,664.0,570.0,820.9,470.5,2806.6,3214.0,2477.6,748.6,2943.0,738.0,2444.0,2743.0,22.9,19.7,24.8,20.8,28.3,16.2,26.2,20.1,96.8,110.8,104.4,143.2,85.4,25.8,67.5,30.0,101.5,25.4,90.4,28.4,84.3,94.6,88.8,104.2
4,29.0,22.0,37.0,0.8,1.3,0.8,1.4,4.0,7.0,5.0,0,711.0,656.0,1192.3,506.8,3309.2,2661.4,3813.6,1323.3,4810.0,1079.0,2789.0,2928.0,24.5,22.6,19.4,13.2,41.1,17.5,31.3,15.1,114.1,91.8,86.0,84.1,131.5,45.6,95.7,44.2,165.9,37.2,131.8,22.8,96.2,101.0,71.4,82.2
5,29.0,44.0,25.0,1.5,0.9,0.8,0.2,4.0,1.0,5.0,0,694.0,496.0,839.7,460.1,2886.6,3156.8,2652.4,747.5,2878.0,693.0,2450.0,2666.0,23.9,17.1,21.6,20.8,29.0,15.9,26.8,18.0,99.5,108.9,82.7,109.8,91.5,25.8,91.4,35.8,99.2,23.9,95.2,34.8,84.5,91.9,74.6,103.4
6,29.0,31.0,47.0,1.1,1.6,0.8,1.0,4.0,5.0,5.0,0,743.0,630.0,1087.6,588.5,3498.6,3112.6,3382.1,1632.1,4011.0,1132.0,2860.0,2986.0,25.6,21.7,27.8,27.2,37.5,20.3,46.3,26.8,120.6,107.3,120.9,125.8,116.6,56.3,170.4,75.3,138.3,39.0,173.0,66.6,98.6,103.0,107.2,127.8
7,29.0,40.0,37.0,1.4,1.3,1.0,0.8,5.0,4.0,5.0,0,639.0,396.0,956.3,442.5,3093.0,2486.8,2887.1,1101.7,3580.0,828.0,2527.0,2244.0,22.0,13.7,17.4,13.4,33.0,15.3,25.9,13.5,106.7,85.8,78.4,68.0,99.6,38.0,77.6,38.6,123.4,28.6,102.6,28.2,87.1,77.4,69.4,65.0
8,29.0,23.0,38.0,0.8,1.3,0.6,1.2,3.0,6.0,5.0,0,699.0,697.0,889.7,466.3,3236.4,2819.0,2430.2,989.2,3231.0,847.0,2571.0,2952.0,24.1,24.0,37.8,45.0,30.7,16.1,43.3,24.8,111.6,97.2,171.9,153.5,83.8,34.1,133.4,42.3,111.4,29.2,128.0,51.4,88.7,101.8,141.4,175.8
9,29.0,53.0,32.0,1.8,1.1,2.2,1.2,11.0,6.0,5.0,0,673.0,394.0,930.8,513.0,3006.4,2991.0,2888.1,1113.8,3430.0,1026.0,2425.0,2439.0,23.2,13.6,26.2,7.0,32.1,17.7,29.5,19.0,103.7,103.1,94.2,114.3,99.6,38.4,86.2,44.3,118.3,35.4,116.0,31.2,83.6,84.1,92.0,82.2
10,29.0,45.0,47.0,1.6,1.6,1.0,1.0,5.0,5.0,5.0,0,730.0,535.0,1145.0,520.7,3535.8,3164.0,3552.4,877.8,4360.0,1161.0,2653.0,2510.0,25.2,18.4,23.8,33.6,39.5,18.0,43.0,22.7,121.9,109.1,107.7,131.9,122.5,30.3,147.9,42.5,150.3,40.0,174.4,52.8,91.5,86.6,84.6,130.8
