team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,15,18.0,22.0,1.2,1.5,1.2,1.8,6.0,9.0,5,0,379.0,285.0,581.3,278.3,1850.0,1542.8,1669.1,744.0,2299.0,496.0,1429.0,1494.0,25.3,19.0,28.4,15.6,38.8,18.6,37.8,16.1,123.3,102.8,135.4,98.1,111.3,49.6,93.8,33.0,153.3,33.1,148.2,30.4,95.3,99.6,100.8,89.2
2,AVL,15,21.0,24.0,1.4,1.6,1.4,1.0,7.0,5.0,5,0,361.0,225.0,563.3,260.4,1717.0,1594.8,1688.2,567.1,2235.0,445.0,1342.0,1259.0,24.1,15.0,19.0,17.8,37.6,17.4,29.9,18.3,114.5,106.3,87.8,112.2,112.6,37.8,98.1,37.5,149.0,29.7,113.0,33.2,89.5,83.9,73.6,98.0
3,BRE,15,19.0,21.0,1.3,1.4,1.4,1.8,7.0,9.0,5,0,308.0,239.0,470.7,257.3,1558.4,1490.0,1557.2,595.5,1599.0,490.0,1137.0,1242.0,20.5,15.9,18.8,9.0,31.4,17.2,33.3,17.0,103.9,99.3,107.2,90.8,103.8,39.7,102.4,40.6,106.6,32.7,123.8,37.4,75.8,82.8,74.2,59.8
4,BHA,15,14.0,16.0,0.9,1.1,0.6,1.0,3.0,5.0,5,0,355.0,259.0,491.1,227.6,1556.0,1338.6,1469.2,524.1,1890.0,412.0,1266.0,1241.0,23.7,17.3,21.4,19.4,32.7,15.2,24.5,18.7,103.7,89.2,92.6,93.6,98.0,34.9,54.9,51.6,126.0,27.5,99.0,41.8,84.4,82.7,70.2,81.8
5,BUR,15,14.0,21.0,0.9,1.4,0.8,1.0,4.0,5.0,5,0,362.0,324.0,589.2,306.9,1638.2,1555.6,1868.2,694.3,2386.0,819.0,1381.0,1518.0,24.1,21.6,15.8,22.8,39.3,20.5,32.8,21.1,109.2,103.7,75.5,88.0,124.6,46.3,122.0,50.3,159.1,54.6,130.4,72.0,92.1,101.2,65.8,94.8
6,CHE,15,35.0,9.0,2.3,0.6,1.8,1.2,9.0,6.0,5,0,249.0,131.0,369.3,251.8,1138.0,1532.4,1091.7,541.3,1471.0,441.0,929.0,1103.0,16.6,8.7,20.8,8.8,24.6,16.8,24.0,14.0,75.9,102.2,101.6,108.0,72.8,36.1,71.7,13.9,98.1,29.4,66.8,18.2,61.9,73.5,77.6,63.8
7,CRY,15,19.0,21.0,1.3,1.4,1.2,1.4,6.0,7.0,5,0,340.0,281.0,505.7,260.2,1610.4,1554.4,1445.7,543.5,2000.0,504.0,1230.0,1346.0,22.7,18.7,22.6,22.2,33.7,17.4,33.0,17.3,107.4,103.6,108.9,109.3,96.4,36.2,102.0,28.0,133.3,33.6,119.6,35.2,82.0,89.7,75.0,94.0
8,EVE,15,19.0,25.0,1.3,1.7,0.6,1.8,3.0,9.0,5,0,370.0,309.0,542.7,265.8,1868.2,1633.0,1602.7,591.3,1962.0,431.0,1478.0,1499.0,24.7,20.6,28.0,28.2,36.2,17.7,34.7,17.3,124.6,108.9,131.3,104.8,106.8,39.4,94.8,44.1,130.8,28.7,122.6,24.0,98.5,99.9,102.0,121.6
9,LEI,15,23.0,27.0,1.5,1.8,1.6,2.0,8.0,10.0,5,0,377.0,253.0,611.8,286.2,1845.8,1590.2,2046.5,570.2,2233.0,699.0,1454.0,1326.0,25.1,16.9,24.6,21.2,40.8,19.1,38.7,21.9,123.0,106.0,115.6,118.8,136.4,38.0,128.7,38.6,148.9,46.6,144.0,61.2,96.9,88.4,91.2,96.2
10,LEE,15,15.0,22.0,1.0,1.5,1.0,1.0,5.0,5.0,5,0,376.0,261.0,542.4,266.6,1733.4,1572.4,1545.0,649.9,2154.0,440.0,1237.0,1256.0,25.1,17.4,20.6,19.2,36.2,17.8,29.3,18.3,115.6,104.8,95.9,115.7,103.0,43.3,77.5,41.2,143.6,29.3,119.8,26.2,82.5,83.7,62.4,93.8
