team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,22,33.0,25.0,1.5,1.1,2.0,0.6,10.0,3.0,5,0,470.0,320.0,706.2,341.3,2242.8,2008.2,2090.8,836.5,2733.0,571.0,1769.0,1820.0,21.4,14.6,13.2,3.2,32.1,15.5,16.6,7.0,102.0,91.3,55.2,48.0,95.0,38.0,59.1,9.5,124.2,26.0,52.2,12.4,80.4,82.7,47.2,37.4
2,AVL,22,27.0,32.0,1.2,1.4,0.8,1.4,4.0,7.0,5,0,511.0,297.0,757.0,372.0,2429.6,2244.6,2181.9,813.1,2972.0,663.0,1882.0,1723.0,23.2,13.5,22.8,6.4,34.4,16.9,25.9,11.7,110.4,102.0,110.4,79.4,99.2,37.0,57.4,22.9,135.1,30.1,91.4,14.2,85.6,78.3,85.2,51.4
3,BRE,22,25.0,36.0,1.1,1.6,0.8,2.8,4.0,14.0,5,0,498.0,376.0,720.9,361.7,2418.6,2065.2,2366.1,804.1,2428.0,749.0,1835.0,1833.0,22.6,17.1,33.2,26.2,32.8,16.4,45.0,18.9,109.9,93.9,151.2,96.1,107.6,36.6,145.2,41.2,110.4,34.0,152.6,51.8,83.4,83.3,123.6,107.2
4,BHA,22,22.0,22.0,1.0,1.0,1.6,1.0,8.0,5.0,5,0,457.0,349.0,651.5,316.4,2088.4,1900.4,1945.7,651.2,2486.0,609.0,1632.0,1695.0,20.8,15.9,16.2,8.2,29.6,14.4,27.6,14.3,94.9,86.4,91.2,85.8,88.4,29.6,80.6,24.6,113.0,27.7,104.4,32.6,74.2,77.0,60.4,58.6
5,BUR,22,16.0,27.0,0.7,1.2,0.4,1.2,2.0,6.0,5,0,457.0,377.0,742.0,345.5,2048.6,1788.6,2376.5,791.2,2998.0,874.0,1699.0,1768.0,20.8,17.1,15.2,4.2,33.7,15.7,22.2,5.8,93.1,81.3,70.0,34.1,108.0,36.0,68.4,17.6,136.3,39.7,83.4,5.8,77.2,80.4,51.4,28.8
6,CHE,22,46.0,18.0,2.1,0.8,1.4,1.2,7.0,6.0,5,0,430.0,295.0,635.9,401.5,1976.6,2457.4,1881.7,869.4,2516.0,685.0,1589.0,1905.0,19.6,13.4,27.4,27.4,28.9,18.2,42.2,23.9,89.8,111.7,121.3,142.3,85.5,39.5,135.9,59.0,114.4,31.1,165.8,37.4,72.2,86.6,101.0,134.8
7,CRY,22,30.0,31.0,1.4,1.4,1.2,1.4,6.0,7.0,5,0,518.0,382.0,732.8,380.4,2422.8,2251.4,2048.6,835.7,2861.0,718.0,1868.0,1919.0,23.6,17.4,25.4,18.0,33.3,17.3,32.5,17.4,110.1,102.3,120.4,90.5,93.1,38.0,86.5,49.8,130.0,32.6,118.2,33.6,84.9,87.2,91.4,86.4
8,EVE,22,24.0,34.0,1.1,1.6,0.6,1.0,3.0,5.0,5,0,473.0,387.0,706.4,356.6,2402.6,2167.8,2086.7,770.5,2579.0,626.0,1857.0,1863.0,21.5,17.6,10.8,6.6,32.1,16.2,13.9,7.8,109.2,98.5,54.6,58.2,94.8,35.0,40.0,6.1,117.2,28.4,44.2,13.6,84.4,84.7,39.2,32.8
9,LEI,22,33.0,36.0,1.5,1.6,1.2,1.8,6.0,9.0,5,0,483.0,292.0,805.6,389.9,2442.4,1983.2,2563.5,864.7,3058.0,1047.0,1891.0,1635.0,22.0,13.3,18.6,7.8,36.6,17.7,32.5,17.9,111.0,90.2,102.7,70.1,116.5,39.3,81.6,55.3,139.0,47.6,141.2,53.8,86.0,74.3,75.2,54.0
10,LEE,22,24.0,39.0,1.1,1.8,1.4,1.4,7.0,7.0,5,0,555.0,355.0,807.3,368.8,2705.6,2111.2,2277.6,899.4,3096.0,674.0,1896.0,1730.0,25.2,16.1,17.6,6.4,36.7,16.8,26.0,10.7,123.0,96.0,96.5,53.7,103.5,40.9,69.5,30.3,140.7,30.6,94.2,23.2,86.2,78.6,63.6,44.0
