team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,3.0,6.0,4.0,2.0,1.3,2.0,1.3,6.0,4.0,3.0,0,59.0,34.0,85.0,57.0,232.8,313.2,253.6,171.1,371.0,85.0,233.0,249.0,19.7,11.3,19.7,11.3,28.3,19.0,28.3,19.0,77.6,104.4,77.6,104.4,84.5,57.0,84.5,57.0,123.7,28.3,123.7,28.3,77.7,83.0,77.7,83.0
2,3.0,4.0,0.0,1.3,0.0,1.3,0.0,4.0,0.0,3.0,0,17.0,11.0,45.4,30.7,87.8,193.2,173.6,84.7,201.0,29.0,62.0,121.0,5.7,3.7,5.7,3.7,15.1,10.2,15.1,10.2,29.3,64.4,29.3,64.4,57.9,28.2,57.9,28.2,67.0,9.7,67.0,9.7,20.7,40.3,20.7,40.3
3,3.0,6.0,6.0,2.0,2.0,2.0,2.0,6.0,6.0,3.0,0,68.0,43.0,75.2,42.6,271.2,319.2,230.7,46.8,258.0,58.0,231.0,251.0,22.7,14.3,22.7,14.3,25.1,14.2,25.1,14.2,90.4,106.4,90.4,106.4,76.9,15.6,76.9,15.6,86.0,19.3,86.0,19.3,77.0,83.7,77.0,83.7
4,3.0,2.0,5.0,0.7,1.7,0.7,1.7,2.0,5.0,3.0,0,60.0,54.0,67.2,42.2,268.4,232.0,155.5,109.4,248.0,81.0,215.0,220.0,20.0,18.0,20.0,18.0,22.4,14.1,22.4,14.1,89.5,77.3,89.5,77.3,51.8,36.5,51.8,36.5,82.7,27.0,82.7,27.0,71.7,73.3,71.7,73.3
5,3.0,6.0,6.0,2.0,2.0,2.0,2.0,6.0,6.0,3.0,0,83.0,57.0,105.6,57.7,384.6,354.8,328.5,111.2,344.0,110.0,334.0,301.0,27.7,19.0,27.7,19.0,35.2,19.2,35.2,19.2,128.2,118.3,128.2,118.3,109.5,37.1,109.5,37.1,114.7,36.7,114.7,36.7,111.3,100.3,111.3,100.3
6,3.0,5.0,3.0,1.7,1.0,1.7,1.0,5.0,3.0,3.0,0,58.0,30.0,101.9,48.3,304.0,288.0,298.1,124.9,419.0,69.0,236.0,237.0,19.3,10.0,19.3,10.0,34.0,16.1,34.0,16.1,101.3,96.0,101.3,96.0,99.4,41.6,99.4,41.6,139.7,23.0,139.7,23.0,78.7,79.0,78.7,79.0
7,3.0,8.0,3.0,2.7,1.0,2.7,1.0,8.0,3.0,3.0,0,63.0,11.0,89.5,39.8,333.8,233.6,231.8,81.2,328.0,81.0,225.0,146.0,21.0,3.7,21.0,3.7,29.8,13.3,29.8,13.3,111.3,77.9,111.3,77.9,77.3,27.1,77.3,27.1,109.3,27.0,109.3,27.0,75.0,48.7,75.0,48.7
8,3.0,3.0,10.0,1.0,3.3,1.0,3.3,3.0,10.0,3.0,0,118.0,72.0,126.5,46.8,507.0,309.8,330.8,66.8,425.0,90.0,397.0,335.0,39.3,24.0,39.3,24.0,42.2,15.6,42.2,15.6,169.0,103.3,169.0,103.3,110.3,22.3,110.3,22.3,141.7,30.0,141.7,30.0,132.3,111.7,132.3,111.7
9,3.0,12.0,4.0,4.0,1.3,4.0,1.3,12.0,4.0,3.0,0,52.0,20.0,72.8,56.9,205.0,307.0,261.4,130.1,265.0,132.0,176.0,201.0,17.3,6.7,17.3,6.7,24.3,19.0,24.3,19.0,68.3,102.3,68.3,102.3,87.1,43.4,87.1,43.4,88.3,44.0,88.3,44.0,58.7,67.0,58.7,67.0
10,3.0,8.0,7.0,2.7,2.3,2.7,2.3,8.0,7.0,3.0,0,77.0,34.0,140.0,56.4,417.2,322.4,401.9,114.8,582.0,128.0,320.0,235.0,25.7,11.3,25.7,11.3,46.7,18.8,46.7,18.8,139.1,107.5,139.1,107.5,134.0,38.3,134.0,38.3,194.0,42.7,194.0,42.7,106.7,78.3,106.7,78.3
