team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,36,83.0,42.0,2.3,1.2,1.8,2.2,9.0,11.0,5,0,705.0,307.0,958.5,543.9,3360.6,3682.0,2816.1,991.9,3414.0,750.0,2585.0,2451.0,19.6,8.5,21.8,7.8,26.6,15.1,28.1,15.3,93.4,102.3,109.2,97.2,78.2,27.6,78.4,26.7,94.8,20.8,93.8,28.2,71.8,68.1,83.6,59.0,1307.0,737.0,36.3,20.5,1899.2,580.8,52.8,16.1,6021.2,3513.4,167.3,97.6,5838.6,1251.9,162.2,34.8,7140.0,1038.0,198.3,28.8,4742.0,3607.0,131.7,100.2
2,AVL,36,48.0,44.0,1.3,1.2,0.8,0.8,4.0,4.0,5,0,853.0,562.0,1185.3,555.0,3898.2,3688.2,3678.1,1087.1,4315.0,770.0,2897.0,3040.0,23.7,15.6,24.8,22.6,32.9,15.4,40.9,18.7,108.3,102.4,125.6,132.7,102.2,30.2,143.4,36.5,119.9,21.4,141.4,16.8,80.5,84.4,72.8,103.6,855.0,654.0,23.8,18.2,1070.0,523.8,29.7,14.6,3726.2,3300.2,103.5,91.7,3231.1,1281.3,89.8,35.6,3750.0,655.0,104.2,18.2,2969.0,3189.0,82.5,88.6
3,BOU,36,37.0,69.0,1.0,1.9,1.2,2.0,6.0,10.0,5,0,1074.0,814.0,1581.1,720.0,4963.8,3760.2,5076.4,1932.7,5787.0,1501.0,4057.0,3933.0,29.8,22.6,31.8,20.4,43.9,20.0,35.6,14.8,137.9,104.4,138.7,87.5,141.0,53.7,97.5,36.7,160.8,41.7,120.4,23.8,112.7,109.2,122.8,103.2,801.0,481.0,22.2,13.4,1048.2,504.0,29.1,14.0,3875.0,3655.6,107.6,101.5,3073.1,799.2,85.4,22.2,3550.0,580.0,98.6,16.1,2920.0,2871.0,81.1,79.8
4,BRE,36,54.0,45.0,1.5,1.2,1.4,0.6,7.0,3.0,5,0,787.0,551.0,1183.3,605.0,3665.2,3409.6,3864.5,1581.0,4324.0,1057.0,2871.0,3083.0,21.9,15.3,19.2,12.6,32.9,16.8,24.7,16.9,101.8,94.7,80.8,100.9,107.4,43.9,94.6,42.1,120.1,29.4,70.6,26.6,79.8,85.6,69.2,83.6,918.0,693.0,25.5,19.2,1133.3,573.2,31.5,15.9,4032.6,3792.6,112.0,105.4,3363.8,875.1,93.4,24.3,3947.0,1047.0,109.6,29.1,3241.0,3290.0,90.0,91.4
5,BHA,35,67.0,49.0,1.9,1.4,2.2,2.0,13.0,12.0,6,0,748.0,389.0,898.8,472.7,3419.4,3262.6,2556.5,748.6,3023.0,708.0,2652.0,2420.0,21.4,11.1,16.8,4.7,25.7,13.5,22.4,9.1,97.7,93.2,88.6,65.3,73.0,21.4,70.7,10.2,86.4,20.2,65.0,15.5,75.8,69.1,59.5,43.7,976.0,601.0,27.9,17.2,1485.3,512.6,42.4,14.6,4737.8,2982.0,135.4,85.2,5009.7,1301.0,143.1,37.2,5107.0,841.0,145.9,24.0,3784.0,3018.0,108.1,86.2
6,CHE,35,36.0,41.0,1.0,1.2,1.5,2.0,6.0,8.0,4,0,790.0,675.0,1080.3,551.6,3716.4,3548.0,3353.7,1047.0,3756.0,914.0,2751.0,3143.0,22.6,19.3,27.8,19.5,30.9,15.8,30.9,17.0,106.2,101.4,118.6,105.9,95.8,29.9,95.4,32.8,107.3,26.1,96.0,31.8,78.6,89.8,99.0,92.2,715.0,625.0,20.4,17.9,1101.9,643.0,31.5,18.4,3312.4,3873.0,94.6,110.7,3796.0,1526.7,108.5,43.6,3937.0,1023.0,112.5,29.2,2625.0,3421.0,75.0,97.7
7,CRY,36,37.0,46.0,1.0,1.3,1.2,1.2,6.0,6.0,5,0,851.0,709.0,1190.6,585.7,3797.6,3410.6,3771.0,1453.2,4353.0,986.0,2995.0,3341.0,23.6,19.7,16.0,22.2,33.1,16.3,15.7,12.5,105.5,94.7,62.6,79.0,104.8,40.4,45.3,33.2,120.9,27.4,49.0,12.4,83.2,92.8,48.6,95.6,834.0,527.0,23.2,14.6,1112.7,496.3,30.9,13.8,3842.4,3387.6,106.7,94.1,3689.4,807.4,102.5,22.4,3621.0,757.0,100.6,21.0,2950.0,2909.0,81.9,80.8
8,EVE,36,32.0,56.0,0.9,1.6,1.6,2.0,8.0,10.0,5,0,952.0,674.0,1345.8,590.2,4098.4,3293.6,4348.1,1589.4,5027.0,1015.0,3401.0,3300.0,26.4,18.7,31.0,19.6,37.4,16.4,31.5,13.8,113.8,91.5,101.3,87.7,120.8,44.2,115.7,33.7,139.6,28.2,99.0,17.0,94.5,91.7,121.0,99.0,671.0,542.0,18.6,15.1,963.5,609.2,26.8,16.9,3204.6,4017.8,89.0,111.6,3333.6,930.2,92.6,25.8,3111.0,1136.0,86.4,31.6,2535.0,2977.0,70.4,82.7
9,FUL,36,52.0,49.0,1.4,1.4,1.7,1.3,10.0,8.0,6,0,957.0,625.0,1375.3,592.7,4455.8,3536.6,4147.0,1337.3,5171.0,1055.0,3487.0,3325.0,26.6,17.4,26.5,16.0,38.2,16.5,31.4,15.0,123.8,98.2,109.5,93.7,115.2,37.2,106.0,38.4,143.6,29.3,98.8,17.7,96.9,92.4,92.0,89.0,931.0,563.0,25.9,15.6,1188.6,539.4,33.0,15.0,3913.4,3862.4,108.7,107.3,3643.6,1070.3,101.2,29.7,4350.0,456.0,120.8,12.7,3206.0,3138.0,89.1,87.2
10,LEI,36,49.0,67.0,1.4,1.9,1.6,2.4,8.0,12.0,5,0,1093.0,673.0,1483.1,600.7,5159.2,3617.8,4661.2,1497.7,5036.0,889.0,3935.0,3441.0,30.4,18.7,33.4,17.0,41.2,16.7,52.2,18.2,143.3,100.5,197.6,122.8,129.5,41.6,173.6,34.7,139.9,24.7,151.0,25.2,109.3,95.6,115.6,84.0,837.0,472.0,23.2,13.1,1141.4,555.8,31.7,15.4,4129.0,3804.8,114.7,105.7,3536.6,1091.5,98.2,30.3,3773.0,659.0,104.8,18.3,3184.0,3038.0,88.4,84.4
11,LEE,36,46.0,71.0,1.3,2.0,1.2,2.2,6.0,11.0,5,0,1073.0,670.0,1442.6,596.2,5356.8,3696.0,4258.1,1232.6,4828.0,1031.0,3907.0,3164.0,29.8,18.6,39.6,15.6,40.1,16.6,57.6,20.6,148.8,102.7,209.8,124.2,118.3,34.2,169.1,45.4,134.1,28.6,197.2,37.0,108.5,87.9,141.6,88.0,799.0,426.0,22.2,11.8,1154.4,575.2,32.1,16.0,3753.4,3727.4,104.3,103.5,3886.2,873.9,108.0,24.3,3935.0,1143.0,109.3,31.8,2730.0,2729.0,75.8,75.8
12,LIV,36,70.0,42.0,1.9,1.2,2.3,1.0,14.0,6.0,6,0,871.0,475.0,1167.8,613.1,4204.2,4135.4,3372.3,1219.2,4102.0,769.0,3194.0,3145.0,24.2,13.2,24.3,10.0,32.4,17.0,31.4,21.8,116.8,114.9,127.5,152.6,93.7,33.9,82.9,41.2,113.9,21.4,102.3,25.0,88.7,87.4,89.2,85.3,1020.0,758.0,28.3,21.1,1481.7,767.5,41.2,21.3,4704.8,3947.8,130.7,109.7,4214.3,2499.8,117.1,69.4,5915.0,1226.0,164.3,34.1,3786.0,3861.0,105.2,107.2
