team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,3.0,4.0,4.0,1.3,1.3,1.3,1.3,4.0,4.0,3.0,0,63.0,40.0,103.9,81.4,293.0,358.4,304.1,251.7,443.0,202.0,267.0,256.0,21.0,13.3,21.0,13.3,34.6,27.1,34.6,27.1,97.7,119.5,97.7,119.5,101.4,83.9,101.4,83.9,147.7,67.3,147.7,67.3,89.0,85.3,89.0,85.3
2,3.0,4.0,5.0,1.3,1.7,1.3,1.7,4.0,5.0,3.0,0,74.0,26.0,119.4,61.9,347.4,272.8,382.6,231.8,465.0,115.0,290.0,210.0,24.7,8.7,24.7,8.7,39.8,20.6,39.8,20.6,115.8,90.9,115.8,90.9,127.5,77.3,127.5,77.3,155.0,38.3,155.0,38.3,96.7,70.0,96.7,70.0
3,3.0,4.0,5.0,1.3,1.7,1.3,1.7,4.0,5.0,3.0,0,83.0,33.0,134.8,62.6,402.8,288.2,389.8,239.3,554.0,99.0,334.0,229.0,27.7,11.0,27.7,11.0,44.9,20.9,44.9,20.9,134.3,96.1,134.3,96.1,129.9,79.8,129.9,79.8,184.7,33.0,184.7,33.0,111.3,76.3,111.3,76.3
4,3.0,4.0,3.0,1.3,1.0,1.3,1.0,4.0,3.0,3.0,0,70.0,45.0,87.1,41.2,291.0,262.2,243.7,89.3,339.0,60.0,236.0,241.0,23.3,15.0,23.3,15.0,29.0,13.7,29.0,13.7,97.0,87.4,97.0,87.4,81.2,29.8,81.2,29.8,113.0,20.0,113.0,20.0,78.7,80.3,78.7,80.3
5,3.0,5.0,3.0,1.7,1.0,1.7,1.0,5.0,3.0,3.0,0,64.0,32.0,108.9,54.5,299.6,303.8,338.1,145.1,458.0,96.0,240.0,232.0,21.3,10.7,21.3,10.7,36.3,18.2,36.3,18.2,99.9,101.3,99.9,101.3,112.7,48.4,112.7,48.4,152.7,32.0,152.7,32.0,80.0,77.3,80.0,77.3
6,3.0,4.0,7.0,1.3,2.3,1.3,2.3,4.0,7.0,3.0,0,104.0,53.0,112.9,52.1,484.8,404.6,274.5,68.7,373.0,45.0,362.0,292.0,34.7,17.7,34.7,17.7,37.6,17.4,37.6,17.4,161.6,134.9,161.6,134.9,91.5,22.9,91.5,22.9,124.3,15.0,124.3,15.0,120.7,97.3,120.7,97.3
7,3.0,2.0,2.0,0.7,0.7,0.7,0.7,2.0,2.0,3.0,0,42.0,95.0,84.1,72.5,166.4,331.0,284.3,211.4,388.0,182.0,106.0,371.0,14.0,31.7,14.0,31.7,28.0,24.2,28.0,24.2,55.5,110.3,55.5,110.3,94.8,70.5,94.8,70.5,129.3,60.7,129.3,60.7,35.3,123.7,35.3,123.7
8,3.0,1.0,2.0,0.3,0.7,0.3,0.7,1.0,2.0,3.0,0,64.0,73.0,86.7,35.5,280.0,255.8,245.4,35.0,341.0,64.0,210.0,288.0,21.3,24.3,21.3,24.3,28.9,11.8,28.9,11.8,93.3,85.3,93.3,85.3,81.8,11.7,81.8,11.7,113.7,21.3,113.7,21.3,70.0,96.0,70.0,96.0
9,3.0,3.0,2.0,1.0,0.7,1.0,0.7,3.0,2.0,3.0,0,49.0,61.0,79.9,50.9,260.8,281.0,285.6,121.9,259.0,105.0,182.0,297.0,16.3,20.3,16.3,20.3,26.6,17.0,26.6,17.0,86.9,93.7,86.9,93.7,95.2,40.6,95.2,40.6,86.3,35.0,86.3,35.0,60.7,99.0,60.7,99.0
10,3.0,9.0,3.0,3.0,1.0,3.0,1.0,9.0,3.0,3.0,0,59.0,10.0,92.7,47.5,316.8,326.4,266.7,70.8,344.0,77.0,244.0,195.0,19.7,3.3,19.7,3.3,30.9,15.8,30.9,15.8,105.6,108.8,105.6,108.8,88.9,23.6,88.9,23.6,114.7,25.7,114.7,25.7,81.3,65.0,81.3,65.0
