team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,30,44.0,31.0,1.5,1.0,2.0,1.2,10.0,6.0,5,0,525.0,357.0,813.5,394.8,2590.6,2408.0,2442.2,914.4,3118.0,627.0,2006.0,2094.0,17.5,11.9,8.8,5.0,27.1,13.2,14.2,7.1,86.4,80.3,52.6,61.2,81.4,30.5,45.4,6.0,103.9,20.9,45.2,3.2,66.9,69.8,36.6,40.4
2,AVL,30,41.0,40.0,1.4,1.3,2.0,0.8,10.0,4.0,5,0,714.0,439.0,1060.8,524.7,3353.4,3072.0,3179.1,1151.9,4096.0,1025.0,2568.0,2574.0,23.8,14.6,29.8,17.2,35.4,17.5,41.6,21.7,111.8,102.4,133.5,124.1,106.0,38.4,127.8,57.3,136.5,34.2,156.4,36.2,85.6,85.8,102.8,125.8
3,BRE,30,33.0,47.0,1.1,1.6,1.4,1.4,7.0,7.0,5,0,701.0,525.0,963.3,504.0,3230.0,2881.8,3199.5,1069.1,3204.0,1089.0,2583.0,2573.0,23.4,17.5,22.8,14.4,32.1,16.8,31.0,18.2,107.7,96.1,93.4,106.5,106.6,35.6,104.9,33.8,106.8,36.3,111.8,41.8,86.1,85.8,89.6,82.8
4,BHA,30,26.0,36.0,0.9,1.2,0.2,2.2,1.0,11.0,5,0,803.0,695.0,1104.3,564.9,3711.8,3286.8,3091.4,1192.9,4246.0,1168.0,2888.0,3090.0,26.8,23.2,50.2,57.4,36.8,18.8,59.7,36.2,123.7,109.6,229.4,200.4,103.0,39.8,144.9,82.4,141.5,38.9,222.6,79.8,96.3,103.0,180.2,211.2
5,BUR,30,22.0,38.0,0.7,1.3,1.0,1.8,5.0,9.0,5,0,762.0,620.0,1196.7,541.6,3420.0,2877.6,3747.3,1227.5,4809.0,1309.0,2818.0,2869.0,25.4,20.7,48.2,31.8,39.9,18.0,64.0,27.8,114.0,95.9,221.4,165.1,124.9,40.9,187.7,52.3,160.3,43.6,232.8,60.6,93.9,95.6,178.0,153.4
6,CHE,30,57.0,19.0,1.9,0.6,1.8,0.2,9.0,1.0,5,0,480.0,326.0,714.6,453.6,2177.8,2782.2,2184.7,946.6,2805.0,802.0,1761.0,2122.0,16.0,10.9,7.8,5.2,23.8,15.1,11.7,7.8,72.6,92.7,27.5,45.1,72.8,31.6,42.4,14.6,93.5,26.7,48.6,18.6,58.7,70.7,24.8,30.6
7,CRY,30,39.0,38.0,1.3,1.3,1.4,0.6,7.0,3.0,5,0,632.0,526.0,877.8,471.7,2820.2,2790.8,2501.7,1074.2,3470.0,854.0,2194.0,2491.0,21.1,17.5,8.4,14.0,29.3,15.7,13.5,7.1,94.0,93.0,26.1,36.4,83.4,35.8,42.1,27.2,115.7,28.5,68.0,7.4,73.1,83.0,19.4,54.6
8,EVE,30,29.0,47.0,1.0,1.6,0.2,1.8,1.0,9.0,5,0,650.0,610.0,961.1,508.9,3256.6,3049.0,2761.1,1138.0,3597.0,900.0,2486.0,2746.0,21.7,20.3,23.0,32.6,32.0,17.0,34.0,18.7,108.6,101.6,113.7,99.2,92.0,37.9,98.4,45.9,119.9,30.0,127.4,41.6,82.9,91.5,83.4,120.2
9,LEI,30,42.0,46.0,1.4,1.5,1.2,1.0,6.0,5.0,5,0,730.0,458.0,1205.1,595.8,3698.2,3180.6,3718.0,1248.8,4646.0,1527.0,2819.0,2639.0,24.3,15.3,34.2,20.2,40.2,19.9,55.9,28.7,123.3,106.0,171.3,177.8,123.9,41.6,176.2,42.9,154.9,50.9,212.6,67.0,94.0,88.0,125.0,140.8
10,LEE,30,34.0,67.0,1.1,2.2,1.4,4.2,7.0,21.0,5,0,880.0,649.0,1233.2,585.9,4325.2,3404.0,3376.8,1313.0,4644.0,1140.0,3030.0,2932.0,29.3,21.6,46.6,40.6,41.1,19.5,58.4,30.7,144.2,113.5,233.8,181.9,112.6,43.8,141.3,62.9,154.8,38.0,210.6,62.4,101.0,97.7,165.8,168.4
