team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,6,14.0,7.0,2.3,1.2,2.4,1.4,12.0,7.0,5,0,126.0,35.0,164.9,84.5,598.2,638.8,486.1,149.2,565.0,54.0,440.0,383.0,21.0,5.8,22.2,6.6,27.5,14.1,26.3,14.4,99.7,106.5,107.4,109.8,81.0,24.9,76.9,23.9,94.2,9.0,78.2,9.6,73.3,63.8,76.2,64.2,184.0,131.0,30.7,21.8,314.8,94.5,52.5,15.8,860.2,557.6,143.4,92.9,925.4,165.9,154.2,27.6,1365.0,225.0,227.5,37.5,707.0,598.0,117.8,99.7
2,AVL,6,5.0,10.0,0.8,1.7,1.0,1.6,5.0,8.0,5,0,154.0,124.0,218.8,106.5,688.6,582.6,585.4,230.8,913.0,250.0,546.0,588.0,25.7,20.7,25.8,17.6,36.5,17.8,39.6,18.0,114.8,97.1,114.7,90.7,97.6,38.5,115.2,40.9,152.2,41.7,166.4,48.4,91.0,98.0,93.2,91.4,131.0,55.0,21.8,9.2,175.0,93.0,29.2,15.5,612.2,606.8,102.0,101.1,539.5,213.3,89.9,35.6,597.0,107.0,99.5,17.8,530.0,411.0,88.3,68.5
3,BOU,6,5.0,18.0,0.8,3.0,0.6,3.6,3.0,18.0,5,0,206.0,178.0,290.1,115.2,938.8,599.4,917.8,314.9,1043.0,239.0,735.0,735.0,34.3,29.7,38.8,34.6,48.4,19.2,52.1,20.6,156.5,99.9,178.0,106.8,153.0,52.5,158.4,55.7,173.8,39.8,184.6,43.6,122.5,122.5,134.4,135.0,126.0,71.0,21.0,11.8,120.9,76.4,20.2,12.7,520.6,583.6,86.8,97.3,328.3,120.6,54.7,20.1,361.0,57.0,60.2,9.5,462.0,482.0,77.0,80.3
4,BRE,6,15.0,9.0,2.5,1.5,2.6,1.4,13.0,7.0,5,0,136.0,64.0,233.4,113.0,729.0,653.8,700.9,318.4,910.0,155.0,533.0,495.0,22.7,10.7,22.2,10.2,38.9,18.8,40.3,18.4,121.5,109.0,121.8,108.8,116.8,53.1,118.1,53.0,151.7,25.8,164.2,22.2,88.8,82.5,86.6,81.2,198.0,90.0,33.0,15.0,233.1,87.7,38.8,14.6,882.0,578.2,147.0,96.4,614.5,118.7,102.4,19.8,838.0,177.0,139.7,29.5,739.0,464.0,123.2,77.3
5,BHA,6,11.0,5.0,1.8,0.8,1.8,0.8,9.0,4.0,5,0,117.0,62.0,161.2,90.4,527.4,504.0,481.2,217.2,608.0,181.0,437.0,412.0,19.5,10.3,20.8,11.8,26.9,15.1,25.8,13.1,87.9,84.0,94.6,85.2,80.2,36.2,69.6,31.0,101.3,30.2,94.4,14.4,72.8,68.7,75.8,71.6,202.0,117.0,33.7,19.5,265.0,68.1,44.2,11.4,857.0,429.8,142.8,71.6,788.3,135.0,131.4,22.5,1002.0,114.0,167.0,19.0,697.0,507.0,116.2,84.5
6,CHE,6,8.0,9.0,1.3,1.5,1.4,1.8,7.0,9.0,5,0,151.0,83.0,191.5,106.2,756.8,625.2,481.1,211.3,677.0,223.0,537.0,460.0,25.2,13.8,28.4,14.4,31.9,17.7,35.4,16.6,126.1,104.2,145.0,97.5,80.2,35.2,86.8,35.5,112.8,37.2,122.0,32.8,89.5,76.7,98.6,78.8,115.0,122.0,19.2,20.3,196.6,149.8,32.8,25.0,590.4,845.0,98.4,140.8,582.1,356.7,97.0,59.4,789.0,294.0,131.5,49.0,429.0,673.0,71.5,112.2
7,CRY,6,7.0,9.0,1.2,1.5,1.4,1.4,7.0,7.0,5,0,160.0,122.0,258.2,133.6,734.4,658.0,779.8,391.6,1077.0,288.0,610.0,611.0,26.7,20.3,26.8,16.6,43.0,22.3,45.4,22.7,122.4,109.7,128.4,103.0,130.0,65.3,141.5,71.1,179.5,48.0,185.8,53.0,101.7,101.8,105.0,92.8,130.0,79.0,21.7,13.2,197.7,97.4,33.0,16.2,640.4,702.2,106.7,117.0,575.9,187.8,96.0,31.3,757.0,81.0,126.2,13.5,483.0,500.0,80.5,83.3
8,EVE,6,4.0,6.0,0.7,1.0,0.8,1.0,4.0,5.0,5,0,145.0,112.0,241.2,126.8,657.6,655.0,747.2,383.8,1013.0,228.0,475.0,568.0,24.2,18.7,23.8,14.0,40.2,21.1,40.9,20.1,109.6,109.2,111.8,107.6,124.5,64.0,131.3,55.6,168.8,38.0,167.2,37.6,79.2,94.7,81.2,78.6,95.0,105.0,15.8,17.5,181.6,126.1,30.3,21.0,474.2,786.6,79.0,131.1,541.6,228.6,90.3,38.1,801.0,243.0,133.5,40.5,358.0,534.0,59.7,89.0
9,FUL,6,9.0,9.0,1.5,1.5,1.4,1.4,7.0,7.0,5,0,151.0,98.0,249.9,98.3,714.0,555.6,714.4,168.8,1075.0,259.0,538.0,496.0,25.2,16.3,24.0,18.6,41.6,16.4,41.1,17.2,119.0,92.6,116.4,95.0,119.1,28.1,119.4,27.5,179.2,43.2,175.4,49.4,89.7,82.7,85.8,87.4,142.0,76.0,23.7,12.7,205.6,88.0,34.3,14.7,640.8,692.8,106.8,115.5,545.7,173.2,91.0,28.9,867.0,11.0,144.5,1.8,494.0,494.0,82.3,82.3
10,LEI,6,8.0,16.0,1.3,2.7,1.2,2.8,6.0,14.0,5,0,205.0,83.0,250.0,72.9,988.4,453.8,671.2,171.4,839.0,103.0,782.0,464.0,34.2,13.8,36.0,14.8,41.7,12.2,44.5,13.0,164.7,75.6,171.4,78.3,111.9,28.6,117.8,30.8,139.8,17.2,155.4,20.6,130.3,77.3,134.6,79.8,136.0,35.0,22.7,5.8,174.8,76.7,29.1,12.8,683.2,486.8,113.9,81.1,548.4,179.0,91.4,29.8,521.0,100.0,86.8,16.7,557.0,396.0,92.8,66.0
11,LEE,6,10.0,10.0,1.7,1.7,1.6,1.8,8.0,9.0,5,0,156.0,72.0,218.2,93.2,810.6,589.6,616.1,181.7,756.0,160.0,609.0,423.0,26.0,12.0,26.2,13.6,36.4,15.5,34.1,15.7,135.1,98.3,130.1,100.0,102.7,30.3,91.7,27.9,126.0,26.7,119.0,28.6,101.5,70.5,97.8,69.6,158.0,78.0,26.3,13.0,235.1,89.8,39.2,15.0,804.8,573.4,134.1,95.6,724.6,161.8,120.8,27.0,838.0,159.0,139.7,26.5,524.0,483.0,87.3,80.5
12,LIV,6,15.0,6.0,2.5,1.0,2.6,0.8,13.0,4.0,5,0,138.0,55.0,169.0,93.6,654.6,759.4,453.7,118.6,583.0,56.0,513.0,448.0,23.0,9.2,23.0,9.4,28.2,15.6,26.6,16.3,109.1,126.6,103.7,131.8,75.6,19.8,75.1,20.3,97.2,9.3,87.2,10.8,85.5,74.7,83.4,74.2,186.0,116.0,31.0,19.3,324.5,149.2,54.1,24.9,908.2,640.0,151.4,106.7,875.5,529.4,145.9,88.2,1470.0,321.0,245.0,53.5,681.0,623.0,113.5,103.8
13,MCI,6,20.0,6.0,3.3,1.0,3.6,1.2,18.0,6.0,5,0,108.0,33.0,107.7,73.8,430.8,539.4,273.9,122.6,380.0,73.0,380.0,368.0,18.0,5.5,19.2,5.4,18.0,12.3,18.6,12.7,71.8,89.9,77.3,94.9,45.6,20.4,48.6,17.8,63.3,12.2,61.0,14.2,63.3,61.3,67.6,63.0,242.0,135.0,40.3,22.5,357.8,93.5,59.6,15.6,1176.6,490.0,196.1,81.7,1167.7,243.0,194.6,40.5,1234.0,203.0,205.7,33.8,1004.0,637.0,167.3,106.2
14,MUN,6,8.0,8.0,1.3,1.3,1.4,1.2,7.0,6.0,5,0,150.0,87.0,257.2,82.0,704.2,509.4,854.4,131.9,1015.0,177.0,605.0,449.0,25.0,14.5,23.2,15.2,42.9,13.7,40.6,13.9,117.4,84.9,107.7,82.3,142.4,22.0,133.1,25.7,169.2,29.5,166.2,30.8,100.8,74.8,95.2,78.2,154.0,93.0,25.7,15.5,218.5,104.4,36.4,17.4,703.2,585.0,117.2,97.5,647.4,246.5,107.9,41.1,841.0,211.0,140.2,35.2,520.0,515.0,86.7,85.8
15,NEW,6,7.0,6.0,1.2,1.0,1.0,1.2,5.0,6.0,5,0,148.0,90.0,252.3,99.3,749.8,609.8,726.5,209.0,1043.0,172.0,558.0,509.0,24.7,15.0,28.0,17.0,42.0,16.6,49.7,16.9,125.0,101.6,145.4,97.1,121.1,34.8,144.6,37.9,173.8,28.7,205.8,33.2,93.0,84.8,106.4,89.0,143.0,146.0,23.8,24.3,240.2,131.3,40.0,21.9,685.2,724.2,114.2,120.7,653.4,372.0,108.9,62.0,1059.0,215.0,176.5,35.8,503.0,649.0,83.8,108.2
16,NFO,6,4.0,14.0,0.7,2.3,0.8,2.4,4.0,12.0,5,0,172.0,160.0,296.0,106.4,938.0,611.0,894.8,281.8,1126.0,171.0,699.0,670.0,28.7,26.7,28.8,23.4,49.3,17.7,47.3,15.5,156.3,101.8,160.2,99.0,149.1,47.0,138.7,35.6,187.7,28.5,174.6,20.0,116.5,111.7,116.6,103.0,113.0,83.0,18.8,13.8,132.8,126.0,22.1,21.0,383.2,746.2,63.9,124.4,416.9,288.3,69.5,48.0,534.0,228.0,89.0,38.0,401.0,540.0,66.8,90.0
17,SOU,6,7.0,10.0,1.2,1.7,1.2,1.2,6.0,6.0,5,0,152.0,125.0,227.2,106.3,754.8,677.8,640.2,156.4,885.0,228.0,552.0,619.0,25.3,20.8,25.6,18.4,37.9,17.7,36.4,14.4,125.8,113.0,119.0,101.9,106.7,26.1,96.9,20.4,147.5,38.0,149.4,21.2,92.0,103.2,88.0,99.2,133.0,58.0,22.2,9.7,199.2,83.8,33.2,14.0,667.4,493.6,111.2,82.3,669.4,153.0,111.6,25.5,666.0,192.0,111.0,32.0,551.0,323.0,91.8,53.8
18,TOT,6,12.0,5.0,2.0,0.8,1.6,0.8,8.0,4.0,5,0,105.0,64.0,184.7,128.1,474.6,770.8,725.8,292.8,647.0,216.0,440.0,483.0,17.5,10.7,16.2,12.8,30.8,21.4,31.5,21.9,79.1,128.5,74.0,134.0,121.0,48.8,127.7,49.2,107.8,36.0,113.4,35.6,73.3,80.5,71.2,84.0,139.0,159.0,23.2,26.5,240.8,143.6,40.1,23.9,784.4,727.0,130.7,121.2,722.4,268.2,120.4,44.7,902.0,441.0,150.3,73.5,559.0,689.0,93.2,114.8
19,WHU,6,3.0,8.0,0.5,1.3,0.6,1.2,3.0,6.0,5,0,144.0,156.0,172.7,115.1,512.2,651.0,573.0,277.6,645.0,222.0,552.0,639.0,24.0,26.0,21.6,24.6,28.8,19.2,25.8,20.7,85.4,108.5,76.1,114.4,95.5,46.3,82.9,49.8,107.5,37.0,98.8,42.2,92.0,106.5,79.8,102.2,113.0,74.0,18.8,12.3,159.0,75.6,26.5,12.6,531.6,433.8,88.6,72.3,438.2,231.1,73.0,38.5,625.0,90.0,104.2,15.0,409.0,416.0,68.2,69.3
20,WOL,6,3.0,4.0,0.5,0.7,0.4,0.4,2.0,2.0,5,0,115.0,142.0,193.0,85.0,511.4,558.6,591.2,183.7,834.0,105.0,381.0,620.0,19.2,23.7,17.6,26.2,32.2,14.2,31.5,13.9,85.2,93.1,81.3,87.2,98.5,30.6,95.6,33.2,139.0,17.5,140.0,18.2,63.5,103.3,57.8,108.6,120.0,129.0,20.0,21.5,189.2,92.8,31.5,15.5,531.2,609.0,88.5,101.5,717.2,184.4,119.5,30.7,645.0,134.0,107.5,22.3,405.0,580.0,67.5,96.7
