team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,5.0,8.0,8.0,1.6,1.6,1.6,1.6,8.0,8.0,5.0,0,119.0,49.0,212.0,108.6,632.0,521.8,643.5,318.3,850.0,243.0,491.0,374.0,23.8,9.8,23.8,9.8,42.4,21.7,42.4,21.7,126.4,104.4,126.4,104.4,128.7,63.7,128.7,63.7,170.0,48.6,170.0,48.6,98.2,74.8,98.2,74.8
2,5.0,4.0,6.0,0.8,1.2,0.8,1.2,4.0,6.0,5.0,0,115.0,95.0,204.2,92.6,526.8,445.8,708.7,308.9,811.0,172.0,434.0,456.0,23.0,19.0,23.0,19.0,40.8,18.5,40.8,18.5,105.4,89.2,105.4,89.2,141.7,61.8,141.7,61.8,162.2,34.4,162.2,34.4,86.8,91.2,86.8,91.2
3,5.0,8.0,9.0,1.6,1.8,1.6,1.8,8.0,9.0,5.0,0,138.0,52.0,224.5,96.7,708.0,505.8,614.7,340.4,921.0,122.0,568.0,392.0,27.6,10.4,27.6,10.4,44.9,19.3,44.9,19.3,141.6,101.2,141.6,101.2,122.9,68.1,122.9,68.1,184.2,24.4,184.2,24.4,113.6,78.4,113.6,78.4
4,5.0,5.0,8.0,1.0,1.6,1.0,1.6,5.0,8.0,5.0,0,147.0,80.0,170.8,60.9,666.8,411.0,494.4,129.8,551.0,69.0,509.0,407.0,29.4,16.0,29.4,16.0,34.2,12.2,34.2,12.2,133.4,82.2,133.4,82.2,98.9,26.0,98.9,26.0,110.2,13.8,110.2,13.8,101.8,81.4,101.8,81.4
5,5.0,6.0,7.0,1.2,1.4,1.2,1.4,6.0,7.0,5.0,0,129.0,79.0,201.2,76.3,587.6,451.0,600.6,204.8,831.0,106.0,480.0,441.0,25.8,15.8,25.8,15.8,40.2,15.3,40.2,15.3,117.5,90.2,117.5,90.2,120.1,41.0,120.1,41.0,166.2,21.2,166.2,21.2,96.0,88.2,96.0,88.2
6,5.0,11.0,11.0,2.2,2.2,2.2,2.2,11.0,11.0,5.0,0,139.0,71.0,165.0,82.2,668.4,588.8,448.3,114.7,537.0,115.0,500.0,462.0,27.8,14.2,27.8,14.2,33.0,16.4,33.0,16.4,133.7,117.8,133.7,117.8,89.7,22.9,89.7,22.9,107.4,23.0,107.4,23.0,100.0,92.4,100.0,92.4
7,5.0,3.0,6.0,0.6,1.2,0.6,1.2,3.0,6.0,5.0,0,89.0,147.0,146.1,109.9,399.8,580.4,466.4,299.0,597.0,221.0,273.0,596.0,17.8,29.4,17.8,29.4,29.2,22.0,29.2,22.0,80.0,116.1,80.0,116.1,93.3,59.8,93.3,59.8,119.4,44.2,119.4,44.2,54.6,119.2,54.6,119.2
8,5.0,5.0,7.0,1.0,1.4,1.0,1.4,5.0,7.0,5.0,0,117.0,98.0,151.3,81.2,558.0,538.0,349.9,121.2,606.0,152.0,399.0,455.0,23.4,19.6,23.4,19.6,30.3,16.2,30.3,16.2,111.6,107.6,111.6,107.6,70.0,24.2,70.0,24.2,121.2,30.4,121.2,30.4,79.8,91.0,79.8,91.0
9,5.0,6.0,4.0,1.2,0.8,1.2,0.8,6.0,4.0,5.0,0,94.0,102.0,131.0,78.9,470.0,466.2,449.5,168.9,401.0,152.0,347.0,491.0,18.8,20.4,18.8,20.4,26.2,15.8,26.2,15.8,94.0,93.2,94.0,93.2,89.9,33.8,89.9,33.8,80.2,30.4,80.2,30.4,69.4,98.2,69.4,98.2
10,5.0,15.0,4.0,3.0,0.8,3.0,0.8,15.0,4.0,5.0,0,84.0,31.0,124.9,83.1,426.6,592.8,411.8,104.1,417.0,134.0,320.0,333.0,16.8,6.2,16.8,6.2,25.0,16.6,25.0,16.6,85.3,118.6,85.3,118.6,82.4,20.8,82.4,20.8,83.4,26.8,83.4,26.8,64.0,66.6,64.0,66.6
